Date,First Trust Dow Jones Select MicroCap_etf_Open_average,First Trust Dow Jones Select MicroCap_etf_Open_max,First Trust Dow Jones Select MicroCap_etf_Open_min,First Trust Dow Jones Select MicroCap_etf_Open_volatility,First Trust Dow Jones Select MicroCap_etf_Open_change,First Trust Dow Jones Select MicroCap_etf_High_average,First Trust Dow Jones Select MicroCap_etf_High_max,First Trust Dow Jones Select MicroCap_etf_High_min,First Trust Dow Jones Select MicroCap_etf_High_volatility,First Trust Dow Jones Select MicroCap_etf_High_change,First Trust Dow Jones Select MicroCap_etf_Low_average,First Trust Dow Jones Select MicroCap_etf_Low_max,First Trust Dow Jones Select MicroCap_etf_Low_min,First Trust Dow Jones Select MicroCap_etf_Low_volatility,First Trust Dow Jones Select MicroCap_etf_Low_change,First Trust Dow Jones Select MicroCap_etf_Close_average,First Trust Dow Jones Select MicroCap_etf_Close_max,First Trust Dow Jones Select MicroCap_etf_Close_min,First Trust Dow Jones Select MicroCap_etf_Close_volatility,First Trust Dow Jones Select MicroCap_etf_Close_change
2018-01-14,48.65,48.65,48.65,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2018-01-21,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-01-28,47.43,47.43,47.43,0.0,0.0,47.43,47.43,47.43,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2018-02-04,45.15,45.15,45.15,0.0,0.0,45.58,45.58,45.58,0.0,0.0,44.51,44.51,44.51,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2018-02-11,46.47,46.47,46.47,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2018-02-18,46.68,46.68,46.68,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2018-02-25,45.5,45.5,45.5,0.0,0.0,46.75,46.75,46.75,0.0,0.0,45.27,45.27,45.27,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2018-03-04,48.24,48.24,48.24,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-03-11,48.24,48.24,48.24,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-03-18,47.59,47.59,47.59,0.0,0.0,47.59,47.59,47.59,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2018-03-25,46.94,46.94,46.94,0.0,0.0,47.55,47.55,47.55,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2018-04-01,48.0,48.0,48.0,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2018-04-08,47.77,47.77,47.77,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-04-15,48.24,48.24,48.24,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-04-22,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2018-04-29,47.96,47.96,47.96,0.0,0.0,48.9,48.9,48.9,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-05-06,49.37,49.37,49.37,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-05-13,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-05-20,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-05-27,50.71,50.71,50.71,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2018-06-03,51.7,51.7,51.7,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2018-06-10,51.57,51.57,51.57,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2018-06-17,52.35,52.35,52.35,0.0,0.0,52.48,52.48,52.48,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2018-06-24,51.4,51.4,51.4,0.0,0.0,51.4,51.4,51.4,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2018-07-01,52.13,52.13,52.13,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2018-07-08,51.66,51.66,51.66,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2018-07-15,52.13,52.13,52.13,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2018-07-22,51.93,51.93,51.93,0.0,0.0,51.94,51.94,51.94,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2018-07-29,51.94,51.94,51.94,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2018-08-05,52.07,52.07,52.07,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2018-08-12,52.16,52.16,52.16,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2018-08-19,52.98,52.98,52.98,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.01,53.01,53.01,0.0,0.0
