Date,iShares US Telecommunications_Open_average,iShares US Telecommunications_Open_max,iShares US Telecommunications_Open_volatility,iShares US Telecommunications_Open_change,iShares US Telecommunications_High_average,iShares US Telecommunications_High_max,iShares US Telecommunications_High_volatility,iShares US Telecommunications_High_change,iShares US Telecommunications_Low_average,iShares US Telecommunications_Low_max,iShares US Telecommunications_Low_volatility,iShares US Telecommunications_Low_change,iShares US Telecommunications_Close_average,iShares US Telecommunications_Close_max,iShares US Telecommunications_Close_volatility,iShares US Telecommunications_Close_change
2017-02-05,34.15,34.15,0.0,0.0,34.32,34.32,0.0,0.0,34.09,34.09,0.0,0.0,34.21,34.21,0.0,0.0
2017-02-12,33.97,33.97,0.0,0.0,34.34,34.34,0.0,0.0,33.82,33.82,0.0,0.0,34.24,34.24,0.0,0.0
2017-02-19,33.75,33.75,0.0,0.0,34.11,34.11,0.0,0.0,33.67,33.67,0.0,0.0,34.05,34.05,0.0,0.0
2017-02-26,32.89,32.89,0.0,0.0,33.02,33.02,0.0,0.0,32.56,32.56,0.0,0.0,32.69,32.69,0.0,0.0
2017-03-05,32.37,32.37,0.0,0.0,32.69,32.69,0.0,0.0,32.32,32.32,0.0,0.0,32.65,32.65,0.0,0.0
2017-03-12,33.23,33.23,0.0,0.0,33.39,33.39,0.0,0.0,33.02,33.02,0.0,0.0,33.27,33.27,0.0,0.0
2017-03-19,31.68,31.68,0.0,0.0,31.86,31.86,0.0,0.0,31.53,31.53,0.0,0.0,31.73,31.73,0.0,0.0
2017-03-26,32.38,32.38,0.0,0.0,32.43,32.43,0.0,0.0,31.88,31.88,0.0,0.0,32.15,32.15,0.0,0.0
2017-04-02,33.55,33.55,0.0,0.0,33.71,33.71,0.0,0.0,33.24,33.24,0.0,0.0,33.44,33.44,0.0,0.0
2017-04-09,33.58,33.58,0.0,0.0,33.9,33.9,0.0,0.0,33.5,33.5,0.0,0.0,33.82,33.82,0.0,0.0
2017-04-16,33.99,33.99,0.0,0.0,34.11,34.11,0.0,0.0,33.83,33.83,0.0,0.0,33.93,33.93,0.0,0.0
2017-04-23,34.08,34.08,0.0,0.0,34.08,34.08,0.0,0.0,33.74,33.74,0.0,0.0,33.86,33.86,0.0,0.0
2017-04-30,32.71,32.71,0.0,0.0,32.92,32.92,0.0,0.0,32.35,32.35,0.0,0.0,32.88,32.88,0.0,0.0
2017-05-07,32.27,32.27,0.0,0.0,32.6,32.6,0.0,0.0,32.21,32.21,0.0,0.0,32.44,32.44,0.0,0.0
2017-05-14,32.49,32.49,0.0,0.0,32.75,32.75,0.0,0.0,32.45,32.45,0.0,0.0,32.65,32.65,0.0,0.0
2017-05-21,32.7,32.7,0.0,0.0,32.96,32.96,0.0,0.0,32.6,32.6,0.0,0.0,32.61,32.61,0.0,0.0
2017-05-28,33.55,33.55,0.0,0.0,33.55,33.55,0.0,0.0,33.38,33.38,0.0,0.0,33.52,33.52,0.0,0.0
2017-06-04,33.32,33.32,0.0,0.0,33.89,33.89,0.0,0.0,33.24,33.24,0.0,0.0,33.88,33.88,0.0,0.0
2017-06-11,33.69,33.69,0.0,0.0,33.69,33.69,0.0,0.0,33.27,33.27,0.0,0.0,33.35,33.35,0.0,0.0
2017-06-18,32.71,32.71,0.0,0.0,32.86,32.86,0.0,0.0,32.55,32.55,0.0,0.0,32.63,32.63,0.0,0.0
2017-06-25,32.36,32.36,0.0,0.0,32.49,32.49,0.0,0.0,32.25,32.25,0.0,0.0,32.4,32.4,0.0,0.0
2017-07-02,31.58,31.58,0.0,0.0,31.68,31.68,0.0,0.0,31.38,31.38,0.0,0.0,31.58,31.58,0.0,0.0
2017-07-09,31.34,31.34,0.0,0.0,31.63,31.63,0.0,0.0,31.34,31.34,0.0,0.0,31.49,31.49,0.0,0.0
2017-07-16,31.93,31.93,0.0,0.0,31.93,31.93,0.0,0.0,31.49,31.49,0.0,0.0,31.5,31.5,0.0,0.0
2017-07-23,32.04,32.04,0.0,0.0,32.06,32.06,0.0,0.0,31.8,31.8,0.0,0.0,31.9,31.9,0.0,0.0
2017-07-30,32.8,32.8,0.0,0.0,33.0,33.0,0.0,0.0,32.5,32.5,0.0,0.0,32.54,32.54,0.0,0.0
2017-08-06,32.09,32.09,0.0,0.0,32.58,32.58,0.0,0.0,32.09,32.09,0.0,0.0,32.58,32.58,0.0,0.0
2017-08-13,31.14,31.14,0.0,0.0,31.29,31.29,0.0,0.0,31.06,31.06,0.0,0.0,31.13,31.13,0.0,0.0
2017-08-20,31.91,31.91,0.0,0.0,31.98,31.98,0.0,0.0,31.76,31.76,0.0,0.0,31.89,31.89,0.0,0.0
2017-08-27,31.93,31.93,0.0,0.0,32.34,32.34,0.0,0.0,31.92,31.92,0.0,0.0,32.34,32.34,0.0,0.0
2017-09-03,30.28,30.28,0.0,0.0,30.28,30.28,0.0,0.0,29.79,29.79,0.0,0.0,29.86,29.86,0.0,0.0
2017-09-10,30.51,30.51,0.0,0.0,30.65,30.65,0.0,0.0,30.21,30.21,0.0,0.0,30.24,30.24,0.0,0.0
2017-09-17,30.91,30.91,0.0,0.0,31.21,31.21,0.0,0.0,30.86,30.86,0.0,0.0,31.05,31.05,0.0,0.0
2017-09-24,30.53,30.53,0.0,0.0,30.77,30.77,0.0,0.0,30.42,30.42,0.0,0.0,30.77,30.77,0.0,0.0
2017-10-01,31.43,31.43,0.0,0.0,31.5,31.5,0.0,0.0,31.28,31.28,0.0,0.0,31.43,31.43,0.0,0.0
2017-10-08,31.12,31.12,0.0,0.0,31.12,31.12,0.0,0.0,30.78,30.78,0.0,0.0,30.86,30.86,0.0,0.0
2017-10-15,30.5,30.5,0.0,0.0,30.7,30.7,0.0,0.0,30.24,30.24,0.0,0.0,30.34,30.34,0.0,0.0
2017-10-22,30.37,30.37,0.0,0.0,30.37,30.37,0.0,0.0,29.6,29.6,0.0,0.0,29.75,29.75,0.0,0.0
2017-10-29,28.32,28.32,0.0,0.0,28.32,28.32,0.0,0.0,27.77,27.77,0.0,0.0,28.26,28.26,0.0,0.0
2017-11-05,28.06,28.06,0.0,0.0,28.06,28.06,0.0,0.0,27.66,27.66,0.0,0.0,27.73,27.73,0.0,0.0
2017-11-12,28.56,28.56,0.0,0.0,28.6,28.6,0.0,0.0,28.4,28.4,0.0,0.0,28.52,28.52,0.0,0.0
2017-11-19,29.12,29.12,0.0,0.0,29.36,29.36,0.0,0.0,29.06,29.06,0.0,0.0,29.26,29.26,0.0,0.0
2017-11-26,30.26,30.26,0.0,0.0,30.68,30.68,0.0,0.0,30.08,30.08,0.0,0.0,30.14,30.14,0.0,0.0
2017-12-03,29.08,29.08,0.0,0.0,29.76,29.76,0.0,0.0,29.08,29.08,0.0,0.0,29.5,29.5,0.0,0.0
2017-12-10,29.7,29.7,0.0,0.0,29.96,29.96,0.0,0.0,29.27,29.27,0.0,0.0,29.76,29.76,0.0,0.0
2017-12-17,29.41,29.41,0.0,0.0,29.55,29.55,0.0,0.0,29.34,29.34,0.0,0.0,29.48,29.48,0.0,0.0
2017-12-24,29.6,29.6,0.0,0.0,29.69,29.69,0.0,0.0,29.39,29.39,0.0,0.0,29.41,29.41,0.0,0.0
2017-12-31,29.28,29.28,0.0,0.0,29.62,29.62,0.0,0.0,29.23,29.23,0.0,0.0,29.51,29.51,0.0,0.0
2018-01-07,29.2,29.2,0.0,0.0,29.56,29.56,0.0,0.0,29.12,29.12,0.0,0.0,29.55,29.55,0.0,0.0
2018-01-14,29.29,29.29,0.0,0.0,29.74,29.74,0.0,0.0,28.91,28.91,0.0,0.0,29.71,29.71,0.0,0.0
2018-01-21,29.54,29.54,0.0,0.0,29.72,29.72,0.0,0.0,29.32,29.32,0.0,0.0,29.51,29.51,0.0,0.0
2018-01-28,28.7,28.7,0.0,0.0,29.0,29.0,0.0,0.0,27.79,27.79,0.0,0.0,27.9,27.9,0.0,0.0
2018-02-04,27.37,27.37,0.0,0.0,27.68,27.68,0.0,0.0,27.18,27.18,0.0,0.0,27.54,27.54,0.0,0.0
2018-02-11,28.12,28.12,0.0,0.0,28.58,28.58,0.0,0.0,28.12,28.12,0.0,0.0,28.42,28.42,0.0,0.0
2018-02-18,28.33,28.33,0.0,0.0,28.52,28.52,0.0,0.0,28.27,28.27,0.0,0.0,28.51,28.51,0.0,0.0
2018-02-25,27.87,27.87,0.0,0.0,28.48,28.48,0.0,0.0,27.82,27.82,0.0,0.0,28.39,28.39,0.0,0.0
2018-03-04,28.51,28.51,0.0,0.0,28.72,28.72,0.0,0.0,28.09,28.09,0.0,0.0,28.36,28.36,0.0,0.0
2018-03-11,28.49,28.49,0.0,0.0,28.49,28.49,0.0,0.0,27.92,27.92,0.0,0.0,28.09,28.09,0.0,0.0
2018-03-18,27.09,27.09,0.0,0.0,27.24,27.24,0.0,0.0,26.83,26.83,0.0,0.0,27.22,27.22,0.0,0.0
2018-03-25,27.01,27.01,0.0,0.0,27.01,27.01,0.0,0.0,26.34,26.34,0.0,0.0,26.51,26.51,0.0,0.0
2018-04-01,27.11,27.11,0.0,0.0,27.27,27.27,0.0,0.0,26.87,26.87,0.0,0.0,26.9,26.9,0.0,0.0
2018-04-08,27.56,27.56,0.0,0.0,27.72,27.72,0.0,0.0,27.41,27.41,0.0,0.0,27.62,27.62,0.0,0.0
2018-04-15,27.85,27.85,0.0,0.0,27.92,27.92,0.0,0.0,27.64,27.64,0.0,0.0,27.79,27.79,0.0,0.0
2018-04-22,27.99,27.99,0.0,0.0,27.99,27.99,0.0,0.0,27.38,27.38,0.0,0.0,27.39,27.39,0.0,0.0
2018-04-29,27.28,27.28,0.0,0.0,27.45,27.45,0.0,0.0,27.26,27.26,0.0,0.0,27.31,27.31,0.0,0.0
2018-05-06,27.57,27.57,0.0,0.0,27.66,27.66,0.0,0.0,27.34,27.34,0.0,0.0,27.37,27.37,0.0,0.0
2018-05-13,27.16,27.16,0.0,0.0,27.42,27.42,0.0,0.0,27.16,27.16,0.0,0.0,27.39,27.39,0.0,0.0
2018-05-20,27.31,27.31,0.0,0.0,27.31,27.31,0.0,0.0,27.07,27.07,0.0,0.0,27.23,27.23,0.0,0.0
2018-05-27,27.4,27.4,0.0,0.0,27.41,27.41,0.0,0.0,27.26,27.26,0.0,0.0,27.34,27.34,0.0,0.0
2018-06-03,27.75,27.75,0.0,0.0,27.87,27.87,0.0,0.0,27.74,27.74,0.0,0.0,27.81,27.81,0.0,0.0
2018-06-10,27.86,27.86,0.0,0.0,27.9,27.9,0.0,0.0,27.71,27.71,0.0,0.0,27.86,27.86,0.0,0.0
2018-06-17,27.58,27.58,0.0,0.0,27.58,27.58,0.0,0.0,27.25,27.25,0.0,0.0,27.35,27.35,0.0,0.0
2018-06-24,27.4,27.4,0.0,0.0,27.65,27.65,0.0,0.0,27.33,27.33,0.0,0.0,27.65,27.65,0.0,0.0
2018-07-01,28.25,28.25,0.0,0.0,28.3,28.3,0.0,0.0,28.17,28.17,0.0,0.0,28.25,28.25,0.0,0.0
2018-07-08,28.14,28.14,0.0,0.0,28.35,28.35,0.0,0.0,28.06,28.06,0.0,0.0,28.23,28.23,0.0,0.0
2018-07-15,27.6,27.6,0.0,0.0,27.66,27.66,0.0,0.0,27.38,27.38,0.0,0.0,27.56,27.56,0.0,0.0
2018-07-22,27.73,27.73,0.0,0.0,27.79,27.79,0.0,0.0,27.58,27.58,0.0,0.0,27.59,27.59,0.0,0.0
2018-07-29,27.94,27.94,0.0,0.0,28.34,28.34,0.0,0.0,27.89,27.89,0.0,0.0,28.28,28.28,0.0,0.0
2018-08-05,28.64,28.64,0.0,0.0,28.69,28.69,0.0,0.0,28.5,28.5,0.0,0.0,28.54,28.54,0.0,0.0
2018-08-12,29.5,29.5,0.0,0.0,29.5,29.5,0.0,0.0,29.35,29.35,0.0,0.0,29.45,29.45,0.0,0.0
2018-08-19,29.78,29.78,0.0,0.0,29.83,29.83,0.0,0.0,29.72,29.72,0.0,0.0,29.75,29.75,0.0,0.0
2018-08-26,29.58,29.58,0.0,0.0,29.73,29.73,0.0,0.0,29.38,29.38,0.0,0.0,29.68,29.68,0.0,0.0
2018-09-02,29.38,29.38,0.0,0.0,29.52,29.52,0.0,0.0,29.33,29.33,0.0,0.0,29.45,29.45,0.0,0.0
2018-09-09,29.91,29.91,0.0,0.0,29.99,29.99,0.0,0.0,29.71,29.71,0.0,0.0,29.83,29.83,0.0,0.0
2018-09-16,30.08,30.08,0.0,0.0,30.09,30.09,0.0,0.0,29.89,29.89,0.0,0.0,30.01,30.01,0.0,0.0
2018-09-23,29.89,29.89,0.0,0.0,30.04,30.04,0.0,0.0,29.54,29.54,0.0,0.0,29.63,29.63,0.0,0.0
2018-09-30,29.28,29.28,0.0,0.0,29.32,29.32,0.0,0.0,28.96,28.96,0.0,0.0,29.15,29.15,0.0,0.0
2018-10-07,28.13,28.13,0.0,0.0,28.32,28.32,0.0,0.0,27.97,27.97,0.0,0.0,28.03,28.03,0.0,0.0
2018-10-14,28.55,28.55,0.0,0.0,28.77,28.77,0.0,0.0,28.49,28.49,0.0,0.0,28.52,28.52,0.0,0.0
2018-10-21,27.59,27.59,0.0,0.0,27.88,27.88,0.0,0.0,26.82,26.82,0.0,0.0,27.19,27.19,0.0,0.0
2018-10-28,28.63,28.63,0.0,0.0,28.76,28.76,0.0,0.0,28.48,28.48,0.0,0.0,28.62,28.62,0.0,0.0
2018-11-04,28.69,28.69,0.0,0.0,28.71,28.71,0.0,0.0,28.18,28.18,0.0,0.0,28.23,28.23,0.0,0.0
2018-11-11,28.48,28.48,0.0,0.0,28.66,28.66,0.0,0.0,28.13,28.13,0.0,0.0,28.24,28.24,0.0,0.0
2018-11-18,27.87,27.87,0.0,0.0,28.16,28.16,0.0,0.0,27.87,27.87,0.0,0.0,28.12,28.12,0.0,0.0
2018-11-25,29.2,29.2,0.0,0.0,29.26,29.26,0.0,0.0,28.79,28.79,0.0,0.0,29.04,29.04,0.0,0.0
2018-12-02,27.69,27.69,0.0,0.0,27.9,27.9,0.0,0.0,27.25,27.25,0.0,0.0,27.82,27.82,0.0,0.0
2018-12-09,27.42,27.42,0.0,0.0,27.42,27.42,0.0,0.0,26.65,26.65,0.0,0.0,26.81,26.81,0.0,0.0
2018-12-16,25.2,25.2,0.0,0.0,25.66,25.66,0.0,0.0,24.69,24.69,0.0,0.0,24.71,24.71,0.0,0.0
2018-12-23,26.21,26.21,0.0,0.0,26.35,26.35,0.0,0.0,25.99,25.99,0.0,0.0,26.35,26.35,0.0,0.0
2018-12-30,27.02,27.02,0.0,0.0,27.52,27.52,0.0,0.0,26.97,26.97,0.0,0.0,27.32,27.32,0.0,0.0
2019-01-06,27.77,27.77,0.0,0.0,27.84,27.84,0.0,0.0,27.65,27.65,0.0,0.0,27.71,27.71,0.0,0.0
2019-01-13,27.9,27.9,0.0,0.0,28.15,28.15,0.0,0.0,27.85,27.85,0.0,0.0,28.05,28.05,0.0,0.0
2019-01-20,27.87,27.87,0.0,0.0,27.92,27.92,0.0,0.0,27.68,27.68,0.0,0.0,27.87,27.87,0.0,0.0
2019-01-27,28.02,28.02,0.0,0.0,28.05,28.05,0.0,0.0,27.91,27.91,0.0,0.0,28.0,28.0,0.0,0.0
2019-02-03,28.08,28.08,0.0,0.0,28.24,28.24,0.0,0.0,28.08,28.08,0.0,0.0,28.21,28.21,0.0,0.0
2019-02-10,28.73,28.73,0.0,0.0,29.23,29.23,0.0,0.0,28.73,28.73,0.0,0.0,29.23,29.23,0.0,0.0
2019-02-17,29.96,29.96,0.0,0.0,29.97,29.97,0.0,0.0,29.77,29.77,0.0,0.0,29.79,29.79,0.0,0.0
2019-02-24,29.78,29.78,0.0,0.0,29.8,29.8,0.0,0.0,29.1,29.1,0.0,0.0,29.36,29.36,0.0,0.0
2019-03-03,28.94,28.94,0.0,0.0,29.36,29.36,0.0,0.0,28.49,28.49,0.0,0.0,29.33,29.33,0.0,0.0
2019-03-10,29.79,29.79,0.0,0.0,29.88,29.88,0.0,0.0,29.63,29.63,0.0,0.0,29.78,29.78,0.0,0.0
2019-03-17,29.4,29.4,0.0,0.0,29.54,29.54,0.0,0.0,29.27,29.27,0.0,0.0,29.47,29.47,0.0,0.0
2019-03-24,30.01,30.01,0.0,0.0,30.12,30.12,0.0,0.0,29.92,29.92,0.0,0.0,30.12,30.12,0.0,0.0
2019-03-31,30.29,30.29,0.0,0.0,30.49,30.49,0.0,0.0,30.17,30.17,0.0,0.0,30.49,30.49,0.0,0.0
2019-04-07,30.86,30.86,0.0,0.0,30.93,30.93,0.0,0.0,30.76,30.76,0.0,0.0,30.85,30.85,0.0,0.0
2019-04-14,30.66,30.66,0.0,0.0,30.83,30.83,0.0,0.0,30.64,30.64,0.0,0.0,30.79,30.79,0.0,0.0
2019-04-21,30.25,30.25,0.0,0.0,30.47,30.47,0.0,0.0,30.25,30.25,0.0,0.0,30.38,30.38,0.0,0.0
2019-04-28,29.57,29.57,0.0,0.0,29.86,29.86,0.0,0.0,29.46,29.46,0.0,0.0,29.82,29.82,0.0,0.0
2019-05-05,28.89,28.89,0.0,0.0,28.91,28.91,0.0,0.0,28.46,28.46,0.0,0.0,28.54,28.54,0.0,0.0
2019-05-12,29.48,29.48,0.0,0.0,29.79,29.79,0.0,0.0,29.32,29.32,0.0,0.0,29.48,29.48,0.0,0.0
2019-05-19,29.27,29.27,0.0,0.0,29.38,29.38,0.0,0.0,29.14,29.14,0.0,0.0,29.34,29.34,0.0,0.0
2019-05-26,28.0,28.0,0.0,0.0,28.33,28.33,0.0,0.0,28.0,28.0,0.0,0.0,28.25,28.25,0.0,0.0
2019-06-02,29.76,29.76,0.0,0.0,29.82,29.82,0.0,0.0,29.48,29.48,0.0,0.0,29.54,29.54,0.0,0.0
2019-06-09,29.35,29.35,0.0,0.0,29.41,29.41,0.0,0.0,29.25,29.25,0.0,0.0,29.34,29.34,0.0,0.0
2019-06-16,29.79,29.79,0.0,0.0,30.16,30.16,0.0,0.0,29.7,29.7,0.0,0.0,29.77,29.77,0.0,0.0
2019-06-23,29.77,29.77,0.0,0.0,29.79,29.79,0.0,0.0,29.46,29.46,0.0,0.0,29.52,29.52,0.0,0.0
2019-06-30,30.05,30.05,0.0,0.0,30.06,30.06,0.0,0.0,29.92,29.92,0.0,0.0,29.94,29.94,0.0,0.0
2019-07-07,30.63,30.63,0.0,0.0,30.65,30.65,0.0,0.0,30.54,30.54,0.0,0.0,30.64,30.64,0.0,0.0
2019-07-14,30.25,30.25,0.0,0.0,30.25,30.25,0.0,0.0,30.02,30.02,0.0,0.0,30.05,30.05,0.0,0.0
2019-07-21,30.58,30.58,0.0,0.0,30.63,30.63,0.0,0.0,30.44,30.44,0.0,0.0,30.61,30.61,0.0,0.0
2019-07-28,28.69,28.69,0.0,0.0,28.76,28.76,0.0,0.0,28.25,28.25,0.0,0.0,28.48,28.48,0.0,0.0
2019-08-04,28.72,28.72,0.0,0.0,28.75,28.75,0.0,0.0,28.47,28.47,0.0,0.0,28.59,28.59,0.0,0.0
2019-08-11,28.27,28.27,0.0,0.0,28.5,28.5,0.0,0.0,28.27,28.27,0.0,0.0,28.43,28.43,0.0,0.0
