Date,RLGT_Open_average,RLGT_Open_max,RLGT_Open_min,RLGT_Open_volatility,RLGT_Open_change,RLGT_High_average,RLGT_High_max,RLGT_High_min,RLGT_High_volatility,RLGT_High_change,RLGT_Low_average,RLGT_Low_max,RLGT_Low_min,RLGT_Low_volatility,RLGT_Low_change,RLGT_Close_average,RLGT_Close_max,RLGT_Close_min,RLGT_Close_volatility,RLGT_Close_change,RLGT_Volume_average,RLGT_Volume_max,RLGT_Volume_min,RLGT_Volume_volatility,RLGT_Volume_change
2018-01-14,4.688,4.84,4.61,0.22999999999999954,0.09999999999999964,4.818,5.12,4.65,0.46999999999999975,0.3200000000000003,4.656,4.83,4.6,0.23000000000000043,0.20999999999999996,4.768,5.12,4.62,0.5,0.5,24463,47130,11614,35516,35516
2018-01-21,5.094,5.12,5.05,0.07000000000000028,-0.020000000000000462,5.112,5.14,5.09,0.04999999999999982,-0.020000000000000462,5.026,5.05,4.99,0.05999999999999961,-0.02999999999999936,5.076,5.12,5.02,0.10000000000000053,-0.10000000000000053,19714,49728,9060,40668,-40668
2018-01-28,4.8180000000000005,5.0,4.61,0.3899999999999997,-0.3899999999999997,4.852,5.0,4.61,0.3899999999999997,-0.3899999999999997,4.718,4.95,4.46,0.4900000000000002,-0.4900000000000002,4.734,4.95,4.49,0.45999999999999996,-0.45999999999999996,13730,17523,7545,9978,2517
2018-02-04,4.37,4.59,3.83,0.7599999999999998,-0.6100000000000003,4.462,4.68,3.85,0.8299999999999996,-0.8000000000000003,4.174,4.49,3.63,0.8600000000000003,-0.7800000000000002,4.226,4.6,3.63,0.9699999999999998,-0.9000000000000004,23922,29040,17513,11527,4671
2018-02-11,3.6875,3.76,3.55,0.20999999999999996,0.06000000000000005,3.7975,3.82,3.77,0.04999999999999982,0.04999999999999982,3.605,3.67,3.54,0.1299999999999999,0.04999999999999982,3.7,3.81,3.61,0.20000000000000018,0.050000000000000266,40676,65684,27888,37796,-37796
2018-02-18,3.742,3.91,3.65,0.26000000000000023,0.26000000000000023,3.872,4.22,3.65,0.5699999999999998,0.26000000000000023,3.67,3.78,3.52,0.2599999999999998,0.2599999999999998,3.7600000000000002,3.91,3.6,0.31000000000000005,0.23999999999999977,14738,20618,8329,12289,-8547
2018-02-25,3.758,3.82,3.68,0.13999999999999968,-0.009999999999999787,3.836,3.88,3.8,0.08000000000000007,-0.009999999999999787,3.718,3.76,3.65,0.10999999999999988,0.009999999999999787,3.7640000000000002,3.83,3.7,0.1299999999999999,0.04999999999999982,16603,32483,6608,25875,-6237
2018-03-04,3.824,3.86,3.76,0.10000000000000009,0.0,3.87,3.89,3.83,0.06000000000000005,0.04999999999999982,3.79,3.84,3.73,0.10999999999999988,0.07999999999999963,3.836,3.88,3.78,0.10000000000000009,0.10000000000000009,12455,20951,7569,13382,260
2018-03-11,3.9659999999999997,4.17,3.82,0.3500000000000001,0.3500000000000001,4.096,4.22,3.89,0.3299999999999996,0.2799999999999998,3.892,3.97,3.8,0.17000000000000037,0.17000000000000037,3.9899999999999998,4.18,3.81,0.36999999999999966,0.19999999999999973,39305,119661,14224,105437,-14829
2018-03-18,3.924,4.02,3.86,0.1599999999999997,-0.1599999999999997,4.016,4.2,3.89,0.31000000000000005,0.15000000000000036,3.858,3.93,3.78,0.15000000000000036,-0.040000000000000036,3.94,4.2,3.81,0.3900000000000001,0.31000000000000005,19544,25469,7807,17662,7056
2018-03-25,3.9850000000000003,4.16,3.86,0.30000000000000027,-0.30000000000000027,4.1075,4.35,3.87,0.47999999999999954,-0.3700000000000001,3.81,3.88,3.66,0.21999999999999975,-0.18999999999999995,3.85,3.95,3.71,0.2400000000000002,-0.16000000000000014,27019,32900,21429,11471,-7495
2018-04-01,3.7479999999999998,4.09,3.61,0.48,0.3599999999999999,3.868,4.12,3.66,0.45999999999999996,0.33000000000000007,3.674,3.8,3.61,0.18999999999999995,0.13999999999999968,3.764,4.04,3.63,0.41000000000000014,0.14000000000000012,19222,37241,7577,29664,-8451
2018-04-08,3.856,3.9,3.81,0.08999999999999986,0.040000000000000036,3.912,4.0,3.85,0.1499999999999999,0.08000000000000007,3.8,3.87,3.73,0.14000000000000012,0.050000000000000266,3.868,3.97,3.78,0.1900000000000004,0.07000000000000028,17278,27793,5736,22057,2359
