Date,FLWS_Open_average,FLWS_Open_max,FLWS_Open_min,FLWS_Open_volatility,FLWS_Open_change,FLWS_High_average,FLWS_High_max,FLWS_High_min,FLWS_High_volatility,FLWS_High_change,FLWS_Low_average,FLWS_Low_max,FLWS_Low_min,FLWS_Low_volatility,FLWS_Low_change,FLWS_Close_average,FLWS_Close_max,FLWS_Close_min,FLWS_Close_volatility,FLWS_Close_change,FLWS_Volume_average,FLWS_Volume_max,FLWS_Volume_min,FLWS_Volume_volatility,FLWS_Volume_change
2018-01-14,11.469999999999999,11.75,11.1,0.6500000000000004,-0.25,11.632,11.95,11.35,0.5999999999999996,-0.34999999999999964,11.218,11.52,11.02,0.5,-0.21999999999999886,11.43,11.65,11.1,0.5500000000000007,-0.05000000000000071,114043,150452,77379,73073,-27519
2018-01-21,11.71,11.9,11.55,0.34999999999999964,0.049999999999998934,11.844,12.0,11.7,0.3000000000000007,-0.019999999999999574,11.57,11.7,11.5,0.1999999999999993,-0.05000000000000071,11.71,11.85,11.65,0.1999999999999993,-0.09999999999999964,81163,107550,45604,61946,17747
2018-01-28,10.69,11.5,9.9,1.5999999999999996,-1.5999999999999996,11.08,11.7,10.7,1.0,-1.0,10.47,11.5,9.9,1.5999999999999996,-1.5999999999999996,10.586,11.6,10.2,1.4000000000000004,-1.4000000000000004,365108,476419,102839,373580,339124
2018-02-04,10.62,10.9,9.95,0.9500000000000011,0.9000000000000004,10.91,11.1,10.7,0.40000000000000036,0.15000000000000036,10.392,10.65,9.76,0.8900000000000006,0.7900000000000009,10.77,10.95,10.6,0.34999999999999964,0.20000000000000107,245031,407809,155914,251895,-251895
2018-02-11,10.7875,10.9,10.7,0.20000000000000107,0.10000000000000142,10.975000000000001,11.05,10.9,0.15000000000000036,0.15000000000000036,10.685,10.75,10.65,0.09999999999999964,0.0600000000000005,10.9,11.0,10.85,0.15000000000000036,0.15000000000000036,193623,226254,163447,62807,62807
2018-02-18,11.78,12.6,11.25,1.3499999999999996,1.0999999999999996,12.14,13.0,11.5,1.5,1.5,11.61,12.6,11.2,1.4000000000000004,1.4000000000000004,12.04,12.9,11.35,1.5500000000000007,1.5500000000000007,321727,416254,225781,190473,-62836
2018-02-25,11.959999999999999,12.95,11.45,1.5,-1.0,12.290000000000001,13.0,11.8,1.1999999999999993,-0.4499999999999993,11.58,11.85,11.4,0.4499999999999993,0.15000000000000036,11.91,12.45,11.55,0.8999999999999986,0.5999999999999996,264568,427726,181745,245981,-151626
2018-03-04,12.2,12.5,12.0,0.5,-0.5,12.336,12.5,12.15,0.34999999999999964,-0.3200000000000003,11.95,12.1,11.85,0.25,-0.15000000000000036,12.13,12.35,12.0,0.34999999999999964,-0.25,197412,213611,171869,41742,1233
2018-03-11,12.629999999999999,13.0,12.1,0.9000000000000004,0.9000000000000004,12.88,13.1,12.4,0.6999999999999993,0.6500000000000004,12.43,12.75,12.0,0.75,0.5999999999999996,12.78,13.0,12.35,0.6500000000000004,0.5999999999999996,380128,553804,224562,329242,-67766
2018-03-18,12.49,12.95,12.25,0.6999999999999993,-0.6999999999999993,12.626,12.98,12.25,0.7300000000000004,-0.7300000000000004,12.17,12.35,11.9,0.4499999999999993,-0.4499999999999993,12.326,12.6,12.05,0.5499999999999989,-0.22000000000000064,157544,209996,90451,119545,-4817
2018-03-25,11.95,12.15,11.8,0.34999999999999964,-0.34999999999999964,12.049999999999999,12.2,11.95,0.25,-0.25,11.6875,11.8,11.57,0.23000000000000043,-0.23000000000000043,11.825,11.9,11.75,0.15000000000000036,-0.15000000000000036,229527,445765,122030,323735,48150
2018-04-01,12.34,12.75,11.8,0.9499999999999993,0.9499999999999993,12.68,12.85,12.4,0.4499999999999993,0.4499999999999993,12.154,12.5,11.8,0.6999999999999993,0.46999999999999886,12.47,12.7,12.15,0.5499999999999989,0.15000000000000036,159456,203295,90288,113007,-10189
2018-04-08,12.87,13.2,12.45,0.75,0.3500000000000014,13.12,13.32,12.95,0.370000000000001,0.05000000000000071,12.706,12.95,12.4,0.5499999999999989,0.23000000000000043,12.93,13.1,12.75,0.34999999999999964,0.09999999999999964,127558,166797,88039,78758,-15434
