Date,AVGO_Open_average,AVGO_Open_max,AVGO_Open_min,AVGO_Open_volatility,AVGO_Open_change,AVGO_High_average,AVGO_High_max,AVGO_High_min,AVGO_High_volatility,AVGO_High_change,AVGO_Low_average,AVGO_Low_max,AVGO_Low_min,AVGO_Low_volatility,AVGO_Low_change,AVGO_Close_average,AVGO_Close_max,AVGO_Close_min,AVGO_Close_volatility,AVGO_Close_change,AVGO_Volume_average,AVGO_Volume_max,AVGO_Volume_min,AVGO_Volume_volatility,AVGO_Volume_change
2018-01-14,266.18399999999997,269.15,265.18,3.9699999999999704,0.46999999999997044,267.96,270.06,266.53,3.5300000000000296,-0.2300000000000182,262.658,266.07,260.46,5.610000000000014,-1.0400000000000205,265.472,269.8,262.11,7.689999999999998,-1.1399999999999864,3168108,3736467,2723046,1013421,-629773
2018-01-21,255.63,261.74,248.28,13.460000000000008,-13.460000000000008,257.192,264.41,249.49,14.920000000000016,-14.920000000000016,249.96800000000002,258.11,243.49,14.620000000000005,-14.620000000000005,252.662,262.9,245.47,17.42999999999998,-17.42999999999998,4794765,5952019,3539818,2412201,1500273
2018-01-28,240.88400000000001,250.0,234.68,15.319999999999993,-6.569999999999993,245.206,253.14,237.96,15.179999999999978,-1.0300000000000011,236.332,244.86,227.6,17.26000000000002,-9.409999999999997,238.27599999999998,248.03,228.1,19.930000000000007,-12.879999999999995,6449277,8048176,4600217,3447959,2477428
2018-02-04,234.484,238.76,225.62,13.139999999999986,12.240000000000009,240.924,245.48,237.12,8.359999999999985,5.079999999999984,231.032,237.5,224.9,12.599999999999994,12.599999999999994,237.446,244.4,229.57,14.830000000000013,4.02000000000001,4795274,7774422,3506266,4268156,-4268156
2018-02-11,246.64,251.27,241.01,10.26000000000002,10.26000000000002,249.7225,252.37,246.03,6.340000000000003,6.340000000000003,244.0025,248.04,240.06,7.97999999999999,7.97999999999999,248.56,251.83,245.86,5.969999999999999,3.0299999999999727,2684703,3263877,2371856,892021,892021
2018-02-18,250.892,252.49,248.75,3.740000000000009,3.210000000000008,254.356,255.74,253.1,2.640000000000015,-1.3000000000000114,249.106,251.0,247.52,3.4799999999999898,3.4799999999999898,250.85,253.71,248.62,5.090000000000003,3.329999999999984,2726959,4169278,1827971,2341307,-1281478
2018-02-25,248.472,254.08,240.43,13.650000000000006,-2.1899999999999977,252.36,255.67,249.12,6.549999999999983,-4.329999999999984,244.524,251.68,240.23,11.450000000000017,-8.26000000000002,247.886,251.81,243.31,8.5,-4.8300000000000125,2587116,2883400,2117622,765778,472338
2018-03-04,251.09799999999998,260.65,248.26,12.389999999999986,11.339999999999975,253.51600000000002,264.3,248.3,16.0,13.0,248.962,259.62,244.33,15.289999999999992,12.300000000000011,252.316,262.84,246.95,15.889999999999986,11.879999999999967,3595906,5388086,3003004,2385082,2385082
2018-03-11,261.652,266.43,253.1,13.330000000000013,-13.330000000000013,265.036,273.85,256.49,17.360000000000014,-17.360000000000014,255.21200000000002,263.5,242.77,20.72999999999999,-17.460000000000008,257.878,267.76,244.95,22.810000000000002,-16.27000000000004,6993704,11395491,3961893,7433598,441214
2018-03-18,243.752,247.67,240.58,7.089999999999975,2.569999999999993,247.882,250.59,245.22,5.3700000000000045,0.7800000000000011,240.752,241.5,240.06,1.4399999999999977,-0.7700000000000102,244.428,247.73,242.36,5.369999999999976,5.369999999999976,5353813,6191768,4307781,1883987,-1320427
