Date,iShares MSCI Global Silver MinersEtf_Open_average,iShares MSCI Global Silver MinersEtf_Open_max,iShares MSCI Global Silver MinersEtf_Open_min,iShares MSCI Global Silver MinersEtf_Open_volatility,iShares MSCI Global Silver MinersEtf_Open_change,iShares MSCI Global Silver MinersEtf_High_average,iShares MSCI Global Silver MinersEtf_High_max,iShares MSCI Global Silver MinersEtf_High_min,iShares MSCI Global Silver MinersEtf_High_volatility,iShares MSCI Global Silver MinersEtf_High_change,iShares MSCI Global Silver MinersEtf_Low_average,iShares MSCI Global Silver MinersEtf_Low_max,iShares MSCI Global Silver MinersEtf_Low_min,iShares MSCI Global Silver MinersEtf_Low_volatility,iShares MSCI Global Silver MinersEtf_Low_change,iShares MSCI Global Silver MinersEtf_Close_average,iShares MSCI Global Silver MinersEtf_Close_max,iShares MSCI Global Silver MinersEtf_Close_min,iShares MSCI Global Silver MinersEtf_Close_volatility,iShares MSCI Global Silver MinersEtf_Close_change
2018-01-14,10.91,10.91,10.91,0.0,0.0,11.06,11.06,11.06,0.0,0.0,10.91,10.91,10.91,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2018-01-21,11.16,11.16,11.16,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2018-01-28,10.55,10.55,10.55,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.3,10.3,10.3,0.0,0.0
2018-02-04,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.57,9.57,9.57,0.0,0.0
2018-02-11,10.35,10.35,10.35,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2018-02-18,10.13,10.13,10.13,0.0,0.0,10.13,10.13,10.13,0.0,0.0,9.97,9.97,9.97,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2018-02-25,10.07,10.07,10.07,0.0,0.0,10.07,10.07,10.07,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2018-03-04,9.99,9.99,9.99,0.0,0.0,10.1,10.1,10.1,0.0,0.0,9.99,9.99,9.99,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2018-03-11,9.9,9.9,9.9,0.0,0.0,10.03,10.03,10.03,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2018-03-18,10.2,10.2,10.2,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.22,10.22,10.22,0.0,0.0
2018-03-25,9.95,9.95,9.95,0.0,0.0,10.23,10.23,10.23,0.0,0.0,9.95,9.95,9.95,0.0,0.0,10.22,10.22,10.22,0.0,0.0
2018-04-01,10.36,10.36,10.36,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2018-04-08,10.75,10.75,10.75,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2018-04-15,10.9,10.9,10.9,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2018-04-22,10.57,10.57,10.57,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2018-04-29,10.6,10.6,10.6,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.57,10.57,10.57,0.0,0.0
2018-05-06,10.79,10.79,10.79,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2018-05-13,10.6,10.6,10.6,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.62,10.62,10.62,0.0,0.0
2018-05-20,10.86,10.86,10.86,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2018-05-27,10.49,10.49,10.49,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2018-06-03,10.58,10.58,10.58,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.53,10.53,10.53,0.0,0.0
2018-06-10,10.55,10.55,10.55,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.43,10.43,10.43,0.0,0.0
2018-06-17,10.15,10.15,10.15,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2018-06-24,10.05,10.05,10.05,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2018-07-01,10.32,10.32,10.32,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2018-07-08,10.05,10.05,10.05,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2018-07-15,9.78,9.78,9.78,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.77,9.77,9.77,0.0,0.0
2018-07-22,9.68,9.68,9.68,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2018-07-29,9.53,9.53,9.53,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.56,9.56,9.56,0.0,0.0
2018-08-05,9.36,9.36,9.36,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.27,9.27,9.27,0.0,0.0
2018-08-12,8.3,8.3,8.3,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2018-08-19,8.52,8.52,8.52,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.67,8.67,8.67,0.0,0.0
2018-08-26,8.58,8.58,8.58,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.38,8.38,8.38,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2018-09-02,8.0,8.0,8.0,0.0,0.0,8.06,8.06,8.06,0.0,0.0,7.97,7.97,7.97,0.0,0.0,8.02,8.02,8.02,0.0,0.0
2018-09-09,7.91,7.91,7.91,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.97,7.97,7.97,0.0,0.0
2018-09-16,8.29,8.29,8.29,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.39,8.39,8.39,0.0,0.0
2018-09-23,8.23,8.23,8.23,0.0,0.0,8.31,8.31,8.31,0.0,0.0,8.2,8.2,8.2,0.0,0.0,8.27,8.27,8.27,0.0,0.0
2018-09-30,8.37,8.37,8.37,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2018-10-07,8.61,8.61,8.61,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2018-10-14,8.72,8.72,8.72,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2018-10-21,8.16,8.16,8.16,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.16,8.16,8.16,0.0,0.0
2018-10-28,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.16,8.16,8.16,0.0,0.0
2018-11-04,7.85,7.85,7.85,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.87,7.87,7.87,0.0,0.0
2018-11-11,7.6,7.6,7.6,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.85,7.85,7.85,0.0,0.0
2018-11-18,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.5,7.5,7.5,0.0,0.0,7.55,7.55,7.55,0.0,0.0
2018-11-25,7.5,7.5,7.5,0.0,0.0,7.5,7.5,7.5,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.41,7.41,7.41,0.0,0.0
2018-12-02,7.67,7.67,7.67,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.83,7.83,7.83,0.0,0.0
2018-12-09,7.77,7.77,7.77,0.0,0.0,8.07,8.07,8.07,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.96,7.96,7.96,0.0,0.0
2018-12-16,8.49,8.49,8.49,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.02,8.02,8.02,0.0,0.0,8.14,8.14,8.14,0.0,0.0
2018-12-23,8.2,8.2,8.2,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2018-12-30,8.69,8.69,8.69,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2019-01-06,8.83,8.83,8.83,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2019-01-13,8.25,8.25,8.25,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.18,8.18,8.18,0.0,0.0
2019-01-20,8.34,8.34,8.34,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.31,8.31,8.31,0.0,0.0,8.51,8.51,8.51,0.0,0.0
2019-01-27,9.14,9.14,9.14,0.0,0.0,9.17,9.17,9.17,0.0,0.0,8.88,8.88,8.88,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2019-02-03,9.05,9.05,9.05,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.1,9.1,9.1,0.0,0.0
