Date,iShares MSCI Global Silver MinersEtf_Open_average,iShares MSCI Global Silver MinersEtf_Open_max,iShares MSCI Global Silver MinersEtf_Open_min,iShares MSCI Global Silver MinersEtf_Open_volatility,iShares MSCI Global Silver MinersEtf_Open_change,iShares MSCI Global Silver MinersEtf_High_average,iShares MSCI Global Silver MinersEtf_High_max,iShares MSCI Global Silver MinersEtf_High_min,iShares MSCI Global Silver MinersEtf_High_volatility,iShares MSCI Global Silver MinersEtf_High_change,iShares MSCI Global Silver MinersEtf_Low_average,iShares MSCI Global Silver MinersEtf_Low_max,iShares MSCI Global Silver MinersEtf_Low_min,iShares MSCI Global Silver MinersEtf_Low_volatility,iShares MSCI Global Silver MinersEtf_Low_change,iShares MSCI Global Silver MinersEtf_Close_average,iShares MSCI Global Silver MinersEtf_Close_max,iShares MSCI Global Silver MinersEtf_Close_min,iShares MSCI Global Silver MinersEtf_Close_volatility,iShares MSCI Global Silver MinersEtf_Close_change
2019-02-10,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2019-02-17,9.49,9.49,9.49,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2019-02-24,9.0,9.0,9.0,0.0,0.0,9.13,9.13,9.13,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.85,8.85,8.85,0.0,0.0
2019-03-03,8.94,8.94,8.94,0.0,0.0,9.01,9.01,9.01,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.98,8.98,8.98,0.0,0.0
2019-03-10,9.06,9.06,9.06,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.18,9.18,9.18,0.0,0.0
2019-03-17,9.39,9.39,9.39,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.41,9.41,9.41,0.0,0.0
2019-03-24,9.4,9.4,9.4,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2019-03-31,9.04,9.04,9.04,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.03,9.03,9.03,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2019-04-07,8.86,8.86,8.86,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2019-04-14,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2019-04-21,8.42,8.42,8.42,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2019-04-28,8.03,8.03,8.03,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.21,8.21,8.21,0.0,0.0
2019-05-05,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.95,7.95,7.95,0.0,0.0
2019-05-12,7.8,7.8,7.8,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.85,7.85,7.85,0.0,0.0
2019-05-19,7.7,7.7,7.7,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.64,7.64,7.64,0.0,0.0
2019-05-26,7.88,7.88,7.88,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.82,7.82,7.82,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-06-02,8.44,8.44,8.44,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.43,8.43,8.43,0.0,0.0
2019-06-09,8.55,8.55,8.55,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2019-06-16,9.22,9.22,9.22,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.24,9.24,9.24,0.0,0.0
2019-06-23,9.32,9.32,9.32,0.0,0.0,9.32,9.32,9.32,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.28,9.28,9.28,0.0,0.0
2019-06-30,9.24,9.24,9.24,0.0,0.0,9.24,9.24,9.24,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.22,9.22,9.22,0.0,0.0
2019-07-07,9.41,9.41,9.41,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2019-07-14,10.5,10.5,10.5,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.21,10.21,10.21,0.0,0.0
2019-07-21,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.17,10.17,10.17,0.0,0.0
2019-07-28,9.96,9.96,9.96,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.73,9.73,9.73,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2019-08-04,10.43,10.43,10.43,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.42,10.42,10.42,0.0,0.0
2019-08-11,9.99,9.99,9.99,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2019-08-18,10.13,10.13,10.13,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.53,10.53,10.53,0.0,0.0
2019-08-25,10.75,10.75,10.75,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2019-09-01,10.72,10.72,10.72,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2019-09-08,10.2,10.2,10.2,0.0,0.0,10.3,10.3,10.3,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2019-09-15,10.25,10.25,10.25,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2019-09-22,10.07,10.07,10.07,0.0,0.0,10.19,10.19,10.19,0.0,0.0,9.94,9.94,9.94,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-09-29,9.7,9.7,9.7,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.86,9.86,9.86,0.0,0.0
2019-10-06,9.69,9.69,9.69,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2019-10-13,9.75,9.75,9.75,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.66,9.66,9.66,0.0,0.0
2019-10-20,9.9,9.9,9.9,0.0,0.0,10.16,10.16,10.16,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2019-10-27,10.26,10.26,10.26,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2019-11-03,9.75,9.75,9.75,0.0,0.0,10.03,10.03,10.03,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-11-10,10.05,10.05,10.05,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.01,10.01,10.01,0.0,0.0
2019-11-17,10.05,10.05,10.05,0.0,0.0,10.05,10.05,10.05,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2019-11-24,9.96,9.96,9.96,0.0,0.0,10.2,10.2,10.2,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-12-01,10.44,10.44,10.44,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.26,10.26,10.26,0.0,0.0
2019-12-08,10.39,10.39,10.39,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2019-12-15,10.41,10.41,10.41,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.2,10.2,10.2,0.0,0.0
2019-12-22,11.17,11.17,11.17,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2019-12-29,11.3,11.3,11.3,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.06,11.06,11.06,0.0,0.0
