Date,Vident Core U.S. Equity_Open_average,Vident Core U.S. Equity_Open_max,Vident Core U.S. Equity_Open_min,Vident Core U.S. Equity_Open_volatility,Vident Core U.S. Equity_Open_change,Vident Core U.S. Equity_High_average,Vident Core U.S. Equity_High_max,Vident Core U.S. Equity_High_min,Vident Core U.S. Equity_High_volatility,Vident Core U.S. Equity_High_change,Vident Core U.S. Equity_Low_average,Vident Core U.S. Equity_Low_max,Vident Core U.S. Equity_Low_min,Vident Core U.S. Equity_Low_volatility,Vident Core U.S. Equity_Low_change,Vident Core U.S. Equity_Close_average,Vident Core U.S. Equity_Close_max,Vident Core U.S. Equity_Close_min,Vident Core U.S. Equity_Close_volatility,Vident Core U.S. Equity_Close_change
2018-07-15,34.32,34.32,34.32,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-07-22,34.27,34.27,34.27,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-07-29,34.19,34.19,34.19,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-08-05,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2018-08-12,34.75,34.75,34.75,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.75,34.75,34.75,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2018-08-19,35.59,35.59,35.59,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-08-26,35.23,35.23,35.23,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2018-09-02,34.75,34.75,34.75,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2018-09-09,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2018-09-16,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-09-23,34.5,34.5,34.5,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-09-30,33.63,33.63,33.63,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-10-07,32.14,32.14,32.14,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-10-14,32.23,32.23,32.23,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2018-10-21,30.95,30.95,30.95,0.0,0.0,31.55,31.55,31.55,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-10-28,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-11-04,32.4,32.4,32.4,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-11-11,31.74,31.74,31.74,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-11-18,31.37,31.37,31.37,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-11-25,32.04,32.04,32.04,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-12-02,29.96,29.96,29.96,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.64,29.64,29.64,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-12-09,29.03,29.03,29.03,0.0,0.0,29.4,29.4,29.4,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-12-16,26.69,26.69,26.69,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2018-12-23,27.77,27.77,27.77,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-12-30,28.48,28.48,28.48,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-01-06,29.49,29.49,29.49,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-01-13,30.35,30.35,30.35,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-01-20,30.25,30.25,30.25,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-01-27,30.75,30.75,30.75,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.75,30.75,30.75,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-02-03,30.68,30.68,30.68,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-02-10,31.66,31.66,31.66,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-02-17,31.95,31.95,31.95,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-02-24,31.77,31.77,31.77,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-03-03,30.76,30.76,30.76,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-03-10,31.14,31.14,31.14,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-03-17,30.56,30.56,30.56,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-03-24,31.25,31.25,31.25,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-03-31,31.68,31.68,31.68,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-04-07,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-04-14,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-04-21,32.13,32.13,32.13,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-04-28,31.74,31.74,31.74,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.74,31.74,31.74,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-05-05,30.82,30.82,30.82,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-05-12,30.84,30.84,30.84,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-05-19,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-05-26,29.53,29.53,29.53,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2019-06-02,30.78,30.78,30.78,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-06-09,30.69,30.69,30.69,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-06-16,31.07,31.07,31.07,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-06-23,31.64,31.64,31.64,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-06-30,31.69,31.69,31.69,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-07-07,31.71,31.71,31.71,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-07-14,31.49,31.49,31.49,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2019-07-21,31.9,31.9,31.9,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-07-28,29.96,29.96,29.96,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-08-04,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-08-11,29.69,29.69,29.69,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-08-18,29.05,29.05,29.05,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-08-25,29.8,29.8,29.8,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-09-01,30.6,30.6,30.6,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-09-08,31.38,31.38,31.38,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-09-15,30.85,30.85,30.85,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.85,30.85,30.85,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-09-22,30.88,30.88,30.88,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-09-29,30.24,30.24,30.24,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-10-06,30.6,30.6,30.6,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-10-13,31.3,31.3,31.3,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-10-20,31.88,31.88,31.88,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-10-27,32.41,32.41,32.41,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-11-03,32.56,32.56,32.56,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-11-10,32.78,32.78,32.78,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-11-17,32.59,32.59,32.59,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-11-24,32.68,32.68,32.68,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-12-01,32.81,32.81,32.81,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-12-08,33.25,33.25,33.25,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-12-15,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-12-22,33.1,33.1,33.1,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-12-29,32.99,32.99,32.99,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.1,33.1,33.1,0.0,0.0
