Date,ASMLF_Open_average,ASMLF_Open_max,ASMLF_Open_min,ASMLF_Open_volatility,ASMLF_Open_change,ASMLF_High_average,ASMLF_High_max,ASMLF_High_min,ASMLF_High_volatility,ASMLF_High_change,ASMLF_Low_average,ASMLF_Low_max,ASMLF_Low_min,ASMLF_Low_volatility,ASMLF_Low_change,ASMLF_Close_average,ASMLF_Close_max,ASMLF_Close_min,ASMLF_Close_volatility,ASMLF_Close_change,ASMLF_Volume_average,ASMLF_Volume_max,ASMLF_Volume_min,ASMLF_Volume_volatility,ASMLF_Volume_change
2018-01-14,202.26666666666668,204.0,198.9,5.099999999999994,5.099999999999994,202.3,204.1,198.9,5.199999999999989,5.199999999999989,201.76666666666668,204.0,198.9,5.099999999999994,5.099999999999994,201.8,204.1,198.9,5.199999999999989,5.199999999999989,11748,20001,243,19758,19758
2018-01-21,204.39999999999998,204.6,204.2,0.4000000000000057,-0.4000000000000057,204.39999999999998,204.6,204.2,0.4000000000000057,-0.4000000000000057,204.39999999999998,204.6,204.2,0.4000000000000057,-0.4000000000000057,204.39999999999998,204.6,204.2,0.4000000000000057,-0.4000000000000057,30242,45462,15022,30440,-30440
2018-01-28,201.56666666666666,203.1,198.6,4.5,-4.400000000000006,201.6,203.1,198.6,4.5,-4.5,201.56666666666666,203.1,198.6,4.5,-4.400000000000006,201.6,203.1,198.6,4.5,-4.5,26468,56500,2503,53997,-36097
2018-02-04,186.9,188.0,184.7,3.3000000000000114,-3.3000000000000114,187.0,188.3,184.7,3.6000000000000227,-3.3000000000000114,186.9,188.0,184.7,3.3000000000000114,-3.3000000000000114,187.0,188.3,184.7,3.6000000000000227,-3.3000000000000114,90194,220100,169,219931,50145
2018-02-11,191.0,193.3,188.7,4.600000000000023,4.600000000000023,191.0,193.3,188.7,4.600000000000023,4.600000000000023,190.3,191.9,188.7,3.200000000000017,3.200000000000017,190.3,191.9,188.7,3.200000000000017,3.200000000000017,102501,140001,65001,75000,-75000
2018-02-18,192.2,192.2,192.2,0.0,0.0,192.2,192.2,192.2,0.0,0.0,192.2,192.2,192.2,0.0,0.0,192.2,192.2,192.2,0.0,0.0,140008,140008,140008,0,0
2018-02-25,205.7,205.7,205.7,0.0,0.0,205.7,205.7,205.7,0.0,0.0,205.7,205.7,205.7,0.0,0.0,205.7,205.7,205.7,0.0,0.0,17023,17023,17023,0,0
2018-03-04,208.2,210.7,205.7,5.0,5.0,208.5,210.7,206.3,4.399999999999977,4.399999999999977,207.85,210.0,205.7,4.300000000000011,4.300000000000011,208.15,210.0,206.3,3.6999999999999886,3.6999999999999886,26548,36879,16218,20661,20661
2018-03-11,211.5,211.5,211.5,0.0,0.0,212.2,212.2,212.2,0.0,0.0,211.5,211.5,211.5,0.0,0.0,212.2,212.2,212.2,0.0,0.0,728,728,728,0,0
2018-03-18,206.425,213.7,200.9,12.799999999999983,-8.399999999999977,207.225,215.2,200.9,14.299999999999983,-8.199999999999989,205.075,213.7,199.7,14.0,-11.799999999999983,206.725,215.2,199.7,15.5,-8.199999999999989,11600,17105,15,17090,1083
