Date,IQ Merger Arbitrage_etf_Open_average,IQ Merger Arbitrage_etf_Open_max,IQ Merger Arbitrage_etf_Open_min,IQ Merger Arbitrage_etf_Open_volatility,IQ Merger Arbitrage_etf_Open_change,IQ Merger Arbitrage_etf_High_average,IQ Merger Arbitrage_etf_High_max,IQ Merger Arbitrage_etf_High_min,IQ Merger Arbitrage_etf_High_volatility,IQ Merger Arbitrage_etf_High_change,IQ Merger Arbitrage_etf_Low_average,IQ Merger Arbitrage_etf_Low_max,IQ Merger Arbitrage_etf_Low_min,IQ Merger Arbitrage_etf_Low_volatility,IQ Merger Arbitrage_etf_Low_change,IQ Merger Arbitrage_etf_Close_average,IQ Merger Arbitrage_etf_Close_max,IQ Merger Arbitrage_etf_Close_min,IQ Merger Arbitrage_etf_Close_volatility,IQ Merger Arbitrage_etf_Close_change
2018-05-13,30.68,30.68,30.68,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-05-20,30.76,30.76,30.76,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-05-27,30.73,30.73,30.73,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-06-03,30.7,30.7,30.7,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-06-10,30.72,30.72,30.72,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-06-17,30.84,30.84,30.84,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-06-24,30.68,30.68,30.68,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-07-01,30.88,30.88,30.88,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-07-08,31.03,31.03,31.03,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2018-07-15,30.98,30.98,30.98,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-07-22,31.27,31.27,31.27,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-07-29,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-08-05,31.15,31.15,31.15,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-08-12,31.18,31.18,31.18,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-08-19,31.46,31.46,31.46,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-08-26,31.49,31.49,31.49,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-09-02,31.47,31.47,31.47,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-09-09,31.67,31.67,31.67,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2018-09-16,31.75,31.75,31.75,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-09-23,31.68,31.68,31.68,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-09-30,31.7,31.7,31.7,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-10-07,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-10-14,31.88,31.88,31.88,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-10-21,31.57,31.57,31.57,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2018-10-28,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-11-04,31.88,31.88,31.88,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-11-11,31.92,31.92,31.92,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-11-18,31.72,31.72,31.72,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-11-25,31.83,31.83,31.83,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-12-02,31.84,31.84,31.84,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-12-09,31.83,31.83,31.83,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-12-16,31.55,31.55,31.55,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2018-12-23,31.61,31.61,31.61,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-12-30,31.82,31.82,31.82,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-01-06,31.86,31.86,31.86,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.86,31.86,31.86,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-01-13,32.1,32.1,32.1,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-01-20,32.15,32.15,32.15,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-01-27,32.29,32.29,32.29,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-02-03,32.04,32.04,32.04,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-02-10,32.13,32.13,32.13,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-02-17,32.29,32.29,32.29,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-02-24,32.18,32.18,32.18,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-03-03,32.02,32.02,32.02,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-03-10,31.94,31.94,31.94,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-03-17,31.73,31.73,31.73,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-03-24,31.92,31.92,31.92,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-03-31,32.03,32.03,32.03,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-04-07,31.79,31.79,31.79,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-04-14,31.55,31.55,31.55,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-04-21,31.48,31.48,31.48,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-04-28,31.67,31.67,31.67,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-05-05,31.72,31.72,31.72,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-05-12,31.63,31.63,31.63,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-05-19,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-05-26,31.79,31.79,31.79,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-06-02,31.89,31.89,31.89,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-06-09,31.67,31.67,31.67,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-06-16,31.67,31.67,31.67,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-06-23,31.56,31.56,31.56,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-06-30,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-07-07,31.57,31.57,31.57,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-07-14,31.78,31.78,31.78,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-07-21,31.66,31.66,31.66,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-07-28,31.78,31.78,31.78,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-08-04,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-08-11,31.77,31.77,31.77,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-08-18,31.79,31.79,31.79,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-08-25,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-09-01,31.96,31.96,31.96,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-09-08,32.25,32.25,32.25,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-09-15,32.23,32.23,32.23,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-09-22,32.03,32.03,32.03,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-09-29,31.95,31.95,31.95,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-10-06,32.09,32.09,32.09,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-10-13,32.26,32.26,32.26,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-10-20,32.54,32.54,32.54,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-10-27,32.66,32.66,32.66,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-11-03,32.7,32.7,32.7,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-11-10,32.8,32.8,32.8,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-11-17,32.86,32.86,32.86,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-11-24,32.86,32.86,32.86,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-12-01,32.93,32.93,32.93,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-12-08,32.96,32.96,32.96,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-12-15,33.04,33.04,33.04,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-12-22,33.21,33.21,33.21,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-12-29,33.21,33.21,33.21,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.27,33.27,33.27,0.0,0.0
