Date,PowerShares Russell Top 200 Equal Weight_Open_average,PowerShares Russell Top 200 Equal Weight_Open_max,PowerShares Russell Top 200 Equal Weight_Open_min,PowerShares Russell Top 200 Equal Weight_Open_volatility,PowerShares Russell Top 200 Equal Weight_Open_change,PowerShares Russell Top 200 Equal Weight_High_average,PowerShares Russell Top 200 Equal Weight_High_max,PowerShares Russell Top 200 Equal Weight_High_min,PowerShares Russell Top 200 Equal Weight_High_volatility,PowerShares Russell Top 200 Equal Weight_High_change,PowerShares Russell Top 200 Equal Weight_Low_average,PowerShares Russell Top 200 Equal Weight_Low_max,PowerShares Russell Top 200 Equal Weight_Low_min,PowerShares Russell Top 200 Equal Weight_Low_volatility,PowerShares Russell Top 200 Equal Weight_Low_change,PowerShares Russell Top 200 Equal Weight_Close_average,PowerShares Russell Top 200 Equal Weight_Close_max,PowerShares Russell Top 200 Equal Weight_Close_min,PowerShares Russell Top 200 Equal Weight_Close_volatility,PowerShares Russell Top 200 Equal Weight_Close_change
2018-04-22,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-04-29,52.54,52.54,52.54,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-05-06,53.17,53.17,53.17,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-05-13,53.75,53.75,53.75,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2018-05-20,53.14,53.14,53.14,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2018-05-27,53.36,53.36,53.36,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2018-06-03,54.47,54.47,54.47,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-06-10,53.59,53.59,53.59,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2018-06-17,53.81,53.81,53.81,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2018-06-24,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-07-01,54.2,54.2,54.2,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2018-07-08,54.37,54.37,54.37,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2018-07-15,54.04,54.04,54.04,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2018-07-22,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2018-07-29,55.32,55.32,55.32,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2018-08-05,54.8,54.8,54.8,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-08-12,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2018-08-19,56.09,56.09,56.09,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-08-26,56.08,56.08,56.08,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2018-09-02,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2018-09-09,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-09-16,56.32,56.32,56.32,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2018-09-23,56.55,56.55,56.55,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2018-09-30,55.74,55.74,55.74,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.69,55.69,55.69,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2018-10-07,53.64,53.64,53.64,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2018-10-14,53.21,53.21,53.21,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2018-10-21,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2018-10-28,53.09,53.09,53.09,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-11-04,53.45,53.45,53.45,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2018-11-11,53.11,53.11,53.11,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-11-18,52.09,52.09,52.09,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2018-11-25,54.12,54.12,54.12,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2018-12-02,51.17,51.17,51.17,0.0,0.0,51.64,51.64,51.64,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2018-12-09,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-12-16,47.18,47.18,47.18,0.0,0.0,47.18,47.18,47.18,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2018-12-23,48.54,48.54,48.54,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-12-30,49.38,49.38,49.38,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-01-06,50.61,50.61,50.61,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-01-13,51.81,51.81,51.81,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-01-20,51.43,51.43,51.43,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-01-27,52.7,52.7,52.7,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.7,52.7,52.7,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-02-03,53.1,53.1,53.1,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-02-10,54.22,54.22,54.22,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2019-02-17,55.19,55.19,55.19,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2019-02-24,54.78,54.78,54.78,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2019-03-03,53.39,53.39,53.39,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.39,53.39,53.39,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2019-03-10,54.76,54.76,54.76,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2019-03-17,53.94,53.94,53.94,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-03-24,55.27,55.27,55.27,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-03-31,56.04,56.04,56.04,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-04-07,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-04-14,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2019-04-21,56.64,56.64,56.64,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2019-04-28,56.18,56.18,56.18,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-05-05,54.99,54.99,54.99,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2019-05-12,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-05-19,54.72,54.72,54.72,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2019-05-26,53.32,53.32,53.32,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-06-02,56.09,56.09,56.09,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2019-06-09,55.67,55.67,55.67,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2019-06-16,56.65,56.65,56.65,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2019-06-23,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-06-30,56.96,56.96,56.96,0.0,0.0,57.13,57.13,57.13,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2019-07-07,57.76,57.76,57.76,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2019-07-14,57.28,57.28,57.28,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-07-21,58.17,58.17,58.17,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2019-07-28,55.9,55.9,55.9,0.0,0.0,55.9,55.9,55.9,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-08-04,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2019-08-11,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2019-08-18,55.35,55.35,55.35,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2019-08-25,56.57,56.57,56.57,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2019-09-01,57.48,57.48,57.48,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2019-09-08,57.73,57.73,57.73,0.0,0.0,58.03,58.03,58.03,0.0,0.0,57.73,57.73,57.73,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-09-15,57.33,57.33,57.33,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-09-22,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-09-29,56.26,56.26,56.26,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2019-10-06,56.77,56.77,56.77,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2019-10-13,57.66,57.66,57.66,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-10-20,58.47,58.47,58.47,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2019-10-27,59.43,59.43,59.43,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2019-11-03,59.42,59.42,59.42,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2019-11-10,60.28,60.28,60.28,0.0,0.0,60.28,60.28,60.28,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-11-17,60.35,60.35,60.35,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2019-11-24,60.18,60.18,60.18,0.0,0.0,60.21,60.21,60.21,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2019-12-01,60.67,60.67,60.67,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-12-08,61.59,61.59,61.59,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2019-12-15,61.74,61.74,61.74,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.67,61.67,61.67,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2019-12-22,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2019-12-29,61.75,61.75,61.75,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.89,61.89,61.89,0.0,0.0
