Date,STE_Open_average,STE_Open_max,STE_Open_min,STE_Open_volatility,STE_Open_change,STE_High_average,STE_High_max,STE_High_min,STE_High_volatility,STE_High_change,STE_Low_average,STE_Low_max,STE_Low_min,STE_Low_volatility,STE_Low_change,STE_Close_average,STE_Close_max,STE_Close_min,STE_Close_volatility,STE_Close_change,STE_Volume_average,STE_Volume_max,STE_Volume_min,STE_Volume_volatility,STE_Volume_change
2018-01-14,91.85600000000001,92.27,91.51,0.7599999999999909,-0.1700000000000017,92.7,93.71,92.07,1.6400000000000006,-1.0999999999999943,91.34,91.84,91.01,0.8299999999999983,0.18999999999999773,91.77,91.96,91.43,0.5299999999999869,0.14000000000000057,296982,401173,194176,206997,-89980
2018-01-21,92.112,92.38,91.91,0.46999999999999886,0.18000000000000682,92.678,93.16,92.35,0.8100000000000023,0.6799999999999926,91.564,92.09,91.35,0.7400000000000091,0.5900000000000034,91.996,92.72,91.61,1.1099999999999994,1.1099999999999994,364150,866161,188359,677802,25805
2018-01-28,91.286,92.58,89.95,2.6299999999999955,-2.219999999999999,91.88,92.91,90.51,2.3999999999999915,-2.280000000000001,90.122,91.92,87.63,4.290000000000006,-4.290000000000006,90.66,92.31,88.08,4.230000000000004,-4.230000000000004,303597,434014,216901,217113,180020
2018-02-04,86.33,87.6,84.63,2.969999999999999,-1.0100000000000051,87.584,88.77,86.24,2.530000000000001,-2.0800000000000125,84.27,85.52,82.88,2.6400000000000006,-0.6599999999999966,86.024,88.33,84.19,4.140000000000001,-2.469999999999999,586967,975251,298856,676395,-161509
2018-02-11,87.35249999999999,89.49,85.59,3.8999999999999915,3.8999999999999915,88.765,90.91,86.05,4.859999999999999,4.859999999999999,86.465,89.25,83.44,5.810000000000002,5.810000000000002,88.395,90.11,85.65,4.459999999999994,4.459999999999994,395366,488252,268289,219963,-219963
2018-02-18,90.69800000000001,92.45,89.65,2.799999999999997,2.3900000000000006,91.632,92.87,90.06,2.8100000000000023,2.8100000000000023,90.056,91.09,88.81,2.280000000000001,2.280000000000001,90.92,92.55,89.51,3.039999999999992,3.039999999999992,315779,389164,228734,160430,-111363
2018-02-25,90.816,92.21,89.37,2.839999999999989,-2.839999999999989,91.684,92.77,90.44,2.3299999999999983,-1.5999999999999943,90.018,91.8,88.92,2.8799999999999955,-2.6700000000000017,90.82600000000001,92.03,89.76,2.269999999999996,-1.1099999999999994,306092,407004,250700,156304,81943
2018-03-04,93.302,95.45,91.11,4.340000000000003,4.340000000000003,94.48,96.34,93.23,3.1099999999999994,3.1099999999999994,92.898,95.22,90.45,4.769999999999996,4.769999999999996,94.08200000000001,95.85,92.76,3.089999999999989,2.6999999999999886,411586,518051,284473,233578,-171552
2018-03-11,95.34,96.03,95.03,1.0,-1.0,95.654,96.43,95.1,1.3300000000000125,-1.3300000000000125,94.604,95.0,94.01,0.9899999999999949,-0.6799999999999926,94.998,95.28,94.7,0.5799999999999983,-0.3199999999999932,286749,397291,183123,214168,-89819
2018-03-18,93.186,94.65,90.98,3.6700000000000017,-3.6499999999999915,93.712,95.37,91.68,3.6899999999999977,-3.6899999999999977,91.896,94.21,89.67,4.539999999999992,-4.339999999999989,92.346,94.64,89.69,4.950000000000003,-3.1099999999999994,381145,568659,175192,393467,299458
2018-03-25,91.94,93.96,90.71,3.25,2.489999999999995,92.8,94.22,91.61,2.6099999999999994,2.5999999999999943,90.53750000000001,91.4,90.01,1.3900000000000006,0.5300000000000011,91.5,93.36,90.42,2.9399999999999977,0.5999999999999943,427089,533667,295846,237821,-66271
2018-04-01,92.5,93.57,91.52,2.049999999999997,0.9699999999999989,93.78,94.82,92.95,1.8699999999999903,1.1700000000000017,91.714,92.87,90.93,1.9399999999999977,1.559999999999988,92.978,94.2,92.25,1.9500000000000028,0.6400000000000006,327997,461726,215906,245820,-191381
2018-04-08,94.364,95.37,93.6,1.7700000000000102,1.4500000000000028,95.006,96.21,93.97,2.239999999999995,1.3399999999999892,93.928,94.8,93.08,1.7199999999999989,0.9399999999999977,94.538,95.89,93.75,2.1400000000000006,1.6400000000000006,282340,428056,209243,218813,-85308
2018-04-15,96.62400000000001,97.45,96.15,1.2999999999999972,0.29999999999999716,97.17,97.47,96.9,0.5699999999999932,-0.3499999999999943,95.882,96.66,95.58,1.0799999999999983,-0.0799999999999983,96.502,96.96,96.04,0.9199999999999875,-0.5299999999999869,274427,466105,190698,275407,-10565
2018-04-22,95.808,96.92,94.93,1.9899999999999949,-1.3599999999999994,96.318,97.09,95.34,1.75,-1.0900000000000034,94.554,95.08,94.03,1.0499999999999972,0.05000000000001137,95.246,95.93,94.52,1.4100000000000108,-0.75,360185,578441,281467,296974,-24141
2018-04-29,94.888,96.45,94.18,2.269999999999996,2.269999999999996,96.05,97.42,95.21,2.210000000000008,2.019999999999996,94.434,96.25,93.5,2.75,2.1500000000000057,95.608,97.04,94.44,2.6000000000000085,1.940000000000012,351698,455819,248557,207262,207262
2018-05-06,100.47800000000001,104.0,97.04,6.959999999999994,6.959999999999994,102.444,104.31,98.56,5.75,5.75,99.816,102.4,96.61,5.790000000000006,5.790000000000006,101.618,103.7,98.1,5.6000000000000085,4.5,670678,826876,405010,421866,-266465
2018-05-13,102.762,104.15,101.38,2.7700000000000102,2.030000000000001,103.624,105.09,102.3,2.7900000000000063,2.7900000000000063,102.234,103.52,100.8,2.719999999999999,2.719999999999999,103.11,104.66,101.24,3.4200000000000017,3.4200000000000017,473445,585192,361720,223472,-82759
2018-05-20,104.3375,104.83,103.53,1.2999999999999972,-0.6200000000000045,105.1625,105.39,104.88,0.5100000000000051,0.39000000000000057,103.65,104.12,103.17,0.9500000000000028,-0.6099999999999994,104.235,104.68,103.69,0.9900000000000091,-0.39000000000000057,253715,295292,229439,65853,8758
