Date,CEA_stock_Open_average,CEA_stock_Open_max,CEA_stock_Open_min,CEA_stock_Open_volatility,CEA_stock_Open_change,CEA_stock_High_average,CEA_stock_High_max,CEA_stock_High_min,CEA_stock_High_volatility,CEA_stock_High_change,CEA_stock_Low_average,CEA_stock_Low_max,CEA_stock_Low_min,CEA_stock_Low_volatility,CEA_stock_Low_change,CEA_stock_Close_average,CEA_stock_Close_max,CEA_stock_Close_min,CEA_stock_Close_volatility,CEA_stock_Close_change,CEA_stock_Volume_average,CEA_stock_Volume_max,CEA_stock_Volume_min,CEA_stock_Volume_volatility,CEA_stock_Volume_change
2018-01-14,40.105,40.26,40.01,0.25,0.17999999999999972,40.32,40.48,40.07,0.4099999999999966,0.14999999999999858,39.2725,40.01,37.31,2.6999999999999957,2.6999999999999957,39.985,40.36,39.29,1.0700000000000003,1.0700000000000003,36341,81868,15555,66313,-56879
2018-01-21,41.714,44.0,40.4,3.6000000000000014,2.700000000000003,41.942,44.02,40.4,3.6200000000000045,2.1400000000000006,41.388,43.66,39.91,3.75,2.4599999999999937,41.794,43.92,40.05,3.8700000000000045,2.0700000000000003,24890,36646,19839,16807,-3111
2018-01-28,44.29,45.05,43.7,1.3499999999999943,0.5,44.480000000000004,45.1,43.95,1.1499999999999986,0.00999999999999801,43.784,44.36,43.05,1.3100000000000023,-0.3500000000000014,44.096,44.92,43.48,1.4400000000000048,-0.9200000000000017,36482,60767,17695,43072,43072
2018-02-04,40.644,44.67,37.23,7.440000000000005,-7.440000000000005,41.63,45.25,38.33,6.920000000000002,-6.920000000000002,39.908,43.37,36.5,6.869999999999997,-6.869999999999997,40.628,43.81,37.5,6.310000000000002,-6.310000000000002,47332,57309,39151,18158,17243
2018-02-11,39.01,40.05,38.22,1.8299999999999983,1.2899999999999991,39.424,40.13,38.49,1.6400000000000006,0.6400000000000006,38.818,39.74,38.06,1.6799999999999997,1.240000000000002,39.211999999999996,39.89,38.3,1.5900000000000034,0.5900000000000034,28082,44804,16275,28529,-14293
2018-02-18,41.58,43.1,39.83,3.270000000000003,3.270000000000003,41.87,43.43,39.89,3.539999999999999,3.539999999999999,41.417500000000004,42.92,39.59,3.3299999999999983,3.3299999999999983,41.59,43.3,39.79,3.509999999999998,3.509999999999998,15642,20051,12724,7327,497
2018-02-25,42.546,44.61,40.88,3.729999999999997,-3.729999999999997,42.83,45.33,41.15,4.18,-4.18,42.018,44.61,40.53,4.079999999999998,-4.079999999999998,42.38,45.06,41.15,3.9100000000000037,-3.9100000000000037,22743,41631,11384,30247,-10257
2018-03-04,40.824,41.34,40.35,0.990000000000002,0.9600000000000009,41.246,42.05,40.54,1.509999999999998,1.1599999999999966,40.68,41.34,40.13,1.2100000000000009,1.0800000000000054,41.012,41.75,40.51,1.240000000000002,1.0,18807,26759,10722,16037,-4355
2018-03-11,41.83,42.16,41.55,0.6099999999999994,-0.6099999999999994,42.012,42.62,41.57,1.0499999999999972,-0.6199999999999974,41.302,42.16,40.88,1.279999999999994,-0.8599999999999994,41.568,42.49,40.89,1.6000000000000014,-0.490000000000002,34440,51129,25332,25797,25797
2018-03-18,39.370000000000005,40.7,37.4,3.3000000000000043,-3.3000000000000043,39.484,40.92,37.43,3.490000000000002,-3.490000000000002,38.81,40.29,36.59,3.6999999999999957,-3.6999999999999957,38.916,40.45,36.61,3.8400000000000034,-3.8400000000000034,27240,41854,17344,24510,4565
