Date,DQStock_Open_average,DQStock_Open_max,DQStock_Open_min,DQStock_Open_volatility,DQStock_Open_change,DQStock_High_average,DQStock_High_max,DQStock_High_min,DQStock_High_volatility,DQStock_High_change,DQStock_Low_average,DQStock_Low_max,DQStock_Low_min,DQStock_Low_volatility,DQStock_Low_change,DQStock_Close_average,DQStock_Close_max,DQStock_Close_min,DQStock_Close_volatility,DQStock_Close_change,DQStock_Volume_average,DQStock_Volume_max,DQStock_Volume_min,DQStock_Volume_volatility,DQStock_Volume_change
2018-01-14,65.4775,69.56,63.38,6.18,-6.18,66.8125,72.5,63.38,9.119999999999997,-9.119999999999997,61.5625,62.95,59.0,3.950000000000003,-3.020000000000003,63.08,64.25,61.0,3.25,-3.25,429060,659120,240273,418847,-134519
2018-01-21,60.08,63.37,59.0,4.369999999999997,-0.5799999999999983,62.592,64.34,60.38,3.960000000000001,-3.770000000000003,58.604,59.34,58.0,1.3400000000000034,-1.3400000000000034,60.434,63.25,58.49,4.759999999999998,-4.759999999999998,344049,389873,235301,154572,-49382
2018-01-28,56.182,59.38,52.62,6.760000000000005,-5.380000000000003,57.538,61.29,53.34,7.949999999999996,-7.949999999999996,54.184,57.15,51.0,6.149999999999999,-5.25,55.406,60.59,51.46,9.130000000000003,-9.130000000000003,352856,436364,239136,197228,-161253
2018-02-04,49.88,51.97,46.55,5.420000000000002,-1.4799999999999969,51.891999999999996,52.93,50.19,2.740000000000002,-2.6099999999999994,47.66,49.25,46.37,2.8800000000000026,-1.1600000000000037,49.912,52.3,48.38,3.9199999999999946,1.3499999999999943,342857,436389,274731,161658,-123413
2018-02-11,51.467999999999996,53.75,49.3,4.450000000000003,2.780000000000001,53.518,55.55,51.8,3.75,2.280000000000001,50.322,52.52,48.51,4.010000000000005,3.1300000000000026,52.2,53.39,49.48,3.9100000000000037,3.7900000000000063,201137,302654,135519,167135,104739
2018-02-18,59.807500000000005,62.59,52.69,9.900000000000006,9.900000000000006,63.9025,64.99,62.77,2.2199999999999918,0.6499999999999986,57.792500000000004,60.67,52.69,7.980000000000004,5.910000000000004,61.335,62.31,59.61,2.700000000000003,-1.8999999999999986,416705,620291,279454,340837,-300717
2018-02-25,54.206,60.0,46.79,13.21,-12.020000000000003,55.308,60.05,48.2,11.849999999999994,-11.779999999999994,48.888,55.78,43.04,12.740000000000002,-12.740000000000002,51.386,56.7,47.73,8.970000000000006,-8.730000000000004,722590,1346656,425142,921514,453018
2018-03-04,46.908,47.62,45.27,2.3499999999999943,-2.3499999999999943,47.97,48.7,46.54,2.1600000000000037,-1.6199999999999974,44.910000000000004,46.75,42.84,3.9099999999999966,-1.3599999999999994,46.37,48.27,44.55,3.720000000000006,-2.1799999999999997,495487,730595,317584,413011,65328
2018-03-11,45.592,46.88,44.95,1.9299999999999997,0.6299999999999955,46.872,47.81,45.77,2.039999999999999,-0.17999999999999972,44.67,44.97,44.43,0.5399999999999991,0.14000000000000057,46.002,47.46,45.01,2.450000000000003,0.38000000000000256,357543,526151,243226,282925,-137525
2018-03-18,47.234,50.58,44.73,5.850000000000001,4.049999999999997,50.368,52.66,46.71,5.949999999999996,4.509999999999998,46.484,49.48,44.4,5.079999999999998,5.079999999999998,48.204,50.77,44.44,6.330000000000005,5.150000000000006,438622,592769,288430,304339,-220562
2018-03-25,49.2475,51.33,46.81,4.519999999999996,-4.210000000000001,50.53,51.85,48.46,3.3900000000000006,-0.9699999999999989,47.322500000000005,49.58,45.63,3.9499999999999957,-2.769999999999996,48.5775,51.12,46.72,4.399999999999999,-2.1699999999999946,245049,293765,183824,109941,77832
