Date,OCN_Open_average,OCN_Open_max,OCN_Open_min,OCN_Open_volatility,OCN_Open_change,OCN_High_average,OCN_High_max,OCN_High_min,OCN_High_volatility,OCN_High_change,OCN_Low_average,OCN_Low_max,OCN_Low_min,OCN_Low_volatility,OCN_Low_change,OCN_Close_average,OCN_Close_max,OCN_Close_min,OCN_Close_volatility,OCN_Close_change,OCN_Volume_average,OCN_Volume_max,OCN_Volume_min,OCN_Volume_volatility,OCN_Volume_change
2018-01-14,3.042,3.1,3.01,0.0900000000000003,0.06000000000000005,3.11,3.21,3.04,0.16999999999999993,0.10999999999999988,3.008,3.1,2.96,0.14000000000000012,0.10999999999999988,3.084,3.2,3.03,0.17000000000000037,0.17000000000000037,1765205,3887257,727397,3159860,682173
2018-01-21,3.338,3.45,3.2,0.25,0.23999999999999977,3.444,3.54,3.23,0.31000000000000005,0.26000000000000023,3.262,3.33,3.15,0.18000000000000016,0.16000000000000014,3.372,3.47,3.19,0.28000000000000025,0.18000000000000016,1657704,3692301,833505,2858796,640250
2018-01-28,3.316,3.38,3.21,0.16999999999999993,-0.1499999999999999,3.34,3.39,3.26,0.13000000000000034,-0.11000000000000032,3.2359999999999998,3.29,3.13,0.16000000000000014,-0.16000000000000014,3.292,3.37,3.15,0.2200000000000002,-0.2200000000000002,1138520,2406955,554303,1852652,1852652
2018-02-04,3.206,3.26,3.08,0.17999999999999972,0.16000000000000014,3.342,3.47,3.22,0.25,0.20999999999999996,3.144,3.21,3.06,0.1499999999999999,0.1499999999999999,3.2359999999999998,3.38,3.15,0.22999999999999998,0.22999999999999998,2329054,3406314,1493056,1913258,-1913258
2018-02-11,3.5700000000000003,3.73,3.37,0.3599999999999999,0.31000000000000005,3.71,3.77,3.61,0.16000000000000014,0.16000000000000014,3.5300000000000002,3.65,3.37,0.2799999999999998,0.2799999999999998,3.6675,3.73,3.57,0.16000000000000014,0.16000000000000014,1495475,2256717,1090587,1166130,-965146
2018-02-18,3.5300000000000002,3.7,3.45,0.25,-0.25,3.58,3.73,3.48,0.25,-0.23999999999999977,3.428,3.46,3.4,0.06000000000000005,-0.040000000000000036,3.47,3.54,3.42,0.1200000000000001,-0.040000000000000036,991167,1426642,844871,581771,-497050
2018-02-25,3.608,3.71,3.47,0.23999999999999977,0.23999999999999977,3.714,4.01,3.51,0.5,0.5,3.484,3.65,3.35,0.2999999999999998,0.2999999999999998,3.612,3.8,3.37,0.4299999999999997,0.4299999999999997,2812874,6314080,741359,5572721,5572721
2018-03-04,4.08,4.25,3.8,0.4500000000000002,0.4500000000000002,4.278,4.38,4.2,0.17999999999999972,0.17999999999999972,4.052,4.25,3.8,0.4500000000000002,0.4500000000000002,4.1819999999999995,4.35,4.0,0.34999999999999964,0.21999999999999975,2566670,5088227,1102046,3986181,-2555744
2018-03-11,4.366,4.47,4.31,0.16000000000000014,0.08999999999999986,4.414,4.47,4.35,0.1200000000000001,0.04999999999999982,4.294,4.32,4.27,0.05000000000000071,-0.040000000000000036,4.36,4.45,4.32,0.1299999999999999,0.020000000000000462,1352779,1889697,1009796,879901,468549
2018-03-18,4.188,4.34,4.02,0.3200000000000003,-0.3200000000000003,4.258,4.35,4.19,0.15999999999999925,-0.1299999999999999,4.088,4.28,3.91,0.3700000000000001,-0.3200000000000003,4.166,4.29,3.99,0.2999999999999998,-0.11000000000000032,1260878,1669959,855400,814559,422162
2018-03-25,4.1525,4.21,4.09,0.1200000000000001,-0.1200000000000001,4.2175,4.26,4.19,0.0699999999999994,-0.02999999999999936,4.08,4.12,4.05,0.07000000000000028,0.0,4.125,4.17,4.08,0.08999999999999986,0.04999999999999982,1096986,1697847,689876,1007971,691388
2018-04-01,4.2459999999999996,4.34,4.14,0.20000000000000018,0.16000000000000014,4.344,4.42,4.29,0.1299999999999999,0.08000000000000007,4.182,4.25,4.12,0.1299999999999999,0.040000000000000036,4.2620000000000005,4.34,4.19,0.14999999999999947,-0.019999999999999574,942265,1192056,456682,735374,-255421
2018-04-08,4.166,4.23,4.11,0.1200000000000001,-0.1200000000000001,4.204,4.25,4.16,0.08999999999999986,-0.08999999999999986,4.108,4.14,4.07,0.0699999999999994,-0.0699999999999994,4.136,4.17,4.09,0.08000000000000007,-0.04999999999999982,550977,616775,422164,194611,-194611
2018-04-15,4.108,4.18,4.07,0.10999999999999943,-0.05999999999999961,4.174,4.21,4.12,0.08999999999999986,-0.009999999999999787,4.0680000000000005,4.13,4.03,0.09999999999999964,-0.09999999999999964,4.108,4.16,4.06,0.10000000000000053,0.009999999999999787,618427,897009,446989,450020,279576
2018-04-22,4.114,4.19,4.05,0.14000000000000057,-0.14000000000000057,4.166,4.25,4.12,0.1299999999999999,-0.1299999999999999,4.0680000000000005,4.15,4.03,0.1200000000000001,-0.1200000000000001,4.088,4.16,4.05,0.11000000000000032,-0.10000000000000053,547533,757753,390652,367101,240661
2018-04-29,4.404,4.75,4.08,0.6699999999999999,0.6699999999999999,4.63,4.84,4.16,0.6799999999999997,0.6799999999999997,4.378,4.72,4.04,0.6799999999999997,0.6799999999999997,4.49,4.74,4.13,0.6100000000000003,0.6100000000000003,2200992,4921835,559370,4362465,758121
2018-05-06,4.702,4.74,4.67,0.07000000000000028,-0.009999999999999787,4.77,4.83,4.71,0.1200000000000001,-0.009999999999999787,4.642,4.69,4.58,0.11000000000000032,-0.05999999999999961,4.676,4.75,4.6,0.15000000000000036,-0.07000000000000028,693158,957663,464337,493326,-278098
2018-05-13,4.624,4.69,4.56,0.13000000000000078,0.040000000000000036,4.682,4.7,4.66,0.040000000000000036,0.019999999999999574,4.577999999999999,4.6,4.54,0.05999999999999961,0.019999999999999574,4.622,4.65,4.6,0.05000000000000071,0.019999999999999574,565098,637611,487329,150282,-50604
2018-05-20,4.555,4.65,4.48,0.16999999999999993,-0.16000000000000014,4.605,4.68,4.53,0.14999999999999947,-0.14999999999999947,4.4975000000000005,4.61,4.42,0.1900000000000004,-0.14000000000000057,4.53,4.61,4.49,0.1200000000000001,-0.1200000000000001,687936,870880,481032,389848,142923
2018-05-27,4.432,4.49,4.37,0.1200000000000001,0.040000000000000036,4.492,4.61,4.44,0.16999999999999993,0.1299999999999999,4.396,4.49,4.36,0.1299999999999999,0.1200000000000001,4.444,4.58,4.37,0.20999999999999996,0.20999999999999996,699048,901067,463871,437196,-97071
2018-06-03,4.528,4.58,4.5,0.08000000000000007,-0.04999999999999982,4.582,4.62,4.54,0.08000000000000007,-0.009999999999999787,4.478,4.5,4.45,0.04999999999999982,0.03000000000000025,4.524,4.56,4.5,0.05999999999999961,0.040000000000000036,431981,538100,322875,215225,-172480
2018-06-10,4.402,4.56,4.26,0.2999999999999998,-0.25,4.4799999999999995,4.6,4.39,0.20999999999999996,-0.11999999999999922,4.314,4.45,4.22,0.23000000000000043,-0.14000000000000057,4.394,4.46,4.28,0.17999999999999972,-0.009999999999999787,835382,1351140,326495,1024645,290861
2018-06-17,4.508,4.62,4.42,0.20000000000000018,0.04999999999999982,4.578,4.7,4.49,0.20999999999999996,0.0,4.4079999999999995,4.52,4.26,0.2599999999999998,-0.08000000000000007,4.498,4.62,4.36,0.2599999999999998,-0.1200000000000001,882611,1962739,472854,1489885,240901
2018-06-24,4.166,4.37,3.92,0.4500000000000002,-0.4500000000000002,4.234,4.38,4.07,0.3099999999999996,-0.3099999999999996,4.058,4.28,3.9,0.38000000000000034,-0.38000000000000034,4.108,4.34,3.96,0.3799999999999999,-0.28000000000000025,708604,1040177,507196,532981,38376
2018-07-01,4.08,4.11,4.05,0.0600000000000005,0.0600000000000005,4.145,4.21,4.09,0.1200000000000001,0.05999999999999961,4.06,4.1,4.02,0.08000000000000007,0.05999999999999961,4.0775,4.11,4.04,0.07000000000000028,0.07000000000000028,342975,458998,227330,231668,-63846
2018-07-08,4.12,4.17,4.05,0.1200000000000001,-0.019999999999999574,4.186,4.2,4.17,0.03000000000000025,0.03000000000000025,4.062,4.09,4.02,0.07000000000000028,0.04999999999999982,4.124,4.16,4.08,0.08000000000000007,0.08000000000000007,381902,477638,273143,204495,97844
2018-07-15,4.298,4.41,4.17,0.2400000000000002,0.21999999999999975,4.398,4.46,4.25,0.20999999999999996,0.20999999999999996,4.272,4.39,4.15,0.23999999999999932,0.1899999999999995,4.35,4.42,4.23,0.1899999999999995,0.13999999999999968,545469,661335,363770,297565,297565
2018-07-22,4.186,4.4,3.91,0.4900000000000002,-0.4900000000000002,4.304,4.45,4.15,0.2999999999999998,-0.2699999999999996,3.956,4.31,3.55,0.7599999999999998,-0.5699999999999998,4.128,4.36,3.93,0.43000000000000016,-0.35000000000000053,2060084,4083562,698576,3384986,3384986
2018-07-29,3.9979999999999998,4.08,3.88,0.20000000000000018,0.07000000000000028,4.09,4.19,4.01,0.1800000000000006,0.11000000000000032,3.92,4.03,3.85,0.18000000000000016,0.10000000000000009,4.04,4.17,3.9,0.27,0.18999999999999995,861737,1239103,604629,634474,-76947
2018-08-05,4.17,4.22,4.12,0.09999999999999964,0.040000000000000036,4.224,4.24,4.2,0.040000000000000036,-0.020000000000000462,4.128,4.14,4.11,0.02999999999999936,-0.02999999999999936,4.176,4.22,4.14,0.08000000000000007,0.020000000000000462,466886,842201,281019,561182,-149459
2018-08-12,4.23,4.3,4.18,0.1200000000000001,0.10999999999999943,4.294,4.33,4.27,0.0600000000000005,0.04999999999999982,4.176,4.26,4.11,0.14999999999999947,0.08999999999999986,4.25,4.3,4.15,0.14999999999999947,0.03000000000000025,492333,739760,273426,466334,-373066
2018-08-19,4.3,4.33,4.28,0.04999999999999982,0.0,4.328,4.35,4.31,0.040000000000000036,-0.010000000000000675,4.246,4.29,4.19,0.09999999999999964,-0.05999999999999961,4.29,4.31,4.21,0.09999999999999964,-0.09999999999999964,342918,454405,267827,186578,-35496
2018-08-26,4.1775,4.22,4.13,0.08999999999999986,-0.05999999999999961,4.225,4.25,4.2,0.04999999999999982,-0.03000000000000025,4.1175,4.17,4.07,0.09999999999999964,-0.05999999999999961,4.1674999999999995,4.18,4.14,0.040000000000000036,0.0,461622,566733,351624,215109,-43930
