Date,SRCI_Open_average,SRCI_Open_max,SRCI_Open_min,SRCI_Open_volatility,SRCI_Open_change,SRCI_High_average,SRCI_High_max,SRCI_High_min,SRCI_High_volatility,SRCI_High_change,SRCI_Low_average,SRCI_Low_max,SRCI_Low_min,SRCI_Low_volatility,SRCI_Low_change,SRCI_Close_average,SRCI_Close_max,SRCI_Close_min,SRCI_Close_volatility,SRCI_Close_change,SRCI_Volume_average,SRCI_Volume_max,SRCI_Volume_min,SRCI_Volume_volatility,SRCI_Volume_change
2018-01-14,9.072,9.36,8.9,0.4599999999999991,0.35999999999999943,9.372,9.84,9.16,0.6799999999999997,0.6799999999999997,8.962,9.35,8.75,0.5999999999999996,0.5399999999999991,9.254,9.8,8.88,0.9199999999999999,0.9199999999999999,425888,685856,218689,467167,323234
2018-01-21,9.65,9.86,9.44,0.41999999999999993,-0.41999999999999993,9.742,9.89,9.58,0.3100000000000005,-0.2599999999999998,9.468,9.63,9.33,0.3000000000000007,-0.2400000000000002,9.56,9.72,9.44,0.28000000000000114,-0.28000000000000114,309353,523387,206045,317342,67144
2018-01-28,9.626,9.99,9.19,0.8000000000000007,-0.14000000000000057,9.886,10.41,9.45,0.9600000000000009,-0.120000000000001,9.395999999999999,9.78,8.94,0.8399999999999999,-0.34999999999999964,9.532,9.95,9.04,0.9100000000000001,-0.46000000000000085,458388,685094,356583,328511,81566
2018-02-04,8.799999999999999,9.09,8.62,0.47000000000000064,-0.17999999999999972,8.99,9.21,8.73,0.4800000000000004,-0.20999999999999908,8.59,8.84,8.23,0.6099999999999994,-0.22000000000000064,8.762,9.04,8.52,0.5199999999999996,-0.1899999999999995,359435,436394,302733,133661,133661
2018-02-11,8.7325,8.94,8.5,0.4399999999999995,-0.049999999999998934,8.96,9.07,8.86,0.21000000000000085,0.21000000000000085,8.5725,8.72,8.5,0.22000000000000064,0.15000000000000036,8.81,8.92,8.62,0.3000000000000007,0.3000000000000007,357652,664131,222356,441775,36536
2018-02-18,8.904,9.24,8.5,0.7400000000000002,0.2599999999999998,9.14,9.44,8.9,0.5399999999999991,0.1999999999999993,8.8,9.14,8.5,0.6400000000000006,0.3000000000000007,8.994,9.42,8.66,0.7599999999999998,0.5600000000000005,271261,291695,203367,88328,-85314
2018-02-25,9.07,9.39,8.86,0.5300000000000011,-0.4499999999999993,9.258000000000001,9.55,9.01,0.5400000000000009,-0.2900000000000009,8.894,9.28,8.65,0.629999999999999,-0.3899999999999988,9.024,9.28,8.87,0.41000000000000014,-0.1899999999999995,432902,692840,277090,415750,369760
2018-03-04,9.02,9.17,8.85,0.3200000000000003,-0.05000000000000071,9.162,9.39,8.98,0.41000000000000014,0.16000000000000014,8.918,9.12,8.76,0.35999999999999943,0.1899999999999995,9.06,9.3,8.93,0.370000000000001,0.370000000000001,373755,514089,229300,284789,-203813
2018-03-11,9.3,9.4,9.18,0.22000000000000064,-0.040000000000000924,9.448,9.52,9.4,0.11999999999999922,-0.040000000000000924,9.128,9.24,8.94,0.3000000000000007,-0.22000000000000064,9.202,9.32,9.0,0.3200000000000003,-0.1999999999999993,1071206,2349734,287505,2062229,569099
2018-03-18,9.298,9.57,9.05,0.5199999999999996,0.33999999999999986,9.508,9.72,9.19,0.5300000000000011,0.3200000000000003,9.176,9.26,9.05,0.20999999999999908,0.14999999999999858,9.332,9.45,9.14,0.3099999999999987,0.3099999999999987,538920,911663,287811,623852,-619199
