Date,CYAN_stock_Open_average,CYAN_stock_Open_max,CYAN_stock_Open_min,CYAN_stock_Open_volatility,CYAN_stock_Open_change,CYAN_stock_High_average,CYAN_stock_High_max,CYAN_stock_High_min,CYAN_stock_High_volatility,CYAN_stock_High_change,CYAN_stock_Low_average,CYAN_stock_Low_max,CYAN_stock_Low_min,CYAN_stock_Low_volatility,CYAN_stock_Low_change,CYAN_stock_Close_average,CYAN_stock_Close_max,CYAN_stock_Close_min,CYAN_stock_Close_volatility,CYAN_stock_Close_change,CYAN_stock_Volume_average,CYAN_stock_Volume_max,CYAN_stock_Volume_min,CYAN_stock_Volume_volatility,CYAN_stock_Volume_change
2018-01-14,3.8375,3.9,3.75,0.1499999999999999,-0.1499999999999999,3.9,4.0,3.8,0.20000000000000018,-0.10000000000000009,3.7125,3.9,3.45,0.44999999999999973,-0.1499999999999999,3.8375,4.0,3.75,0.25,-0.20000000000000018,5410,14529,1256,13273,3034
2018-01-21,3.852,4.0,3.78,0.2200000000000002,0.20000000000000018,3.956,4.23,3.82,0.4100000000000006,0.3300000000000005,3.852,4.0,3.78,0.2200000000000002,0.20000000000000018,3.908,4.1,3.8,0.2999999999999998,0.2899999999999996,4096,8549,308,8241,6287
2018-01-28,4.032,4.15,3.9,0.25000000000000044,-0.2100000000000004,4.086,4.2,3.98,0.2200000000000002,-0.15000000000000036,4.032,4.15,3.9,0.25000000000000044,-0.2100000000000004,4.0760000000000005,4.15,3.98,0.17000000000000037,-0.10000000000000053,1820,5601,0,5601,-3128
2018-02-04,4.91,5.55,3.9,1.65,1.35,5.176,5.78,3.9,1.8800000000000003,1.4,4.662,5.15,3.81,1.3400000000000003,0.9899999999999998,4.948,5.35,3.85,1.4999999999999996,1.1999999999999997,59641,201676,3711,197965,31948
2018-02-11,4.9,5.25,4.75,0.5,-0.5,5.038,5.35,4.75,0.5999999999999996,-0.2599999999999998,4.77,4.85,4.72,0.1299999999999999,-0.1299999999999999,4.856,5.03,4.75,0.28000000000000025,0.1299999999999999,11934,15332,1223,14109,-897
2018-02-18,5.1125,5.3,4.95,0.34999999999999964,0.10000000000000053,5.234999999999999,5.34,5.1,0.2400000000000002,0.10000000000000053,4.915,5.0,4.85,0.15000000000000036,0.08999999999999986,5.1475,5.2,5.05,0.15000000000000036,0.1200000000000001,24640,53246,10185,43061,3990
2018-02-25,5.176,5.25,5.03,0.21999999999999975,-0.04999999999999982,5.26,5.3,5.2,0.09999999999999964,0.09999999999999964,5.068,5.13,5.0,0.1299999999999999,0.0600000000000005,5.144,5.2,5.05,0.15000000000000036,0.15000000000000036,12049,31190,4442,26748,26748
2018-03-04,5.204,5.6,4.91,0.6899999999999995,-0.13999999999999968,5.444,5.7,5.22,0.4800000000000004,-0.4800000000000004,5.074,5.15,4.91,0.2400000000000002,-0.010000000000000675,5.26,5.63,5.1,0.5300000000000002,-0.41000000000000014,19893,34784,1448,33336,-33336
2018-03-11,5.228,5.44,5.05,0.39000000000000057,0.0,5.31,5.45,5.25,0.20000000000000018,0.0,5.03,5.2,4.9,0.2999999999999998,-0.09999999999999964,5.178,5.25,5.0,0.25,0.20000000000000018,9288,13914,5689,8225,2755
2018-03-18,5.109999999999999,5.25,5.05,0.20000000000000018,-0.15000000000000036,5.2,5.25,5.1,0.15000000000000036,-0.04999999999999982,5.0120000000000005,5.1,4.95,0.14999999999999947,-0.14999999999999947,5.098,5.2,5.0,0.20000000000000018,-0.09999999999999964,7858,19056,2930,16126,2932
2018-03-25,5.1625,5.25,5.05,0.20000000000000018,0.15000000000000036,5.2375,5.29,5.14,0.15000000000000036,0.1299999999999999,4.9725,5.0,4.95,0.04999999999999982,0.020000000000000462,5.025,5.1,4.95,0.14999999999999947,0.04999999999999982,7260,13348,2119,11229,-4048
2018-04-01,5.14,5.2,5.0,0.20000000000000018,0.0,5.258,5.39,5.2,0.1899999999999995,0.0,5.028,5.11,4.85,0.2600000000000007,0.2600000000000007,5.186,5.25,5.1,0.15000000000000036,0.04999999999999982,10475,25769,2020,23749,-10527
2018-04-08,5.25,5.5,5.05,0.4500000000000002,-0.25,5.362,5.66,5.25,0.41000000000000014,-0.09999999999999964,5.064,5.2,4.95,0.25,-0.16000000000000014,5.128,5.3,5.05,0.25,-0.25,7385,9218,4594,4624,1716
2018-04-15,4.38,4.55,4.2,0.34999999999999964,-0.14999999999999947,4.45,4.55,4.35,0.20000000000000018,-0.09999999999999964,4.216,4.35,4.0,0.34999999999999964,0.20000000000000018,4.314,4.45,4.2,0.25,0.0,14435,41722,5318,36404,-32127
2018-04-22,4.24,4.35,4.15,0.1999999999999993,-0.09999999999999964,4.26,4.35,4.2,0.14999999999999947,0.0,4.184,4.2,4.15,0.04999999999999982,-0.04999999999999982,4.232,4.25,4.2,0.04999999999999982,0.0,3226,5051,2210,2841,-1614
