Date,CCUR_Open_average,CCUR_Open_max,CCUR_Open_min,CCUR_Open_volatility,CCUR_Open_change,CCUR_High_average,CCUR_High_max,CCUR_High_min,CCUR_High_volatility,CCUR_High_change,CCUR_Low_average,CCUR_Low_max,CCUR_Low_min,CCUR_Low_volatility,CCUR_Low_change,CCUR_Close_average,CCUR_Close_max,CCUR_Close_min,CCUR_Close_volatility,CCUR_Close_change,CCUR_Volume_average,CCUR_Volume_max,CCUR_Volume_min,CCUR_Volume_volatility,CCUR_Volume_change
2018-01-14,5.718,5.76,5.67,0.08999999999999986,0.04999999999999982,5.7698,5.7989999999999995,5.74,0.058999999999999275,-0.028999999999999915,5.6342,5.66,5.6,0.0600000000000005,-0.0389999999999997,5.724,5.75,5.69,0.05999999999999961,0.009999999999999787,35676,74389,9832,64557,-42625
2018-01-21,5.8684,5.99,5.76,0.23000000000000043,0.012000000000000455,5.936,6.0,5.81,0.1900000000000004,-0.17000000000000082,5.7307999999999995,5.8,5.678999999999999,0.12100000000000044,0.06799999999999962,5.8919999999999995,5.95,5.81,0.14000000000000057,-0.1200000000000001,17391,40624,5490,35134,-35134
2018-01-28,5.7326,5.778,5.645,0.133,0.125,5.779999999999999,5.81,5.75,0.05999999999999961,0.009999999999999787,5.6850000000000005,5.71,5.643,0.06700000000000017,0.0470000000000006,5.748,5.79,5.72,0.07000000000000028,0.02999999999999936,18914,27958,8585,19373,6882
2018-02-04,5.558,5.71,5.34,0.3700000000000001,-0.3099999999999996,5.6416,5.797999999999999,5.425,0.37299999999999933,-0.26500000000000057,5.412,5.68,5.13,0.5499999999999998,-0.33000000000000007,5.493,5.75,5.31,0.4400000000000004,-0.3799999999999999,224753,915356,18988,896368,40599
2018-02-11,5.415,5.47,5.36,0.10999999999999943,0.10999999999999943,5.49125,5.55,5.45,0.09999999999999964,0.040000000000000036,5.3875,5.4,5.36,0.040000000000000036,0.040000000000000036,5.45,5.52,5.42,0.09999999999999964,-0.020000000000000462,29140,50094,19659,30435,-5455
2018-02-18,5.412,5.44,5.38,0.0600000000000005,0.040000000000000036,5.46,5.482,5.425,0.057000000000000384,0.027000000000000135,5.372,5.44,5.29,0.15000000000000036,0.05999999999999961,5.4058,5.445,5.369,0.07600000000000051,-0.031000000000000583,47351,99159,10264,88895,74252
2018-02-25,5.343999999999999,5.39,5.3,0.08999999999999986,-0.0600000000000005,5.4442,5.64,5.36,0.27999999999999936,0.20999999999999996,5.327999999999999,5.35,5.3,0.04999999999999982,-0.040000000000000036,5.398,5.6,5.32,0.27999999999999936,0.22999999999999954,45523,101065,5619,95446,51321
2018-03-04,5.582,5.59,5.57,0.019999999999999574,0.009999999999999787,5.640000000000001,5.67,5.61,0.05999999999999961,-0.03000000000000025,5.4836,5.56,5.37,0.1899999999999995,-0.019999999999999574,5.577,5.61,5.505,0.10500000000000043,-0.10500000000000043,61982,110484,6196,104288,-58279
2018-03-11,5.443,5.515,5.35,0.16500000000000004,-0.10499999999999954,5.47,5.515,5.44,0.07499999999999929,-0.05999999999999961,5.37,5.45,5.35,0.10000000000000053,-0.10000000000000053,5.404,5.47,5.35,0.1200000000000001,-0.08999999999999986,23407,39443,15661,23782,-23017
2018-03-18,5.3954,5.47,5.3,0.16999999999999993,-0.16999999999999993,5.4224,5.475,5.3,0.17499999999999982,-0.16999999999999993,5.252,5.4,4.85,0.5500000000000007,-0.5500000000000007,5.292,5.43,4.85,0.5800000000000001,-0.5700000000000003,69870,278843,14096,264747,264186
2018-03-25,4.70875,4.775,4.62,0.15500000000000025,0.15500000000000025,4.80125,4.85,4.775,0.07499999999999929,-0.004999999999999893,4.6899999999999995,4.76,4.62,0.13999999999999968,0.08000000000000007,4.7775,4.8,4.74,0.05999999999999961,-0.02999999999999936,153799,286523,56814,229709,-106600
2018-04-01,4.774,4.85,4.68,0.16999999999999993,0.16999999999999993,4.902,5.15,4.75,0.40000000000000036,0.40000000000000036,4.77,4.85,4.68,0.16999999999999993,0.16999999999999993,4.88,5.15,4.7,0.4500000000000002,0.4500000000000002,52325,88289,13950,74339,30270
2018-04-08,5.0729999999999995,5.1,5.0,0.09999999999999964,0.09999999999999964,5.159000000000001,5.235,5.11,0.125,-0.040000000000000036,5.036,5.1,5.0,0.09999999999999964,0.09999999999999964,5.092,5.23,5.01,0.22000000000000064,0.0600000000000005,14912,22454,7192,15262,-15262
2018-04-15,5.147,5.315,4.95,0.3650000000000002,-0.17999999999999972,5.278,5.45,5.1,0.35000000000000053,-0.03000000000000025,5.0600000000000005,5.22,4.9,0.3199999999999994,-0.16000000000000014,5.172,5.37,4.95,0.41999999999999993,-0.0600000000000005,168497,398600,23939,374661,374661
2018-04-22,5.168,5.25,5.06,0.1900000000000004,0.1900000000000004,5.228,5.27,5.15,0.11999999999999922,0.11999999999999922,5.142,5.18,5.06,0.1200000000000001,0.1200000000000001,5.198,5.25,5.15,0.09999999999999964,0.04999999999999982,138883,491376,13522,477854,-143379
2018-04-29,5.205,5.25,5.17,0.08000000000000007,0.04999999999999982,5.2362,5.29,5.21,0.08000000000000007,0.05399999999999938,5.17,5.22,5.07,0.14999999999999947,0.14999999999999947,5.2059999999999995,5.22,5.16,0.05999999999999961,0.05999999999999961,14571,22527,9266,13261,-2843
2018-05-06,5.166,5.22,5.09,0.1299999999999999,-0.1299999999999999,5.195,5.28,5.12,0.16000000000000014,-0.15000000000000036,5.124,5.17,5.09,0.08000000000000007,-0.0600000000000005,5.128,5.17,5.1,0.07000000000000028,-0.040000000000000036,6288,12954,2543,10411,-1672
2018-05-13,5.112,5.12,5.11,0.009999999999999787,-0.009999999999999787,5.144,5.17,5.13,0.040000000000000036,0.040000000000000036,5.11,5.11,5.11,0.0,0.0,5.128,5.15,5.11,0.040000000000000036,0.040000000000000036,10746,23198,3935,19263,8252
2018-05-20,5.1425,5.17,5.11,0.05999999999999961,0.019999999999999574,5.19125,5.2,5.165,0.03500000000000014,0.0,5.1425,5.17,5.11,0.05999999999999961,0.019999999999999574,5.1825,5.2,5.16,0.040000000000000036,0.03000000000000025,15881,31984,4161,27823,-23745
2018-05-27,5.21,5.25,5.15,0.09999999999999964,0.07500000000000018,5.245,5.265,5.225,0.040000000000000036,0.040000000000000036,5.193,5.22,5.15,0.0699999999999994,0.025000000000000355,5.224,5.25,5.21,0.040000000000000036,0.03000000000000025,11821,32938,1731,31207,31207
2018-06-03,5.296,5.33,5.24,0.08999999999999986,0.0699999999999994,5.338,5.4,5.25,0.15000000000000036,0.08999999999999986,5.266,5.3,5.2,0.09999999999999964,0.08000000000000007,5.306,5.34,5.25,0.08999999999999986,0.04999999999999982,31046,112603,1421,111182,4445
2018-06-10,5.302,5.31,5.3,0.009999999999999787,-0.009999999999999787,5.33,5.34,5.325,0.01499999999999968,0.004999999999999893,5.296,5.3,5.28,0.019999999999999574,0.019999999999999574,5.31,5.32,5.3,0.020000000000000462,-0.009999999999999787,11955,22206,6941,15265,2011
2018-06-17,5.3125,5.32,5.3,0.020000000000000462,0.010000000000000675,5.33625,5.38,5.32,0.05999999999999961,0.0,5.26,5.32,5.12,0.20000000000000018,-0.17999999999999972,5.30875,5.38,5.21,0.16999999999999993,-0.11000000000000032,56755,188211,4934,183277,-22373
2018-06-24,5.277,5.32,5.24,0.08000000000000007,0.03500000000000014,5.308,5.33,5.29,0.040000000000000036,0.03000000000000025,5.27,5.3,5.24,0.05999999999999961,0.03000000000000025,5.3,5.32,5.29,0.03000000000000025,0.009999999999999787,6196,11071,2780,8291,4658
2018-07-01,5.28875,5.355,5.24,0.11500000000000021,0.009999999999999787,5.33875,5.355,5.3,0.055000000000000604,-0.04999999999999982,5.24,5.31,5.16,0.14999999999999947,0.009999999999999787,5.3025,5.35,5.27,0.08000000000000007,-0.08000000000000007,19066,45509,7660,37849,-6102
2018-07-08,5.257,5.28,5.22,0.0600000000000005,-0.0600000000000005,5.29,5.3,5.28,0.019999999999999574,-0.019999999999999574,5.24,5.28,5.22,0.0600000000000005,-0.0600000000000005,5.272,5.3,5.24,0.05999999999999961,-0.019999999999999574,5045,6660,1717,4943,576
2018-07-15,5.266,5.27,5.26,0.009999999999999787,-0.009999999999999787,5.281,5.3,5.27,0.03000000000000025,0.004999999999999893,5.2139999999999995,5.26,5.14,0.1200000000000001,-0.03000000000000025,5.268,5.3,5.25,0.04999999999999982,-0.03000000000000025,15683,42333,1019,41314,28403
2018-07-22,5.166,5.22,5.12,0.09999999999999964,-0.09999999999999964,5.175,5.23,5.12,0.11000000000000032,-0.11000000000000032,5.138,5.19,5.08,0.11000000000000032,-0.11000000000000032,5.16,5.21,5.08,0.1299999999999999,-0.1299999999999999,5410,10833,1487,9346,-2163
2018-07-29,5.054,5.145,4.985,0.15999999999999925,-0.1349999999999998,5.104,5.15,5.055,0.09500000000000064,-0.09500000000000064,5.009,5.12,4.85,0.27000000000000046,-0.11000000000000032,5.064,5.13,5.0,0.1299999999999999,-0.1200000000000001,9793,24744,1916,22828,-4600
2018-08-05,4.969,4.98,4.96,0.020000000000000462,-0.010000000000000675,4.99,5.02,4.97,0.04999999999999982,-0.03000000000000025,4.962,4.98,4.95,0.03000000000000025,-0.010000000000000675,4.97,5.0,4.95,0.04999999999999982,-0.03000000000000025,3359,7519,131,7388,-1617
2018-08-12,4.904,4.95,4.87,0.08000000000000007,-0.04999999999999982,4.944,4.97,4.92,0.04999999999999982,-0.009999999999999787,4.873,4.9,4.855,0.04499999999999993,0.040000000000000036,4.926,4.96,4.9,0.05999999999999961,0.05999999999999961,17434,40437,1380,39057,-35562
2018-08-19,4.947,4.96,4.935,0.025000000000000355,0.0,4.958,4.97,4.95,0.019999999999999574,0.009999999999999787,4.921,4.94,4.9,0.040000000000000036,0.019999999999999574,4.941,4.955,4.93,0.025000000000000355,-0.020000000000000462,3504,5723,856,4867,2234
2018-08-26,4.865,4.91,4.83,0.08000000000000007,-0.08000000000000007,4.8875,4.93,4.86,0.0699999999999994,-0.02999999999999936,4.8425,4.86,4.83,0.03000000000000025,-0.019999999999999574,4.865,4.9,4.85,0.05000000000000071,0.05000000000000071,9975,20760,500,20260,-9388
2018-09-02,4.886,4.92,4.85,0.07000000000000028,0.03000000000000025,4.8950000000000005,4.92,4.875,0.04499999999999993,0.004999999999999893,4.866,4.88,4.84,0.040000000000000036,-0.009999999999999787,4.872,4.9,4.84,0.0600000000000005,-0.009999999999999787,4120,11465,1164,10301,3392
2018-09-09,4.851,4.865,4.84,0.025000000000000355,0.010000000000000675,4.8806,4.94,4.84,0.10000000000000053,-0.07000000000000028,4.834,4.85,4.8,0.04999999999999982,0.040000000000000036,4.8435999999999995,4.878,4.8,0.07800000000000029,0.04999999999999982,8617,29104,3101,26003,-25311
2018-09-16,4.834,4.85,4.81,0.040000000000000036,-0.009999999999999787,4.864,4.94,4.835,0.10500000000000043,0.09000000000000075,4.818,4.85,4.8,0.04999999999999982,-0.040000000000000036,4.854,4.94,4.8,0.14000000000000057,0.10000000000000053,5377,10025,1885,8140,741
