Date,AN_Open_average,AN_Open_max,AN_Open_min,AN_Open_volatility,AN_Open_change,AN_High_average,AN_High_max,AN_High_min,AN_High_volatility,AN_High_change,AN_Low_average,AN_Low_max,AN_Low_min,AN_Low_volatility,AN_Low_change,AN_Close_average,AN_Close_max,AN_Close_min,AN_Close_volatility,AN_Close_change,AN_Volume_average,AN_Volume_max,AN_Volume_min,AN_Volume_volatility,AN_Volume_change
2018-01-14,57.66,59.05,56.48,2.5700000000000003,-0.07000000000000028,58.486,60.12,56.63,3.489999999999995,1.0700000000000003,56.706,58.54,55.74,2.799999999999997,1.9499999999999957,57.802,60.04,56.37,3.6700000000000017,2.799999999999997,1087067,2041005,660831,1380174,368060
2018-01-21,60.938,61.93,59.96,1.9699999999999989,1.9699999999999989,61.402,62.02,60.5,1.5200000000000031,1.4600000000000009,60.266000000000005,60.95,59.56,1.3900000000000006,1.3900000000000006,61.088,62.0,60.1,1.8999999999999986,0.9699999999999989,890955,1112653,723970,388683,-279603
2018-01-28,59.444,61.42,56.87,4.550000000000004,-3.990000000000002,60.064,61.6,57.11,4.490000000000002,-4.240000000000002,57.474,59.86,53.66,6.200000000000003,-6.200000000000003,58.052,61.09,53.68,7.410000000000004,-7.410000000000004,1731601,2214294,1076808,1137486,554634
2018-02-04,53.864,54.66,53.16,1.5,1.5,54.806,55.05,54.41,0.6400000000000006,-0.05999999999999517,52.660000000000004,53.52,51.61,1.9100000000000037,1.3900000000000006,53.862,54.61,52.69,1.9200000000000017,0.18999999999999773,1190121,1512278,651934,860344,-860344
2018-02-11,53.2475,54.47,52.58,1.8900000000000006,-1.8900000000000006,53.7575,54.47,53.33,1.1400000000000006,-0.6599999999999966,52.08,52.69,51.19,1.5,-0.509999999999998,52.96,53.4,52.6,0.7999999999999972,-0.28999999999999915,1075743,1283880,848997,434883,-245398
2018-02-18,52.446,52.93,52.07,0.8599999999999994,-0.25,52.686,52.95,52.53,0.4200000000000017,-0.2700000000000031,51.653999999999996,51.91,51.37,0.5399999999999991,-0.03999999999999915,52.032000000000004,52.46,51.74,0.7199999999999989,0.1600000000000037,671973,1041754,421190,620564,-291115
2018-02-25,50.174,52.14,48.56,3.5799999999999983,-2.8100000000000023,50.954,52.64,49.95,2.6899999999999977,-1.9600000000000009,49.262,50.42,48.01,2.4100000000000037,-1.6400000000000006,50.024,50.59,49.16,1.4300000000000068,-0.10000000000000142,1056922,1482863,812910,669953,14320
2018-03-04,50.934,51.51,50.65,0.8599999999999994,0.6499999999999986,51.352,51.74,50.97,0.7700000000000031,0.30000000000000426,50.25,50.89,49.95,0.9399999999999977,0.9399999999999977,51.0,51.49,50.39,1.1000000000000014,-0.3500000000000014,596650,886524,319354,567170,-567170
2018-03-11,51.026,51.59,50.21,1.3800000000000026,-0.7899999999999991,51.314,51.65,50.74,0.9099999999999966,-0.8500000000000014,50.31,50.82,49.65,1.1700000000000017,-1.1200000000000045,50.62,51.12,50.18,0.9399999999999977,-0.759999999999998,503940,916010,322310,593700,34741
2018-03-18,47.888,49.4,47.23,2.1700000000000017,-2.1400000000000006,48.494,49.46,47.42,2.039999999999999,-2.039999999999999,46.958,47.54,46.38,1.1599999999999966,-0.8699999999999974,47.300000000000004,48.06,46.42,1.6400000000000006,-0.7199999999999989,878017,1321381,648984,672397,-457935
2018-03-25,46.48,47.12,46.02,1.0999999999999943,-0.39000000000000057,47.150000000000006,47.27,47.02,0.25,0.060000000000002274,45.5925,46.02,44.81,1.2100000000000009,-0.9799999999999969,46.0275,46.78,45.41,1.3700000000000045,-0.6600000000000037,989661,1156345,814433,341912,210728
2018-04-01,46.536,47.68,45.07,2.6099999999999994,1.2600000000000051,47.46,48.05,46.52,1.529999999999994,0.7999999999999972,45.972,47.0,45.0,2.0,0.4299999999999997,46.75,47.66,46.07,1.5899999999999963,0.10000000000000142,709418,900526,472753,427773,-197112
2018-04-08,46.726,47.0,46.49,0.509999999999998,-0.509999999999998,47.232,47.79,46.91,0.8800000000000026,-0.5799999999999983,46.22,46.51,45.83,0.6799999999999997,-0.5200000000000031,46.742,47.58,46.12,1.4600000000000009,-0.6899999999999977,614387,790296,466448,323848,-251477
2018-04-15,46.69,47.19,45.69,1.5,-1.4299999999999997,47.384,48.39,46.2,2.1899999999999977,-2.1899999999999977,46.148,46.88,45.3,1.5800000000000054,-1.2899999999999991,46.516,47.49,45.57,1.9200000000000017,-1.0899999999999963,651564,739393,584253,155140,-108838
2018-04-22,46.266,47.03,45.68,1.3500000000000014,-0.010000000000005116,46.96,47.25,46.75,0.5,-0.28000000000000114,45.602,46.0,45.35,0.6499999999999986,0.4200000000000017,46.129999999999995,46.39,45.87,0.5200000000000031,0.3200000000000003,1077350,1483568,787858,695710,695710
2018-04-29,46.664,47.61,45.22,2.3900000000000006,2.3900000000000006,47.818,48.19,47.09,1.0999999999999943,1.0999999999999943,45.908,47.15,42.95,4.199999999999996,4.199999999999996,47.154,47.55,46.52,1.029999999999994,1.029999999999994,1222469,2046519,854370,1192149,-1126154
2018-05-06,46.67,47.64,45.87,1.7700000000000031,-1.5,47.202,48.3,46.33,1.9699999999999989,-1.529999999999994,46.048,47.28,45.55,1.730000000000004,-1.730000000000004,46.532000000000004,47.48,45.95,1.529999999999994,-0.8799999999999955,765137,958541,598908,359633,-359633
2018-05-13,46.74,47.37,46.35,1.019999999999996,-0.09000000000000341,47.44,48.18,47.04,1.1400000000000006,0.3299999999999983,46.248,46.67,45.87,0.8000000000000043,0.480000000000004,46.796,47.61,46.11,1.5,1.0300000000000011,768455,1044612,547122,497490,-497490
2018-05-20,46.230000000000004,47.52,45.72,1.8000000000000043,-1.6200000000000045,46.695,48.24,46.03,2.210000000000001,-1.8800000000000026,45.4975,45.7,45.28,0.4200000000000017,-0.020000000000003126,45.945,46.15,45.79,0.35999999999999943,0.35999999999999943,767387,1310169,459127,851042,-44700
2018-05-27,46.256,46.62,45.79,0.8299999999999983,0.8200000000000003,46.904,47.31,46.5,0.8100000000000023,0.5,45.824,46.36,45.43,0.9299999999999997,0.7100000000000009,46.384,46.89,45.66,1.230000000000004,0.6600000000000037,1383384,4027344,581115,3446229,70969
2018-06-03,48.266,49.33,46.85,2.479999999999997,2.479999999999997,49.112,49.83,47.7,2.1299999999999955,2.1299999999999955,47.924,49.25,46.39,2.8599999999999994,2.8599999999999994,48.72,49.61,47.53,2.0799999999999983,2.0799999999999983,687597,1182488,464239,718249,-60094
2018-06-10,49.208,49.73,48.49,1.2399999999999949,-0.529999999999994,49.63,50.04,49.11,0.9299999999999997,-0.28999999999999915,48.702,49.31,48.07,1.240000000000002,-0.1700000000000017,49.222,49.7,48.46,1.240000000000002,-0.19000000000000483,673428,815610,522539,293071,-150933
2018-06-17,50.316,51.05,49.07,1.9799999999999969,0.8900000000000006,50.994,51.99,50.14,1.8500000000000014,-0.1599999999999966,49.672,50.28,48.76,1.5200000000000031,-0.3100000000000023,50.352,51.06,49.82,1.240000000000002,-0.3999999999999986,1060731,1697936,703374,994562,994562
