Date,AA_Open_average,AA_Open_max,AA_Open_min,AA_Open_volatility,AA_Open_change,AA_High_average,AA_High_max,AA_High_min,AA_High_volatility,AA_High_change,AA_Low_average,AA_Low_max,AA_Low_min,AA_Low_volatility,AA_Low_change,AA_Close_average,AA_Close_max,AA_Close_min,AA_Close_volatility,AA_Close_change,AA_Volume_average,AA_Volume_max,AA_Volume_min,AA_Volume_volatility,AA_Volume_change
2018-01-14,54.29,56.09,52.8,3.2900000000000063,-3.2900000000000063,55.106,57.04,53.68,3.3599999999999994,-3.1400000000000006,53.513999999999996,55.58,51.72,3.8599999999999994,-3.200000000000003,54.454,56.99,52.94,4.050000000000004,-3.3000000000000043,8315896,19521004,3888380,15632624,332434
2018-01-21,53.284,53.89,52.34,1.5499999999999972,1.5499999999999972,53.934,54.63,52.9,1.730000000000004,1.730000000000004,52.728,53.52,51.73,1.7900000000000063,1.7900000000000063,53.478,54.49,52.49,2.0,2.0,3714633,4892065,2521881,2370184,-243479
2018-01-28,51.688,53.67,48.61,5.060000000000002,-5.060000000000002,52.516,53.97,50.75,3.219999999999999,-3.219999999999999,50.368,52.52,47.8,4.720000000000006,-4.720000000000006,50.902,52.52,48.46,4.060000000000002,-4.060000000000002,4245649,6060454,3176532,2883922,210089
2018-02-04,47.414,49.23,46.05,3.1799999999999997,-1.3900000000000006,48.410000000000004,50.2,47.06,3.1400000000000006,-3.0700000000000003,46.08,47.67,44.15,3.520000000000003,-1.509999999999998,47.136,49.43,45.92,3.509999999999998,-2.780000000000001,3663030,4579584,3165788,1413796,330139
2018-02-11,47.3975,48.99,46.39,2.6000000000000014,1.1099999999999994,48.95,50.18,47.98,2.200000000000003,2.200000000000003,46.3375,46.52,46.12,0.4000000000000057,0.4000000000000057,47.692499999999995,48.54,47.3,1.240000000000002,0.060000000000002274,4688167,8396755,2431659,5965096,5585749
2018-02-18,47.708,48.21,46.84,1.3699999999999974,0.5799999999999983,48.362,48.95,47.58,1.3700000000000045,-1.1600000000000037,46.708,47.23,46.14,1.0899999999999963,-0.6199999999999974,47.402,48.07,46.68,1.3900000000000006,-1.3900000000000006,3735380,4589494,3097983,1491511,-1027475
2018-02-25,45.716,46.5,44.72,1.7800000000000011,-1.3200000000000003,46.618,47.17,46.18,0.990000000000002,-0.7100000000000009,44.833999999999996,45.66,44.14,1.519999999999996,-0.8099999999999952,45.49,46.22,44.97,1.25,-0.5700000000000003,4176516,6501728,2837409,3664319,1340254
2018-03-04,47.346,48.05,46.19,1.8599999999999994,1.8200000000000003,48.356,48.73,47.52,1.2099999999999937,1.1599999999999966,46.824,47.91,46.03,1.8799999999999955,1.8799999999999955,47.712,48.36,46.99,1.3699999999999974,1.3699999999999974,3121286,4431167,1495645,2935522,-2935522
2018-03-11,47.56,49.09,46.45,2.6400000000000006,-1.3999999999999986,48.402,49.85,47.13,2.719999999999999,-2.1700000000000017,46.57,48.43,45.71,2.719999999999999,-2.6700000000000017,47.136,48.59,46.36,2.230000000000004,-2.230000000000004,3102902,4121856,2509146,1612710,-236896
2018-03-18,46.124,47.4,45.17,2.229999999999997,-1.1099999999999994,47.148,48.09,46.0,2.0900000000000034,-0.5300000000000011,45.218,46.31,44.27,2.039999999999999,-1.779999999999994,45.964,47.95,44.71,3.240000000000002,-0.6999999999999957,3293328,5187007,1515361,3671646,3671646
