Date,EGBN_Open_average,EGBN_Open_max,EGBN_Open_min,EGBN_Open_volatility,EGBN_Open_change,EGBN_High_average,EGBN_High_max,EGBN_High_min,EGBN_High_volatility,EGBN_High_change,EGBN_Low_average,EGBN_Low_max,EGBN_Low_min,EGBN_Low_volatility,EGBN_Low_change,EGBN_Close_average,EGBN_Close_max,EGBN_Close_min,EGBN_Close_volatility,EGBN_Close_change,EGBN_Volume_average,EGBN_Volume_max,EGBN_Volume_min,EGBN_Volume_volatility,EGBN_Volume_change
2018-01-14,62.15,64.65,61.0,3.6500000000000057,2.8500000000000085,63.52,65.4,62.15,3.250000000000007,2.250000000000007,61.146,62.5,60.58,1.9200000000000017,1.75,62.26,64.95,60.8,4.150000000000006,1.8000000000000043,258796,524644,129749,394895,46144
2018-01-21,62.89,63.6,62.45,1.1499999999999986,0.14999999999999858,63.63,64.15,63.15,1.000000000000007,-0.25,62.15,62.45,61.9,0.5500000000000043,-0.45000000000000284,62.79,63.35,62.4,0.9500000000000028,-0.5500000000000043,127899,146820,94879,51941,-51941
2018-01-28,62.82,63.85,62.2,1.6499999999999986,0.3999999999999986,63.66,64.5,62.9,1.6000000000000014,0.8999999999999986,62.1,62.95,60.75,2.200000000000003,-1.2000000000000028,62.74,63.8,60.95,2.8499999999999943,-1.5499999999999972,118432,158461,93405,65056,65056
2018-02-04,60.82,61.4,59.75,1.6499999999999986,1.6000000000000014,61.45,61.6,61.1,0.5,0.3999999999999986,59.532000000000004,60.5,58.81,1.6899999999999977,1.1999999999999957,60.804,61.3,60.02,1.279999999999994,-0.5999999999999943,121459,183183,74930,108253,-96500
2018-02-11,61.1625,62.85,59.9,2.950000000000003,1.8000000000000043,62.4375,63.4,60.55,2.8500000000000014,2.8500000000000014,60.725,61.85,59.7,2.1499999999999986,2.1499999999999986,62.075,63.15,60.35,2.799999999999997,2.799999999999997,87069,119493,56561,62932,40800
2018-02-18,62.9,63.5,62.6,0.8999999999999986,0.20000000000000284,63.51,64.1,62.75,1.3499999999999943,0.10000000000000142,62.296,62.6,62.1,0.5,0.030000000000001137,62.84,63.65,62.3,1.3500000000000014,1.1999999999999957,85617,117425,50823,66602,-66602
2018-02-25,61.97,63.5,60.6,2.8999999999999986,-1.3999999999999986,63.35,64.9,62.0,2.9000000000000057,-1.3000000000000043,61.04,62.15,60.35,1.7999999999999972,-0.7999999999999972,62.14,63.3,61.05,2.25,0.75,136290,247491,82347,165144,-147546
2018-03-04,63.49,63.95,63.1,0.8500000000000014,0.6000000000000014,64.12,64.45,63.95,0.5,-0.04999999999999716,62.172000000000004,63.0,59.56,3.4399999999999977,3.1400000000000006,63.53,63.75,63.2,0.5499999999999972,-0.5,173638,242392,131813,110579,51361
2018-03-11,63.03,63.75,61.95,1.7999999999999972,-0.20000000000000284,63.79,64.6,62.75,1.8499999999999943,-0.7499999999999929,61.96,63.0,60.6,2.3999999999999986,-0.5499999999999972,62.97,63.5,61.85,1.6499999999999986,0.04999999999999716,181744,258655,123820,134835,-50148
2018-03-18,62.29,63.45,60.0,3.450000000000003,-3.450000000000003,63.34,64.65,61.7,2.950000000000003,-2.3499999999999943,61.166000000000004,62.7,59.2,3.5,-3.1500000000000057,61.86,63.4,59.25,4.149999999999999,-1.3999999999999986,126731,195638,59996,135642,56159
2018-03-25,60.625,61.65,59.85,1.7999999999999972,-1.7999999999999972,60.795,61.65,60.2,1.4499999999999957,-1.4499999999999957,59.3,60.15,57.8,2.3500000000000014,-2.3500000000000014,59.6875,60.5,58.15,2.3500000000000014,-2.3500000000000014,176888,217020,158488,58532,-14011
2018-04-01,59.05,60.15,58.0,2.1499999999999986,0.25,59.84,60.35,58.75,1.6000000000000014,1.1000000000000014,58.370000000000005,59.6,57.7,1.8999999999999986,0.6000000000000014,59.18,60.15,58.4,1.75,-0.25,120478,161615,96750,64865,-57461
2018-04-08,59.699999999999996,60.8,58.6,2.1999999999999957,1.1499999999999986,60.13,60.95,59.2,1.75,1.1999999999999957,58.222,59.6,56.21,3.3900000000000006,0.29999999999999716,59.51,60.5,58.85,1.6499999999999986,0.10000000000000142,174969,241488,99962,141526,48745
2018-04-15,58.58,60.0,55.55,4.450000000000003,0.75,60.254,60.95,58.92,2.030000000000001,-0.04999999999999716,58.153999999999996,59.8,55.55,4.25,1.5999999999999943,59.22,60.1,57.8,2.3000000000000043,1.8500000000000014,194972,282434,131629,150805,-48986
2018-04-22,60.25,60.7,60.0,0.7000000000000028,-0.25,60.88,61.45,60.05,1.4000000000000057,-1.4000000000000057,59.176,60.0,58.35,1.6499999999999986,-1.1299999999999955,59.96,60.65,58.7,1.9499999999999957,-1.8999999999999986,106358,159624,70726,88898,-39635
2018-04-29,59.18,60.3,57.15,3.1499999999999986,3.1499999999999986,60.38,60.95,59.75,1.2000000000000028,1.2000000000000028,58.68,59.7,57.15,2.5500000000000043,2.5500000000000043,59.94,60.35,59.55,0.8000000000000043,0.8000000000000043,110349,229555,51215,178340,-178340
2018-05-06,60.31,60.75,59.25,1.5,0.14999999999999858,61.22,61.75,60.9,0.8500000000000014,0.0,59.86,60.25,59.25,1.0,0.29999999999999716,60.65,60.85,60.45,0.3999999999999986,-0.3999999999999986,89279,134794,54373,80421,-3920
2018-05-13,60.56,61.0,60.2,0.7999999999999972,0.7999999999999972,61.24,62.6,60.85,1.75,1.6000000000000014,60.19,61.0,59.8,1.2000000000000028,0.7999999999999972,60.870000000000005,62.2,60.45,1.75,1.75,91570,107630,62866,44764,39418
2018-05-20,61.7375,62.0,61.2,0.7999999999999972,-0.5499999999999972,62.4,62.85,62.0,0.8500000000000014,-0.6000000000000014,61.195,61.75,60.8,0.9500000000000028,-0.22999999999999687,61.75,62.15,61.25,0.8999999999999986,-0.6000000000000014,97888,121174,72275,48899,-12954
2018-05-27,61.27,61.75,60.8,0.9500000000000028,0.3999999999999986,61.966,62.25,61.7,0.5499999999999972,0.3999999999999986,60.74,61.45,60.25,1.2000000000000028,1.2000000000000028,61.28,62.2,60.5,1.7000000000000028,1.7000000000000028,84447,111006,54249,56757,-56757
2018-06-03,63.28,64.1,62.25,1.8499999999999943,1.2999999999999972,63.756,64.45,62.5,1.9500000000000028,1.25,62.65,63.65,61.7,1.9499999999999957,0.29999999999999716,63.22,64.1,62.1,1.999999999999993,-0.3500000000000014,82536,92851,66978,25873,24477
2018-06-10,61.58,62.2,61.15,1.0500000000000043,-1.0500000000000043,62.36,63.65,61.65,2.0,0.0,60.96,61.3,60.6,0.6999999999999957,-0.44999999999999574,61.49,61.6,61.3,0.30000000000000426,-0.25,129091,371318,43666,327652,54873
2018-06-17,62.39,63.2,61.2,2.0,1.0499999999999972,63.059999999999995,63.55,62.55,1.0,0.0,61.794000000000004,62.5,61.1,1.3999999999999986,0.1700000000000017,62.49,63.15,61.6,1.5499999999999972,-0.75,110706,282277,56208,226069,-15745
2018-06-24,61.44,61.85,61.0,0.8500000000000014,-0.6000000000000014,62.304,62.6,62.15,0.45000000000000284,-0.09999999999999432,61.019999999999996,61.3,60.85,0.44999999999999574,-0.04999999999999716,61.54,62.1,61.1,1.0,0.25,155476,254773,92533,162240,75324
2018-07-01,62.975,64.0,62.2,1.7999999999999972,1.7000000000000028,63.93,65.42,62.9,2.520000000000003,2.520000000000003,62.8,63.95,62.0,1.9500000000000028,1.9000000000000057,63.449999999999996,64.6,62.15,2.4499999999999957,2.4499999999999957,93915,128596,60673,67923,67923
2018-07-08,62.51,64.6,60.15,4.449999999999996,-4.449999999999996,62.87,65.0,60.8,4.200000000000003,-4.200000000000003,61.546,63.15,60.0,3.1499999999999986,-3.049999999999997,61.74,63.55,60.15,3.3999999999999986,-3.1999999999999957,132794,192855,54980,137875,15231
2018-07-15,58.8,60.3,57.05,3.25,-3.0,59.188,60.6,57.74,2.8599999999999994,-2.700000000000003,57.66,59.7,54.8,4.900000000000006,-2.4000000000000057,58.36,60.15,57.05,3.1000000000000014,-2.299999999999997,229919,572252,122714,449538,12048
2018-07-22,56.04,57.5,54.95,2.549999999999997,-2.549999999999997,56.38,57.6,55.45,2.1499999999999986,-2.1499999999999986,55.22,56.45,54.6,1.8500000000000014,-1.8000000000000043,55.49,56.9,54.65,2.25,-2.25,103796,148506,72319,76187,-53822
2018-07-29,53.91,54.75,53.15,1.6000000000000014,-1.6000000000000014,54.314,54.9,53.9,1.0,-1.0,53.18,53.8,52.4,1.3999999999999986,-1.3999999999999986,53.58,54.05,52.85,1.1999999999999957,-1.1999999999999957,121223,156135,78196,77939,65734
2018-08-05,53.69,54.2,52.8,1.4000000000000057,1.1500000000000057,54.284,54.77,53.65,1.1200000000000045,0.75,53.2,53.85,51.5,2.3500000000000014,2.1499999999999986,53.94,54.5,53.5,1.0,0.14999999999999858,122471,159278,75062,84216,-84216
2018-08-12,53.96,54.3,53.6,0.6999999999999957,0.6000000000000014,54.606,54.79,54.44,0.3500000000000014,-0.1600000000000037,53.61,54.0,53.35,0.6499999999999986,-0.19999999999999574,54.01,54.3,53.5,0.7999999999999972,-0.44999999999999574,114707,204561,60985,143576,23384
2018-08-19,54.51,54.9,53.8,1.1000000000000014,0.8000000000000043,55.06,55.5,54.6,0.8999999999999986,-0.25,54.144,54.55,53.7,0.8499999999999943,0.5999999999999943,54.64,55.05,54.3,0.75,-0.5999999999999943,66700,112488,42956,69532,38396
2018-08-26,53.975,54.5,53.5,1.0,-1.0,54.3625,55.2,53.9,1.3000000000000043,-1.0500000000000043,53.63,54.1,53.35,0.75,-0.7000000000000028,53.9125,54.25,53.7,0.5499999999999972,-0.3999999999999986,58290,62273,54432,7841,7318
2018-09-02,54.22,54.4,53.9,0.5,0.5,54.64,55.0,54.35,0.6499999999999986,0.3500000000000014,53.974,54.25,53.75,0.5,0.10000000000000142,54.25,54.5,54.0,0.5,-0.25,66995,131610,42889,88721,-21663
2018-09-09,53.339999999999996,54.05,52.8,1.25,-0.7999999999999972,53.51,54.15,53.1,1.0499999999999972,-1.0499999999999972,52.85,53.5,52.6,0.8999999999999986,-0.8999999999999986,53.09,54.1,52.75,1.3500000000000014,-1.3500000000000014,76257,133203,52875,80328,14372
2018-09-16,52.94,53.3,52.55,0.75,0.3500000000000014,53.5,53.8,53.15,0.6499999999999986,0.05000000000000426,52.41,53.0,51.85,1.1499999999999986,-0.3999999999999986,52.79,53.3,51.9,1.3999999999999986,-0.75,307343,574766,174974,399792,-399792
2018-09-23,51.35,52.0,50.75,1.25,-1.1499999999999986,51.75,52.35,51.15,1.2000000000000028,-0.8500000000000014,50.762,51.65,50.15,1.5,-1.3399999999999963,50.984,51.85,50.47,1.3800000000000026,-1.3800000000000026,233944,353304,114639,238665,-95602
2018-09-30,50.806,51.56,50.08,1.480000000000004,0.22000000000000597,51.42,52.25,50.92,1.3299999999999983,0.0799999999999983,49.996,50.66,49.24,1.4199999999999946,-0.5300000000000011,50.726,51.57,49.9,1.6700000000000017,0.509999999999998,180240,271197,124100,147097,146565
2018-10-07,49.796,50.46,48.21,2.25,-1.9099999999999966,50.464,51.18,49.88,1.2999999999999972,-0.5900000000000034,48.838,50.18,46.49,3.6899999999999977,-1.7199999999999989,49.513999999999996,50.5,48.32,2.1799999999999997,-1.1199999999999974,211348,257493,163336,94157,-33264
2018-10-14,50.944,52.25,49.19,3.0600000000000023,3.019999999999996,51.838,53.49,49.62,3.8700000000000045,3.289999999999999,49.674,51.43,48.26,3.1700000000000017,1.4400000000000048,50.726,52.24,49.43,2.8100000000000023,0.740000000000002,313363,687404,141096,546308,103538
