Date,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_min,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_volatility,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_change,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_min,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_volatility,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_change,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_min,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_volatility,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_change,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_min,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_volatility,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_change
2018-01-14,23.8,23.8,23.8,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-01-21,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-01-28,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2018-02-04,21.22,21.22,21.22,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2018-02-11,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-02-18,22.32,22.32,22.32,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2018-02-25,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-03-04,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-03-11,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-03-18,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2018-03-25,20.91,20.91,20.91,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-04-01,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2018-04-08,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-04-15,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2018-04-22,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-04-29,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-05-06,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2018-05-13,21.46,21.46,21.46,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2018-05-20,21.0,21.0,21.0,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2018-05-27,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-06-03,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-06-10,20.61,20.61,20.61,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2018-06-17,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-06-24,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2018-07-01,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2018-07-08,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-07-15,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2018-07-22,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2018-07-29,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2018-08-05,17.84,17.84,17.84,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2018-08-12,17.2,17.2,17.2,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2018-08-19,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2018-08-26,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2018-09-02,17.07,17.07,17.07,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2018-09-09,17.06,17.06,17.06,0.0,0.0,17.06,17.06,17.06,0.0,0.0,16.8,16.8,16.8,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2018-09-16,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2018-09-23,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2018-09-30,17.11,17.11,17.11,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.21,17.21,17.21,0.0,0.0
2018-10-07,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-10-14,17.06,17.06,17.06,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2018-10-21,16.2,16.2,16.2,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2018-10-28,16.98,16.98,16.98,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2018-11-04,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2018-11-11,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2018-11-18,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2018-11-25,16.5,16.5,16.5,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2018-12-02,16.41,16.41,16.41,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2018-12-09,16.6,16.6,16.6,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2018-12-16,15.72,15.72,15.72,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2018-12-23,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0
2018-12-30,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2019-01-06,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0
2019-01-13,16.95,16.95,16.95,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2019-01-20,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-01-27,17.53,17.53,17.53,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2019-02-03,17.73,17.73,17.73,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2019-02-10,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2019-02-17,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.85,19.85,19.85,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-02-24,20.19,20.19,20.19,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-03-03,19.97,19.97,19.97,0.0,0.0,20.18,20.18,20.18,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-03-10,20.51,20.51,20.51,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-03-17,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-03-24,21.28,21.28,21.28,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2019-03-31,21.8,21.8,21.8,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2019-04-07,21.08,21.08,21.08,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-04-14,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-04-21,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-04-28,19.66,19.66,19.66,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-05-05,18.32,18.32,18.32,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2019-05-12,18.49,18.49,18.49,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2019-05-19,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-05-26,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2019-06-02,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2019-06-09,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2019-06-16,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-06-23,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-06-30,19.79,19.79,19.79,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-07-07,19.92,19.92,19.92,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.92,19.92,19.92,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-07-14,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-07-21,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2019-07-28,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-08-04,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2019-08-11,19.44,19.44,19.44,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-08-18,19.28,19.28,19.28,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2019-08-25,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-09-01,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-09-08,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-09-15,19.76,19.76,19.76,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-09-22,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-09-29,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-10-06,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-10-13,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2019-10-20,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-10-27,20.41,20.41,20.41,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-11-03,20.22,20.22,20.22,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-11-10,19.97,19.97,19.97,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-11-17,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-11-24,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2019-12-01,20.09,20.09,20.09,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-12-08,20.69,20.69,20.69,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-12-15,20.17,20.17,20.17,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-12-22,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-12-29,21.15,21.15,21.15,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.19,21.19,21.19,0.0,0.0
