Date,Guggenheim Invest China Technology_Open_average,Guggenheim Invest China Technology_Open_max,Guggenheim Invest China Technology_Open_min,Guggenheim Invest China Technology_Open_volatility,Guggenheim Invest China Technology_Open_change,Guggenheim Invest China Technology_High_average,Guggenheim Invest China Technology_High_max,Guggenheim Invest China Technology_High_min,Guggenheim Invest China Technology_High_volatility,Guggenheim Invest China Technology_High_change,Guggenheim Invest China Technology_Low_average,Guggenheim Invest China Technology_Low_max,Guggenheim Invest China Technology_Low_min,Guggenheim Invest China Technology_Low_volatility,Guggenheim Invest China Technology_Low_change,Guggenheim Invest China Technology_Close_average,Guggenheim Invest China Technology_Close_max,Guggenheim Invest China Technology_Close_min,Guggenheim Invest China Technology_Close_volatility,Guggenheim Invest China Technology_Close_change
2018-04-29,57.63,57.63,57.63,0.0,0.0,58.75,58.75,58.75,0.0,0.0,57.63,57.63,57.63,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2018-05-06,60.29,60.29,60.29,0.0,0.0,60.97,60.97,60.97,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2018-05-13,59.78,59.78,59.78,0.0,0.0,59.99,59.99,59.99,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2018-05-20,58.39,58.39,58.39,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2018-05-27,60.21,60.21,60.21,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-06-03,61.19,61.19,61.19,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2018-06-10,60.3,60.3,60.3,0.0,0.0,60.6,60.6,60.6,0.0,0.0,59.74,59.74,59.74,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2018-06-17,58.0,58.0,58.0,0.0,0.0,58.01,58.01,58.01,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-06-24,54.6,54.6,54.6,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.5,54.5,54.5,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-07-01,56.55,56.55,56.55,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-07-08,56.55,56.55,56.55,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2018-07-15,55.18,55.18,55.18,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2018-07-22,55.12,55.12,55.12,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2018-07-29,51.63,51.63,51.63,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2018-08-05,51.01,51.01,51.01,0.0,0.0,51.25,51.25,51.25,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2018-08-12,48.31,48.31,48.31,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-08-19,50.29,50.29,50.29,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-08-26,48.85,48.85,48.85,0.0,0.0,49.46,49.46,49.46,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-09-02,46.49,46.49,46.49,0.0,0.0,46.49,46.49,46.49,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2018-09-09,46.47,46.47,46.47,0.0,0.0,46.58,46.58,46.58,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-09-16,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-09-23,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-09-30,43.1,43.1,43.1,0.0,0.0,43.64,43.64,43.64,0.0,0.0,42.75,42.75,42.75,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2018-10-07,42.26,42.26,42.26,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.72,41.72,41.72,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2018-10-14,42.71,42.71,42.71,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2018-10-21,39.51,39.51,39.51,0.0,0.0,39.55,39.55,39.55,0.0,0.0,37.63,37.63,37.63,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2018-10-28,43.43,43.43,43.43,0.0,0.0,43.6,43.6,43.6,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2018-11-04,41.26,41.26,41.26,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-11-11,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-11-18,42.42,42.42,42.42,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-11-25,46.18,46.18,46.18,0.0,0.0,46.41,46.41,46.41,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2018-12-02,41.81,41.81,41.81,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.38,41.38,41.38,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2018-12-09,42.06,42.06,42.06,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2018-12-16,38.72,38.72,38.72,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2018-12-23,40.24,40.24,40.24,0.0,0.0,40.55,40.55,40.55,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-12-30,40.18,40.18,40.18,0.0,0.0,40.62,40.62,40.62,0.0,0.0,39.8,39.8,39.8,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-01-06,41.27,41.27,41.27,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-01-13,43.24,43.24,43.24,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2019-01-20,43.59,43.59,43.59,0.0,0.0,43.77,43.77,43.77,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-01-27,44.74,44.74,44.74,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-02-03,45.1,45.1,45.1,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2019-02-10,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-02-17,49.02,49.02,49.02,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2019-02-24,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0,47.6,47.6,47.6,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2019-03-03,47.51,47.51,47.51,0.0,0.0,48.48,48.48,48.48,0.0,0.0,47.51,47.51,47.51,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2019-03-10,49.15,49.15,49.15,0.0,0.0,49.31,49.31,49.31,0.0,0.0,48.83,48.83,48.83,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-03-17,47.0,47.0,47.0,0.0,0.0,47.66,47.66,47.66,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2019-03-24,49.81,49.81,49.81,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.68,49.68,49.68,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-03-31,51.72,51.72,51.72,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-04-07,51.59,51.59,51.59,0.0,0.0,51.59,51.59,51.59,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-04-14,51.18,51.18,51.18,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-04-21,50.79,50.79,50.79,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-04-28,49.32,49.32,49.32,0.0,0.0,49.98,49.98,49.98,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-05-05,46.02,46.02,46.02,0.0,0.0,46.38,46.38,46.38,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-05-12,44.44,44.44,44.44,0.0,0.0,44.44,44.44,44.44,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2019-05-19,42.8,42.8,42.8,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-05-26,42.39,42.39,42.39,0.0,0.0,42.49,42.49,42.49,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-06-02,43.52,43.52,43.52,0.0,0.0,44.33,44.33,44.33,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-06-09,42.85,42.85,42.85,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.85,42.85,42.85,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-06-16,45.21,45.21,45.21,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-06-23,47.7,47.7,47.7,0.0,0.0,48.11,48.11,48.11,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2019-06-30,44.93,44.93,44.93,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-07-07,44.84,44.84,44.84,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2019-07-14,44.65,44.65,44.65,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-07-21,45.4,45.4,45.4,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-07-28,41.23,41.23,41.23,0.0,0.0,41.48,41.48,41.48,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-08-04,41.33,41.33,41.33,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-08-11,44.82,44.82,44.82,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-08-18,44.38,44.38,44.38,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2019-08-25,45.38,45.38,45.38,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-09-01,48.19,48.19,48.19,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2019-09-08,48.56,48.56,48.56,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-09-15,48.1,48.1,48.1,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2019-09-22,45.75,45.75,45.75,0.0,0.0,46.09,46.09,46.09,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2019-09-29,46.44,46.44,46.44,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-10-06,47.44,47.44,47.44,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2019-10-13,47.47,47.47,47.47,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-10-20,48.25,48.25,48.25,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-10-27,49.26,49.26,49.26,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.26,49.26,49.26,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-11-03,49.55,49.55,49.55,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-11-10,48.76,48.76,48.76,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2019-11-17,49.0,49.0,49.0,0.0,0.0,49.56,49.56,49.56,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-11-24,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-12-01,50.86,50.86,50.86,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-12-08,52.27,52.27,52.27,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2019-12-15,52.8,52.8,52.8,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2019-12-22,53.02,53.02,53.02,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2019-12-29,54.43,54.43,54.43,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.65,54.65,54.65,0.0,0.0
