Date,NSPRStock_Open_average,NSPRStock_Open_max,NSPRStock_Open_min,NSPRStock_Open_volatility,NSPRStock_Open_change,NSPRStock_High_average,NSPRStock_High_max,NSPRStock_High_min,NSPRStock_High_volatility,NSPRStock_High_change,NSPRStock_Low_average,NSPRStock_Low_max,NSPRStock_Low_min,NSPRStock_Low_volatility,NSPRStock_Low_change,NSPRStock_Close_average,NSPRStock_Close_max,NSPRStock_Close_min,NSPRStock_Close_volatility,NSPRStock_Close_change,NSPRStock_Volume_average,NSPRStock_Volume_max,NSPRStock_Volume_min,NSPRStock_Volume_volatility,NSPRStock_Volume_change
2018-01-14,303.40625,315.875,287.0,28.875,13.824999999999989,334.81875,361.025,309.925,51.099999999999966,23.274999999999977,288.225,302.05,275.975,26.07499999999999,13.649999999999977,320.3375,341.25,300.825,40.42500000000001,11.024999999999977,482,822,221,601,-201
2018-01-21,340.06,350.0,315.0,35.0,-35.0,352.8,376.25,337.75,38.5,-38.5,310.45,323.75,298.375,25.375,-10.5,326.8616,350.0,310.975,39.02499999999998,-38.5,308,568,211,357,-314
2018-01-28,398.055,459.025,323.75,135.27499999999998,78.75,413.525,459.375,323.75,135.625,78.75,360.955,386.75,308.0,78.75,46.55000000000001,386.995,435.575,321.825,113.75,43.75,723,2022,173,1849,111
2018-02-04,296.95,350.0,203.0,147.0,-85.0,320.51,372.05,263.0,109.05000000000001,-75.5,252.755,316.75,180.5,136.25,-71.89999999999998,290.4,341.25,251.5,89.75,-42.35000000000002,1040,2102,280,1822,1415
2018-02-11,274.0,330.5,240.0,90.5,-31.0,294.9,390.0,246.0,144.0,-50.5,245.1,261.5,226.5,35.0,-32.5,251.3,279.0,238.0,41.0,-22.0,1560,5016,441,4575,-362
2018-02-18,219.375,234.0,202.5,31.5,-29.5,243.875,269.5,223.5,46.0,-24.5,201.375,223.0,181.0,42.0,-23.0,210.875,223.0,205.0,18.0,-17.5,1098,2696,344,2352,-369
2018-02-25,141.1,200.0,115.5,84.5,-84.5,146.9,214.0,124.0,90.0,-89.0,131.4,190.5,109.5,81.0,-81.0,134.8,190.5,117.0,73.5,-72.5,1492,2652,625,2027,-1481
2018-03-04,126.2,145.0,114.5,30.5,12.0,134.2,148.0,127.0,21.0,4.5,119.7,126.5,114.5,12.0,5.5,126.2,133.5,121.0,12.5,8.0,1017,2349,353,1996,-127
2018-03-11,133.2,140.0,127.0,13.0,11.5,139.7,142.5,134.0,8.5,0.0,126.2,131.5,120.5,11.0,5.0,134.9,141.5,127.5,14.0,7.0,825,1182,577,605,-286
2018-03-18,128.5,142.0,120.5,21.5,-21.5,128.9,142.0,120.5,21.5,-21.5,118.3,127.5,105.0,22.5,-22.5,122.2,131.0,108.5,22.5,-22.5,494,937,260,677,-10
2018-03-25,99.0,133.5,69.0,64.5,-39.5,106.0,159.5,69.5,90.0,-40.5,84.375,118.5,50.0,68.5,-51.5,85.375,120.0,52.0,68.0,-50.0,5481,14628,400,14228,2373
2018-04-01,56.8,60.0,55.0,5.0,-0.5,59.0,62.5,56.5,6.0,-3.0,53.5,55.5,52.5,3.0,1.0,56.2,60.0,53.5,6.5,-6.5,1264,1987,485,1502,-1132
2018-04-08,61.3,65.5,55.0,10.5,7.5,64.7,69.5,61.0,8.5,2.5,58.2,62.0,54.0,8.0,5.5,60.9,63.5,57.5,6.0,4.5,1898,3023,1058,1965,-762
2018-04-15,60.3,63.5,58.5,5.0,-1.5,63.4,68.5,60.0,8.5,1.0,57.9,60.5,55.5,5.0,0.0,59.8,63.0,58.0,5.0,-1.5,803,1208,231,977,157
2018-04-22,58.1,60.0,55.5,4.5,-3.0,59.6,61.5,57.0,4.5,-2.5,56.1,58.0,54.0,4.0,-4.0,56.4,58.0,54.0,4.0,-4.0,383,618,194,424,249
2018-04-29,61.8,65.5,58.0,7.5,7.5,68.9,74.0,66.0,8.0,2.5,58.6,63.0,55.0,8.0,-1.5,62.3,66.0,60.0,6.0,1.0,2960,6320,922,5398,-801
2018-05-06,63.9,67.5,60.5,7.0,-3.0,64.8,69.0,61.0,8.0,-5.0,60.8,63.5,59.0,4.5,-1.5,62.4,66.5,59.0,7.5,-3.0,846,1279,344,935,-831
2018-05-13,59.4,61.5,55.0,6.5,1.0,61.8,63.5,58.5,5.0,0.0,57.6,59.0,54.5,4.5,0.5,58.9,61.5,55.0,6.5,1.0,767,1401,550,851,142
2018-05-20,60.5,63.0,58.0,5.0,3.0,64.7,77.0,58.5,18.5,15.5,58.4,61.0,56.5,4.5,4.0,60.1,63.5,57.0,6.5,6.5,1660,4938,250,4688,4554
2018-05-27,63.375,66.0,61.5,4.5,-1.0,68.25,81.5,61.5,20.0,-5.0,60.375,64.5,58.0,6.5,-2.0,60.875,64.5,59.5,5.0,-0.5,2805,7088,749,6339,225
2018-06-03,58.7,60.0,57.5,2.5,-2.5,59.1,60.0,58.5,1.5,-1.0,57.1,57.5,56.5,1.0,0.5,57.7,58.0,57.5,0.5,-0.5,400,819,208,611,-532
2018-06-10,59.2,61.5,57.5,4.0,0.5,61.2,64.5,59.0,5.5,-2.0,58.2,59.0,57.0,2.0,1.0,59.35,60.25,58.5,1.75,-1.25,465,1365,65,1300,-1081
2018-06-17,51.0,52.5,48.0,4.5,-3.5,51.6,54.5,48.0,6.5,-6.5,48.1,50.5,42.5,8.0,-8.0,49.384,52.5,44.425,8.075000000000003,-8.075000000000003,772,1804,143,1661,-1147
2018-06-24,36.999,44.0,21.495,22.505,-20.005,38.384,44.5,23.5,21.0,-18.92,30.406,40.5,11.005,29.494999999999997,-29.015,32.211,43.5,12.45,31.05,-28.05,3563,12479,442,12037,11884
2018-07-01,12.24875,12.5,11.995,0.5050000000000008,0.25,12.39875,12.6,12.25,0.34999999999999964,0.34999999999999964,11.7075,12.0,11.395,0.6050000000000004,0.6050000000000004,12.16625,12.485,11.755,0.7299999999999986,0.1850000000000005,2652,3980,777,3203,-761
2018-07-08,12.158,12.5,11.79,0.7100000000000009,-0.7100000000000009,12.23,12.75,11.9,0.8499999999999996,-0.5999999999999996,11.418,12.0,11.0,1.0,-0.7400000000000002,11.7842,12.355,11.0,1.3550000000000004,-1.0009999999999994,2184,4513,800,3713,790
2018-07-15,11.403,11.5,11.25,0.25,-0.125,11.824,12.45,11.49,0.9599999999999991,-0.19000000000000128,11.283,11.35,11.25,0.09999999999999964,-0.05000000000000071,11.403,11.5,11.35,0.15000000000000036,-0.125,803,1440,414,1026,-970
2018-07-22,11.392000000000001,11.65,10.71,0.9399999999999995,-0.9399999999999995,11.393,11.65,10.715,0.9350000000000005,-0.9350000000000005,10.802,11.255,10.255,1.0,-0.7449999999999992,11.014,11.45,10.355,1.0949999999999989,-1.0949999999999989,1638,3075,617,2458,-804
2018-07-29,10.501,10.85,10.105,0.7449999999999992,0.25,10.845,11.0,10.445,0.5549999999999997,0.5350000000000001,10.251,10.5,10.0,0.5,0.4949999999999992,10.4426,10.675,10.105,0.5700000000000003,0.5700000000000003,901,2011,253,1758,3
2018-08-05,10.973,12.0,10.25,1.75,-0.5999999999999996,11.348,12.08,10.765,1.3149999999999995,-0.125,10.48,10.875,10.25,0.625,-0.25,10.939,11.469000000000001,10.350999999999999,1.118000000000002,-0.479000000000001,1406,2641,607,2034,38
2018-08-12,10.448,11.0,9.765,1.2349999999999994,-1.2349999999999994,10.505,11.0,10.05,0.9499999999999993,-0.9499999999999993,9.953,10.5,9.69,0.8100000000000005,-0.8000000000000007,10.202399999999999,10.542,9.89,0.6519999999999992,-0.5020000000000007,702,850,588,262,-142
2018-08-19,10.136,10.39,9.65,0.7400000000000002,0.0,10.359,10.415,10.24,0.17499999999999893,-0.0649999999999995,9.495,9.905,9.1,0.8049999999999997,0.3049999999999997,9.834999999999999,10.39,9.405,0.9850000000000012,-0.19500000000000028,1212,2316,395,1921,-33
2018-08-26,9.802999999999999,10.1,9.49,0.6099999999999994,0.07499999999999929,9.908999999999999,10.1,9.6,0.5,0.054999999999999716,9.351,9.505,9.2,0.3050000000000015,-0.10000000000000142,9.611,9.925,9.24,0.6850000000000005,0.20000000000000107,614,932,197,735,-606
2018-09-02,10.18375,10.5,9.9,0.5999999999999996,-0.5,10.1875,10.5,9.9,0.5999999999999996,-0.5,9.625,9.89,9.505,0.3849999999999998,-0.3849999999999998,9.715,9.935,9.6,0.33500000000000085,-0.33500000000000085,1063,2831,223,2608,-468
2018-09-09,10.73,11.95,9.9,2.049999999999999,0.6500000000000004,11.291,13.15,9.9,3.25,0.6500000000000004,9.879999999999999,10.25,9.5,0.75,-0.15499999999999936,10.4492,12.751,9.51,3.2409999999999997,-0.14499999999999957,13408,44263,286,43977,4968
2018-09-16,9.053,11.0,8.25,2.75,-2.75,9.427,11.0,8.54,2.460000000000001,-1.0399999999999991,8.309,8.545,8.125,0.41999999999999993,-0.3699999999999992,8.631,9.135,8.2,0.9350000000000005,-0.1850000000000005,3397,6523,1207,5316,841
2018-09-23,10.857,12.25,9.25,3.0,2.039999999999999,12.423,14.625,10.24,4.385,1.1850000000000005,10.131,11.0,9.125,1.875,1.0,11.482000000000001,14.445,9.755,4.6899999999999995,1.2449999999999992,28859,91426,5197,86229,2685
2018-09-30,12.386,14.5,10.0,4.5,2.25,13.284,15.09,11.0,4.09,2.625,11.299,12.5,9.755,2.744999999999999,2.51,12.477,13.5,9.99,3.51,3.51,12475,27698,6079,21619,321
2018-10-07,12.301,13.35,11.255,2.094999999999999,-1.625,12.475,13.5,11.75,1.75,-1.75,11.483,12.1,11.0,1.0999999999999996,-1.0099999999999998,11.91,12.925,11.275,1.6500000000000004,-1.5200000000000014,2640,3557,1405,2152,-1609
2018-10-14,11.773,13.0,10.9,2.0999999999999996,0.9849999999999994,12.428,13.5,11.5,2.0,1.3599999999999994,10.82,11.575,10.25,1.3249999999999993,0.8249999999999993,11.984,13.175,11.05,2.125,1.6950000000000003,6458,15252,1356,13896,4911
2018-10-21,12.040000000000001,13.55,11.0,2.5500000000000007,0.5,12.786,13.6,11.935,1.6649999999999991,0.3049999999999997,11.468,12.27,11.0,1.2699999999999996,0.5800000000000001,12.3432,13.075,11.685,1.3899999999999988,0.24599999999999866,4202,8125,882,7243,-2394
2018-10-28,11.763,12.425,11.49,0.9350000000000005,-0.9350000000000005,11.957,12.425,11.7,0.7250000000000014,-0.7250000000000014,11.27,11.62,11.005,0.6149999999999984,-0.504999999999999,11.6324,11.985,11.275,0.7099999999999991,-0.5389999999999997,4156,7566,2324,5242,-539
2018-11-04,11.365,11.7,11.0,0.6999999999999993,-0.5999999999999996,11.867,13.145,11.275,1.8699999999999992,-1.7649999999999988,10.949,11.3,10.77,0.5300000000000011,-0.5300000000000011,11.353,11.79,11.125,0.6649999999999991,-0.5899999999999999,5576,9361,3155,6206,-6206
2018-11-11,10.78,11.25,10.45,0.8000000000000007,0.25,11.168,11.75,10.79,0.9600000000000009,0.07499999999999929,10.277,10.75,9.805,0.9450000000000003,-0.33500000000000085,10.828,11.24,10.595,0.6449999999999996,-0.07000000000000028,3833,5309,2132,3177,1558
2018-11-18,10.55375,11.0,10.07,0.9299999999999997,-0.625,10.911249999999999,11.0,10.7,0.3000000000000007,-0.3000000000000007,9.99125,10.145,9.7,0.4450000000000003,-0.07499999999999929,10.54625,10.675,10.425,0.25,0.08500000000000085,2437,4208,1200,3008,-1515
2018-11-25,11.112,11.85,10.475,1.375,1.1999999999999993,11.315,11.85,10.475,1.375,1.0,10.402,11.0,10.085,0.9149999999999991,0.1399999999999988,10.6578,11.329,10.3,1.029,0.0,5568,13170,1716,11454,4443
2018-12-02,10.16875,11.0,9.5,1.5,-1.5,10.275,11.0,9.925,1.0749999999999993,-1.0749999999999993,9.4225,9.8,9.0,0.8000000000000007,-0.7050000000000001,9.62125,10.0,9.25,0.75,-0.6850000000000005,1902,3809,709,3100,-3100
