Date,iShares S&P 100Etf_Open_average,iShares S&P 100Etf_Open_max,iShares S&P 100Etf_Open_min,iShares S&P 100Etf_Open_volatility,iShares S&P 100Etf_Open_change,iShares S&P 100Etf_High_average,iShares S&P 100Etf_High_max,iShares S&P 100Etf_High_min,iShares S&P 100Etf_High_volatility,iShares S&P 100Etf_High_change,iShares S&P 100Etf_Low_average,iShares S&P 100Etf_Low_max,iShares S&P 100Etf_Low_min,iShares S&P 100Etf_Low_volatility,iShares S&P 100Etf_Low_change,iShares S&P 100Etf_Close_average,iShares S&P 100Etf_Close_max,iShares S&P 100Etf_Close_min,iShares S&P 100Etf_Close_volatility,iShares S&P 100Etf_Close_change
2018-01-14,124.79,124.79,124.79,0.0,0.0,124.87,124.87,124.87,0.0,0.0,124.3,124.3,124.3,0.0,0.0,124.87,124.87,124.87,0.0,0.0
2018-01-21,126.57,126.57,126.57,0.0,0.0,127.67,127.67,127.67,0.0,0.0,126.45,126.45,126.45,0.0,0.0,127.67,127.67,127.67,0.0,0.0
2018-01-28,124.76,124.76,124.76,0.0,0.0,124.94,124.94,124.94,0.0,0.0,122.65,122.65,122.65,0.0,0.0,122.72,122.72,122.72,0.0,0.0
2018-02-04,115.99,115.99,115.99,0.0,0.0,117.18,117.18,117.18,0.0,0.0,112.41,112.41,112.41,0.0,0.0,116.29,116.29,116.29,0.0,0.0
2018-02-11,121.01,121.01,121.01,0.0,0.0,122.46,122.46,122.46,0.0,0.0,121.01,121.01,121.01,0.0,0.0,121.43,121.43,121.43,0.0,0.0
2018-02-18,120.82,120.82,120.82,0.0,0.0,122.12,122.12,122.12,0.0,0.0,120.62,120.62,120.62,0.0,0.0,122.09,122.09,122.09,0.0,0.0
2018-02-25,118.06,118.06,118.06,0.0,0.0,119.74,119.74,119.74,0.0,0.0,117.65,117.65,117.65,0.0,0.0,119.48,119.48,119.48,0.0,0.0
2018-03-04,122.21,122.21,122.21,0.0,0.0,123.56,123.56,123.56,0.0,0.0,122.0,122.0,122.0,0.0,0.0,123.54,123.54,123.54,0.0,0.0
2018-03-11,121.92,121.92,121.92,0.0,0.0,122.36,122.36,122.36,0.0,0.0,121.71,121.71,121.71,0.0,0.0,121.72,121.72,121.72,0.0,0.0
2018-03-18,116.18,116.18,116.18,0.0,0.0,116.49,116.49,116.49,0.0,0.0,113.35,113.35,113.35,0.0,0.0,113.47,113.47,113.47,0.0,0.0
2018-03-25,114.9,114.9,114.9,0.0,0.0,116.73,116.73,116.73,0.0,0.0,114.51,114.51,114.51,0.0,0.0,115.99,115.99,115.99,0.0,0.0
2018-04-01,116.14,116.14,116.14,0.0,0.0,116.92,116.92,116.92,0.0,0.0,113.8,113.8,113.8,0.0,0.0,114.57,114.57,114.57,0.0,0.0
2018-04-08,118.04,118.04,118.04,0.0,0.0,118.09,118.09,118.09,0.0,0.0,116.5,116.5,116.5,0.0,0.0,117.01,117.01,117.01,0.0,0.0
2018-04-15,118.49,118.49,118.49,0.0,0.0,118.49,118.49,118.49,0.0,0.0,116.92,116.92,116.92,0.0,0.0,117.35,117.35,117.35,0.0,0.0
2018-04-22,117.78,117.78,117.78,0.0,0.0,117.9,117.9,117.9,0.0,0.0,116.91,116.91,116.91,0.0,0.0,117.28,117.28,117.28,0.0,0.0
2018-04-29,115.32,115.32,115.32,0.0,0.0,117.6,117.6,117.6,0.0,0.0,115.12,115.12,115.12,0.0,0.0,117.32,117.32,117.32,0.0,0.0
2018-05-06,120.18,120.18,120.18,0.0,0.0,120.63,120.63,120.63,0.0,0.0,120.0,120.0,120.0,0.0,0.0,120.47,120.47,120.47,0.0,0.0
2018-05-13,119.89,119.89,119.89,0.0,0.0,119.99,119.99,119.99,0.0,0.0,119.54,119.54,119.54,0.0,0.0,119.64,119.64,119.64,0.0,0.0
2018-05-20,120.04,120.04,120.04,0.0,0.0,120.32,120.32,120.32,0.0,0.0,119.77,119.77,119.77,0.0,0.0,120.01,120.01,120.01,0.0,0.0
2018-05-27,120.26,120.26,120.26,0.0,0.0,120.93,120.93,120.93,0.0,0.0,120.26,120.26,120.26,0.0,0.0,120.81,120.81,120.81,0.0,0.0
2018-06-03,122.25,122.25,122.25,0.0,0.0,122.89,122.89,122.89,0.0,0.0,122.22,122.22,122.22,0.0,0.0,122.81,122.81,122.81,0.0,0.0
2018-06-10,122.55,122.55,122.55,0.0,0.0,122.93,122.93,122.93,0.0,0.0,121.99,121.99,121.99,0.0,0.0,122.79,122.79,122.79,0.0,0.0
2018-06-17,122.09,122.09,122.09,0.0,0.0,122.15,122.15,122.15,0.0,0.0,121.58,121.58,121.58,0.0,0.0,121.65,121.65,121.65,0.0,0.0
2018-06-24,120.14,120.14,120.14,0.0,0.0,120.76,120.76,120.76,0.0,0.0,119.59,119.59,119.59,0.0,0.0,119.6,119.6,119.6,0.0,0.0
