Date,iShares S&P Small-Cap 600 Value_Open_average,iShares S&P Small-Cap 600 Value_Open_max,iShares S&P Small-Cap 600 Value_Open_min,iShares S&P Small-Cap 600 Value_Open_volatility,iShares S&P Small-Cap 600 Value_Open_change,iShares S&P Small-Cap 600 Value_High_average,iShares S&P Small-Cap 600 Value_High_max,iShares S&P Small-Cap 600 Value_High_min,iShares S&P Small-Cap 600 Value_High_volatility,iShares S&P Small-Cap 600 Value_High_change,iShares S&P Small-Cap 600 Value_Low_average,iShares S&P Small-Cap 600 Value_Low_max,iShares S&P Small-Cap 600 Value_Low_min,iShares S&P Small-Cap 600 Value_Low_volatility,iShares S&P Small-Cap 600 Value_Low_change,iShares S&P Small-Cap 600 Value_Close_average,iShares S&P Small-Cap 600 Value_Close_max,iShares S&P Small-Cap 600 Value_Close_min,iShares S&P Small-Cap 600 Value_Close_volatility,iShares S&P Small-Cap 600 Value_Close_change
2018-04-22,155.05,155.05,155.05,0.0,0.0,155.6,155.6,155.6,0.0,0.0,153.5,153.5,153.5,0.0,0.0,153.5,153.5,153.5,0.0,0.0
2018-04-29,155.47,155.47,155.47,0.0,0.0,156.9,156.9,156.9,0.0,0.0,155.47,155.47,155.47,0.0,0.0,156.04,156.04,156.04,0.0,0.0
2018-05-06,159.55,159.55,159.55,0.0,0.0,160.03,160.03,160.03,0.0,0.0,158.62,158.62,158.62,0.0,0.0,158.81,158.81,158.81,0.0,0.0
2018-05-13,162.77,162.77,162.77,0.0,0.0,163.94,163.94,163.94,0.0,0.0,162.72,162.72,162.72,0.0,0.0,163.86,163.86,163.86,0.0,0.0
2018-05-20,161.92,161.92,161.92,0.0,0.0,162.51,162.51,162.51,0.0,0.0,161.29,161.29,161.29,0.0,0.0,162.17,162.17,162.17,0.0,0.0
2018-05-27,164.02,164.02,164.02,0.0,0.0,165.04,165.04,165.04,0.0,0.0,163.74,163.74,163.74,0.0,0.0,165.0,165.0,165.0,0.0,0.0
2018-06-03,167.55,167.55,167.55,0.0,0.0,168.32,168.32,168.32,0.0,0.0,167.5,167.5,167.5,0.0,0.0,168.05,168.05,168.05,0.0,0.0
2018-06-10,166.01,166.01,166.01,0.0,0.0,168.0,168.0,168.0,0.0,0.0,165.93,165.93,165.93,0.0,0.0,168.0,168.0,168.0,0.0,0.0
2018-06-17,167.86,167.86,167.86,0.0,0.0,168.06,168.06,168.06,0.0,0.0,164.98,164.98,164.98,0.0,0.0,165.76,165.76,165.76,0.0,0.0
2018-06-24,162.48,162.48,162.48,0.0,0.0,164.61,164.61,164.61,0.0,0.0,162.03,162.03,162.03,0.0,0.0,164.56,164.56,164.56,0.0,0.0
2018-07-01,169.34,169.34,169.34,0.0,0.0,169.81,169.81,169.81,0.0,0.0,168.79,168.79,168.79,0.0,0.0,169.81,169.81,169.81,0.0,0.0
2018-07-08,167.25,167.25,167.25,0.0,0.0,167.51,167.51,167.51,0.0,0.0,165.56,165.56,165.56,0.0,0.0,166.27,166.27,166.27,0.0,0.0
2018-07-15,167.94,167.94,167.94,0.0,0.0,168.58,168.58,168.58,0.0,0.0,167.21,167.21,167.21,0.0,0.0,168.0,168.0,168.0,0.0,0.0
2018-07-22,165.9,165.9,165.9,0.0,0.0,167.49,167.49,167.49,0.0,0.0,165.9,165.9,165.9,0.0,0.0,166.02,166.02,166.02,0.0,0.0
2018-07-29,167.24,167.24,167.24,0.0,0.0,168.55,168.55,168.55,0.0,0.0,167.0,167.0,167.0,0.0,0.0,168.35,168.35,168.35,0.0,0.0
2018-08-05,168.47,168.47,168.47,0.0,0.0,168.8,168.8,168.8,0.0,0.0,166.86,166.86,166.86,0.0,0.0,167.69,167.69,167.69,0.0,0.0
2018-08-12,170.55,170.55,170.55,0.0,0.0,171.46,171.46,171.46,0.0,0.0,170.21,170.21,170.21,0.0,0.0,171.18,171.18,171.18,0.0,0.0
2018-08-19,173.25,173.25,173.25,0.0,0.0,174.26,174.26,174.26,0.0,0.0,172.4,172.4,172.4,0.0,0.0,172.53,172.53,172.53,0.0,0.0
2018-08-26,171.62,171.62,171.62,0.0,0.0,172.92,172.92,172.92,0.0,0.0,171.4,171.4,171.4,0.0,0.0,172.8,172.8,172.8,0.0,0.0
2018-09-02,170.75,170.75,170.75,0.0,0.0,171.02,171.02,171.02,0.0,0.0,169.83,169.83,169.83,0.0,0.0,170.0,170.0,170.0,0.0,0.0
2018-09-09,170.35,170.35,170.35,0.0,0.0,170.52,170.52,170.52,0.0,0.0,168.97,168.97,168.97,0.0,0.0,169.05,169.05,169.05,0.0,0.0
2018-09-16,169.65,169.65,169.65,0.0,0.0,169.65,169.65,169.65,0.0,0.0,167.59,167.59,167.59,0.0,0.0,168.28,168.28,168.28,0.0,0.0
2018-09-23,167.55,167.55,167.55,0.0,0.0,167.77,167.77,167.77,0.0,0.0,164.09,164.09,164.09,0.0,0.0,164.59,164.59,164.59,0.0,0.0
2018-09-30,161.31,161.31,161.31,0.0,0.0,162.45,162.45,162.45,0.0,0.0,160.87,160.87,160.87,0.0,0.0,162.14,162.14,162.14,0.0,0.0
2018-10-07,153.45,153.45,153.45,0.0,0.0,155.56,155.56,155.56,0.0,0.0,152.96,152.96,152.96,0.0,0.0,154.52,154.52,154.52,0.0,0.0
2018-10-14,153.42,153.42,153.42,0.0,0.0,154.42,154.42,154.42,0.0,0.0,152.5,152.5,152.5,0.0,0.0,152.86,152.86,152.86,0.0,0.0
2018-10-21,149.89,149.89,149.89,0.0,0.0,151.58,151.58,151.58,0.0,0.0,146.58,146.58,146.58,0.0,0.0,147.98,147.98,147.98,0.0,0.0
2018-10-28,153.83,153.83,153.83,0.0,0.0,154.61,154.61,154.61,0.0,0.0,152.75,152.75,152.75,0.0,0.0,154.29,154.29,154.29,0.0,0.0
2018-11-04,153.98,153.98,153.98,0.0,0.0,154.01,154.01,154.01,0.0,0.0,151.28,151.28,151.28,0.0,0.0,151.38,151.38,151.38,0.0,0.0
2018-11-11,151.62,151.62,151.62,0.0,0.0,152.23,152.23,152.23,0.0,0.0,149.48,149.48,149.48,0.0,0.0,150.05,150.05,150.05,0.0,0.0
2018-11-18,149.39,149.39,149.39,0.0,0.0,150.52,150.52,150.52,0.0,0.0,148.69,148.69,148.69,0.0,0.0,149.47,149.47,149.47,0.0,0.0
2018-11-25,153.58,153.58,153.58,0.0,0.0,153.58,153.58,153.58,0.0,0.0,150.31,150.31,150.31,0.0,0.0,152.35,152.35,152.35,0.0,0.0
2018-12-02,142.16,142.16,142.16,0.0,0.0,142.61,142.61,142.61,0.0,0.0,138.95,138.95,138.95,0.0,0.0,140.76,140.76,140.76,0.0,0.0
2018-12-09,136.54,136.54,136.54,0.0,0.0,138.04,138.04,138.04,0.0,0.0,133.43,133.43,133.43,0.0,0.0,134.18,134.18,134.18,0.0,0.0
2018-12-16,126.06,126.06,126.06,0.0,0.0,126.79,126.79,126.79,0.0,0.0,124.09,124.09,124.09,0.0,0.0,124.11,124.11,124.11,0.0,0.0
2018-12-23,131.94,131.94,131.94,0.0,0.0,132.16,132.16,132.16,0.0,0.0,129.54,129.54,129.54,0.0,0.0,131.85,131.85,131.85,0.0,0.0
2018-12-30,135.72,135.72,135.72,0.0,0.0,138.66,138.66,138.66,0.0,0.0,135.17,135.17,135.17,0.0,0.0,137.97,137.97,137.97,0.0,0.0
2019-01-06,141.28,141.28,141.28,0.0,0.0,142.36,142.36,142.36,0.0,0.0,140.89,140.89,140.89,0.0,0.0,141.23,141.23,141.23,0.0,0.0
2019-01-13,145.0,145.0,145.0,0.0,0.0,146.66,146.66,146.66,0.0,0.0,144.75,144.75,144.75,0.0,0.0,145.99,145.99,145.99,0.0,0.0
2019-01-20,144.63,144.63,144.63,0.0,0.0,145.66,145.66,145.66,0.0,0.0,144.14,144.14,144.14,0.0,0.0,145.39,145.39,145.39,0.0,0.0
2019-01-27,148.24,148.24,148.24,0.0,0.0,149.75,149.75,149.75,0.0,0.0,147.43,147.43,147.43,0.0,0.0,149.75,149.75,149.75,0.0,0.0
2019-02-03,148.24,148.24,148.24,0.0,0.0,149.28,149.28,149.28,0.0,0.0,147.48,147.48,147.48,0.0,0.0,149.22,149.22,149.22,0.0,0.0
2019-02-10,153.13,153.13,153.13,0.0,0.0,154.8,154.8,154.8,0.0,0.0,152.91,152.91,152.91,0.0,0.0,154.6,154.6,154.6,0.0,0.0
2019-02-17,157.53,157.53,157.53,0.0,0.0,158.11,158.11,158.11,0.0,0.0,156.36,156.36,156.36,0.0,0.0,156.45,156.45,156.45,0.0,0.0
2019-02-24,155.35,155.35,155.35,0.0,0.0,155.41,155.41,155.41,0.0,0.0,152.85,152.85,152.85,0.0,0.0,153.78,153.78,153.78,0.0,0.0
2019-03-03,148.23,148.23,148.23,0.0,0.0,150.18,150.18,150.18,0.0,0.0,148.15,148.15,148.15,0.0,0.0,150.15,150.15,150.15,0.0,0.0
2019-03-10,150.01,150.01,150.01,0.0,0.0,151.26,151.26,151.26,0.0,0.0,149.53,149.53,149.53,0.0,0.0,151.0,151.0,151.0,0.0,0.0
2019-03-17,143.89,143.89,143.89,0.0,0.0,145.71,145.71,145.71,0.0,0.0,142.81,142.81,142.81,0.0,0.0,144.54,144.54,144.54,0.0,0.0
2019-03-24,148.68,148.68,148.68,0.0,0.0,150.06,150.06,150.06,0.0,0.0,148.38,148.38,148.38,0.0,0.0,149.91,149.91,149.91,0.0,0.0
2019-03-31,152.0,152.0,152.0,0.0,0.0,152.37,152.37,152.37,0.0,0.0,151.55,151.55,151.55,0.0,0.0,152.31,152.31,152.31,0.0,0.0
2019-04-07,153.5,153.5,153.5,0.0,0.0,153.54,153.54,153.54,0.0,0.0,152.18,152.18,152.18,0.0,0.0,152.65,152.65,152.65,0.0,0.0
2019-04-14,152.92,152.92,152.92,0.0,0.0,152.97,152.97,152.97,0.0,0.0,151.35,151.35,151.35,0.0,0.0,151.93,151.93,151.93,0.0,0.0
2019-04-21,153.95,153.95,153.95,0.0,0.0,155.19,155.19,155.19,0.0,0.0,153.78,153.78,153.78,0.0,0.0,154.42,154.42,154.42,0.0,0.0
2019-04-28,153.9,153.9,153.9,0.0,0.0,156.36,156.36,156.36,0.0,0.0,153.81,153.81,153.81,0.0,0.0,156.06,156.06,156.06,0.0,0.0
2019-05-05,149.44,149.44,149.44,0.0,0.0,150.05,150.05,150.05,0.0,0.0,147.08,147.08,147.08,0.0,0.0,147.45,147.45,147.45,0.0,0.0
2019-05-12,146.1,146.1,146.1,0.0,0.0,146.85,146.85,146.85,0.0,0.0,145.65,145.65,145.65,0.0,0.0,145.89,145.89,145.89,0.0,0.0
2019-05-19,143.56,143.56,143.56,0.0,0.0,144.06,144.06,144.06,0.0,0.0,142.97,142.97,142.97,0.0,0.0,143.76,143.76,143.76,0.0,0.0
2019-05-26,138.74,138.74,138.74,0.0,0.0,140.44,140.44,140.44,0.0,0.0,138.62,138.62,138.62,0.0,0.0,139.72,139.72,139.72,0.0,0.0
2019-06-02,144.01,144.01,144.01,0.0,0.0,145.66,145.66,145.66,0.0,0.0,144.01,144.01,144.01,0.0,0.0,144.66,144.66,144.66,0.0,0.0
2019-06-09,144.11,144.11,144.11,0.0,0.0,144.52,144.52,144.52,0.0,0.0,143.59,143.59,143.59,0.0,0.0,143.68,143.68,143.68,0.0,0.0
2019-06-16,145.67,145.67,145.67,0.0,0.0,145.7,145.7,145.7,0.0,0.0,143.77,143.77,143.77,0.0,0.0,143.77,143.77,143.77,0.0,0.0
2019-06-23,150.76,150.76,150.76,0.0,0.0,151.18,151.18,151.18,0.0,0.0,148.22,148.22,148.22,0.0,0.0,149.04,149.04,149.04,0.0,0.0
2019-06-30,149.03,149.03,149.03,0.0,0.0,149.29,149.29,149.29,0.0,0.0,147.78,147.78,147.78,0.0,0.0,148.04,148.04,148.04,0.0,0.0
2019-07-07,148.79,148.79,148.79,0.0,0.0,148.86,148.86,148.86,0.0,0.0,146.7,146.7,146.7,0.0,0.0,147.29,147.29,147.29,0.0,0.0
2019-07-14,146.35,146.35,146.35,0.0,0.0,146.94,146.94,146.94,0.0,0.0,145.34,145.34,145.34,0.0,0.0,145.63,145.63,145.63,0.0,0.0
2019-07-21,150.2,150.2,150.2,0.0,0.0,150.35,150.35,150.35,0.0,0.0,148.74,148.74,148.74,0.0,0.0,149.05,149.05,149.05,0.0,0.0
2019-07-28,143.28,143.28,143.28,0.0,0.0,143.38,143.38,143.38,0.0,0.0,140.01,140.01,140.01,0.0,0.0,141.59,141.59,141.59,0.0,0.0
2019-08-04,143.9,143.9,143.9,0.0,0.0,143.9,143.9,143.9,0.0,0.0,142.71,142.71,142.71,0.0,0.0,143.04,143.04,143.04,0.0,0.0
2019-08-11,144.1,144.1,144.1,0.0,0.0,144.85,144.85,144.85,0.0,0.0,143.95,143.95,143.95,0.0,0.0,144.01,144.01,144.01,0.0,0.0
2019-08-18,140.24,140.24,140.24,0.0,0.0,140.39,140.39,140.39,0.0,0.0,139.45,139.45,139.45,0.0,0.0,140.39,140.39,140.39,0.0,0.0
2019-08-25,143.54,143.54,143.54,0.0,0.0,143.74,143.74,143.74,0.0,0.0,142.11,142.11,142.11,0.0,0.0,142.81,142.81,142.81,0.0,0.0
2019-09-01,145.58,145.58,145.58,0.0,0.0,148.48,148.48,148.48,0.0,0.0,145.43,145.43,145.43,0.0,0.0,148.47,148.47,148.47,0.0,0.0
2019-09-08,154.05,154.05,154.05,0.0,0.0,155.79,155.79,155.79,0.0,0.0,154.0,154.0,154.0,0.0,0.0,154.9,154.9,154.9,0.0,0.0
2019-09-15,151.34,151.34,151.34,0.0,0.0,152.99,152.99,152.99,0.0,0.0,150.87,150.87,150.87,0.0,0.0,152.27,152.27,152.27,0.0,0.0
2019-09-22,150.5,150.5,150.5,0.0,0.0,151.14,151.14,151.14,0.0,0.0,150.0,150.0,150.0,0.0,0.0,150.19,150.19,150.19,0.0,0.0
2019-09-29,146.8,146.8,146.8,0.0,0.0,147.84,147.84,147.84,0.0,0.0,145.93,145.93,145.93,0.0,0.0,146.66,146.66,146.66,0.0,0.0
2019-10-06,147.41,147.41,147.41,0.0,0.0,147.46,147.46,147.46,0.0,0.0,146.34,146.34,146.34,0.0,0.0,147.21,147.21,147.21,0.0,0.0
2019-10-13,151.33,151.33,151.33,0.0,0.0,152.77,152.77,152.77,0.0,0.0,150.85,150.85,150.85,0.0,0.0,151.53,151.53,151.53,0.0,0.0
2019-10-20,154.43,154.43,154.43,0.0,0.0,155.83,155.83,155.83,0.0,0.0,154.43,154.43,154.43,0.0,0.0,155.11,155.11,155.11,0.0,0.0
2019-10-27,157.21,157.21,157.21,0.0,0.0,157.73,157.73,157.73,0.0,0.0,156.61,156.61,156.61,0.0,0.0,157.55,157.55,157.55,0.0,0.0
2019-11-03,157.08,157.08,157.08,0.0,0.0,157.78,157.78,157.78,0.0,0.0,156.81,156.81,156.81,0.0,0.0,157.48,157.48,157.48,0.0,0.0
2019-11-10,156.6,156.6,156.6,0.0,0.0,156.83,156.83,156.83,0.0,0.0,155.6,155.6,155.6,0.0,0.0,156.14,156.14,156.14,0.0,0.0
2019-11-17,155.25,155.25,155.25,0.0,0.0,158.56,158.56,158.56,0.0,0.0,155.14,155.14,155.14,0.0,0.0,158.14,158.14,158.14,0.0,0.0
2019-11-24,157.61,157.61,157.61,0.0,0.0,157.78,157.78,157.78,0.0,0.0,155.46,155.46,155.46,0.0,0.0,155.63,155.63,155.63,0.0,0.0
2019-12-01,158.88,158.88,158.88,0.0,0.0,159.28,159.28,159.28,0.0,0.0,158.58,158.58,158.58,0.0,0.0,158.66,158.66,158.66,0.0,0.0
2019-12-08,159.58,159.58,159.58,0.0,0.0,160.57,160.57,160.57,0.0,0.0,158.92,158.92,158.92,0.0,0.0,158.98,158.98,158.98,0.0,0.0
2019-12-15,161.15,161.15,161.15,0.0,0.0,161.15,161.15,161.15,0.0,0.0,160.29,160.29,160.29,0.0,0.0,160.8,160.8,160.8,0.0,0.0
2019-12-22,160.54,160.54,160.54,0.0,0.0,161.25,161.25,161.25,0.0,0.0,159.61,159.61,159.61,0.0,0.0,160.26,160.26,160.26,0.0,0.0
2019-12-29,159.26,159.26,159.26,0.0,0.0,160.64,160.64,160.64,0.0,0.0,159.18,159.18,159.18,0.0,0.0,160.42,160.42,160.42,0.0,0.0
