Date,PB_Open_average,PB_Open_max,PB_Open_min,PB_Open_volatility,PB_Open_change,PB_High_average,PB_High_max,PB_High_min,PB_High_volatility,PB_High_change,PB_Low_average,PB_Low_max,PB_Low_min,PB_Low_volatility,PB_Low_change,PB_Close_average,PB_Close_max,PB_Close_min,PB_Close_volatility,PB_Close_change,PB_Volume_average,PB_Volume_max,PB_Volume_min,PB_Volume_volatility,PB_Volume_change
2018-01-14,74.824,75.29,74.4,0.8900000000000006,0.05000000000001137,75.3,75.78,74.7,1.0799999999999983,0.28000000000000114,74.038,74.79,73.33,1.460000000000008,1.460000000000008,74.826,75.69,74.07,1.6200000000000045,1.6200000000000045,441031,505262,393452,111810,-111810
2018-01-21,76.482,77.46,75.16,2.299999999999997,1.5300000000000011,77.068,77.55,75.84,1.7099999999999937,1.6499999999999915,75.6,76.41,74.82,1.5900000000000034,1.5900000000000034,76.542,77.15,75.69,1.460000000000008,0.7600000000000051,530848,783592,413448,370144,45439
2018-01-28,75.796,76.59,75.0,1.5900000000000034,-0.6299999999999955,76.986,77.89,76.36,1.5300000000000011,-0.45999999999999375,74.99,76.15,72.63,3.5200000000000102,-3.0,75.55799999999999,76.97,72.66,4.310000000000002,-3.4200000000000017,401073,450383,327046,123337,91666
2018-02-04,72.72,73.78,70.69,3.0900000000000034,2.8100000000000023,74.176,75.08,73.59,1.4899999999999949,1.230000000000004,71.346,72.98,69.95,3.030000000000001,3.030000000000001,73.2,74.48,71.32,3.160000000000011,0.9200000000000017,413505,562945,234039,328906,76561
2018-02-11,75.42,77.39,73.75,3.6400000000000006,2.4000000000000057,76.935,78.07,74.86,3.2099999999999937,3.2099999999999937,75.13250000000001,76.43,73.7,2.730000000000004,2.450000000000003,76.6525,77.82,74.76,3.059999999999988,3.059999999999988,298026,347977,250535,97442,97442
2018-02-18,76.804,77.61,75.39,2.219999999999999,-0.6099999999999994,77.596,78.24,76.74,1.5,-1.0699999999999932,75.846,76.54,75.31,1.230000000000004,-0.23000000000000398,76.62,77.21,75.49,1.7199999999999989,0.6200000000000045,237797,279088,184659,94429,-65625
2018-02-25,75.65,77.14,74.47,2.6700000000000017,-1.8700000000000045,77.08200000000001,78.26,76.22,2.0400000000000063,-0.6500000000000057,74.704,76.05,73.4,2.6499999999999915,-1.3900000000000006,75.836,77.25,74.94,2.3100000000000023,1.1800000000000068,360312,575249,234203,341046,167611
2018-03-04,78.138,78.51,77.6,0.9100000000000108,0.9100000000000108,78.894,79.2,78.59,0.6099999999999994,0.21000000000000796,77.334,78.33,76.47,1.8599999999999994,1.8599999999999994,78.33,78.7,77.51,1.1899999999999977,0.25,406550,531967,242470,289497,-242538
2018-03-11,77.526,78.91,76.37,2.539999999999992,-1.75,77.85,78.91,76.92,1.9899999999999949,-1.75,76.116,76.73,75.31,1.4200000000000017,-1.3900000000000006,76.88,77.81,76.26,1.5499999999999972,-1.5499999999999972,487244,1174977,191774,983203,-120235
2018-03-18,74.882,76.68,72.14,4.540000000000006,-4.540000000000006,75.396,77.19,73.29,3.8999999999999915,-3.6999999999999886,73.35,75.98,70.68,5.299999999999997,-4.910000000000011,74.018,76.38,70.88,5.5,-3.0700000000000074,306165,387628,223104,164524,157275
2018-03-25,72.20750000000001,73.29,71.42,1.8700000000000045,-1.2800000000000011,72.935,73.56,72.47,1.0900000000000034,-1.0900000000000034,70.7375,71.32,70.08,1.2399999999999949,-0.6500000000000057,71.66,72.63,70.91,1.7199999999999989,-0.3500000000000085,329141,378625,272983,105642,-38703
2018-04-01,71.7,73.53,70.27,3.260000000000005,-0.18999999999999773,72.89,73.58,72.34,1.2399999999999949,0.20000000000000284,70.768,72.63,69.86,2.769999999999996,0.20999999999999375,71.904,73.26,70.85,2.410000000000011,-0.769999999999996,404643,605143,250230,354913,-354913
2018-04-08,72.996,74.19,72.33,1.8599999999999994,0.5300000000000011,73.46,74.19,72.81,1.3799999999999955,0.20000000000000284,72.122,72.8,71.53,1.269999999999996,0.8100000000000023,72.862,73.58,72.35,1.230000000000004,0.1700000000000017,402532,746055,268932,477123,-477123
2018-04-15,73.194,74.82,71.89,2.9299999999999926,1.4799999999999898,73.952,75.59,72.43,3.1599999999999966,2.219999999999999,72.56400000000001,74.51,71.13,3.3800000000000097,3.3800000000000097,73.40599999999999,75.24,71.69,3.549999999999997,3.549999999999997,259966,321545,203908,117637,-13421
2018-04-22,73.77,75.24,72.2,3.039999999999992,-2.2099999999999937,74.766,76.73,73.4,3.3299999999999983,-3.3299999999999983,72.742,74.93,71.74,3.190000000000012,-3.190000000000012,73.358,75.75,71.77,3.980000000000004,-3.980000000000004,508120,662027,330923,331104,170206
2018-04-29,72.074,73.19,71.21,1.980000000000004,1.539999999999992,73.34400000000001,74.38,72.48,1.8999999999999915,1.4599999999999937,71.232,72.48,70.34,2.1400000000000006,2.1400000000000006,72.636,73.87,71.61,2.260000000000005,1.5500000000000114,414014,487834,322576,165258,17739
2018-05-06,75.074,75.74,74.49,1.25,1.25,75.73,76.0,75.33,0.6700000000000017,0.46000000000000796,74.488,75.53,73.7,1.8299999999999983,0.7399999999999949,75.01,75.68,74.45,1.230000000000004,0.09000000000000341,373471,484143,276121,208022,-63022
2018-05-13,74.556,74.78,74.32,0.46000000000000796,0.37000000000000455,75.248,76.09,74.7,1.3900000000000006,0.8400000000000034,74.282,74.62,74.13,0.4900000000000091,0.30000000000001137,74.858,76.05,74.15,1.8999999999999915,1.4299999999999926,399758,512048,301709,210339,43573
2018-05-20,75.06,76.03,74.02,2.010000000000005,-2.010000000000005,75.4375,76.92,74.39,2.530000000000001,-2.530000000000001,74.125,75.78,73.04,2.739999999999995,-2.3599999999999994,74.7225,75.82,73.78,2.039999999999992,-2.039999999999992,395990,505063,300470,204593,-140469
2018-05-27,73.276,73.56,72.68,0.8799999999999955,0.789999999999992,73.832,74.27,73.29,0.9799999999999898,0.9799999999999898,72.48,73.18,71.49,1.690000000000012,1.690000000000012,73.116,74.18,72.31,1.8700000000000045,1.8700000000000045,427298,585100,279972,305128,-305128
2018-06-03,74.876,75.61,73.89,1.7199999999999989,1.6700000000000017,75.45,75.87,74.23,1.6400000000000006,1.5899999999999892,74.132,75.03,73.16,1.8700000000000045,0.6700000000000017,74.786,75.51,73.64,1.8700000000000045,0.480000000000004,299951,399807,229501,170306,-14493
2018-06-10,72.588,74.32,70.41,3.9099999999999966,-3.9099999999999966,72.862,74.32,71.3,3.019999999999996,-3.019999999999996,71.332,72.58,69.72,2.8599999999999994,-2.780000000000001,72.088,73.31,70.73,2.5799999999999983,-2.5799999999999983,437779,538599,321219,217380,44275
2018-06-17,71.06400000000001,72.39,69.97,2.4200000000000017,0.0,71.752,72.39,70.39,2.0,-1.4699999999999989,70.09400000000001,70.81,69.17,1.6400000000000006,-0.7999999999999972,70.878,71.68,70.03,1.6500000000000057,-1.6500000000000057,391270,517308,221686,295622,-190256
2018-06-24,68.702,70.1,67.47,2.6299999999999955,-2.6299999999999955,69.214,70.1,68.64,1.4599999999999937,-1.4299999999999926,67.824,68.95,67.27,1.6800000000000068,-1.6800000000000068,68.394,69.29,67.67,1.6200000000000045,-0.7400000000000091,577766,1047486,279854,767632,38248
2018-07-01,68.5475,69.0,67.97,1.0300000000000011,0.3199999999999932,69.2125,70.44,68.54,1.8999999999999915,1.2099999999999937,67.91749999999999,68.49,67.47,1.019999999999996,0.4899999999999949,68.6875,70.25,68.02,2.230000000000004,2.230000000000004,214310,291350,139031,152319,152319
2018-07-08,68.794,70.36,67.65,2.7099999999999937,-2.7099999999999937,69.538,70.75,68.63,2.1200000000000045,-2.1200000000000045,67.924,68.67,67.36,1.3100000000000023,-1.019999999999996,68.47,69.09,67.78,1.3100000000000023,-0.7900000000000063,276311,307018,242158,64860,-42543
2018-07-15,68.926,69.77,68.31,1.4599999999999937,1.4599999999999937,69.808,71.18,69.03,2.1500000000000057,2.1500000000000057,68.588,69.38,68.12,1.259999999999991,1.2299999999999898,69.436,70.79,68.38,2.410000000000011,2.410000000000011,319873,368876,177063,191813,190143
2018-07-22,69.668,70.79,68.58,2.210000000000008,-0.8200000000000074,70.51,71.1,69.59,1.509999999999991,0.12999999999999545,69.062,69.97,68.37,1.5999999999999943,0.480000000000004,69.408,69.99,68.85,1.1400000000000006,0.4099999999999966,541433,686094,423572,262522,-165764
2018-07-29,70.642,71.21,69.91,1.2999999999999972,1.1700000000000017,71.352,71.69,70.45,1.2399999999999949,1.0300000000000011,70.248,70.62,69.41,1.210000000000008,1.2000000000000028,70.946,71.32,70.15,1.1699999999999875,1.0499999999999972,372168,660816,250781,410035,-410035
2018-08-05,72.204,72.86,71.41,1.4500000000000028,1.4500000000000028,73.082,73.55,72.44,1.1099999999999994,1.1099999999999994,71.902,72.54,71.4,1.1400000000000006,1.1400000000000006,72.678,72.96,72.03,0.9299999999999926,0.7399999999999949,506051,815344,314308,501036,138501
2018-08-12,73.526,74.7,72.87,1.8299999999999983,1.7800000000000011,74.296,75.17,73.44,1.730000000000004,1.3100000000000023,72.94800000000001,73.92,71.41,2.510000000000005,1.3900000000000006,74.04,75.14,72.87,2.269999999999996,1.5600000000000023,425723,707153,273391,433762,-202114
2018-08-19,75.41,75.89,75.05,0.8400000000000034,-0.35999999999999943,75.66,76.25,75.16,1.0900000000000034,-1.0900000000000034,74.786,75.35,74.22,1.1299999999999955,-0.8300000000000125,75.15,76.0,74.5,1.5,-1.3799999999999955,351818,482617,140578,342039,231582
2018-08-26,74.6525,74.87,74.52,0.3500000000000085,-0.3500000000000085,75.0775,75.11,75.02,0.09000000000000341,-0.030000000000001137,74.0925,74.24,73.81,0.4299999999999926,0.04000000000000625,74.785,74.93,74.56,0.37000000000000455,0.28000000000000114,330026,410479,272392,138087,-75258
2018-09-02,75.1,75.48,74.89,0.5900000000000034,0.5900000000000034,75.538,75.76,75.32,0.44000000000001194,0.22999999999998977,74.724,74.97,74.51,0.45999999999999375,0.45999999999999375,75.16,75.45,74.95,0.5,0.3500000000000085,410401,520202,335519,184683,130028
2018-09-09,74.19,75.32,73.15,2.1699999999999875,-1.6599999999999966,74.52199999999999,76.1,73.66,2.4399999999999977,-2.4399999999999977,73.49,75.08,72.72,2.3599999999999994,-2.049999999999997,73.804,75.36,73.01,2.3499999999999943,-2.0999999999999943,465494,595973,288265,307708,-217659
2018-09-16,73.616,74.37,73.2,1.1700000000000017,0.030000000000001137,74.046,74.81,73.23,1.5799999999999983,-0.06999999999999318,72.762,73.64,71.59,2.049999999999997,-1.039999999999992,73.242,74.04,71.78,2.260000000000005,-1.3499999999999943,635532,1434193,365905,1068288,80249
2018-09-23,70.676,72.22,68.95,3.269999999999996,-2.269999999999996,70.908,72.35,69.76,2.589999999999989,-2.4799999999999898,69.75,71.65,68.69,2.960000000000008,-2.960000000000008,70.04599999999999,72.06,69.03,3.030000000000001,-3.030000000000001,448905,706558,329374,377184,-11069
2018-09-30,69.996,71.05,68.97,2.0799999999999983,1.5600000000000023,70.798,71.67,69.34,2.3299999999999983,1.8199999999999932,69.29,70.19,68.09,2.0999999999999943,1.5999999999999943,70.196,70.92,68.64,2.280000000000001,2.25,425944,560212,279260,280952,-72439
2018-10-07,69.262,71.07,65.58,5.489999999999995,-4.909999999999997,69.974,72.24,67.12,5.11999999999999,-4.219999999999999,67.524,70.8,64.24,6.560000000000002,-4.030000000000001,68.36,71.02,65.8,5.219999999999999,-4.569999999999993,716618,967888,467626,500262,33501
2018-10-14,65.102,66.58,63.56,3.019999999999996,-3.019999999999996,65.69,66.76,63.78,2.980000000000004,-2.8700000000000045,63.822,64.93,61.62,3.3100000000000094,-3.3100000000000094,64.412,66.03,62.19,3.8400000000000034,-3.460000000000008,547275,692200,425731,266469,-116152
2018-10-21,62.176,63.62,61.0,2.6199999999999974,2.4099999999999966,63.814,65.0,62.91,2.0900000000000034,1.9099999999999966,61.263999999999996,63.19,60.15,3.039999999999999,2.1299999999999955,62.476,64.41,60.56,3.8499999999999943,2.229999999999997,684778,979471,420207,559264,-298483
2018-10-28,66.03,67.4,64.65,2.75,2.75,66.994,68.39,65.58,2.8100000000000023,2.8100000000000023,65.59,67.12,63.96,3.1600000000000037,3.1600000000000037,66.48,67.96,65.03,2.9299999999999926,2.589999999999989,493955,698527,364294,334233,-201063
2018-11-04,68.712,69.48,67.86,1.6200000000000045,1.1800000000000068,69.546,70.34,68.76,1.5799999999999983,0.6400000000000006,67.872,68.61,67.19,1.4200000000000017,0.20000000000000284,68.81,69.82,67.73,2.089999999999989,-0.8399999999999892,470101,704003,325022,378981,151602
2018-11-11,67.598,68.72,66.09,2.6299999999999955,0.980000000000004,68.78,69.81,68.05,1.7600000000000051,0.9000000000000057,66.962,68.6,65.48,3.1199999999999903,1.2199999999999989,67.936,69.02,66.59,2.4299999999999926,1.5999999999999943,529826,749620,346944,402676,-17506
2018-11-18,68.535,69.47,67.75,1.7199999999999989,0.9399999999999977,69.6225,70.24,69.21,1.0300000000000011,0.519999999999996,67.825,68.95,67.2,1.75,1.1500000000000057,68.565,69.34,67.87,1.4699999999999989,1.4699999999999989,294937,447143,132951,314192,-101483
2018-11-25,68.894,70.45,67.89,2.5600000000000023,1.480000000000004,69.802,70.88,69.0,1.8799999999999955,1.2299999999999898,68.076,68.63,67.49,1.1400000000000006,0.03999999999999204,69.056,69.75,68.32,1.4300000000000068,0.75,401881,516813,327339,189474,-57707
2018-12-02,66.78999999999999,69.33,65.42,3.9099999999999966,-3.530000000000001,67.6325,69.88,66.28,3.5999999999999943,-3.5999999999999943,65.13,65.96,64.02,1.9399999999999977,-1.9399999999999977,66.065,66.61,65.0,1.6099999999999994,-1.6099999999999994,426999,522447,317230,205217,-138842
2018-12-09,64.46000000000001,66.01,62.26,3.750000000000007,-3.559999999999995,65.548,67.28,63.61,3.6700000000000017,-3.0,63.548,65.5,62.08,3.4200000000000017,-2.3500000000000085,63.826,65.92,62.27,3.6499999999999986,-2.6499999999999986,474065,639673,278582,361091,-293940
2018-12-16,59.862,62.44,57.77,4.669999999999995,-4.669999999999995,60.518,62.94,58.44,4.5,-4.5,58.518,60.38,57.01,3.3700000000000045,-3.3700000000000045,58.992,60.8,57.46,3.3399999999999963,-3.3399999999999963,601435,1028975,323193,705782,-103048
2018-12-23,60.15,62.34,57.47,4.8700000000000045,4.8700000000000045,61.805,62.87,60.72,2.1499999999999986,1.9699999999999989,59.5025,61.04,57.42,3.6199999999999974,3.6199999999999974,61.46,62.3,60.68,1.6199999999999974,1.6199999999999974,592055,675299,482376,192923,133720
2018-12-30,64.0175,65.46,62.19,3.269999999999996,3.269999999999996,65.5875,66.91,64.27,2.6400000000000006,2.6400000000000006,63.5075,64.85,61.65,3.1999999999999957,3.1999999999999957,64.8875,66.39,63.48,2.9100000000000037,2.1599999999999966,599684,808106,453713,354393,-347043
2019-01-06,66.728,67.23,66.35,0.8800000000000097,-0.2599999999999909,67.384,68.25,66.93,1.3199999999999932,1.3199999999999932,66.014,66.41,65.5,0.9099999999999966,0.9000000000000057,67.04599999999999,67.27,66.87,0.3999999999999915,0.3999999999999915,465640,568366,378355,190011,-11216
2019-01-13,69.12,70.99,67.21,3.780000000000001,3.780000000000001,70.235,71.96,68.14,3.819999999999993,3.819999999999993,68.7025,70.35,66.7,3.6499999999999915,3.6499999999999915,70.1,71.89,68.05,3.8400000000000034,3.8400000000000034,387864,474696,276818,197878,102333
2019-01-20,70.9,71.59,70.27,1.3200000000000074,-1.1700000000000017,71.416,72.14,70.98,1.1599999999999966,-0.9699999999999989,70.036,70.56,69.63,0.9300000000000068,-0.5799999999999983,70.732,70.84,70.54,0.29999999999999716,0.010000000000005116,486237,624218,377634,246584,50727
2019-01-27,71.44,72.24,70.85,1.3900000000000006,1.3900000000000006,72.304,73.38,71.33,2.049999999999997,2.049999999999997,70.51,71.81,69.5,2.3100000000000023,1.5600000000000023,71.886,73.3,71.05,2.25,2.25,636885,918700,376674,542026,-315572
2019-02-03,73.308,73.81,72.5,1.3100000000000023,-0.020000000000010232,73.8,75.0,73.18,1.8199999999999932,0.030000000000001137,72.726,73.42,72.3,1.1200000000000045,0.46000000000000796,73.174,73.84,72.81,1.0300000000000011,0.4399999999999977,458364,876259,244778,631481,127001
2019-02-10,74.0175,74.38,73.77,0.6099999999999994,0.21999999999999886,74.6,75.0,73.94,1.0600000000000023,-0.1799999999999926,73.5,73.99,72.89,1.0999999999999943,0.3999999999999915,74.1375,74.49,73.36,1.1299999999999955,0.1600000000000108,532710,758175,331514,426661,251255
2019-02-17,74.694,74.98,73.83,1.1500000000000057,1.1500000000000057,75.082,75.36,74.96,0.4000000000000057,0.28000000000000114,74.078,74.27,73.53,0.7399999999999949,0.7199999999999989,74.672,74.93,74.38,0.5500000000000114,-0.28999999999999204,298418,444926,207520,237406,-78631
2019-02-24,74.59,75.33,74.22,1.1099999999999994,0.37999999999999545,75.178,75.33,74.96,0.37000000000000455,0.29000000000000625,74.082,74.43,73.83,0.6000000000000085,0.3100000000000023,74.666,75.27,74.19,1.0799999999999983,0.46999999999999886,288156,343386,218643,124743,-93293
2019-03-03,73.356,74.63,71.84,2.789999999999992,-1.7199999999999989,73.828,75.1,72.72,2.3799999999999955,-1.5899999999999892,72.608,73.73,71.72,2.010000000000005,-1.2999999999999972,73.248,74.77,72.36,2.4099999999999966,-1.4599999999999937,300137,434248,237296,196952,33662
2019-03-10,73.16,73.46,72.84,0.6199999999999903,-0.3199999999999932,73.664,74.22,73.26,0.9599999999999937,0.5900000000000034,72.832,73.14,72.58,0.5600000000000023,0.5600000000000023,73.282,74.05,72.88,1.1700000000000017,1.019999999999996,388431,743208,199394,543814,45119
2019-03-17,70.21,74.39,66.41,7.980000000000004,-7.980000000000004,70.704,74.39,67.46,6.930000000000007,-6.930000000000007,68.75,72.33,66.01,6.319999999999993,-6.109999999999999,69.096,72.42,66.5,5.920000000000002,-5.400000000000006,395000,505680,258889,246791,43143
