Date,CDXS_Open_average,CDXS_Open_max,CDXS_Open_min,CDXS_Open_volatility,CDXS_Open_change,CDXS_High_average,CDXS_High_max,CDXS_High_min,CDXS_High_volatility,CDXS_High_change,CDXS_Low_average,CDXS_Low_max,CDXS_Low_min,CDXS_Low_volatility,CDXS_Low_change,CDXS_Close_average,CDXS_Close_max,CDXS_Close_min,CDXS_Close_volatility,CDXS_Close_change,CDXS_Volume_average,CDXS_Volume_max,CDXS_Volume_min,CDXS_Volume_volatility,CDXS_Volume_change
2018-01-14,8.629999999999999,9.0,8.45,0.5500000000000007,-0.40000000000000036,8.75,9.0,8.6,0.40000000000000036,-0.34999999999999964,8.326,8.38,8.3,0.08000000000000007,0.0,8.51,8.6,8.35,0.25,-0.15000000000000036,215276,421921,139612,282309,-32833
2018-01-21,8.52,8.6,8.3,0.29999999999999893,0.29999999999999893,8.8,9.05,8.5,0.5500000000000007,0.5500000000000007,8.412,8.55,8.1,0.45000000000000107,0.45000000000000107,8.666,9.0,8.43,0.5700000000000003,0.5700000000000003,196971,375518,107018,268500,199443
2018-01-28,8.61,8.95,8.2,0.75,-0.7000000000000011,8.83,9.3,8.5,0.8000000000000007,-0.6500000000000004,8.35,8.85,8.0,0.8499999999999996,-0.7999999999999989,8.54,8.95,8.25,0.6999999999999993,-0.5999999999999996,238760,380113,152908,227205,-138573
2018-02-04,8.3,8.5,8.15,0.34999999999999964,0.25,8.456,8.6,8.25,0.34999999999999964,0.120000000000001,8.13,8.2,8.05,0.14999999999999858,0.049999999999998934,8.294,8.5,8.1,0.40000000000000036,-0.019999999999999574,253351,376192,173688,202504,-124459
2018-02-11,8.525,8.85,8.25,0.5999999999999996,0.5999999999999996,8.8925,9.4,8.57,0.8300000000000001,0.8300000000000001,8.4875,8.85,8.25,0.5999999999999996,0.5999999999999996,8.8,9.35,8.4,0.9499999999999993,0.9499999999999993,197572,290616,96723,193893,118165
2018-02-18,9.12,9.2,9.05,0.14999999999999858,0.0,9.332,9.43,9.23,0.1999999999999993,-0.08000000000000007,8.91,9.0,8.85,0.15000000000000036,0.15000000000000036,9.046,9.15,8.95,0.20000000000000107,0.20000000000000107,166696,268603,94034,174569,-174569
2018-02-25,9.55,10.4,9.15,1.25,1.25,10.14,10.9,9.4,1.5,1.5,9.53,10.4,9.1,1.3000000000000007,1.3000000000000007,9.950000000000001,10.9,9.35,1.5500000000000007,1.5500000000000007,453368,617263,238156,379107,246349
2018-03-04,10.7,11.3,9.75,1.5500000000000007,0.7000000000000011,11.506,12.8,11.15,1.6500000000000004,1.6500000000000004,10.43,11.25,9.1,2.1500000000000004,0.6500000000000004,11.27,12.8,10.65,2.1500000000000004,1.75,668766,1512898,271606,1241292,1046439
2018-03-11,12.22,13.25,11.45,1.8000000000000007,-1.8000000000000007,12.61,13.6,12.1,1.5,-1.5,11.56,12.5,11.1,1.4000000000000004,-1.0999999999999996,11.959999999999999,12.75,11.45,1.3000000000000007,-0.75,758195,1450576,513213,937363,-937363
2018-03-18,11.74,12.05,11.1,0.9500000000000011,-0.9000000000000004,12.03,12.45,11.6,0.8499999999999996,-0.8000000000000007,11.35,11.85,10.9,0.9499999999999993,-0.5500000000000007,11.65,12.1,11.0,1.0999999999999996,-0.5999999999999996,312145,419047,263875,155172,-125597
2018-03-25,11.1125,11.5,10.95,0.5500000000000007,-0.5500000000000007,11.275,11.5,10.95,0.5500000000000007,-0.5500000000000007,10.675,10.85,10.25,0.5999999999999996,-0.5999999999999996,10.8125,11.0,10.35,0.6500000000000004,-0.5999999999999996,275644,341926,216121,125805,10674
2018-04-01,10.45,10.85,9.9,0.9499999999999993,-0.05000000000000071,10.83,11.15,10.45,0.7000000000000011,0.5,10.09,10.6,9.3,1.299999999999999,-0.049999999999998934,10.676,10.88,10.4,0.4800000000000004,0.28000000000000114,835942,2866513,227687,2638826,335983
2018-04-08,11.35,11.65,10.9,0.75,0.5499999999999989,11.62,11.95,11.45,0.5,-0.5,10.99,11.15,10.8,0.34999999999999964,0.1999999999999993,11.37,11.65,11.1,0.5500000000000007,-0.5500000000000007,352580,675695,206680,469015,-408557
2018-04-15,11.23,11.35,11.1,0.25,0.0,11.48,11.6,11.3,0.29999999999999893,0.0,11.074,11.2,10.95,0.25,-0.02999999999999936,11.23,11.35,11.1,0.25,-0.09999999999999964,286106,319219,254648,64571,59878
2018-04-22,11.3,11.6,11.15,0.4499999999999993,-0.09999999999999964,11.54,11.85,11.35,0.5,-0.4499999999999993,11.07,11.25,11.0,0.25,-0.1999999999999993,11.3,11.7,11.05,0.6499999999999986,-0.4499999999999993,283228,447953,189618,258335,-191803
2018-04-29,11.51,11.9,11.25,0.6500000000000004,0.6500000000000004,11.81,12.35,11.3,1.049999999999999,1.049999999999999,11.31,11.9,10.9,1.0,1.0,11.69,12.2,11.3,0.8999999999999986,0.8999999999999986,204940,243438,152781,90657,23946
2018-05-06,12.22,13.1,11.65,1.4499999999999993,0.9499999999999993,12.554,13.3,11.9,1.4000000000000004,0.9800000000000004,11.93,12.93,11.5,1.4299999999999997,1.2300000000000004,12.16,13.1,11.6,1.5,1.299999999999999,372544,637342,203386,433956,215750
2018-05-13,13.48,14.1,12.85,1.25,0.75,14.05,14.45,13.55,0.8999999999999986,0.8999999999999986,13.146,13.3,12.75,0.5500000000000007,0.4800000000000004,13.61,14.1,13.25,0.8499999999999996,0.8499999999999996,525374,707097,265467,441630,-8239
2018-05-20,14.1125,14.3,13.95,0.3500000000000014,-0.15000000000000036,14.274999999999999,14.45,14.2,0.25,-0.1999999999999993,13.875,13.9,13.8,0.09999999999999964,-0.09999999999999964,14.025,14.1,13.9,0.1999999999999993,-0.09999999999999964,269967,385384,181865,203519,-109112
2018-05-27,14.55,15.1,13.85,1.25,1.25,14.91,15.4,14.3,1.0999999999999996,0.8999999999999986,14.43,14.85,13.75,1.0999999999999996,1.0999999999999996,14.75,15.05,14.2,0.8500000000000014,0.8000000000000007,407289,690410,229307,461103,96500
2018-06-03,14.94,15.5,14.55,0.9499999999999993,-0.4499999999999993,15.17,15.6,14.6,1.0,-0.5,14.464,14.85,13.82,1.0299999999999994,-0.6799999999999997,14.84,15.5,14.35,1.1500000000000004,-0.34999999999999964,416079,457475,349559,107916,70689
2018-06-10,14.74,15.3,14.35,0.9500000000000011,0.9500000000000011,15.11,15.5,14.65,0.8499999999999996,0.8499999999999996,14.47,14.9,14.25,0.6500000000000004,0.6500000000000004,14.97,15.45,14.35,1.0999999999999996,1.0999999999999996,293605,367316,246962,120354,-677
