Date,VanEck Vectors High Income MLP_Open_average,VanEck Vectors High Income MLP_Open_max,VanEck Vectors High Income MLP_Open_min,VanEck Vectors High Income MLP_Open_volatility,VanEck Vectors High Income MLP_Open_change,VanEck Vectors High Income MLP_High_average,VanEck Vectors High Income MLP_High_max,VanEck Vectors High Income MLP_High_min,VanEck Vectors High Income MLP_High_volatility,VanEck Vectors High Income MLP_High_change,VanEck Vectors High Income MLP_Low_average,VanEck Vectors High Income MLP_Low_max,VanEck Vectors High Income MLP_Low_min,VanEck Vectors High Income MLP_Low_volatility,VanEck Vectors High Income MLP_Low_change,VanEck Vectors High Income MLP_Close_average,VanEck Vectors High Income MLP_Close_max,VanEck Vectors High Income MLP_Close_min,VanEck Vectors High Income MLP_Close_volatility,VanEck Vectors High Income MLP_Close_change
2018-03-25,20.79,20.79,20.79,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-04-01,20.98,20.98,20.98,0.0,0.0,21.16,21.16,21.16,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-04-08,21.54,21.54,21.54,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2018-04-15,22.2,22.2,22.2,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2018-04-22,22.16,22.16,22.16,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-04-29,22.45,22.45,22.45,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2018-05-06,22.3,22.3,22.3,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2018-05-13,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-05-20,21.81,21.81,21.81,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.8,21.8,21.8,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-05-27,22.15,22.15,22.15,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2018-06-03,22.14,22.14,22.14,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-06-10,21.86,21.86,21.86,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.81,21.81,21.81,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2018-06-17,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2018-06-24,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-07-01,21.95,21.95,21.95,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-07-08,21.54,21.54,21.54,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-07-15,21.84,21.84,21.84,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2018-07-22,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-07-29,22.79,22.79,22.79,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-08-05,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2018-08-12,22.83,22.83,22.83,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-08-19,22.5,22.5,22.5,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-08-26,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2018-09-02,21.6,21.6,21.6,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2018-09-09,21.69,21.69,21.69,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2018-09-16,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2018-09-23,21.88,21.88,21.88,0.0,0.0,22.24,22.24,22.24,0.0,0.0,21.88,21.88,21.88,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2018-09-30,21.75,21.75,21.75,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-10-07,21.26,21.26,21.26,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-10-14,21.24,21.24,21.24,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-10-21,20.61,20.61,20.61,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-10-28,20.5,20.5,20.5,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-11-04,20.4,20.4,20.4,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2018-11-11,19.83,19.83,19.83,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2018-11-18,19.4,19.4,19.4,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2018-11-25,19.44,19.44,19.44,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2018-12-02,18.81,18.81,18.81,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2018-12-09,18.49,18.49,18.49,0.0,0.0,18.5,18.5,18.5,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2018-12-16,16.5,16.5,16.5,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2018-12-23,16.95,16.95,16.95,0.0,0.0,17.15,17.15,17.15,0.0,0.0,16.95,16.95,16.95,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2018-12-30,18.15,18.15,18.15,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2019-01-06,18.45,18.45,18.45,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2019-01-13,18.66,18.66,18.66,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.66,18.66,18.66,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2019-01-20,18.98,18.98,18.98,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.81,18.81,18.81,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2019-01-27,19.48,19.48,19.48,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-02-03,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.89,18.89,18.89,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2019-02-10,19.8,19.8,19.8,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2019-02-17,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2019-02-24,19.56,19.56,19.56,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-03-03,19.25,19.25,19.25,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-03-10,19.94,19.94,19.94,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-03-17,19.82,19.82,19.82,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-03-24,19.96,19.96,19.96,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-03-31,20.14,20.14,20.14,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.87,19.87,19.87,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2019-04-07,20.28,20.28,20.28,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-04-14,20.18,20.18,20.18,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2019-04-21,20.31,20.31,20.31,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-04-28,20.11,20.11,20.11,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2019-05-05,19.68,19.68,19.68,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.57,19.57,19.57,0.0,0.0
2019-05-12,19.87,19.87,19.87,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-05-19,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-05-26,19.24,19.24,19.24,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2019-06-02,19.55,19.55,19.55,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2019-06-09,19.37,19.37,19.37,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2019-06-16,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2019-06-23,19.83,19.83,19.83,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-06-30,20.0,20.0,20.0,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-07-07,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-07-14,19.94,19.94,19.94,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-07-21,20.06,20.06,20.06,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-07-28,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2019-08-04,18.3,18.3,18.3,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-08-11,18.09,18.09,18.09,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2019-08-18,18.21,18.21,18.21,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-08-25,18.49,18.49,18.49,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2019-09-01,18.3,18.3,18.3,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2019-09-08,19.11,19.11,19.11,0.0,0.0,19.19,19.19,19.19,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2019-09-15,18.83,18.83,18.83,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2019-09-22,18.4,18.4,18.4,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2019-09-29,18.25,18.25,18.25,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2019-10-06,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2019-10-13,18.1,18.1,18.1,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.23,18.23,18.23,0.0,0.0
2019-10-20,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2019-10-27,18.4,18.4,18.4,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2019-11-03,18.11,18.11,18.11,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2019-11-10,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2019-11-17,17.49,17.49,17.49,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2019-11-24,17.1,17.1,17.1,0.0,0.0,17.2,17.2,17.2,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2019-12-01,16.76,16.76,16.76,0.0,0.0,17.18,17.18,17.18,0.0,0.0,16.76,16.76,16.76,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2019-12-08,17.43,17.43,17.43,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2019-12-15,18.32,18.32,18.32,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-12-22,18.13,18.13,18.13,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2019-12-29,18.37,18.37,18.37,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.46,18.46,18.46,0.0,0.0
