Date,CCOI_Open_average,CCOI_Open_max,CCOI_Open_min,CCOI_Open_volatility,CCOI_Open_change,CCOI_High_average,CCOI_High_max,CCOI_High_min,CCOI_High_volatility,CCOI_High_change,CCOI_Low_average,CCOI_Low_max,CCOI_Low_min,CCOI_Low_volatility,CCOI_Low_change,CCOI_Close_average,CCOI_Close_max,CCOI_Close_min,CCOI_Close_volatility,CCOI_Close_change,CCOI_Volume_average,CCOI_Volume_max,CCOI_Volume_min,CCOI_Volume_volatility,CCOI_Volume_change
2018-01-14,44.84,45.6,44.1,1.5,-0.8999999999999986,45.510000000000005,45.95,45.1,0.8500000000000014,-0.5,44.11,44.5,43.25,1.25,-0.19999999999999574,44.78,45.4,44.2,1.1999999999999957,0.8999999999999986,218809,286306,174949,111357,41586
2018-01-21,45.300000000000004,45.7,44.75,0.9500000000000028,-0.6000000000000014,45.634,46.0,45.0,1.0,-0.5,44.61,44.95,44.25,0.7000000000000028,-0.3500000000000014,44.97,45.4,44.35,1.0499999999999972,-1.0499999999999972,218216,332290,124251,208039,129040
2018-01-28,44.46,45.1,43.35,1.75,-0.6999999999999957,45.49,46.05,44.7,1.3499999999999943,0.5,43.55,44.85,42.0,2.8500000000000014,-1.6999999999999957,44.14,45.1,42.45,2.6499999999999986,-2.299999999999997,334135,540877,240140,300737,136448
2018-02-04,42.26,42.75,41.9,0.8500000000000014,0.0,43.46,44.45,42.85,1.6000000000000014,0.09999999999999432,41.626,42.15,41.02,1.1299999999999955,-0.35999999999999943,42.33,42.8,41.7,1.0999999999999943,0.25,303063,379032,234408,144624,1439
2018-02-11,43.225,44.0,42.5,1.5,1.4500000000000028,43.8875,44.35,43.3,1.0500000000000043,1.0500000000000043,42.477500000000006,43.27,42.17,1.1000000000000014,1.0,43.7,44.25,42.9,1.3500000000000014,1.2000000000000028,269496,427813,159510,268303,174801
2018-02-18,43.89,44.5,43.35,1.1499999999999986,0.14999999999999858,45.174,45.95,44.8,1.1500000000000057,0.07000000000000028,41.75,43.95,35.75,8.200000000000003,-0.4000000000000057,44.21,44.95,43.1,1.8500000000000014,-0.5,479942,984902,188895,796007,6564
2018-02-25,43.35,44.3,42.7,1.5999999999999943,-1.25,44.105999999999995,44.8,43.3,1.5,-0.3200000000000003,42.442,43.5,41.11,2.3900000000000006,-1.4500000000000028,43.14,43.5,42.85,0.6499999999999986,0.0,346400,385555,282033,103522,-59054
2018-03-04,43.79,45.05,43.0,2.049999999999997,1.4499999999999957,44.72,45.9,43.85,2.049999999999997,1.6999999999999957,43.55,45.05,42.85,2.1999999999999957,2.1999999999999957,44.28,45.75,43.15,2.6000000000000014,2.6000000000000014,338739,541436,235425,306011,-306011
2018-03-11,44.19,45.7,43.55,2.1500000000000057,-1.9500000000000028,44.55,45.75,43.95,1.7999999999999972,-1.0,43.17,43.75,42.0,1.75,-1.75,43.51,43.8,42.8,1.0,-0.9500000000000028,308601,660978,160177,500801,-64250
2018-03-18,42.85,43.2,42.3,0.9000000000000057,-0.6000000000000014,43.8,44.15,43.3,0.8500000000000014,-0.14999999999999858,42.212,43.15,41.6,1.5499999999999972,-0.4100000000000037,42.63,43.3,41.65,1.6499999999999986,-0.6999999999999957,219577,267543,156869,110674,2004
