Date,BDVSY_stock_Open_average,BDVSY_stock_Open_max,BDVSY_stock_Open_min,BDVSY_stock_Open_volatility,BDVSY_stock_Open_change,BDVSY_stock_High_average,BDVSY_stock_High_max,BDVSY_stock_High_min,BDVSY_stock_High_volatility,BDVSY_stock_High_change,BDVSY_stock_Low_average,BDVSY_stock_Low_max,BDVSY_stock_Low_min,BDVSY_stock_Low_volatility,BDVSY_stock_Low_change,BDVSY_stock_Close_average,BDVSY_stock_Close_max,BDVSY_stock_Close_min,BDVSY_stock_Close_volatility,BDVSY_stock_Close_change,BDVSY_stock_Volume_average,BDVSY_stock_Volume_max,BDVSY_stock_Volume_min,BDVSY_stock_Volume_volatility,BDVSY_stock_Volume_change
2018-01-14,34.754999999999995,35.55,33.97,1.5799999999999983,-0.6799999999999997,35.025,35.67,34.57,1.1000000000000014,-0.1700000000000017,34.685,35.52,33.97,1.5500000000000043,-0.4299999999999997,34.875,35.52,34.4,1.1200000000000045,0.09000000000000341,5329,7143,4387,2756,-2295
2018-01-21,38.136,42.06,35.58,6.480000000000004,6.480000000000004,38.94,42.41,35.89,6.519999999999996,6.519999999999996,38.022,42.02,35.5,6.520000000000003,6.520000000000003,38.768,42.29,35.89,6.399999999999999,6.399999999999999,8021,11957,5249,6708,5122
2018-01-28,40.51,42.29,39.52,2.769999999999996,-0.37999999999999545,40.756,42.29,40.06,2.229999999999997,-0.259999999999998,40.138,41.54,39.44,2.1000000000000014,-0.1600000000000037,40.344,41.61,39.53,2.0799999999999983,-0.35999999999999943,9913,22501,3995,18506,2793
2018-02-04,38.37,39.69,37.22,2.469999999999999,-0.5700000000000003,38.922,40.15,37.45,2.6999999999999957,-0.6999999999999957,37.598,38.74,35.86,2.8800000000000026,-1.0499999999999972,38.298,40.15,36.28,3.8699999999999974,0.30000000000000426,11627,19045,7407,11638,6474
2018-02-11,40.802,43.18,38.63,4.549999999999997,4.460000000000001,41.386,43.5,39.25,4.25,4.090000000000003,40.738,43.18,38.63,4.549999999999997,4.259999999999998,41.074,43.25,39.01,4.240000000000002,4.149999999999999,5955,7653,4491,3162,-2576
2018-02-18,40.56,41.12,39.86,1.259999999999998,0.44000000000000483,40.8525,41.65,39.86,1.7899999999999991,0.9199999999999946,40.2475,40.85,39.38,1.4699999999999989,0.730000000000004,40.4375,41.29,39.53,1.759999999999998,1.0,9050,12973,4404,8569,-3077
2018-02-25,38.974000000000004,40.62,37.84,2.779999999999994,-2.6999999999999957,39.346000000000004,41.34,37.96,3.3800000000000026,-2.5400000000000063,38.732,40.62,37.33,3.289999999999999,-2.6999999999999957,39.186,41.32,37.96,3.3599999999999994,-2.6600000000000037,6745,10338,3889,6449,-4418
2018-03-04,39.504,40.22,38.44,1.7800000000000011,0.4200000000000017,40.036,40.82,39.23,1.5900000000000034,0.9000000000000057,39.328,40.22,38.44,1.7800000000000011,0.3400000000000034,39.832,40.82,39.17,1.6499999999999986,0.46999999999999886,7028,12508,3139,9369,4694
2018-03-11,37.574,38.18,36.37,1.8100000000000023,-1.8100000000000023,37.684,38.23,36.43,1.7999999999999972,-1.75,37.202,38.12,36.23,1.8900000000000006,-1.8900000000000006,37.37,38.12,36.36,1.759999999999998,-1.759999999999998,8894,27788,1338,26450,3002
2018-03-18,37.15,37.72,36.16,1.5600000000000023,1.3700000000000045,37.384,37.91,36.46,1.4499999999999957,1.0700000000000003,36.824,37.31,36.16,1.1500000000000057,0.6300000000000026,37.142,37.91,36.43,1.4799999999999969,0.4100000000000037,5088,8071,2163,5908,596
