Date,PFBIStock_Open_average,PFBIStock_Open_max,PFBIStock_Open_min,PFBIStock_Open_volatility,PFBIStock_Open_change,PFBIStock_High_average,PFBIStock_High_max,PFBIStock_High_min,PFBIStock_High_volatility,PFBIStock_High_change,PFBIStock_Low_average,PFBIStock_Low_max,PFBIStock_Low_min,PFBIStock_Low_volatility,PFBIStock_Low_change,PFBIStock_Close_average,PFBIStock_Close_max,PFBIStock_Close_min,PFBIStock_Close_volatility,PFBIStock_Close_change,PFBIStock_Volume_average,PFBIStock_Volume_max,PFBIStock_Volume_min,PFBIStock_Volume_volatility,PFBIStock_Volume_change
2018-01-14,16.322499999999998,16.8,15.95,0.8500000000000014,-0.8500000000000014,16.5225,16.8,16.28,0.5199999999999996,-0.10999999999999943,16.0975,16.31,15.91,0.3999999999999986,-0.3999999999999986,16.305,16.55,16.04,0.5100000000000016,0.23000000000000043,14362,28757,6736,22021,20457
2018-01-21,16.198,16.78,15.36,1.4200000000000017,-1.1900000000000013,16.266,16.78,15.6,1.1800000000000015,-1.0000000000000018,15.874,16.24,15.36,0.879999999999999,-0.879999999999999,15.978,16.36,15.55,0.8099999999999987,-0.8099999999999987,12486,19072,5115,13957,5800
2018-01-28,15.294,15.48,15.14,0.33999999999999986,-0.22000000000000064,15.436,15.57,15.28,0.2900000000000009,-0.2900000000000009,15.106,15.23,14.86,0.370000000000001,-0.370000000000001,15.214,15.38,14.86,0.5200000000000014,-0.370000000000001,12313,21206,5045,16161,16161
2018-02-04,14.49,15.22,14.07,1.1500000000000004,-0.4299999999999997,15.042,15.38,14.49,0.8900000000000006,-0.6899999999999995,14.092,14.22,13.93,0.2900000000000009,0.14000000000000057,14.382,15.06,14.1,0.9600000000000009,0.14000000000000057,44218,123478,17286,106192,8142
2018-02-11,14.054,14.33,13.92,0.41000000000000014,-0.41000000000000014,14.42,14.84,14.16,0.6799999999999997,0.41000000000000014,13.992,14.1,13.92,0.17999999999999972,-0.17999999999999972,14.06,14.17,13.96,0.20999999999999908,0.02999999999999936,19182,34075,10577,23498,-2860
2018-02-18,14.1175,14.36,13.97,0.3899999999999988,-0.049999999999998934,14.57,14.88,14.4,0.4800000000000004,0.120000000000001,14.1075,14.32,13.97,0.34999999999999964,-0.049999999999998934,14.325,14.45,14.04,0.41000000000000014,0.3800000000000008,5933,8905,4333,4572,-3595
2018-02-25,14.134,14.42,13.6,0.8200000000000003,-0.8200000000000003,14.272,14.43,14.08,0.34999999999999964,-0.34999999999999964,13.892,14.38,13.43,0.9500000000000011,-0.7800000000000011,14.04,14.43,13.68,0.75,-0.4499999999999993,11960,21278,7061,14217,-502
2018-03-04,14.438,14.76,13.98,0.7799999999999994,0.7799999999999994,14.826,15.0,14.4,0.5999999999999996,0.5999999999999996,14.352,14.58,13.96,0.6199999999999992,0.6199999999999992,14.68,15.0,14.38,0.6199999999999992,0.6199999999999992,14762,28602,9325,19277,4027
2018-03-11,14.948,15.01,14.87,0.14000000000000057,-0.14000000000000057,15.040000000000001,15.18,14.97,0.20999999999999908,0.16999999999999993,14.656,14.71,14.6,0.11000000000000121,0.0600000000000005,14.964,15.17,14.86,0.3100000000000005,0.3100000000000005,17119,38933,5405,33528,18702
2018-03-18,15.044,15.35,14.88,0.46999999999999886,-0.0600000000000005,15.176,15.39,14.92,0.47000000000000064,-0.25,14.83,15.13,14.56,0.5700000000000003,-0.41000000000000014,14.956,15.3,14.57,0.7300000000000004,-0.7300000000000004,18795,40156,8227,31929,28149
2018-03-25,14.9475,15.19,14.82,0.3699999999999992,0.3699999999999992,15.29,15.56,15.12,0.4400000000000013,0.4400000000000013,14.780000000000001,14.88,14.56,0.3200000000000003,0.3200000000000003,14.935,15.06,14.81,0.25,-0.08999999999999986,23998,42191,15412,26779,19795
2018-04-01,15.28,15.54,14.82,0.7199999999999989,0.6400000000000006,15.594,15.71,15.4,0.3100000000000005,0.29999999999999893,15.104,15.42,14.82,0.5999999999999996,0.1999999999999993,15.276,15.6,15.06,0.5399999999999991,0.03999999999999915,17119,22527,8848,13679,797
2018-04-08,15.328,15.39,15.26,0.13000000000000078,0.08999999999999986,15.443999999999999,15.57,15.29,0.28000000000000114,0.0600000000000005,15.012,15.13,14.98,0.15000000000000036,0.009999999999999787,15.209999999999999,15.43,15.02,0.41000000000000014,-0.16000000000000014,9774,13827,5112,8715,-6534
2018-04-15,15.466,15.78,15.07,0.7099999999999991,0.7099999999999991,15.81,16.04,15.4,0.6399999999999988,0.6399999999999988,15.432,15.78,15.02,0.7599999999999998,0.7599999999999998,15.672,15.98,15.22,0.7599999999999998,0.7599999999999998,14206,17268,11895,5373,-4310
2018-04-22,15.96,16.07,15.86,0.21000000000000085,0.08999999999999986,16.062,16.16,15.99,0.16999999999999993,0.08000000000000185,15.874,15.93,15.81,0.11999999999999922,0.10999999999999943,15.936,16.16,15.82,0.33999999999999986,0.11999999999999922,7640,10711,5213,5498,-846
2018-04-29,16.23,16.77,15.96,0.8099999999999987,0.8099999999999987,16.632,17.2,16.16,1.0399999999999991,1.0,16.018,16.34,15.68,0.6600000000000001,0.5999999999999996,16.468,17.02,15.74,1.2799999999999994,1.2799999999999994,26899,45528,9792,35736,16998
