Date,UBS AG FI Enhanced Large Cap Growth_Open_average,UBS AG FI Enhanced Large Cap Growth_Open_max,UBS AG FI Enhanced Large Cap Growth_Open_min,UBS AG FI Enhanced Large Cap Growth_Open_volatility,UBS AG FI Enhanced Large Cap Growth_Open_change,UBS AG FI Enhanced Large Cap Growth_High_average,UBS AG FI Enhanced Large Cap Growth_High_max,UBS AG FI Enhanced Large Cap Growth_High_min,UBS AG FI Enhanced Large Cap Growth_High_volatility,UBS AG FI Enhanced Large Cap Growth_High_change,UBS AG FI Enhanced Large Cap Growth_Low_average,UBS AG FI Enhanced Large Cap Growth_Low_max,UBS AG FI Enhanced Large Cap Growth_Low_min,UBS AG FI Enhanced Large Cap Growth_Low_volatility,UBS AG FI Enhanced Large Cap Growth_Low_change,UBS AG FI Enhanced Large Cap Growth_Close_average,UBS AG FI Enhanced Large Cap Growth_Close_max,UBS AG FI Enhanced Large Cap Growth_Close_min,UBS AG FI Enhanced Large Cap Growth_Close_volatility,UBS AG FI Enhanced Large Cap Growth_Close_change
2018-12-02,234.5,234.5,234.5,0.0,0.0,234.9,234.9,234.9,0.0,0.0,221.05,221.05,221.05,0.0,0.0,223.89,223.89,223.89,0.0,0.0
2018-12-09,224.78,224.78,224.78,0.0,0.0,224.78,224.78,224.78,0.0,0.0,219.56,219.56,219.56,0.0,0.0,219.56,219.56,219.56,0.0,0.0
2018-12-16,190.15,190.15,190.15,0.0,0.0,193.15,193.15,193.15,0.0,0.0,177.81,177.81,177.81,0.0,0.0,178.49,178.49,178.49,0.0,0.0
2018-12-23,190.98,190.98,190.98,0.0,0.0,193.55,193.55,193.55,0.0,0.0,186.96,186.96,186.96,0.0,0.0,186.98,186.98,186.98,0.0,0.0
2018-12-30,180.77,180.77,180.77,0.0,0.0,194.7,194.7,194.7,0.0,0.0,180.77,180.77,180.77,0.0,0.0,193.8,193.8,193.8,0.0,0.0
2019-01-06,205.54,205.54,205.54,0.0,0.0,206.05,206.05,206.05,0.0,0.0,204.55,204.55,204.55,0.0,0.0,206.05,206.05,206.05,0.0,0.0
2019-01-13,213.15,213.15,213.15,0.0,0.0,218.81,218.81,218.81,0.0,0.0,210.05,210.05,210.05,0.0,0.0,217.28,217.28,217.28,0.0,0.0
2019-01-20,214.71,214.71,214.71,0.0,0.0,217.87,217.87,217.87,0.0,0.0,214.71,214.71,214.71,0.0,0.0,217.22,217.22,217.22,0.0,0.0
2019-01-27,221.0,221.0,221.0,0.0,0.0,225.75,225.75,225.75,0.0,0.0,221.0,221.0,221.0,0.0,0.0,224.45,224.45,224.45,0.0,0.0
2019-02-03,224.72,224.72,224.72,0.0,0.0,226.69,226.69,226.69,0.0,0.0,223.18,223.18,223.18,0.0,0.0,226.69,226.69,226.69,0.0,0.0
2019-02-10,236.91,236.91,236.91,0.0,0.0,237.0,237.0,237.0,0.0,0.0,235.63,235.63,235.63,0.0,0.0,237.0,237.0,237.0,0.0,0.0
2019-02-17,238.12,238.12,238.12,0.0,0.0,239.6,239.6,239.6,0.0,0.0,238.12,238.12,238.12,0.0,0.0,239.6,239.6,239.6,0.0,0.0
2019-02-24,240.45,240.45,240.45,0.0,0.0,242.51,242.51,242.51,0.0,0.0,240.45,240.45,240.45,0.0,0.0,242.51,242.51,242.51,0.0,0.0
2019-03-03,230.05,230.05,230.05,0.0,0.0,232.46,232.46,232.46,0.0,0.0,228.94,228.94,228.94,0.0,0.0,232.46,232.46,232.46,0.0,0.0
2019-03-10,245.15,245.15,245.15,0.0,0.0,246.11,246.11,246.11,0.0,0.0,245.15,245.15,245.15,0.0,0.0,245.74,245.74,245.74,0.0,0.0
2019-03-17,252.78,252.78,252.78,0.0,0.0,252.78,252.78,252.78,0.0,0.0,245.36,245.36,245.36,0.0,0.0,245.36,245.36,245.36,0.0,0.0
2019-03-24,248.4,248.4,248.4,0.0,0.0,250.74,250.74,250.74,0.0,0.0,248.4,248.4,248.4,0.0,0.0,250.74,250.74,250.74,0.0,0.0
2019-03-31,262.09,262.09,262.09,0.0,0.0,262.2,262.2,262.2,0.0,0.0,261.17,261.17,261.17,0.0,0.0,262.2,262.2,262.2,0.0,0.0
2019-04-07,264.59,264.59,264.59,0.0,0.0,264.95,264.95,264.95,0.0,0.0,263.97,263.97,263.97,0.0,0.0,264.95,264.95,264.95,0.0,0.0
2019-04-14,264.52,264.52,264.52,0.0,0.0,264.8,264.8,264.8,0.0,0.0,262.31,262.31,262.31,0.0,0.0,264.8,264.8,264.8,0.0,0.0
2019-04-21,272.06,272.06,272.06,0.0,0.0,273.68,273.68,273.68,0.0,0.0,271.86,271.86,271.86,0.0,0.0,273.68,273.68,273.68,0.0,0.0
2019-04-28,271.01,271.01,271.01,0.0,0.0,274.04,274.04,274.04,0.0,0.0,271.01,271.01,271.01,0.0,0.0,273.86,273.86,273.86,0.0,0.0
2019-05-05,256.27,256.27,256.27,0.0,0.0,260.63,260.63,260.63,0.0,0.0,252.14,252.14,252.14,0.0,0.0,260.63,260.63,260.63,0.0,0.0
2019-05-12,258.1,258.1,258.1,0.0,0.0,261.98,261.98,261.98,0.0,0.0,257.84,257.84,257.84,0.0,0.0,257.84,257.84,257.84,0.0,0.0
2019-05-19,250.83,250.83,250.83,0.0,0.0,252.22,252.22,252.22,0.0,0.0,248.42,248.42,248.42,0.0,0.0,249.37,249.37,249.37,0.0,0.0
2019-05-26,238.6,238.6,238.6,0.0,0.0,240.93,240.93,240.93,0.0,0.0,238.05,238.05,238.05,0.0,0.0,238.79,238.79,238.79,0.0,0.0
2019-06-02,257.03,257.03,257.03,0.0,0.0,261.22,261.22,261.22,0.0,0.0,257.03,257.03,257.03,0.0,0.0,260.12,260.12,260.12,0.0,0.0
2019-06-09,262.0,262.0,262.0,0.0,0.0,262.75,262.75,262.75,0.0,0.0,261.67,261.67,261.67,0.0,0.0,262.59,262.59,262.59,0.0,0.0
2019-06-16,275.58,275.58,275.58,0.0,0.0,277.0,277.0,277.0,0.0,0.0,275.31,275.31,275.31,0.0,0.0,275.72,275.72,275.72,0.0,0.0
2019-06-23,268.75,268.75,268.75,0.0,0.0,271.71,271.71,271.71,0.0,0.0,268.47,268.47,268.47,0.0,0.0,271.43,271.43,271.43,0.0,0.0
2019-06-30,283.34,283.34,283.34,0.0,0.0,283.34,283.34,283.34,0.0,0.0,279.56,279.56,279.56,0.0,0.0,282.09,282.09,282.09,0.0,0.0
2019-07-07,287.0,287.0,287.0,0.0,0.0,288.89,288.89,288.89,0.0,0.0,286.63,286.63,286.63,0.0,0.0,288.89,288.89,288.89,0.0,0.0
2019-07-14,287.7,287.7,287.7,0.0,0.0,287.95,287.95,287.95,0.0,0.0,282.35,282.35,282.35,0.0,0.0,282.35,282.35,282.35,0.0,0.0
2019-07-21,290.7,290.7,290.7,0.0,0.0,292.72,292.72,292.72,0.0,0.0,290.67,290.67,290.67,0.0,0.0,292.66,292.66,292.66,0.0,0.0
2019-07-28,275.09,275.09,275.09,0.0,0.0,275.09,275.09,275.09,0.0,0.0,271.47,271.47,271.47,0.0,0.0,273.91,273.91,273.91,0.0,0.0
2019-08-04,277.39,277.39,277.39,0.0,0.0,277.39,277.39,277.39,0.0,0.0,271.93,271.93,271.93,0.0,0.0,274.4,274.4,274.4,0.0,0.0
2019-08-11,269.74,269.74,269.74,0.0,0.0,271.2,271.2,271.2,0.0,0.0,269.41,269.41,269.41,0.0,0.0,271.16,271.16,271.16,0.0,0.0
2019-08-18,277.0,277.0,277.0,0.0,0.0,277.1,277.1,277.1,0.0,0.0,262.15,262.15,262.15,0.0,0.0,262.15,262.15,262.15,0.0,0.0
2019-08-25,278.9,278.9,278.9,0.0,0.0,279.9,279.9,279.9,0.0,0.0,275.88,275.88,275.88,0.0,0.0,277.86,277.86,277.86,0.0,0.0
2019-09-01,286.7,286.7,286.7,0.0,0.0,287.75,287.75,287.75,0.0,0.0,285.85,285.85,285.85,0.0,0.0,285.85,285.85,285.85,0.0,0.0
2019-09-08,283.89,283.89,283.89,0.0,0.0,284.4,284.4,284.4,0.0,0.0,282.97,282.97,282.97,0.0,0.0,283.25,283.25,283.25,0.0,0.0
2019-09-15,286.31,286.31,286.31,0.0,0.0,286.6,286.6,286.6,0.0,0.0,280.4,280.4,280.4,0.0,0.0,282.33,282.33,282.33,0.0,0.0
2019-09-22,278.87,278.87,278.87,0.0,0.0,280.34,280.34,280.34,0.0,0.0,270.22,270.22,270.22,0.0,0.0,272.65,272.65,272.65,0.0,0.0
2019-09-29,269.99,269.99,269.99,0.0,0.0,276.25,276.25,276.25,0.0,0.0,269.99,269.99,269.99,0.0,0.0,276.25,276.25,276.25,0.0,0.0
2019-10-06,282.16,282.16,282.16,0.0,0.0,283.4,283.4,283.4,0.0,0.0,280.75,280.75,280.75,0.0,0.0,280.75,280.75,280.75,0.0,0.0
2019-10-13,284.25,284.25,284.25,0.0,0.0,284.25,284.25,284.25,0.0,0.0,281.3,281.3,281.3,0.0,0.0,282.32,282.32,282.32,0.0,0.0
2019-10-20,282.8,282.8,282.8,0.0,0.0,287.81,287.81,287.81,0.0,0.0,282.8,282.8,282.8,0.0,0.0,287.5,287.5,287.5,0.0,0.0
2019-10-27,294.64,294.64,294.64,0.0,0.0,297.75,297.75,297.75,0.0,0.0,294.64,294.64,294.64,0.0,0.0,296.37,296.37,296.37,0.0,0.0
2019-11-03,297.2,297.2,297.2,0.0,0.0,299.81,299.81,299.81,0.0,0.0,296.22,296.22,296.22,0.0,0.0,299.81,299.81,299.81,0.0,0.0
2019-11-10,306.51,306.51,306.51,0.0,0.0,308.45,308.45,308.45,0.0,0.0,306.51,306.51,306.51,0.0,0.0,308.45,308.45,308.45,0.0,0.0
2019-11-17,307.01,307.01,307.01,0.0,0.0,307.62,307.62,307.62,0.0,0.0,306.11,306.11,306.11,0.0,0.0,307.41,307.41,307.41,0.0,0.0
2019-11-24,316.88,316.88,316.88,0.0,0.0,318.0,318.0,318.0,0.0,0.0,315.45,315.45,315.45,0.0,0.0,315.65,315.65,315.65,0.0,0.0
2019-12-01,313.99,313.99,313.99,0.0,0.0,315.75,315.75,315.75,0.0,0.0,313.81,313.81,313.81,0.0,0.0,315.2,315.2,315.2,0.0,0.0
2019-12-08,317.78,317.78,317.78,0.0,0.0,319.94,319.94,319.94,0.0,0.0,317.78,317.78,317.78,0.0,0.0,319.64,319.64,319.64,0.0,0.0
2019-12-15,329.12,329.12,329.12,0.0,0.0,332.0,332.0,332.0,0.0,0.0,329.12,329.12,329.12,0.0,0.0,331.28,331.28,331.28,0.0,0.0
2019-12-22,337.0,337.0,337.0,0.0,0.0,337.71,337.71,337.71,0.0,0.0,336.0,336.0,336.0,0.0,0.0,336.27,336.27,336.27,0.0,0.0
2019-12-29,338.0,338.0,338.0,0.0,0.0,340.7,340.7,340.7,0.0,0.0,337.41,337.41,337.41,0.0,0.0,338.22,338.22,338.22,0.0,0.0
