Date,HGSH_stock_Open_average,HGSH_stock_Open_max,HGSH_stock_Open_min,HGSH_stock_Open_volatility,HGSH_stock_Open_change,HGSH_stock_High_average,HGSH_stock_High_max,HGSH_stock_High_min,HGSH_stock_High_volatility,HGSH_stock_High_change,HGSH_stock_Low_average,HGSH_stock_Low_max,HGSH_stock_Low_min,HGSH_stock_Low_volatility,HGSH_stock_Low_change,HGSH_stock_Close_average,HGSH_stock_Close_max,HGSH_stock_Close_min,HGSH_stock_Close_volatility,HGSH_stock_Close_change,HGSH_stock_Volume_average,HGSH_stock_Volume_max,HGSH_stock_Volume_min,HGSH_stock_Volume_volatility,HGSH_stock_Volume_change
2018-01-14,1.83625,1.95,1.75,0.19999999999999996,-0.19999999999999996,1.91775,2.079,1.8,0.27900000000000014,-0.24200000000000021,1.69625,1.7,1.6909999999999998,0.009000000000000119,0.0,1.76225,1.78,1.749,0.030999999999999917,-0.020000000000000018,111583,162148,57852,104296,-104296
2018-01-21,1.792,1.89,1.71,0.17999999999999994,0.1499999999999999,1.8846,2.05,1.7890000000000001,0.2609999999999997,0.10099999999999976,1.736,1.8,1.68,0.1200000000000001,-0.020000000000000018,1.8,1.859,1.7309999999999999,0.1280000000000001,0.019000000000000128,98650,263585,32470,231115,67993
2018-01-28,1.705,1.77,1.655,0.11499999999999999,-0.09499999999999997,1.74,1.8,1.66,0.14000000000000012,-0.14000000000000012,1.632,1.67,1.55,0.11999999999999988,-0.11999999999999988,1.674,1.77,1.57,0.19999999999999996,-0.19999999999999996,67053,84533,32060,52473,-13222
2018-02-04,1.5012,1.64,1.33,0.30999999999999983,-0.30999999999999983,1.5612,1.64,1.47,0.16999999999999993,-0.16999999999999993,1.4226,1.55,1.31,0.24,-0.24,1.4726000000000001,1.55,1.34,0.20999999999999996,-0.1100000000000001,57782,91828,28062,63766,42087
2018-02-11,1.4492,1.66,1.361,0.29899999999999993,-0.22499999999999987,1.5036,1.69,1.4,0.29000000000000004,-0.22199999999999975,1.36,1.37,1.34,0.030000000000000027,0.010000000000000009,1.3888,1.41,1.36,0.04999999999999982,-0.015999999999999792,86030,294658,11720,282938,-257560
2018-02-18,1.3900000000000001,1.43,1.36,0.06999999999999984,-0.05999999999999983,1.4024999999999999,1.43,1.39,0.040000000000000036,-0.040000000000000036,1.3575000000000002,1.37,1.35,0.020000000000000018,-0.020000000000000018,1.37,1.38,1.36,0.019999999999999796,0.009999999999999787,17356,25074,8364,16710,6033
2018-02-25,1.394,1.41,1.38,0.030000000000000027,0.010000000000000009,1.406,1.44,1.38,0.06000000000000005,-0.030000000000000027,1.346,1.37,1.33,0.040000000000000036,-0.040000000000000036,1.3592,1.39,1.33,0.05999999999999983,-0.039999999999999813,40633,114954,9159,105795,-105795
2018-03-04,1.376,1.41,1.32,0.08999999999999986,-0.020000000000000018,1.402,1.45,1.35,0.09999999999999987,0.040000000000000036,1.3144,1.351,1.3,0.050999999999999934,0.050999999999999934,1.372,1.45,1.32,0.1299999999999999,0.1299999999999999,33330,51205,14513,36692,16897
2018-03-11,1.394,1.43,1.32,0.10999999999999988,-0.050000000000000044,1.4265999999999999,1.45,1.39,0.06000000000000005,0.0,1.3464,1.37,1.32,0.050000000000000044,0.010000000000000009,1.377,1.42,1.32,0.09999999999999987,0.040000000000000036,33612,48286,8771,39515,-3451
2018-03-18,1.3858,1.44,1.34,0.09999999999999987,-0.09999999999999987,1.3954,1.44,1.37,0.06999999999999984,-0.06300000000000017,1.3368,1.35,1.32,0.030000000000000027,-0.014000000000000012,1.355,1.39,1.33,0.05999999999999983,-0.04499999999999993,12356,21599,2222,19377,-9474
2018-03-25,1.33975,1.37,1.31,0.06000000000000005,-0.030000000000000027,1.3515000000000001,1.37,1.339,0.03100000000000014,-0.030000000000000027,1.3075,1.31,1.3,0.010000000000000009,0.0,1.31575,1.33,1.31,0.020000000000000018,-0.020000000000000018,14750,23968,10880,13088,-10940
2018-04-01,1.2854,1.32,1.2329999999999999,0.08700000000000019,-0.06700000000000017,1.3122,1.328,1.29,0.038000000000000034,-0.008000000000000007,1.2556,1.3,1.2209999999999999,0.07900000000000018,-0.06700000000000017,1.281,1.31,1.26,0.050000000000000044,-0.050000000000000044,25401,70709,6859,63850,13418
2018-04-08,1.3326,1.37,1.3,0.07000000000000006,0.030000000000000027,1.42,1.6,1.32,0.28,0.050000000000000044,1.3178,1.355,1.281,0.07400000000000007,0.030000000000000027,1.346,1.38,1.3,0.07999999999999985,0.030000000000000027,60650,183581,4889,178692,10094
2018-04-15,1.314,1.33,1.3,0.030000000000000027,-0.020000000000000018,1.3386,1.35,1.33,0.020000000000000018,0.020000000000000018,1.3,1.3,1.3,0.0,0.0,1.32,1.34,1.3,0.040000000000000036,0.020000000000000018,10062,22396,1954,20442,-365
2018-04-22,1.29,1.33,1.25,0.08000000000000007,-0.030000000000000027,1.3074000000000001,1.33,1.28,0.050000000000000044,-0.013000000000000123,1.262,1.28,1.22,0.06000000000000005,0.0,1.2792,1.3,1.265,0.03500000000000014,0.020000000000000018,15700,20034,12539,7495,2579
2018-04-29,1.3342,1.4,1.291,0.10899999999999999,0.07999999999999985,1.3724,1.45,1.32,0.1299999999999999,0.039999999999999813,1.3024,1.36,1.27,0.09000000000000008,0.050000000000000044,1.3258,1.38,1.27,0.10999999999999988,0.039000000000000146,26210,72958,4770,68188,13512
2018-05-06,1.3898,1.45,1.35,0.09999999999999987,0.039999999999999813,1.4208,1.45,1.3940000000000001,0.05599999999999983,0.015999999999999792,1.3558000000000001,1.38,1.33,0.04999999999999982,0.018999999999999906,1.3996,1.43,1.379,0.050999999999999934,-0.009000000000000119,24229,39444,11948,27496,5896
2018-05-13,1.3554,1.3869999999999998,1.31,0.07699999999999974,-0.02699999999999969,1.498,1.92,1.36,0.5599999999999998,0.53,1.334,1.36,1.31,0.050000000000000044,0.030000000000000027,1.4360000000000002,1.77,1.33,0.43999999999999995,0.43999999999999995,139214,487903,11618,476285,457539
2018-05-20,1.536,1.74,1.45,0.29000000000000004,-0.24,1.772,2.55,1.46,1.0899999999999999,0.8099999999999998,1.4222,1.46,1.391,0.06899999999999995,-0.050000000000000044,1.5051999999999999,1.65,1.4369999999999998,0.21300000000000008,0.18999999999999995,597533,2447524,32057,2415467,2147126
2018-05-27,1.61775,1.66,1.56,0.09999999999999987,-0.04899999999999993,1.755,1.87,1.64,0.2300000000000002,0.030000000000000027,1.5702500000000001,1.611,1.53,0.08099999999999996,0.030999999999999917,1.63,1.68,1.57,0.10999999999999988,0.030000000000000027,106395,155532,69952,85580,-85580
2018-06-03,1.982,2.1,1.76,0.3400000000000001,0.2699999999999998,2.074,2.18,1.97,0.2100000000000002,0.13000000000000012,1.8228,1.9,1.67,0.22999999999999998,0.19000000000000017,1.995,2.1,1.91,0.19000000000000017,0.14000000000000012,97781,219474,43465,176009,-44086
2018-06-10,2.15,2.38,1.93,0.44999999999999996,-0.44999999999999996,2.1864,2.38,1.962,0.4179999999999999,-0.4179999999999999,1.9928,2.124,1.93,0.19400000000000017,-0.09999999999999987,2.076,2.28,1.94,0.33999999999999986,-0.2500000000000002,72748,150126,13280,136846,-136846
2018-06-17,1.758,1.93,1.6,0.32999999999999985,-0.17999999999999994,1.886,2.12,1.68,0.44000000000000017,0.18000000000000016,1.678,1.87,1.57,0.30000000000000004,-0.18000000000000016,1.7298,1.91,1.61,0.2999999999999998,-0.21999999999999997,96222,181240,33008,148232,148232
2018-06-24,1.6356,1.71,1.5,0.20999999999999996,-0.15999999999999992,1.7396,1.835,1.6030000000000002,0.23199999999999976,-0.09499999999999997,1.57,1.66,1.47,0.18999999999999995,-0.15999999999999992,1.606,1.7,1.49,0.20999999999999996,-0.1299999999999999,54983,94617,26412,68205,-45042
2018-07-01,1.5862500000000002,1.8,1.485,0.31499999999999995,0.27,1.69,1.87,1.53,0.3400000000000001,0.24,1.49825,1.57,1.4680000000000002,0.10199999999999987,0.10000000000000009,1.5945,1.798,1.47,0.32800000000000007,0.14000000000000012,92759,227730,6548,221182,54021
2018-07-08,1.6368,1.68,1.611,0.06899999999999995,0.0,1.7088,1.86,1.655,0.20500000000000007,0.20500000000000007,1.611,1.625,1.59,0.03499999999999992,0.010000000000000009,1.652,1.7,1.62,0.07999999999999985,0.07999999999999985,31444,108537,7856,100681,95869
2018-07-15,1.6302,1.66,1.5930000000000002,0.06699999999999973,0.0,1.6707999999999998,1.69,1.63,0.06000000000000005,-0.020000000000000018,1.6094,1.63,1.5930000000000002,0.0369999999999997,-0.0050000000000001155,1.6284,1.65,1.608,0.041999999999999815,-0.030999999999999917,18088,38325,3761,34564,-34564
2018-07-22,1.6034,1.6219999999999999,1.59,0.031999999999999806,-0.030000000000000027,1.6341999999999999,1.649,1.6159999999999999,0.03300000000000014,-0.03300000000000014,1.5794000000000001,1.59,1.54,0.050000000000000044,-0.050000000000000044,1.591,1.615,1.55,0.06499999999999995,-0.040000000000000036,11966,20774,5459,15315,15315
