Date,Deutsche X-trackers Emerging Markets Bond Interest_Open_average,Deutsche X-trackers Emerging Markets Bond Interest_Open_max,Deutsche X-trackers Emerging Markets Bond Interest_Open_min,Deutsche X-trackers Emerging Markets Bond Interest_Open_volatility,Deutsche X-trackers Emerging Markets Bond Interest_Open_change,Deutsche X-trackers Emerging Markets Bond Interest_High_average,Deutsche X-trackers Emerging Markets Bond Interest_High_max,Deutsche X-trackers Emerging Markets Bond Interest_High_min,Deutsche X-trackers Emerging Markets Bond Interest_High_volatility,Deutsche X-trackers Emerging Markets Bond Interest_High_change,Deutsche X-trackers Emerging Markets Bond Interest_Low_average,Deutsche X-trackers Emerging Markets Bond Interest_Low_max,Deutsche X-trackers Emerging Markets Bond Interest_Low_min,Deutsche X-trackers Emerging Markets Bond Interest_Low_volatility,Deutsche X-trackers Emerging Markets Bond Interest_Low_change,Deutsche X-trackers Emerging Markets Bond Interest_Close_average,Deutsche X-trackers Emerging Markets Bond Interest_Close_max,Deutsche X-trackers Emerging Markets Bond Interest_Close_min,Deutsche X-trackers Emerging Markets Bond Interest_Close_volatility,Deutsche X-trackers Emerging Markets Bond Interest_Close_change
2018-07-08,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-07-15,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-07-22,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-07-29,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2018-08-05,24.49,24.49,24.49,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-08-12,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2018-08-19,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-08-26,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-09-02,24.01,24.01,24.01,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2018-09-09,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-09-16,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-09-23,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-09-30,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2018-10-07,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-10-14,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-10-21,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-10-28,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2018-11-04,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2018-11-11,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2018-11-18,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-11-25,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-12-02,23.68,23.68,23.68,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-12-09,23.96,23.96,23.96,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-12-16,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-12-23,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-12-30,22.58,22.58,22.58,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2019-01-06,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-01-13,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-01-20,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-01-27,23.23,23.23,23.23,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-02-03,23.3,23.3,23.3,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-02-10,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-02-17,23.41,23.41,23.41,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-02-24,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-03-03,23.31,23.31,23.31,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-03-10,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-03-17,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-03-24,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-03-31,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-04-07,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-04-14,23.75,23.75,23.75,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-04-21,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-04-28,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-05-05,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-05-12,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-05-19,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-05-26,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-06-02,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-06-09,23.32,23.32,23.32,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-06-16,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-06-23,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-06-30,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-07-07,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-07-14,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-07-21,24.13,24.13,24.13,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.87,23.87,23.87,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-07-28,23.61,23.61,23.61,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-08-04,23.61,23.61,23.61,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-08-11,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-08-18,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-08-25,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-09-01,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2019-09-08,23.77,23.77,23.77,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-09-15,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-09-22,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-09-29,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-10-06,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-10-13,23.6,23.6,23.6,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-10-20,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-10-27,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-11-03,23.84,23.84,23.84,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-11-10,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-11-17,23.55,23.55,23.55,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-11-24,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-12-01,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-12-08,24.08,24.08,24.08,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-12-15,23.82,23.82,23.82,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.82,23.82,23.82,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-12-22,23.97,23.97,23.97,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-12-29,24.06,24.06,24.06,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.11,24.11,24.11,0.0,0.0
