Date,IGLD_stock_Open_average,IGLD_stock_Open_max,IGLD_stock_Open_min,IGLD_stock_Open_volatility,IGLD_stock_Open_change,IGLD_stock_High_average,IGLD_stock_High_max,IGLD_stock_High_min,IGLD_stock_High_volatility,IGLD_stock_High_change,IGLD_stock_Low_average,IGLD_stock_Low_max,IGLD_stock_Low_min,IGLD_stock_Low_volatility,IGLD_stock_Low_change,IGLD_stock_Close_average,IGLD_stock_Close_max,IGLD_stock_Close_min,IGLD_stock_Close_volatility,IGLD_stock_Close_change,IGLD_stock_Volume_average,IGLD_stock_Volume_max,IGLD_stock_Volume_min,IGLD_stock_Volume_volatility,IGLD_stock_Volume_change
2018-01-14,1020.75,1065.0,985.0,80.0,80.0,1042.6675,1078.0,1009.0,69.0,41.0,1013.23,1052.92,980.0,72.92000000000007,67.92000000000007,1025.6975,1052.92,996.2,56.72000000000003,44.15000000000009,30,52,10,42,-26
2018-01-21,998.952,1046.0,962.76,83.24000000000001,-70.0,1024.15,1091.0,983.75,107.25,-62.25,978.14,1010.7,951.0,59.700000000000045,-58.700000000000045,1006.34,1070.0,966.0,104.0,-44.700000000000045,49,148,12,136,40
2018-01-28,933.8,1000.0,890.0,110.0,-110.0,954.2,1000.0,918.0,82.0,-62.0,919.0,987.0,864.0,123.0,-123.0,933.4,995.0,870.0,125.0,-125.0,66,140,3,137,136
2018-02-04,758.2,802.0,734.0,68.0,-68.0,767.4,827.0,734.0,93.0,-93.0,751.0,778.0,734.0,44.0,-44.0,753.0,778.0,734.0,44.0,-44.0,12,35,1,34,-34
2018-02-11,736.0,760.0,712.0,48.0,28.0,739.996,760.0,728.99,31.00999999999999,28.0,731.4,749.0,712.0,37.0,10.0,735.596,749.0,728.99,20.00999999999999,10.0,14,28,5,23,10
2018-02-18,782.0,815.0,764.0,51.0,-1.0,798.135,818.36,764.0,54.360000000000014,-23.180000000000064,774.75,790.0,760.0,30.0,-1.0,790.295,815.0,760.0,55.0,-19.82000000000005,42,96,2,94,-90
2018-02-25,802.75,830.0,781.0,49.0,-19.0,826.0,865.0,781.0,84.0,-77.0,783.2525,800.0,773.01,26.99000000000001,-19.0,800.5125,848.04,773.01,75.02999999999997,-67.03999999999996,20,50,1,49,-12
2018-03-04,735.4,770.0,704.0,66.0,-63.0,736.5,770.0,707.0,63.0,-63.0,731.704,765.0,702.52,62.48000000000002,-62.48000000000002,734.1,765.0,706.5,58.5,-58.0,19,38,7,31,-15
2018-03-11,549.854,712.0,7.26,704.74,13.0,555.972,712.59,7.26,705.33,5.0,549.854,712.0,7.26,704.74,13.0,555.972,712.59,7.26,705.33,5.0,6,24,0,24,-1
2018-03-18,485.17,686.0,6.68,679.32,585.32,496.67,729.0,6.68,722.32,588.32,475.17,671.0,6.68,664.32,585.32,494.645,729.0,6.68,722.32,586.23,29,80,0,80,6
2018-03-25,600.015,633.0,556.0,77.0,-61.0,611.525,635.0,556.0,79.0,-73.0,580.015,620.0,500.0,120.0,-106.0,603.7875,629.0,535.1,93.89999999999998,-93.89999999999998,59,130,19,111,83
2018-04-01,387.56,506.0,4.8,501.2,-39.0,390.56,506.0,4.8,501.2,-39.0,386.358,501.0,4.8,496.2,-34.0,386.358,501.0,4.8,496.2,-34.0,23,66,0,66,-23
2018-04-08,467.6,514.0,430.0,84.0,-40.0,474.198,514.0,430.0,84.0,-55.0,458.8,510.0,425.0,85.0,-40.0,468.0,510.0,430.0,80.0,-55.0,81,175,3,172,-70
2018-04-15,314.744,426.0,3.72,422.28,-52.0,316.944,426.0,3.72,422.28,-45.0,306.744,416.0,3.72,412.28,-45.0,308.59000000000003,416.0,3.72,412.28,-45.0,29,67,0,67,7
2018-04-22,375.402,393.0,356.01,36.99000000000001,21.0,375.6,393.0,356.01,36.99000000000001,20.00999999999999,366.788,389.0,349.1,39.89999999999998,39.89999999999998,367.388,390.0,351.1,38.89999999999998,38.89999999999998,10,19,2,17,0
2018-04-29,406.2,424.0,380.0,44.0,-22.0,414.38,432.0,400.0,32.0,-23.0,404.2,424.0,380.0,44.0,-22.0,410.262,425.0,397.0,28.0,-23.0,62,119,9,110,-76
2018-05-06,378.6,400.0,370.0,30.0,-30.0,379.0,400.0,372.0,28.0,-28.0,368.354,382.77,354.0,28.769999999999982,-16.769999999999982,373.358,382.77,365.0,17.769999999999982,-10.769999999999982,23,58,5,53,44
2018-05-13,349.2,361.0,330.0,31.0,-3.0,364.222,376.82,350.0,26.819999999999993,-6.600000000000023,340.208,352.0,329.0,23.0,-5.9599999999999795,342.76800000000003,353.0,329.0,24.0,-6.9599999999999795,47,88,8,80,-79
2018-05-20,332.2,346.0,313.0,33.0,-6.0,346.096,369.0,313.0,56.0,6.0,322.62,346.0,300.0,46.0,-25.899999999999977,334.394,349.99,305.0,44.99000000000001,-19.019999999999982,157,392,3,389,142
2018-05-27,291.0,310.0,280.0,30.0,-30.0,305.0325,323.0,286.0,37.0,7.8700000000000045,274.0,290.0,260.0,30.0,-19.0,281.25,290.0,275.0,15.0,-10.0,324,500,258,242,-237
2018-06-03,256.4,275.0,243.0,32.0,-28.0,272.68,295.9,258.0,37.89999999999998,20.899999999999977,250.2,261.0,240.0,21.0,-14.0,259.278,271.0,243.0,28.0,4.0,614,2509,25,2484,2426
2018-06-10,308.8,335.0,286.0,49.0,-15.0,337.358,405.0,303.0,102.0,-100.0,289.8,298.0,283.0,15.0,-12.0,310.8,335.0,290.0,45.0,-44.0,614,2028,62,1966,-1966
2018-06-17,277.6,285.0,270.0,15.0,1.0,284.832,301.0,271.16,29.839999999999975,4.0,268.8,274.0,260.0,14.0,2.0,276.292,287.0,265.0,22.0,-1.4599999999999795,265,775,53,722,69
2018-06-24,276.56,290.8,271.0,19.80000000000001,19.80000000000001,287.46,301.0,275.5,25.5,15.300000000000011,269.2,275.0,262.0,13.0,13.0,272.526,281.73,262.0,19.730000000000018,13.0,268,653,94,559,32
2018-07-01,281.75,286.0,277.0,9.0,4.0,299.25,319.0,282.0,37.0,37.0,277.425,286.0,271.0,15.0,14.300000000000011,289.75,318.0,274.0,44.0,44.0,104,174,19,155,54
2018-07-08,297.09,301.0,290.45,10.550000000000011,1.0,306.348,319.0,299.74,19.25999999999999,-19.0,286.976,294.78,276.0,18.779999999999973,-13.0,293.928,301.0,277.0,24.0,-24.0,75,132,40,92,-22
2018-07-15,274.764,282.0,271.0,11.0,5.0,284.8,292.0,282.0,10.0,-10.0,271.764,282.0,264.0,18.0,7.0,278.0,282.0,272.0,10.0,7.0,54,105,1,104,-50
2018-07-22,275.946,289.0,270.0,19.0,2.269999999999982,280.346,290.0,272.73,17.269999999999982,2.269999999999982,269.246,272.73,263.0,9.730000000000018,-4.230000000000018,276.346,285.0,270.0,15.0,1.2699999999999818,52,167,1,166,39
2018-07-29,258.6,269.0,250.0,19.0,-19.0,260.424,269.0,252.0,17.0,-17.0,251.096,262.0,243.0,19.0,-17.0,256.2,264.0,249.0,15.0,-10.0,82,272,28,244,4
2018-08-05,183.838,247.0,2.46,244.54,-28.27000000000001,188.892,252.0,2.46,249.54,-33.0,181.312,247.0,2.46,244.54,-29.900000000000006,184.512,252.0,2.46,249.54,-34.900000000000006,55,184,0,184,33
2018-08-12,187.618,240.0,2.32,237.68,14.22999999999999,192.856,246.95,2.32,244.63,11.949999999999989,185.364,238.73,2.32,236.41,12.95999999999998,188.01,238.73,2.32,236.41,4.72999999999999,15,26,0,26,16
2018-08-19,259.2,293.0,227.0,66.0,66.0,269.0,300.0,239.0,61.0,61.0,251.2,273.0,225.0,48.0,48.0,265.666,290.0,236.0,54.0,52.329999999999984,127,311,13,298,141
2018-08-26,279.0,298.0,264.0,34.0,12.0,282.2,298.0,265.0,33.0,12.0,264.082,270.0,257.0,13.0,-4.589999999999975,269.92,280.0,260.0,20.0,-5.0,51,144,13,131,-20
2018-09-02,191.6425,258.0,2.57,255.43,-255.43,195.3925,261.0,2.57,258.43,-257.43,187.1675,250.0,2.57,247.43,-247.43,194.7975,261.0,2.57,258.43,-255.05,27,71,0,71,-29
2018-09-09,248.315,253.26,244.0,9.259999999999991,-9.259999999999991,255.0,260.0,244.0,16.0,4.0,245.065,253.26,231.0,22.25999999999999,-22.25999999999999,254.5,260.0,244.0,16.0,4.0,64,150,2,148,147
2018-09-16,203.85,277.9,2.74,275.15999999999997,15.139999999999986,205.7,279.0,2.74,276.26,14.739999999999952,198.2825,270.01,2.74,267.27,-5.139999999999986,201.935,272.0,2.74,269.26,7.0,18,47,0,47,13
2018-09-23,259.25,265.0,250.0,15.0,-2.0,266.75,277.0,260.0,17.0,-5.0,255.25,265.0,244.0,21.0,-18.0,261.5,271.0,245.0,26.0,-20.0,42,119,3,116,36
2018-09-30,150.024,255.0,2.56,252.44,-247.44,152.6,255.99,2.56,253.43,-253.43,145.044,245.0,2.56,242.44,-232.54,150.6,255.99,2.56,253.43,-253.43,38,105,0,105,-105
2018-10-07,186.694,239.0,2.48,236.52,226.51000000000002,187.35999999999999,240.32,2.48,237.84,226.52,183.296,239.0,2.48,236.52,226.51000000000002,185.758,240.32,2.48,237.84,226.51000000000002,11,18,0,18,12
2018-10-14,229.4225,236.0,220.99,15.009999999999991,-0.6999999999999886,233.765,238.36,230.0,8.360000000000014,-0.6999999999999886,223.255,230.7,211.33,19.369999999999976,-19.369999999999976,227.5975,238.36,211.33,27.03,-19.369999999999976,23,57,1,56,56
2018-10-21,178.056,225.0,2.28,222.72,-3.0,180.196,229.0,2.28,226.72,-10.0,172.856,219.0,2.28,216.72,5.0,178.056,228.0,2.28,225.72,-9.0,27,66,0,66,-56
2018-10-28,229.7725,237.09,223.0,14.090000000000003,9.090000000000003,237.145,243.99,230.0,13.990000000000009,7.090000000000003,229.7725,237.09,223.0,14.090000000000003,9.090000000000003,234.1475,237.5,230.0,7.5,7.090000000000003,27,57,1,56,-18
2018-11-04,237.2,245.0,230.0,15.0,14.0,259.6,298.0,231.0,67.0,25.0,233.8,245.0,230.0,15.0,14.0,242.45,246.23,231.0,15.22999999999999,15.22999999999999,495,2131,4,2127,53
2018-11-11,261.5875,266.0,258.0,8.0,-5.350000000000023,262.75,266.0,260.0,6.0,-3.0,251.0,258.0,246.0,12.0,12.0,257.5,261.0,251.0,10.0,10.0,39,73,7,66,-46
2018-11-18,267.75,271.0,262.0,9.0,-9.0,285.2125,300.0,272.72,27.279999999999973,-27.279999999999973,262.0,271.0,248.0,23.0,-9.0,279.68,290.0,271.0,19.0,-12.279999999999973,102,247,26,221,-221
2018-11-25,277.0,282.0,274.0,8.0,-6.0,278.6,282.0,274.0,8.0,-6.0,269.262,275.0,262.31,12.689999999999998,-9.0,273.262,282.0,262.31,19.689999999999998,-2.0,14,30,3,27,23
2018-12-02,256.89750000000004,263.54,246.0,17.54000000000002,-17.54000000000002,257.845,267.33,246.0,21.329999999999984,-21.329999999999984,252.0,263.54,242.0,21.54000000000002,-19.54000000000002,254.13,267.33,244.73,22.599999999999994,-21.329999999999984,20,28,13,15,7
2018-12-09,150.906,257.5,2.46,255.04,0.18999999999999995,158.21800000000002,274.98,2.46,272.52000000000004,0.18999999999999995,150.906,257.5,2.46,255.04,0.18999999999999995,153.822,258.0,2.46,255.54,0.18999999999999995,6,24,0,24,0
2018-12-16,221.006,244.0,202.0,42.0,-42.0,224.502,260.0,202.0,58.0,-58.0,216.0,231.0,200.0,31.0,-29.0,220.008,244.0,202.0,42.0,-42.0,40,85,13,72,-28
2018-12-23,133.9375,186.0,1.75,184.25,-6.0,137.4375,186.0,1.75,184.25,-6.0,121.655,173.87,1.75,172.12,-30.870000000000005,134.155,182.0,1.75,180.25,5.1299999999999955,9,21,0,21,7
2018-12-30,165.75,172.0,153.0,19.0,18.0,174.0725,185.3,162.99,22.310000000000002,13.009999999999991,163.0,171.0,153.0,18.0,18.0,166.1375,173.49,159.21,14.280000000000001,14.280000000000001,35,93,2,91,-87
2019-01-06,171.8,187.0,152.0,35.0,-35.0,181.598,206.0,160.99,45.00999999999999,-32.0,166.2,187.0,145.0,42.0,-35.0,170.538,194.69,145.0,49.69,-37.69,79,140,42,98,-21
2019-01-13,107.972,140.0,86.9,53.099999999999994,-29.0,112.192,144.0,92.96,51.040000000000006,-33.0,98.212,132.0,76.06,55.94,-37.0,104.802,134.0,86.0,48.0,-36.989999999999995,1500,3224,677,2547,435
2019-01-20,67.965,85.0,57.0,28.0,-24.0,70.3175,89.0,61.0,28.0,-28.0,62.57,78.0,55.0,23.0,-21.72,65.5,81.01,57.0,24.010000000000005,-24.010000000000005,3346,7351,564,6787,-6787
2019-01-27,58.47,62.89,52.0,10.89,6.060000000000002,62.328,67.42,57.0,10.420000000000002,10.420000000000002,56.118,60.01,52.0,8.009999999999998,4.07,59.648,65.89,53.51,12.380000000000003,12.380000000000003,1988,2878,718,2160,-118
2019-02-03,76.646,87.0,67.0,20.0,20.0,94.0,118.0,68.0,50.0,21.0,73.188,82.0,63.0,19.0,19.0,82.4,88.0,68.0,20.0,18.0,7299,21406,1058,20348,-234
2019-02-10,77.0,80.0,73.0,7.0,2.0,82.2,88.0,79.0,9.0,7.0,74.0,80.0,71.0,9.0,6.0,77.2,81.0,73.5,7.5,6.030000000000001,2310,4894,887,4007,-3286
2019-02-17,84.0,95.0,80.0,15.0,14.0,100.4875,148.0,83.95,64.05,62.0,80.2425,83.47,77.5,5.969999999999999,5.969999999999999,85.8075,98.0,80.0,18.0,18.0,11480,41746,798,40948,39281
2019-02-24,86.404,95.0,78.0,17.0,-14.219999999999999,89.6,108.0,79.0,29.0,-29.0,81.192,91.96,75.0,16.959999999999994,-16.959999999999994,84.004,94.55,76.0,18.549999999999997,-18.549999999999997,4141,7440,1113,6327,-5786
2019-03-03,81.138,87.0,76.0,11.0,-3.680000000000007,87.35,98.0,79.0,19.0,-19.0,75.228,80.0,66.1,13.900000000000006,-9.930000000000007,82.524,87.6,76.6,11.0,-11.0,3341,8182,1058,7124,-4634
2019-03-10,79.578,82.49,75.0,7.489999999999995,4.400000000000006,87.26,94.0,81.56,12.439999999999998,0.0,78.008,81.04,75.0,6.040000000000006,3.0,83.546,86.87,79.9,6.969999999999999,1.980000000000004,5560,15407,1997,13410,-1679
2019-03-17,70.332,82.0,59.0,23.0,-22.0,71.914,84.37,60.0,24.370000000000005,-24.370000000000005,64.104,79.77,52.0,27.769999999999996,-27.769999999999996,67.592,83.73,56.5,27.230000000000004,-27.230000000000004,5525,13099,2298,10801,4221
2019-03-24,57.564,59.32,55.5,3.8200000000000003,-3.8200000000000003,58.926,59.93,57.0,2.9299999999999997,-1.0900000000000034,54.042,55.15,52.0,3.1499999999999986,3.0,55.77,57.0,55.0,2.0,-1.2000000000000028,2088,3596,1106,2490,-1719
2019-03-31,50.408,54.8,46.0,8.799999999999997,-8.799999999999997,53.138,55.2,49.5,5.700000000000003,-5.700000000000003,48.524,52.0,44.0,8.0,-6.799999999999997,50.814,54.35,46.68,7.670000000000002,-3.6000000000000014,2385,3681,1367,2314,1207
2019-04-07,53.318,57.0,50.33,6.670000000000002,-4.0,57.576,63.0,53.79,9.21,-1.6700000000000017,50.682,51.01,49.4,1.6099999999999994,-0.00999999999999801,55.046,56.01,51.26,4.75,0.030000000000001137,3889,10353,768,9585,-9585
2019-04-14,50.62,54.0,48.0,6.0,-3.740000000000002,52.0775,55.0,50.12,4.880000000000003,-4.740000000000002,47.197500000000005,50.0,46.0,4.0,-3.229999999999997,50.0725,53.01,49.0,4.009999999999998,-4.009999999999998,955,1315,326,989,-612
2019-04-21,46.776,49.0,45.0,4.0,-2.780000000000001,47.8,50.0,45.03,4.969999999999999,-4.969999999999999,44.802,46.0,43.01,2.990000000000002,-2.990000000000002,46.076,47.9,44.41,3.490000000000002,-2.3000000000000043,984,1276,691,585,-585
2019-04-28,45.17,46.78,44.38,2.3999999999999986,0.3100000000000023,47.264,51.0,46.0,5.0,-0.22999999999999687,42.628,43.4,41.5,1.8999999999999986,-1.3999999999999986,45.346,46.23,45.0,1.2299999999999969,-1.2299999999999969,1246,3362,286,3076,-999
2019-05-05,42.652,43.98,42.0,1.9799999999999969,1.0,44.089999999999996,44.49,43.98,0.5100000000000051,0.020000000000003126,41.756,42.16,41.2,0.9599999999999937,0.1599999999999966,42.48,43.1,42.04,1.0600000000000023,0.6000000000000014,495,1299,73,1226,-1226
2019-05-12,41.436,44.0,38.0,6.0,-6.0,42.046,44.0,39.05,4.950000000000003,-4.950000000000003,39.22,41.0,37.0,4.0,-3.950000000000003,40.268,41.65,37.87,3.780000000000001,-2.2900000000000063,690,1797,256,1541,275
2019-05-19,32.04,35.4,29.0,6.399999999999999,-5.549999999999997,36.81,48.0,30.66,17.34,-11.0,29.864,33.2,28.5,4.700000000000003,-4.590000000000003,31.528,36.95,29.0,7.950000000000003,-6.940000000000001,5990,17165,1407,15758,-11434
2019-05-26,29.9525,31.51,27.9,3.610000000000003,-1.9100000000000001,32.1125,36.37,29.6,6.769999999999996,-2.0799999999999983,28.125,29.0,27.5,1.5,-1.0,29.134999999999998,30.38,28.0,2.379999999999999,-2.379999999999999,4737,16035,449,15586,-336
2019-06-02,28.22,29.4,26.5,2.8999999999999986,-2.8999999999999986,28.516,29.4,27.24,2.16,-2.16,26.85,27.75,26.25,1.5,-1.25,27.6,28.42,26.74,1.6800000000000033,-1.259999999999998,704,915,421,494,-184
2019-06-09,28.688,31.8,26.94,4.859999999999999,3.0599999999999987,32.878,43.0,27.99,15.010000000000002,3.3999999999999986,27.398,29.39,26.25,3.1400000000000006,3.1400000000000006,29.948,32.78,27.0,5.780000000000001,3.780000000000001,3897,14616,460,14156,-411
2019-06-16,31.308,34.5,29.15,5.350000000000001,3.6000000000000014,37.256,59.0,31.0,28.0,27.0,29.212,31.0,28.0,3.0,1.1900000000000013,30.442,33.3,29.0,4.299999999999997,1.9999999999999964,27708,127672,642,127030,126750
2019-06-23,35.208,38.54,32.0,6.539999999999999,-3.9099999999999966,36.098,39.9,32.0,7.899999999999999,-7.899999999999999,32.176,35.0,29.02,5.98,-5.09,34.154,39.0,30.02,8.98,-8.98,6560,18768,1032,17736,-17736
2019-06-30,31.9375,32.45,31.0,1.4500000000000028,1.2999999999999972,32.8975,33.5,32.3,1.2000000000000028,-1.2000000000000028,29.740000000000002,30.57,28.3,2.2699999999999996,-1.6999999999999993,31.052500000000002,32.0,30.29,1.7100000000000009,-0.620000000000001,2202,3318,922,2396,-491
2019-07-07,31.887999999999998,33.15,30.5,2.6499999999999986,1.3599999999999994,34.61,37.0,32.01,4.990000000000002,-0.5900000000000034,30.362000000000002,31.0,29.5,1.5,1.5,32.416,34.0,30.86,3.1400000000000006,1.9399999999999977,7977,17646,2402,15244,-2003
2019-07-14,35.496,40.11,31.98,8.129999999999999,3.3999999999999986,40.38,46.0,33.0,13.0,4.899999999999999,32.284,35.3,30.01,5.289999999999996,-0.889999999999997,35.38,39.9,32.0,7.899999999999999,2.0,16008,34594,1004,33590,5548
2019-07-21,33.141999999999996,35.05,31.34,3.7099999999999973,-2.009999999999998,34.884,36.42,33.3,3.1200000000000045,-3.1200000000000045,31.796,33.5,30.01,3.4899999999999984,-1.0,33.202,34.78,32.01,2.770000000000003,-2.770000000000003,2257,4063,737,3326,-3042
2019-07-28,36.31,40.8,33.6,7.199999999999996,-1.2800000000000011,40.396,52.82,35.1,17.72,-2.3999999999999986,33.346,35.14,31.4,3.740000000000002,1.6400000000000006,36.466,40.8,33.1,7.699999999999996,-2.6499999999999986,17576,66922,1816,65106,-5531
2019-08-04,37.57,43.0,32.86,10.14,-3.1400000000000006,40.1,44.0,35.0,9.0,-9.0,33.05,35.16,31.1,4.059999999999995,-2.2699999999999996,35.804,38.88,31.49,7.390000000000004,-7.390000000000004,9474,20095,2698,17397,-12054
2019-08-11,29.7,32.0,26.99,5.010000000000002,-5.010000000000002,32.768,35.75,30.0,5.75,2.450000000000003,27.502,30.0,24.5,5.5,-5.5,29.274,32.0,26.0,6.0,-1.6099999999999994,5255,6740,3557,3183,3183
2019-08-18,25.46,28.19,22.72,5.470000000000002,-2.450000000000003,26.208,28.45,25.0,3.4499999999999993,-2.710000000000001,23.814,25.2,22.41,2.789999999999999,-1.4600000000000009,24.43,25.43,23.0,2.4299999999999997,-1.2300000000000004,6979,14201,2426,11775,-11775
2019-08-25,24.759999999999998,26.97,22.6,4.369999999999997,0.4499999999999993,28.174,31.61,25.0,6.609999999999999,-0.8299999999999983,24.14,26.3,22.6,3.6999999999999993,-0.4200000000000017,25.78,28.24,24.56,3.6799999999999997,0.0400000000000027,10322,29494,3786,25708,2227
2019-09-01,24.295,25.56,22.1,3.4599999999999973,-2.3999999999999986,25.7675,27.0,23.55,3.4499999999999993,-3.4499999999999993,22.697499999999998,25.02,20.04,4.98,-2.6700000000000017,24.572499999999998,27.0,22.4,4.600000000000001,-4.600000000000001,4167,4907,3276,1631,-728
2019-09-08,22.206,22.74,22.01,0.7299999999999969,0.06999999999999673,22.901999999999997,23.99,22.08,1.9100000000000001,-1.9100000000000001,21.904,22.13,21.56,0.5700000000000003,0.06999999999999673,22.753999999999998,23.99,22.0,1.9899999999999984,-1.9100000000000001,906,1242,645,597,-408
2019-09-15,23.034,23.4,22.7,0.6999999999999993,-0.17999999999999972,23.396,24.5,22.7,1.8000000000000007,-0.17999999999999972,22.66,23.37,22.15,1.2200000000000024,-0.6600000000000001,22.8,23.69,22.15,1.5400000000000027,-0.6600000000000001,902,1504,0,1504,-598
2019-09-22,20.310000000000002,21.11,18.67,2.4399999999999977,-1.9499999999999993,20.64,21.11,19.5,1.6099999999999994,-1.6099999999999994,20.025,21.11,18.67,2.4399999999999977,-1.9499999999999993,20.355,21.11,19.5,1.6099999999999994,-1.6099999999999994,560,642,415,227,-227
2019-09-29,19.946666666666665,20.49,19.24,1.25,1.25,19.946666666666665,20.49,19.24,1.25,1.25,19.946666666666665,20.49,19.24,1.25,1.25,19.946666666666665,20.49,19.24,1.25,1.25,342,450,242,208,208
2019-10-06,19.26,19.62,19.0,0.620000000000001,-0.620000000000001,20.26,22.0,19.16,2.84,2.379999999999999,18.94,19.16,18.5,0.6600000000000001,-0.6600000000000001,20.106666666666666,22.0,19.16,2.84,2.84,1142,1688,844,844,793
2019-10-13,17.689999999999998,20.97,14.08,6.889999999999999,-3.9399999999999995,18.266666666666666,20.97,15.81,5.159999999999998,-2.209999999999999,16.36,18.02,14.08,3.9399999999999995,-3.9399999999999995,17.436666666666667,18.48,15.81,2.67,-2.209999999999999,871,1804,270,1534,270
2019-10-20,15.6575,16.36,14.55,1.8099999999999987,-1.8099999999999987,15.717500000000001,16.5,14.55,1.9499999999999993,-1.9499999999999993,15.412500000000001,16.36,14.55,1.8099999999999987,-1.8099999999999987,15.717500000000001,16.5,14.55,1.9499999999999993,-1.9499999999999993,716,1075,415,660,424
2019-10-27,13.322,14.0,12.53,1.4700000000000006,-0.35999999999999943,13.648,14.0,12.62,1.3800000000000008,-0.35999999999999943,12.906,13.64,12.16,1.4800000000000004,0.4400000000000013,12.966,13.64,12.27,1.370000000000001,0.33999999999999986,3294,8307,550,7757,-2762
2019-11-03,12.986,13.47,12.65,0.8200000000000003,-0.40000000000000036,13.57,15.19,12.65,2.539999999999999,-0.40000000000000036,12.228,13.06,11.53,1.5300000000000011,0.7200000000000006,12.914,14.0,12.08,1.92,0.16999999999999993,2144,3053,897,2156,-2156
2019-11-10,12.95,14.05,11.19,2.860000000000001,-2.51,12.9975,14.06,11.19,2.870000000000001,-2.66,12.807500000000001,14.05,11.19,2.860000000000001,-2.3100000000000005,12.81,14.06,11.19,2.870000000000001,-2.3100000000000005,798,1768,197,1571,-1571
2019-11-17,11.09,11.75,9.32,2.4299999999999997,-2.33,12.205,12.92,11.65,1.2699999999999996,1.2699999999999996,10.97,11.75,9.32,2.4299999999999997,-2.33,11.84,12.5,11.16,1.3399999999999999,0.8499999999999996,1105,1922,464,1458,667
2019-11-24,11.936666666666667,12.3,11.5,0.8000000000000007,0.5099999999999998,15.71,22.62,12.01,10.610000000000001,-0.4900000000000002,11.933333333333334,12.3,11.5,0.8000000000000007,0.5,12.92,14.26,12.0,2.26,-0.5,30746,76620,959,75661,13700
2019-12-01,10.87,11.5,10.0,1.5,1.5,12.516666666666667,13.39,11.5,1.8900000000000006,-1.8900000000000006,10.583333333333334,11.5,10.0,1.5,1.5,12.26,13.39,11.5,1.8900000000000006,-1.8900000000000006,3483,5241,0,5241,-5241
2019-12-08,10.8975,11.93,9.13,2.799999999999999,-2.5,10.995000000000001,11.94,9.13,2.8099999999999987,-2.5,9.695,11.63,7.12,4.510000000000001,-4.510000000000001,9.865,11.63,7.8,3.830000000000001,-3.830000000000001,1942,3524,0,3524,2964
2019-12-15,10.15,10.5,9.65,0.8499999999999996,0.40000000000000036,10.294,10.75,10.02,0.7300000000000004,0.13000000000000078,10.062000000000001,10.5,9.65,0.8499999999999996,0.15000000000000036,10.22,10.75,9.8,0.9499999999999993,-0.1999999999999993,1133,2581,0,2581,-1106
