Date,SPDR S&P 600 Small Cap ValueEtf_Open_average,SPDR S&P 600 Small Cap ValueEtf_Open_max,SPDR S&P 600 Small Cap ValueEtf_Open_min,SPDR S&P 600 Small Cap ValueEtf_Open_volatility,SPDR S&P 600 Small Cap ValueEtf_Open_change,SPDR S&P 600 Small Cap ValueEtf_High_average,SPDR S&P 600 Small Cap ValueEtf_High_max,SPDR S&P 600 Small Cap ValueEtf_High_min,SPDR S&P 600 Small Cap ValueEtf_High_volatility,SPDR S&P 600 Small Cap ValueEtf_High_change,SPDR S&P 600 Small Cap ValueEtf_Low_average,SPDR S&P 600 Small Cap ValueEtf_Low_max,SPDR S&P 600 Small Cap ValueEtf_Low_min,SPDR S&P 600 Small Cap ValueEtf_Low_volatility,SPDR S&P 600 Small Cap ValueEtf_Low_change,SPDR S&P 600 Small Cap ValueEtf_Close_average,SPDR S&P 600 Small Cap ValueEtf_Close_max,SPDR S&P 600 Small Cap ValueEtf_Close_min,SPDR S&P 600 Small Cap ValueEtf_Close_volatility,SPDR S&P 600 Small Cap ValueEtf_Close_change
2018-09-09,69.34,69.34,69.34,0.0,0.0,69.86,69.86,69.86,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2018-09-16,69.75,69.75,69.75,0.0,0.0,70.03,70.03,70.03,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2018-09-23,67.8,67.8,67.8,0.0,0.0,68.42,68.42,68.42,0.0,0.0,67.8,67.8,67.8,0.0,0.0,68.27,68.27,68.27,0.0,0.0
2018-09-30,66.59,66.59,66.59,0.0,0.0,66.73,66.73,66.73,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.99,65.99,65.99,0.0,0.0
2018-10-07,63.66,63.66,63.66,0.0,0.0,63.66,63.66,63.66,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2018-10-14,63.16,63.16,63.16,0.0,0.0,63.45,63.45,63.45,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2018-10-21,60.49,60.49,60.49,0.0,0.0,61.3,61.3,61.3,0.0,0.0,59.47,59.47,59.47,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2018-10-28,62.7,62.7,62.7,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2018-11-04,63.65,63.65,63.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2018-11-11,61.51,61.51,61.51,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.43,61.43,61.43,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2018-11-18,60.21,60.21,60.21,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-11-25,61.22,61.22,61.22,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2018-12-02,59.21,59.21,59.21,0.0,0.0,59.66,59.66,59.66,0.0,0.0,57.8,57.8,57.8,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2018-12-09,56.8,56.8,56.8,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2018-12-16,53.39,53.39,53.39,0.0,0.0,53.81,53.81,53.81,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2018-12-23,53.27,53.27,53.27,0.0,0.0,54.33,54.33,54.33,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2018-12-30,54.21,54.21,54.21,0.0,0.0,55.62,55.62,55.62,0.0,0.0,54.17,54.17,54.17,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2019-01-06,57.53,57.53,57.53,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2019-01-13,59.23,59.23,59.23,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2019-01-20,59.24,59.24,59.24,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-01-27,60.57,60.57,60.57,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2019-02-03,60.32,60.32,60.32,0.0,0.0,60.64,60.64,60.64,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2019-02-10,62.5,62.5,62.5,0.0,0.0,63.18,63.18,63.18,0.0,0.0,62.31,62.31,62.31,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-02-17,63.86,63.86,63.86,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.73,63.73,63.73,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2019-02-24,63.39,63.39,63.39,0.0,0.0,63.57,63.57,63.57,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2019-03-03,60.11,60.11,60.11,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-03-10,61.16,61.16,61.16,0.0,0.0,61.61,61.61,61.61,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2019-03-17,60.59,60.59,60.59,0.0,0.0,60.71,60.71,60.71,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2019-03-24,60.74,60.74,60.74,0.0,0.0,60.81,60.81,60.81,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-03-31,61.86,61.86,61.86,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2019-04-07,62.63,62.63,62.63,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2019-04-14,62.76,62.76,62.76,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2019-04-21,62.1,62.1,62.1,0.0,0.0,62.79,62.79,62.79,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2019-04-28,62.49,62.49,62.49,0.0,0.0,63.76,63.76,63.76,0.0,0.0,62.49,62.49,62.49,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2019-05-05,61.78,61.78,61.78,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.03,61.03,61.03,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2019-05-12,60.59,60.59,60.59,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2019-05-19,58.57,58.57,58.57,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2019-05-26,56.84,56.84,56.84,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2019-06-02,58.39,58.39,58.39,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2019-06-09,59.48,59.48,59.48,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2019-06-16,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2019-06-23,59.96,59.96,59.96,0.0,0.0,60.81,60.81,60.81,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2019-06-30,60.43,60.43,60.43,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.14,60.14,60.14,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-07-07,59.95,59.95,59.95,0.0,0.0,60.8,60.8,60.8,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2019-07-14,59.65,59.65,59.65,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2019-07-21,60.82,60.82,60.82,0.0,0.0,61.38,61.38,61.38,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-07-28,59.86,59.86,59.86,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2019-08-04,59.58,59.58,59.58,0.0,0.0,59.58,59.58,59.58,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2019-08-11,57.1,57.1,57.1,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.1,57.1,57.1,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2019-08-18,58.15,58.15,58.15,0.0,0.0,58.45,58.45,58.45,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-08-25,58.53,58.53,58.53,0.0,0.0,58.65,58.65,58.65,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2019-09-01,59.4,59.4,59.4,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-09-08,63.15,63.15,63.15,0.0,0.0,63.68,63.68,63.68,0.0,0.0,62.98,62.98,62.98,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2019-09-15,62.27,62.27,62.27,0.0,0.0,62.57,62.57,62.57,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-09-22,61.74,61.74,61.74,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2019-09-29,59.53,59.53,59.53,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.19,59.19,59.19,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2019-10-06,59.92,59.92,59.92,0.0,0.0,61.02,61.02,61.02,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-10-13,61.3,61.3,61.3,0.0,0.0,61.54,61.54,61.54,0.0,0.0,60.81,60.81,60.81,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-10-20,62.21,62.21,62.21,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2019-10-27,62.9,62.9,62.9,0.0,0.0,63.64,63.64,63.64,0.0,0.0,62.81,62.81,62.81,0.0,0.0,63.64,63.64,63.64,0.0,0.0
2019-11-03,64.4,64.4,64.4,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2019-11-10,64.2,64.2,64.2,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2019-11-17,63.11,63.11,63.11,0.0,0.0,63.21,63.21,63.21,0.0,0.0,62.78,62.78,62.78,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2019-11-24,64.53,64.53,64.53,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2019-12-01,64.56,64.56,64.56,0.0,0.0,65.17,65.17,65.17,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-12-08,65.43,65.43,65.43,0.0,0.0,65.68,65.68,65.68,0.0,0.0,64.8,64.8,64.8,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2019-12-15,66.38,66.38,66.38,0.0,0.0,66.5,66.5,66.5,0.0,0.0,65.97,65.97,65.97,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2019-12-22,66.01,66.01,66.01,0.0,0.0,66.01,66.01,66.01,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2019-12-29,65.03,65.03,65.03,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.55,65.55,65.55,0.0,0.0
