Date,Oppenheimer Global ESG Revenue_Open_average,Oppenheimer Global ESG Revenue_Open_max,Oppenheimer Global ESG Revenue_Open_min,Oppenheimer Global ESG Revenue_Open_volatility,Oppenheimer Global ESG Revenue_Open_change,Oppenheimer Global ESG Revenue_High_average,Oppenheimer Global ESG Revenue_High_max,Oppenheimer Global ESG Revenue_High_min,Oppenheimer Global ESG Revenue_High_volatility,Oppenheimer Global ESG Revenue_High_change,Oppenheimer Global ESG Revenue_Low_average,Oppenheimer Global ESG Revenue_Low_max,Oppenheimer Global ESG Revenue_Low_min,Oppenheimer Global ESG Revenue_Low_volatility,Oppenheimer Global ESG Revenue_Low_change,Oppenheimer Global ESG Revenue_Close_average,Oppenheimer Global ESG Revenue_Close_max,Oppenheimer Global ESG Revenue_Close_min,Oppenheimer Global ESG Revenue_Close_volatility,Oppenheimer Global ESG Revenue_Close_change
2018-01-14,32.89,32.89,32.89,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.89,32.89,32.89,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-01-21,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2018-01-28,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2018-02-04,30.99,30.99,30.99,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-02-11,31.72,31.72,31.72,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.72,31.72,31.72,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2018-02-18,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-02-25,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-03-04,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-03-11,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-03-18,30.66,30.66,30.66,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-03-25,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2018-04-01,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-04-08,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-04-15,31.77,31.77,31.77,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-04-22,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-04-29,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-05-06,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-05-13,31.43,31.43,31.43,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-05-20,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-05-27,30.87,30.87,30.87,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-06-03,31.06,31.06,31.06,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-06-10,30.38,30.38,30.38,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-06-17,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2018-06-24,29.31,29.31,29.31,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-07-01,30.01,30.01,30.01,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-07-08,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-07-15,30.11,30.11,30.11,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-07-22,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-07-29,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-08-05,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-08-12,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-08-19,30.74,30.74,30.74,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-08-26,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-09-02,29.96,29.96,29.96,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-09-09,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-09-16,30.91,30.91,30.91,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-09-23,30.65,30.65,30.65,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-09-30,29.88,29.88,29.88,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2018-10-07,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2018-10-14,29.12,29.12,29.12,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-10-21,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2018-10-28,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2018-11-04,29.06,29.06,29.06,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2018-11-11,28.69,28.69,28.69,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2018-11-18,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2018-11-25,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-12-02,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-12-09,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-12-16,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-12-23,26.24,26.24,26.24,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-12-30,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-01-06,27.43,27.43,27.43,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-01-13,27.98,27.98,27.98,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-01-20,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-01-27,28.69,28.69,28.69,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-02-03,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-02-10,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-02-17,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2019-02-24,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-03-03,28.62,28.62,28.62,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-03-10,29.4,29.4,29.4,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2019-03-17,28.71,28.71,28.71,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-03-24,29.28,29.28,29.28,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-03-31,29.62,29.62,29.62,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-04-07,29.76,29.76,29.76,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-04-14,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-04-21,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-04-28,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-05-05,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-05-12,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-05-19,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-05-26,28.18,28.18,28.18,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-06-02,29.09,29.09,29.09,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-06-09,28.93,28.93,28.93,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-06-16,29.34,29.34,29.34,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2019-06-23,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-06-30,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-07-07,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-07-14,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-07-21,29.56,29.56,29.56,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-07-28,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
