Date,Teucrium Soybean_Open_average,Teucrium Soybean_Open_max,Teucrium Soybean_Open_min,Teucrium Soybean_Open_volatility,Teucrium Soybean_Open_change,Teucrium Soybean_High_average,Teucrium Soybean_High_max,Teucrium Soybean_High_min,Teucrium Soybean_High_volatility,Teucrium Soybean_High_change,Teucrium Soybean_Low_average,Teucrium Soybean_Low_max,Teucrium Soybean_Low_min,Teucrium Soybean_Low_volatility,Teucrium Soybean_Low_change,Teucrium Soybean_Close_average,Teucrium Soybean_Close_max,Teucrium Soybean_Close_min,Teucrium Soybean_Close_volatility,Teucrium Soybean_Close_change
2018-12-02,16.73,16.73,16.73,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2018-12-09,16.54,16.54,16.54,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2018-12-16,16.0,16.0,16.0,0.0,0.0,16.37,16.37,16.37,0.0,0.0,15.82,15.82,15.82,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2018-12-23,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2018-12-30,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2019-01-06,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-01-13,16.51,16.51,16.51,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2019-01-20,16.66,16.66,16.66,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-01-27,16.58,16.58,16.58,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2019-02-03,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-02-10,16.44,16.44,16.44,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2019-02-17,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2019-02-24,16.4,16.4,16.4,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-03-03,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2019-03-10,16.11,16.11,16.11,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2019-03-17,16.13,16.13,16.13,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2019-03-24,15.88,15.88,15.88,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2019-03-31,16.06,16.06,16.06,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-04-07,15.99,15.99,15.99,0.0,0.0,16.06,16.06,16.06,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-04-14,15.7,15.7,15.7,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2019-04-21,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2019-04-28,14.57,14.57,14.57,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-05-05,14.16,14.16,14.16,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.35,14.35,14.35,0.0,0.0
2019-05-12,14.73,14.73,14.73,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-05-19,14.74,14.74,14.74,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2019-05-26,15.54,15.54,15.54,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.48,15.48,15.48,0.0,0.0
2019-06-02,15.13,15.13,15.13,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2019-06-09,15.93,15.93,15.93,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2019-06-16,15.8,15.8,15.8,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-06-23,15.82,15.82,15.82,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.48,15.48,15.48,0.0,0.0
2019-06-30,15.37,15.37,15.37,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2019-07-07,15.83,15.83,15.83,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-07-14,15.69,15.69,15.69,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2019-07-21,15.47,15.47,15.47,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2019-07-28,14.79,14.79,14.79,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2019-08-04,15.2,15.2,15.2,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2019-08-11,15.03,15.03,15.03,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2019-08-18,14.94,14.94,14.94,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2019-08-25,15.04,15.04,15.04,0.0,0.0,15.1,15.1,15.1,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2019-09-01,14.79,14.79,14.79,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-09-08,15.45,15.45,15.45,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2019-09-15,15.38,15.38,15.38,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2019-09-22,15.25,15.25,15.25,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2019-09-29,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2019-10-06,15.92,15.92,15.92,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.9,15.9,15.9,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-10-13,15.95,15.95,15.95,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2019-10-20,15.74,15.74,15.74,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2019-10-27,15.81,15.81,15.81,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-11-03,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2019-11-10,15.47,15.47,15.47,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2019-11-17,15.18,15.18,15.18,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2019-11-24,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2019-12-01,15.17,15.17,15.17,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2019-12-08,15.49,15.49,15.49,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-12-15,15.57,15.57,15.57,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2019-12-22,15.7,15.7,15.7,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-12-29,15.68,15.68,15.68,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.66,15.66,15.66,0.0,0.0
