Date,Direxion Daily Russia Bull 3X Shares_Open_average,Direxion Daily Russia Bull 3X Shares_Open_max,Direxion Daily Russia Bull 3X Shares_Open_min,Direxion Daily Russia Bull 3X Shares_Open_volatility,Direxion Daily Russia Bull 3X Shares_Open_change,Direxion Daily Russia Bull 3X Shares_High_average,Direxion Daily Russia Bull 3X Shares_High_max,Direxion Daily Russia Bull 3X Shares_High_min,Direxion Daily Russia Bull 3X Shares_High_volatility,Direxion Daily Russia Bull 3X Shares_High_change,Direxion Daily Russia Bull 3X Shares_Low_average,Direxion Daily Russia Bull 3X Shares_Low_max,Direxion Daily Russia Bull 3X Shares_Low_min,Direxion Daily Russia Bull 3X Shares_Low_volatility,Direxion Daily Russia Bull 3X Shares_Low_change,Direxion Daily Russia Bull 3X Shares_Close_average,Direxion Daily Russia Bull 3X Shares_Close_max,Direxion Daily Russia Bull 3X Shares_Close_min,Direxion Daily Russia Bull 3X Shares_Close_volatility,Direxion Daily Russia Bull 3X Shares_Close_change
2018-11-11,37.16,37.16,37.16,0.0,0.0,37.69,37.69,37.69,0.0,0.0,36.42,36.42,36.42,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-11-18,31.5,31.5,31.5,0.0,0.0,32.6,32.6,32.6,0.0,0.0,31.4,31.4,31.4,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-11-25,37.0,37.0,37.0,0.0,0.0,37.46,37.46,37.46,0.0,0.0,36.26,36.26,36.26,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2018-12-02,34.16,34.16,34.16,0.0,0.0,34.47,34.47,34.47,0.0,0.0,32.8,32.8,32.8,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2018-12-09,33.26,33.26,33.26,0.0,0.0,33.35,33.35,33.35,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-12-16,29.02,29.02,29.02,0.0,0.0,29.56,29.56,29.56,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-12-23,30.35,30.35,30.35,0.0,0.0,30.4,30.4,30.4,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-12-30,34.33,34.33,34.33,0.0,0.0,34.97,34.97,34.97,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-01-06,35.5,35.5,35.5,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-01-13,38.26,38.26,38.26,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-01-20,38.66,38.66,38.66,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2019-01-27,42.03,42.03,42.03,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.8,41.8,41.8,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-02-03,40.07,40.07,40.07,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-02-10,37.72,37.72,37.72,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-02-17,39.33,39.33,39.33,0.0,0.0,40.25,40.25,40.25,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-02-24,38.38,38.38,38.38,0.0,0.0,38.57,38.57,38.57,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2019-03-03,37.04,37.04,37.04,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-03-10,41.14,41.14,41.14,0.0,0.0,42.21,42.21,42.21,0.0,0.0,41.14,41.14,41.14,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2019-03-17,39.87,39.87,39.87,0.0,0.0,40.89,40.89,40.89,0.0,0.0,39.65,39.65,39.65,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2019-03-24,38.76,38.76,38.76,0.0,0.0,39.54,39.54,39.54,0.0,0.0,38.45,38.45,38.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-03-31,40.6,40.6,40.6,0.0,0.0,41.56,41.56,41.56,0.0,0.0,40.48,40.48,40.48,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-04-07,41.99,41.99,41.99,0.0,0.0,41.99,41.99,41.99,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2019-04-14,44.28,44.28,44.28,0.0,0.0,44.79,44.79,44.79,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-04-21,41.75,41.75,41.75,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-04-28,40.19,40.19,40.19,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.0,40.0,40.0,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-05-05,37.42,37.42,37.42,0.0,0.0,37.51,37.51,37.51,0.0,0.0,36.31,36.31,36.31,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-05-12,39.86,39.86,39.86,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-05-19,42.46,42.46,42.46,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2019-05-26,43.91,43.91,43.91,0.0,0.0,45.16,45.16,45.16,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2019-06-02,46.72,46.72,46.72,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-06-09,49.52,49.52,49.52,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-06-16,54.87,54.87,54.87,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.23,54.23,54.23,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-06-23,56.47,56.47,56.47,0.0,0.0,56.6,56.6,56.6,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2019-06-30,55.22,55.22,55.22,0.0,0.0,56.44,56.44,56.44,0.0,0.0,55.1,55.1,55.1,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2019-07-07,56.06,56.06,56.06,0.0,0.0,56.32,56.32,56.32,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-07-14,53.52,53.52,53.52,0.0,0.0,53.79,53.79,53.79,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.94,52.94,52.94,0.0,0.0
2019-07-21,53.34,53.34,53.34,0.0,0.0,53.98,53.98,53.98,0.0,0.0,52.88,52.88,52.88,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-07-28,44.96,44.96,44.96,0.0,0.0,45.08,45.08,45.08,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-08-04,44.75,44.75,44.75,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-08-11,39.72,39.72,39.72,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-08-18,41.7,41.7,41.7,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-08-25,44.21,44.21,44.21,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-09-01,48.66,48.66,48.66,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2019-09-08,53.57,53.57,53.57,0.0,0.0,55.17,55.17,55.17,0.0,0.0,53.24,53.24,53.24,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-09-15,50.15,50.15,50.15,0.0,0.0,51.79,51.79,51.79,0.0,0.0,50.15,50.15,50.15,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2019-09-22,47.11,47.11,47.11,0.0,0.0,47.47,47.47,47.47,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-09-29,44.98,44.98,44.98,0.0,0.0,45.56,45.56,45.56,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-10-06,45.6,45.6,45.6,0.0,0.0,45.64,45.64,45.64,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-10-13,48.61,48.61,48.61,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2019-10-20,54.56,54.56,54.56,0.0,0.0,54.98,54.98,54.98,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-10-27,59.78,59.78,59.78,0.0,0.0,60.56,60.56,60.56,0.0,0.0,59.78,59.78,59.78,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2019-11-03,58.3,58.3,58.3,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-11-10,56.39,56.39,56.39,0.0,0.0,57.36,57.36,57.36,0.0,0.0,55.96,55.96,55.96,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2019-11-17,57.3,57.3,57.3,0.0,0.0,58.46,58.46,58.46,0.0,0.0,57.3,57.3,57.3,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2019-11-24,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2019-12-01,56.74,56.74,56.74,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-12-08,64.55,64.55,64.55,0.0,0.0,65.51,65.51,65.51,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-12-15,66.99,66.99,66.99,0.0,0.0,68.05,68.05,68.05,0.0,0.0,66.99,66.99,66.99,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2019-12-22,70.98,70.98,70.98,0.0,0.0,71.04,71.04,71.04,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.85,68.85,68.85,0.0,0.0
2019-12-29,71.16,71.16,71.16,0.0,0.0,72.06,72.06,72.06,0.0,0.0,70.41,70.41,70.41,0.0,0.0,70.72,70.72,70.72,0.0,0.0
