Date,Consumer Staples Select Sector SPDR_Open_average,Consumer Staples Select Sector SPDR_Open_max,Consumer Staples Select Sector SPDR_Open_min,Consumer Staples Select Sector SPDR_Open_volatility,Consumer Staples Select Sector SPDR_Open_change,Consumer Staples Select Sector SPDR_High_average,Consumer Staples Select Sector SPDR_High_max,Consumer Staples Select Sector SPDR_High_min,Consumer Staples Select Sector SPDR_High_volatility,Consumer Staples Select Sector SPDR_High_change,Consumer Staples Select Sector SPDR_Low_average,Consumer Staples Select Sector SPDR_Low_max,Consumer Staples Select Sector SPDR_Low_min,Consumer Staples Select Sector SPDR_Low_volatility,Consumer Staples Select Sector SPDR_Low_change,Consumer Staples Select Sector SPDR_Close_average,Consumer Staples Select Sector SPDR_Close_max,Consumer Staples Select Sector SPDR_Close_min,Consumer Staples Select Sector SPDR_Close_volatility,Consumer Staples Select Sector SPDR_Close_change
2018-03-25,52.47,52.47,52.47,0.0,0.0,52.57,52.57,52.57,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2018-04-01,52.58,52.58,52.58,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2018-04-08,52.73,52.73,52.73,0.0,0.0,53.46,53.46,53.46,0.0,0.0,52.66,52.66,52.66,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-04-15,50.53,50.53,50.53,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2018-04-22,50.86,50.86,50.86,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-04-29,49.8,49.8,49.8,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-05-06,49.61,49.61,49.61,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-05-13,49.73,49.73,49.73,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-05-20,49.81,49.81,49.81,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-05-27,49.76,49.76,49.76,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-06-03,50.87,50.87,50.87,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-06-10,51.37,51.37,51.37,0.0,0.0,51.39,51.39,51.39,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2018-06-17,51.51,51.51,51.51,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2018-06-24,51.3,51.3,51.3,0.0,0.0,51.53,51.53,51.53,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2018-07-01,52.26,52.26,52.26,0.0,0.0,52.33,52.33,52.33,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2018-07-08,52.7,52.7,52.7,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-07-15,52.76,52.76,52.76,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2018-07-22,53.24,53.24,53.24,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2018-07-29,54.32,54.32,54.32,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2018-08-05,53.33,53.33,53.33,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-08-12,55.09,55.09,55.09,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2018-08-19,54.15,54.15,54.15,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2018-08-26,53.8,53.8,53.8,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2018-09-02,54.5,54.5,54.5,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2018-09-09,54.72,54.72,54.72,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2018-09-16,54.83,54.83,54.83,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2018-09-23,54.01,54.01,54.01,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2018-09-30,53.39,53.39,53.39,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.39,53.39,53.39,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2018-10-07,52.23,52.23,52.23,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-10-14,54.79,54.79,54.79,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2018-10-21,54.2,54.2,54.2,0.0,0.0,54.83,54.83,54.83,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-10-28,55.2,55.2,55.2,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2018-11-04,56.66,56.66,56.66,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-11-11,56.08,56.08,56.08,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2018-11-18,54.87,54.87,54.87,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2018-11-25,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0,55.73,55.73,55.73,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2018-12-02,55.03,55.03,55.03,0.0,0.0,55.03,55.03,55.03,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-12-09,54.37,54.37,54.37,0.0,0.0,54.5,54.5,54.5,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-12-16,50.05,50.05,50.05,0.0,0.0,50.22,50.22,50.22,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-12-23,50.7,50.7,50.7,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2018-12-30,51.13,51.13,51.13,0.0,0.0,51.53,51.53,51.53,0.0,0.0,50.73,50.73,50.73,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2019-01-06,51.5,51.5,51.5,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-01-13,52.13,52.13,52.13,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-01-20,51.62,51.62,51.62,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-01-27,53.21,53.21,53.21,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-02-03,53.84,53.84,53.84,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-02-10,54.1,54.1,54.1,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.84,53.84,53.84,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2019-02-17,54.54,54.54,54.54,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2019-02-24,54.34,54.34,54.34,0.0,0.0,54.44,54.44,54.44,0.0,0.0,53.73,53.73,53.73,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-03-03,53.8,53.8,53.8,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.8,53.8,53.8,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2019-03-10,54.71,54.71,54.71,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-03-17,54.98,54.98,54.98,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.85,54.85,54.85,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2019-03-24,56.22,56.22,56.22,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2019-03-31,55.56,55.56,55.56,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2019-04-07,56.18,56.18,56.18,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-04-14,56.86,56.86,56.86,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2019-04-21,56.95,56.95,56.95,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.87,56.87,56.87,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2019-04-28,56.99,56.99,56.99,0.0,0.0,57.42,57.42,57.42,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2019-05-05,56.72,56.72,56.72,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-05-12,57.62,57.62,57.62,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2019-05-19,57.83,57.83,57.83,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2019-05-26,55.69,55.69,55.69,0.0,0.0,56.42,56.42,56.42,0.0,0.0,55.68,55.68,55.68,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2019-06-02,58.71,58.71,58.71,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-06-09,59.11,59.11,59.11,0.0,0.0,59.17,59.17,59.17,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-06-16,58.81,58.81,58.81,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2019-06-23,58.37,58.37,58.37,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-06-30,59.4,59.4,59.4,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2019-07-07,59.93,59.93,59.93,0.0,0.0,60.07,60.07,60.07,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2019-07-14,60.05,60.05,60.05,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-07-21,60.37,60.37,60.37,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-07-28,58.85,58.85,58.85,0.0,0.0,59.1,59.1,59.1,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2019-08-04,59.16,59.16,59.16,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-08-11,60.69,60.69,60.69,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2019-08-18,60.02,60.02,60.02,0.0,0.0,60.41,60.41,60.41,0.0,0.0,59.78,59.78,59.78,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2019-08-25,61.0,61.0,61.0,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2019-09-01,61.41,61.41,61.41,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2019-09-08,60.75,60.75,60.75,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-09-15,60.37,60.37,60.37,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-09-22,61.16,61.16,61.16,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-09-29,61.26,61.26,61.26,0.0,0.0,61.34,61.34,61.34,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2019-10-06,60.92,60.92,60.92,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2019-10-13,60.75,60.75,60.75,0.0,0.0,60.97,60.97,60.97,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.94,60.94,60.94,0.0,0.0
2019-10-20,61.09,61.09,61.09,0.0,0.0,61.31,61.31,61.31,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.97,60.97,60.97,0.0,0.0
2019-10-27,61.22,61.22,61.22,0.0,0.0,61.25,61.25,61.25,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-11-03,60.79,60.79,60.79,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2019-11-10,61.27,61.27,61.27,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-11-17,61.42,61.42,61.42,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.07,61.07,61.07,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2019-11-24,61.88,61.88,61.88,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.59,61.59,61.59,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2019-12-01,62.63,62.63,62.63,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2019-12-08,62.96,62.96,62.96,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.88,62.88,62.88,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2019-12-15,63.22,63.22,63.22,0.0,0.0,63.22,63.22,63.22,0.0,0.0,62.81,62.81,62.81,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2019-12-22,63.14,63.14,63.14,0.0,0.0,63.24,63.24,63.24,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2019-12-29,62.25,62.25,62.25,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.38,62.38,62.38,0.0,0.0
