Date,MSA_Open_average,MSA_Open_max,MSA_Open_min,MSA_Open_volatility,MSA_Open_change,MSA_High_average,MSA_High_max,MSA_High_min,MSA_High_volatility,MSA_High_change,MSA_Low_average,MSA_Low_max,MSA_Low_min,MSA_Low_volatility,MSA_Low_change,MSA_Close_average,MSA_Close_max,MSA_Close_min,MSA_Close_volatility,MSA_Close_change,MSA_Volume_average,MSA_Volume_max,MSA_Volume_min,MSA_Volume_volatility,MSA_Volume_change
2018-01-14,80.184,80.7,79.39,1.3100000000000023,-0.480000000000004,81.082,81.86,80.27,1.5900000000000034,-1.5900000000000034,79.372,79.74,79.13,0.6099999999999994,-0.5099999999999909,80.22,80.88,79.62,1.259999999999991,0.480000000000004,157193,320134,96851,223283,22830
2018-01-21,80.19800000000001,81.09,79.73,1.3599999999999994,0.44999999999998863,80.704,81.25,80.03,1.2199999999999989,0.06999999999999318,79.39,79.8,78.92,0.8799999999999955,0.35999999999999943,80.024,80.61,79.64,0.9699999999999989,-0.7600000000000051,184230,288460,94757,193703,80954
2018-01-28,78.6,79.16,77.98,1.1799999999999926,-0.9200000000000017,79.616,80.53,78.79,1.7399999999999949,-1.0999999999999943,77.608,78.45,75.85,2.6000000000000085,-2.1700000000000017,78.238,79.38,76.0,3.3799999999999955,-2.6299999999999955,192788,343188,120112,223076,122257
2018-02-04,74.01,75.15,73.14,2.010000000000005,-1.5500000000000114,75.01,76.42,73.89,2.530000000000001,-1.4399999999999977,72.682,73.14,71.47,1.6700000000000017,0.12999999999999545,73.736,74.67,72.77,1.9000000000000057,0.519999999999996,194743,297792,118522,179270,-108859
2018-02-11,75.765,77.44,73.5,3.9399999999999977,3.9399999999999977,77.2125,78.3,75.68,2.6199999999999903,2.6199999999999903,75.515,77.44,73.5,3.9399999999999977,3.9399999999999977,76.7975,77.76,75.07,2.690000000000012,2.530000000000001,191057,285602,93436,192166,-192166
2018-02-18,81.256,83.92,77.33,6.590000000000003,6.590000000000003,82.612,85.23,78.76,6.469999999999999,6.469999999999999,79.862,83.02,76.34,6.679999999999993,6.679999999999993,81.52,84.74,76.46,8.280000000000001,8.280000000000001,192566,300853,131953,168900,48087
2018-02-25,81.978,84.5,80.57,3.930000000000007,-3.0,83.064,85.24,82.02,3.219999999999999,-2.6400000000000006,80.712,81.94,79.8,2.1400000000000006,-1.3999999999999915,81.648,82.23,80.63,1.6000000000000085,0.1600000000000108,227338,287948,174412,113536,-87882
2018-03-04,84.568,86.79,82.52,4.27000000000001,4.27000000000001,85.72800000000001,87.31,84.06,3.25,2.730000000000004,83.318,84.87,81.37,3.5,1.789999999999992,84.738,86.84,83.22,3.6200000000000045,-0.8100000000000023,212029,297565,175509,122056,116326
2018-03-11,83.7,84.54,82.8,1.740000000000009,-0.3100000000000023,84.31,84.67,83.92,0.75,-0.14999999999999147,82.544,83.11,82.09,1.019999999999996,-0.9099999999999966,83.56400000000001,83.89,82.58,1.3100000000000023,0.14000000000000057,235880,367186,134346,232840,-164238
2018-03-18,82.762,84.1,81.18,2.9199999999999875,-2.4599999999999937,83.234,84.46,81.59,2.8699999999999903,-2.0799999999999983,81.612,83.48,80.08,3.4000000000000057,-3.4000000000000057,82.204,83.71,80.41,3.299999999999997,-1.4899999999999949,208920,385040,102970,282070,79254
