Date,RYAAY_stock_Open_average,RYAAY_stock_Open_max,RYAAY_stock_Open_min,RYAAY_stock_Open_volatility,RYAAY_stock_Open_change,RYAAY_stock_High_average,RYAAY_stock_High_max,RYAAY_stock_High_min,RYAAY_stock_High_volatility,RYAAY_stock_High_change,RYAAY_stock_Low_average,RYAAY_stock_Low_max,RYAAY_stock_Low_min,RYAAY_stock_Low_volatility,RYAAY_stock_Low_change,RYAAY_stock_Close_average,RYAAY_stock_Close_max,RYAAY_stock_Close_min,RYAAY_stock_Close_volatility,RYAAY_stock_Close_change,RYAAY_stock_Volume_average,RYAAY_stock_Volume_max,RYAAY_stock_Volume_min,RYAAY_stock_Volume_volatility,RYAAY_stock_Volume_change
2018-01-14,118.4,120.83,116.01,4.819999999999993,4.819999999999993,119.11,121.39,116.68,4.709999999999994,4.709999999999994,117.46,119.92,115.27,4.650000000000006,4.650000000000006,118.515,120.8,116.53,4.269999999999996,4.269999999999996,342326,365201,328199,37002,-37002
2018-01-21,121.504,123.0,120.41,2.5900000000000034,1.0600000000000023,122.632,124.17,120.94,3.230000000000004,1.990000000000009,120.614,121.53,119.4,2.1299999999999955,1.3599999999999994,122.02,123.71,120.94,2.769999999999996,1.2600000000000051,386541,465161,328348,136813,61967
2018-01-28,122.138,122.87,121.48,1.3900000000000006,-0.519999999999996,122.958,123.76,121.73,2.030000000000001,-2.030000000000001,121.09,122.32,119.68,2.6399999999999864,-1.9099999999999966,122.08,123.26,120.41,2.8500000000000085,-2.8500000000000085,302803,389962,207671,182291,55180
2018-02-04,115.246,116.7,113.92,2.780000000000001,-2.030000000000001,116.74000000000001,117.48,116.23,1.25,-0.28000000000000114,113.32,114.05,112.5,1.5499999999999972,0.3100000000000023,115.27,116.94,113.1,3.8400000000000034,2.5900000000000034,765101,1578313,339976,1238337,-1238337
2018-02-11,118.81,123.99,114.73,9.259999999999991,9.259999999999991,121.066,125.22,116.49,8.730000000000004,8.730000000000004,118.44800000000001,123.75,114.39,9.36,9.36,120.756,124.69,116.0,8.689999999999998,8.689999999999998,329337,446446,264566,181880,9287
2018-02-18,122.075,123.08,121.56,1.519999999999996,-0.14000000000000057,122.7,123.56,121.83,1.730000000000004,-1.730000000000004,120.85,121.44,120.12,1.3199999999999932,-0.9899999999999949,121.89750000000001,123.09,121.25,1.8400000000000034,-1.2600000000000051,347974,464509,229366,235143,-109675
2018-02-25,121.272,123.18,118.2,4.980000000000004,-3.4399999999999977,122.172,123.48,118.98,4.5,-4.5,119.848,121.64,116.65,4.989999999999995,-4.6499999999999915,120.838,123.07,118.56,4.509999999999991,-4.509999999999991,341384,563271,238891,324380,-60401
2018-03-04,121.652,123.83,118.37,5.459999999999994,5.199999999999989,122.92,124.62,121.09,3.530000000000001,2.9799999999999898,121.002,122.8,118.37,4.429999999999993,4.049999999999997,122.46,123.8,120.65,3.1499999999999915,3.1499999999999915,180283,226252,124037,102215,31014
2018-03-11,123.988,124.4,123.67,0.730000000000004,-0.28000000000000114,124.512,125.02,124.03,0.9899999999999949,0.5499999999999972,122.914,123.69,122.32,1.3700000000000045,1.3700000000000045,123.83,125.0,122.98,2.019999999999996,2.019999999999996,315105,549996,174244,375752,-106272
2018-03-18,125.568,126.89,124.47,2.4200000000000017,-1.5700000000000074,126.072,127.61,124.67,2.9399999999999977,-2.9399999999999977,124.846,125.92,123.67,2.25,-2.25,125.278,126.39,123.69,2.700000000000003,-2.700000000000003,376640,491273,299852,191421,108788
