Date,iShares Emerging Markets Local Currency Bond_Open_average,iShares Emerging Markets Local Currency Bond_Open_max,iShares Emerging Markets Local Currency Bond_Open_min,iShares Emerging Markets Local Currency Bond_Open_volatility,iShares Emerging Markets Local Currency Bond_Open_change,iShares Emerging Markets Local Currency Bond_High_average,iShares Emerging Markets Local Currency Bond_High_max,iShares Emerging Markets Local Currency Bond_High_min,iShares Emerging Markets Local Currency Bond_High_volatility,iShares Emerging Markets Local Currency Bond_High_change,iShares Emerging Markets Local Currency Bond_Low_average,iShares Emerging Markets Local Currency Bond_Low_max,iShares Emerging Markets Local Currency Bond_Low_min,iShares Emerging Markets Local Currency Bond_Low_volatility,iShares Emerging Markets Local Currency Bond_Low_change,iShares Emerging Markets Local Currency Bond_Close_average,iShares Emerging Markets Local Currency Bond_Close_max,iShares Emerging Markets Local Currency Bond_Close_min,iShares Emerging Markets Local Currency Bond_Close_volatility,iShares Emerging Markets Local Currency Bond_Close_change
2018-10-21,43.82,43.82,43.82,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2018-10-28,44.06,44.06,44.06,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2018-11-04,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2018-11-11,44.04,44.04,44.04,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2018-11-18,43.78,43.78,43.78,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2018-11-25,44.52,44.52,44.52,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2018-12-02,43.94,43.94,43.94,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2018-12-09,43.93,43.93,43.93,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-12-16,42.78,42.78,42.78,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2018-12-23,42.93,42.93,42.93,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2018-12-30,44.04,44.04,44.04,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-01-06,44.22,44.22,44.22,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-01-13,44.39,44.39,44.39,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2019-01-20,44.3,44.3,44.3,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-01-27,45.19,45.19,45.19,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2019-02-03,44.73,44.73,44.73,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-02-10,44.64,44.64,44.64,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-02-17,45.16,45.16,45.16,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-02-24,44.76,44.76,44.76,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-03-03,44.34,44.34,44.34,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2019-03-10,44.62,44.62,44.62,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-03-17,44.42,44.42,44.42,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-03-24,44.19,44.19,44.19,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-03-31,44.48,44.48,44.48,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-04-07,44.71,44.71,44.71,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-04-14,44.51,44.51,44.51,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-04-21,43.79,43.79,43.79,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2019-04-28,43.49,43.49,43.49,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2019-05-05,43.36,43.36,43.36,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2019-05-12,42.99,42.99,42.99,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-05-19,43.26,43.26,43.26,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2019-05-26,43.64,43.64,43.64,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2019-06-02,44.52,44.52,44.52,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-06-09,44.81,44.81,44.81,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2019-06-16,45.93,45.93,45.93,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2019-06-23,46.53,46.53,46.53,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2019-06-30,46.47,46.47,46.47,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2019-07-07,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2019-07-14,46.96,46.96,46.96,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2019-07-21,46.65,46.65,46.65,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2019-07-28,45.67,45.67,45.67,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-08-04,45.23,45.23,45.23,0.0,0.0,45.39,45.39,45.39,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2019-08-11,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-08-18,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2019-08-25,43.8,43.8,43.8,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-09-01,44.78,44.78,44.78,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-09-08,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-09-15,44.6,44.6,44.6,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-09-22,44.3,44.3,44.3,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-09-29,44.91,44.91,44.91,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-10-06,45.26,45.26,45.26,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-10-13,45.25,45.25,45.25,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2019-10-20,45.75,45.75,45.75,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-10-27,45.77,45.77,45.77,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2019-11-03,45.17,45.17,45.17,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-11-10,44.92,44.92,44.92,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-11-17,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-11-24,44.18,44.18,44.18,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-12-01,44.74,44.74,44.74,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2019-12-08,45.31,45.31,45.31,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-12-15,43.41,43.41,43.41,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-12-22,43.88,43.88,43.88,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-12-29,43.83,43.83,43.83,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.79,43.79,43.79,0.0,0.0
