Date,WDAY_Open_average,WDAY_Open_max,WDAY_Open_min,WDAY_Open_volatility,WDAY_Open_change,WDAY_High_average,WDAY_High_max,WDAY_High_min,WDAY_High_volatility,WDAY_High_change,WDAY_Low_average,WDAY_Low_max,WDAY_Low_min,WDAY_Low_volatility,WDAY_Low_change,WDAY_Close_average,WDAY_Close_max,WDAY_Close_min,WDAY_Close_volatility,WDAY_Close_change,WDAY_Volume_average,WDAY_Volume_max,WDAY_Volume_min,WDAY_Volume_volatility,WDAY_Volume_change
2018-01-14,112.388,114.0,110.1,3.9000000000000057,1.0699999999999932,114.136,115.32,113.13,2.1899999999999977,0.9199999999999875,111.216,113.09,108.86,4.230000000000004,4.230000000000004,113.008,115.3,110.09,5.209999999999994,5.209999999999994,1356184,2160506,978781,1181725,-1136871
2018-01-21,116.58200000000001,117.76,115.3,2.460000000000008,2.460000000000008,118.006,118.87,117.35,1.5200000000000102,1.1200000000000045,115.212,116.36,114.44,1.9200000000000017,1.5600000000000023,116.746,118.81,115.32,3.490000000000009,-0.6899999999999977,1178427,1521781,885381,636400,-458975
2018-01-28,118.636,120.7,116.22,4.480000000000004,-2.4399999999999977,120.81,121.98,118.95,3.030000000000001,-1.7600000000000051,116.876,119.16,114.75,4.409999999999997,-1.730000000000004,118.284,120.26,114.75,5.510000000000005,-5.510000000000005,1701709,3275596,1073184,2202412,-1665828
2018-02-04,114.962,117.71,112.1,5.609999999999999,2.1299999999999955,117.358,119.89,113.93,5.959999999999994,0.7199999999999989,112.102,116.41,107.75,8.659999999999997,1.75,114.67999999999999,117.77,110.97,6.799999999999997,-0.4399999999999977,1915211,2196095,1522263,673832,-559134
2018-02-11,118.9725,123.55,114.99,8.560000000000002,8.560000000000002,121.9925,125.0,116.82,8.180000000000007,8.180000000000007,118.0725,122.56,114.62,7.939999999999998,7.939999999999998,121.41499999999999,124.31,116.63,7.680000000000007,7.38000000000001,1635285,2160695,1307159,853536,-342971
2018-02-18,126.294,128.81,124.29,4.519999999999996,4.519999999999996,128.11599999999999,129.0,127.46,1.5400000000000063,1.4500000000000028,124.83800000000001,126.23,123.51,2.719999999999999,2.719999999999999,126.236,127.8,124.36,3.4399999999999977,1.7800000000000011,1646575,1944697,1259256,685441,157988
2018-02-25,126.646,129.52,122.39,7.13000000000001,1.3300000000000125,130.926,134.17,128.01,6.159999999999997,2.9899999999999807,125.108,128.85,121.77,7.079999999999998,1.4299999999999926,128.606,132.92,123.95,8.969999999999985,4.7099999999999795,2898767,3379428,2507315,872113,-504350
2018-03-04,136.286,138.04,133.32,4.719999999999999,4.0800000000000125,138.53,139.9,135.98,3.920000000000016,3.5200000000000102,135.442,137.17,132.65,4.519999999999982,4.519999999999982,137.432,139.07,135.95,3.1200000000000045,3.1200000000000045,2002600,2650237,1254689,1395548,-1343591
2018-03-11,137.52,140.0,133.61,6.389999999999986,-6.389999999999986,137.954,140.0,134.34,5.659999999999997,-5.659999999999997,134.51,136.79,129.51,7.280000000000001,-7.280000000000001,135.896,138.79,131.6,7.189999999999998,-5.740000000000009,1642615,2529273,1014251,1515022,1104471
2018-03-18,131.542,133.3,129.69,3.6100000000000136,-2.0,133.538,135.52,132.26,3.2600000000000193,-1.4899999999999807,130.114,132.28,127.61,4.670000000000002,-1.2700000000000102,131.422,133.43,127.64,5.790000000000006,-1.3400000000000034,1267878,1643522,1044978,598544,143284
2018-03-25,127.4225,133.0,125.08,7.920000000000002,-7.159999999999997,129.01,133.0,126.75,6.25,-5.709999999999994,123.56,125.21,122.51,2.6999999999999886,-1.809999999999988,125.64,127.11,123.77,3.3400000000000034,-1.2000000000000028,1425493,1631991,1091819,540172,-447785
2018-04-01,124.95,127.48,122.73,4.75,-2.200000000000003,126.678,127.76,126.17,1.5900000000000034,-0.6399999999999864,123.206,125.09,121.93,3.1599999999999966,-0.01999999999999602,124.584,126.04,122.58,3.460000000000008,-1.7199999999999989,1441543,1863546,1105022,758524,-54135
2018-04-08,127.19800000000001,128.9,125.95,2.950000000000003,-1.2000000000000028,128.392,129.06,127.48,1.5799999999999983,0.4899999999999949,125.066,126.86,123.61,3.25,0.7000000000000028,126.58,128.23,124.71,3.519999999999996,0.3299999999999983,1148284,1341497,816965,524532,163714
2018-04-15,130.326,131.66,126.79,4.86999999999999,3.8299999999999983,132.928,133.56,132.41,1.1500000000000057,-0.8400000000000034,129.016,130.88,125.84,5.039999999999992,3.009999999999991,131.5,132.6,129.83,2.769999999999982,-2.7399999999999807,1904688,3174050,1132840,2041210,-2041210
2018-04-22,126.334,130.44,123.84,6.599999999999994,-5.560000000000002,127.956,132.99,125.85,7.140000000000015,-7.140000000000015,122.75,123.53,120.65,2.8799999999999955,-0.09000000000000341,124.63,125.93,122.58,3.3500000000000085,-0.7199999999999989,1579890,1896979,1126844,770135,-770135
2018-04-29,126.574,130.11,123.97,6.140000000000015,6.140000000000015,129.946,134.05,125.78,8.27000000000001,8.27000000000001,126.336,130.05,123.15,6.900000000000006,6.900000000000006,128.774,133.13,125.62,7.509999999999991,7.509999999999991,1362904,2020145,880455,1139690,247882
2018-05-06,135.83599999999998,138.23,132.64,5.590000000000003,3.160000000000025,137.648,138.65,136.2,2.450000000000017,1.3100000000000023,134.394,136.77,132.54,4.230000000000018,0.8200000000000216,135.8,138.01,133.96,4.049999999999983,-0.8299999999999841,1295407,1524069,1147324,376745,-183255
2018-05-13,133.60399999999998,135.82,132.82,3.0,2.6999999999999886,134.914,136.04,133.95,2.0900000000000034,2.0900000000000034,131.68,132.38,130.67,1.710000000000008,-0.7400000000000091,133.29999999999998,134.48,131.7,2.780000000000001,-1.7300000000000182,1124070,1514277,845584,668693,270597
2018-05-20,130.2725,132.3,127.81,4.490000000000009,-1.2199999999999989,131.92,133.07,129.69,3.3799999999999955,-0.37000000000000455,129.0375,130.5,126.35,4.150000000000006,0.4300000000000068,130.29,130.79,129.52,1.2699999999999818,0.4399999999999977,1741807,2569622,1335436,1234186,-163797
2018-05-27,129.492,132.06,125.83,6.230000000000004,-2.8699999999999903,130.982,134.26,127.45,6.809999999999988,-2.759999999999991,127.78800000000001,131.44,123.62,7.819999999999993,-5.469999999999999,129.518,131.78,126.29,5.489999999999995,-2.259999999999991,3079032,5722244,1709488,4012756,1302978
2018-06-03,126.36,128.82,123.01,5.809999999999988,-5.030000000000001,127.54,129.87,124.28,5.590000000000003,-5.590000000000003,124.194,127.83,121.68,6.1499999999999915,-6.1499999999999915,125.506,128.71,123.24,5.470000000000013,-5.470000000000013,2289058,3135121,1776650,1358471,390529
2018-06-10,126.584,127.99,123.75,4.239999999999995,2.480000000000004,129.406,132.32,127.37,4.949999999999989,4.949999999999989,125.6,126.94,123.69,3.25,2.5400000000000063,128.09,131.13,126.44,4.689999999999998,4.539999999999992,2329510,3293036,1522620,1770416,-1095269
