Date,Deutsche X-trackers High Yield Corporate_etf_Open_average,Deutsche X-trackers High Yield Corporate_etf_Open_max,Deutsche X-trackers High Yield Corporate_etf_Open_min,Deutsche X-trackers High Yield Corporate_etf_Open_volatility,Deutsche X-trackers High Yield Corporate_etf_Open_change,Deutsche X-trackers High Yield Corporate_etf_High_average,Deutsche X-trackers High Yield Corporate_etf_High_max,Deutsche X-trackers High Yield Corporate_etf_High_min,Deutsche X-trackers High Yield Corporate_etf_High_volatility,Deutsche X-trackers High Yield Corporate_etf_High_change,Deutsche X-trackers High Yield Corporate_etf_Low_average,Deutsche X-trackers High Yield Corporate_etf_Low_max,Deutsche X-trackers High Yield Corporate_etf_Low_min,Deutsche X-trackers High Yield Corporate_etf_Low_volatility,Deutsche X-trackers High Yield Corporate_etf_Low_change,Deutsche X-trackers High Yield Corporate_etf_Close_average,Deutsche X-trackers High Yield Corporate_etf_Close_max,Deutsche X-trackers High Yield Corporate_etf_Close_min,Deutsche X-trackers High Yield Corporate_etf_Close_volatility,Deutsche X-trackers High Yield Corporate_etf_Close_change
2018-09-23,49.78,49.78,49.78,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2018-09-30,49.45,49.45,49.45,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-10-07,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2018-10-14,49.03,49.03,49.03,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2018-10-21,48.63,48.63,48.63,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-10-28,48.65,48.65,48.65,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-11-04,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-11-11,48.07,48.07,48.07,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-11-18,47.8,47.8,47.8,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-11-25,48.19,48.19,48.19,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-12-02,48.03,48.03,48.03,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-12-09,47.99,47.99,47.99,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-12-16,46.44,46.44,46.44,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2018-12-23,46.63,46.63,46.63,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2018-12-30,46.99,46.99,46.99,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2019-01-06,48.31,48.31,48.31,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2019-01-13,48.61,48.61,48.61,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2019-01-20,48.59,48.59,48.59,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2019-01-27,48.77,48.77,48.77,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-02-03,48.79,48.79,48.79,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-02-10,49.13,49.13,49.13,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-02-17,49.25,49.25,49.25,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-02-24,49.28,49.28,49.28,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-03-03,48.94,48.94,48.94,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2019-03-10,49.35,49.35,49.35,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-03-17,49.49,49.49,49.49,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-03-24,49.73,49.73,49.73,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-03-31,49.65,49.65,49.65,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-04-07,50.0,50.0,50.0,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-04-14,49.97,49.97,49.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-04-21,50.01,50.01,50.01,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-04-28,49.78,49.78,49.78,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-05-05,49.4,49.4,49.4,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-05-12,49.44,49.44,49.44,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-05-19,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-05-26,49.08,49.08,49.08,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2019-06-02,49.47,49.47,49.47,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-06-09,49.72,49.72,49.72,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-06-16,50.29,50.29,50.29,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-06-23,50.22,50.22,50.22,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-06-30,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-07-07,49.95,49.95,49.95,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2019-07-14,49.92,49.92,49.92,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-07-21,50.14,50.14,50.14,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-07-28,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-08-04,49.66,49.66,49.66,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2019-08-11,49.51,49.51,49.51,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-08-18,50.0,50.0,50.0,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-08-25,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-09-01,50.09,50.09,50.09,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-09-08,50.14,50.14,50.14,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-09-15,50.23,50.23,50.23,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-09-22,50.15,50.15,50.15,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-09-29,49.55,49.55,49.55,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-10-06,49.76,49.76,49.76,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2019-10-13,50.0,50.0,50.0,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-10-20,50.09,50.09,50.09,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-10-27,49.69,49.69,49.69,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-11-03,49.78,49.78,49.78,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-11-10,49.78,49.78,49.78,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-11-17,49.59,49.59,49.59,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-11-24,49.94,49.94,49.94,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-12-01,49.79,49.79,49.79,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-12-08,50.17,50.17,50.17,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-12-15,50.4,50.4,50.4,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-12-22,50.38,50.38,50.38,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-12-29,50.43,50.43,50.43,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.51,50.51,50.51,0.0,0.0
