Date,SO_Open_average,SO_Open_max,SO_Open_min,SO_Open_volatility,SO_Open_change,SO_High_average,SO_High_max,SO_High_min,SO_High_volatility,SO_High_change,SO_Low_average,SO_Low_max,SO_Low_min,SO_Low_volatility,SO_Low_change,SO_Close_average,SO_Close_max,SO_Close_min,SO_Close_volatility,SO_Close_change,SO_Volume_average,SO_Volume_max,SO_Volume_min,SO_Volume_volatility,SO_Volume_change
2018-01-14,44.826,44.99,44.61,0.38000000000000256,-0.3299999999999983,45.072,45.28,44.72,0.5600000000000023,-0.4299999999999997,44.302,44.56,43.97,0.5900000000000034,-0.3400000000000034,44.617999999999995,45.05,44.04,1.009999999999998,-0.6199999999999974,9741727,10598358,8808602,1789756,-117516
2018-01-21,44.202,44.65,43.67,0.9799999999999969,0.5,44.616,44.84,44.21,0.6300000000000026,-0.5399999999999991,43.82,44.08,43.16,0.9200000000000017,0.6900000000000048,44.294,44.62,43.99,0.6299999999999955,-0.4799999999999969,7984570,10273664,5900427,4373237,-4373237
2018-01-28,44.454,45.11,43.98,1.1300000000000026,0.25,44.924,45.3,44.53,0.769999999999996,-0.20000000000000284,44.05,44.51,43.52,0.9899999999999949,-0.45999999999999375,44.436,45.11,43.72,1.3900000000000006,-1.0799999999999983,8769922,9907362,7211562,2695800,1652627
2018-02-04,43.528,44.33,43.2,1.1299999999999955,0.9899999999999949,44.275999999999996,44.87,43.88,0.9899999999999949,0.9899999999999949,43.222,43.97,42.63,1.3399999999999963,1.3399999999999963,43.848,44.68,43.34,1.3399999999999963,1.1899999999999977,10507408,14707719,7209660,7498059,-7498059
2018-02-11,44.19,44.58,43.85,0.7299999999999969,-0.6000000000000014,44.475,44.84,44.06,0.7800000000000011,-0.7800000000000011,43.725,44.1,43.51,0.5900000000000034,-0.5900000000000034,44.1725,44.62,43.58,1.0399999999999991,-0.6899999999999977,7804038,8512282,6832417,1679865,1028703
2018-02-18,43.51,44.29,42.92,1.3699999999999974,0.5499999999999972,43.984,44.5,43.43,1.0700000000000003,0.5799999999999983,43.066,43.86,42.38,1.4799999999999969,0.6700000000000017,43.502,44.07,42.92,1.1499999999999986,0.5600000000000023,7291853,8576278,5647999,2928279,-1590880
2018-02-25,43.726,44.12,43.08,1.0399999999999991,0.10999999999999943,44.37,45.1,43.54,1.5600000000000023,0.7800000000000011,43.406,44.04,42.93,1.1099999999999994,0.6400000000000006,43.896,44.84,43.06,1.7800000000000011,1.4400000000000048,8442424,10168230,6709520,3458710,3458710
2018-03-04,43.946,44.9,43.44,1.4600000000000009,-1.2800000000000011,44.146,44.9,43.76,1.1400000000000006,-1.009999999999998,43.526,44.02,43.31,0.7100000000000009,-0.5400000000000063,43.752,44.1,43.41,0.6900000000000048,-0.28000000000000114,5842664,6400406,5335382,1065024,-743300
2018-03-11,43.932,44.2,43.68,0.5200000000000031,0.3400000000000034,44.342,44.63,44.08,0.5500000000000043,0.5500000000000043,43.742,43.94,43.47,0.46999999999999886,0.46999999999999886,43.986,44.19,43.59,0.5999999999999943,0.5799999999999983,6074601,9154489,4019376,5135113,-141138
2018-03-18,43.821999999999996,44.19,43.19,1.0,-1.0,44.312,44.62,43.91,0.7100000000000009,-0.480000000000004,43.478,43.8,43.02,0.779999999999994,-0.6400000000000006,43.698,43.9,43.11,0.7899999999999991,-0.030000000000001137,6182809,9938049,4360137,5577912,2287575
