Date,Direxion Daily Aerospace & Defense Bull 3X Shares_Open_average,Direxion Daily Aerospace & Defense Bull 3X Shares_Open_max,Direxion Daily Aerospace & Defense Bull 3X Shares_Open_min,Direxion Daily Aerospace & Defense Bull 3X Shares_Open_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_Open_change,Direxion Daily Aerospace & Defense Bull 3X Shares_High_average,Direxion Daily Aerospace & Defense Bull 3X Shares_High_max,Direxion Daily Aerospace & Defense Bull 3X Shares_High_min,Direxion Daily Aerospace & Defense Bull 3X Shares_High_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_High_change,Direxion Daily Aerospace & Defense Bull 3X Shares_Low_average,Direxion Daily Aerospace & Defense Bull 3X Shares_Low_max,Direxion Daily Aerospace & Defense Bull 3X Shares_Low_min,Direxion Daily Aerospace & Defense Bull 3X Shares_Low_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_Low_change,Direxion Daily Aerospace & Defense Bull 3X Shares_Close_average,Direxion Daily Aerospace & Defense Bull 3X Shares_Close_max,Direxion Daily Aerospace & Defense Bull 3X Shares_Close_min,Direxion Daily Aerospace & Defense Bull 3X Shares_Close_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_Close_change
2018-01-14,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.55,50.55,50.55,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2018-01-21,56.25,56.25,56.25,0.0,0.0,57.59,57.59,57.59,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2018-01-28,51.33,51.33,51.33,0.0,0.0,52.62,52.62,52.62,0.0,0.0,42.62,42.62,42.62,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2018-02-04,47.43,47.43,47.43,0.0,0.0,48.39,48.39,48.39,0.0,0.0,45.13,45.13,45.13,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-02-11,54.0,54.0,54.0,0.0,0.0,55.18,55.18,55.18,0.0,0.0,53.35,53.35,53.35,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2018-02-18,55.09,55.09,55.09,0.0,0.0,56.19,56.19,56.19,0.0,0.0,54.59,54.59,54.59,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2018-02-25,50.32,50.32,50.32,0.0,0.0,52.86,52.86,52.86,0.0,0.0,49.32,49.32,49.32,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2018-03-04,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-03-11,49.22,49.22,49.22,0.0,0.0,50.52,50.52,50.52,0.0,0.0,48.76,48.76,48.76,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2018-03-18,50.86,50.86,50.86,0.0,0.0,51.38,51.38,51.38,0.0,0.0,49.02,49.02,49.02,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2018-03-25,49.5,49.5,49.5,0.0,0.0,49.67,49.67,49.67,0.0,0.0,45.63,45.63,45.63,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-04-01,49.3,49.3,49.3,0.0,0.0,50.08,50.08,50.08,0.0,0.0,47.86,47.86,47.86,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-04-08,51.38,51.38,51.38,0.0,0.0,52.43,52.43,52.43,0.0,0.0,51.31,51.31,51.31,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-04-15,54.71,54.71,54.71,0.0,0.0,55.2,55.2,55.2,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-04-22,47.24,47.24,47.24,0.0,0.0,47.46,47.46,47.46,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-04-29,43.51,43.51,43.51,0.0,0.0,45.35,45.35,45.35,0.0,0.0,43.51,43.51,43.51,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2018-05-06,49.34,49.34,49.34,0.0,0.0,49.67,49.67,49.67,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-05-13,50.76,50.76,50.76,0.0,0.0,52.12,52.12,52.12,0.0,0.0,50.76,50.76,50.76,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2018-05-20,51.99,51.99,51.99,0.0,0.0,51.99,51.99,51.99,0.0,0.0,50.63,50.63,50.63,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-05-27,51.37,51.37,51.37,0.0,0.0,51.98,51.98,51.98,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2018-06-03,53.99,53.99,53.99,0.0,0.0,54.25,54.25,54.25,0.0,0.0,52.84,52.84,52.84,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2018-06-10,48.04,48.04,48.04,0.0,0.0,49.31,49.31,49.31,0.0,0.0,48.04,48.04,48.04,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-06-17,44.57,44.57,44.57,0.0,0.0,44.93,44.93,44.93,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-06-24,43.29,43.29,43.29,0.0,0.0,44.79,44.79,44.79,0.0,0.0,42.72,42.72,42.72,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-07-01,45.73,45.73,45.73,0.0,0.0,47.67,47.67,47.67,0.0,0.0,45.73,45.73,45.73,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-07-08,50.0,50.0,50.0,0.0,0.0,50.95,50.95,50.95,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2018-07-15,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-07-22,52.08,52.08,52.08,0.0,0.0,52.62,52.62,52.62,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2018-07-29,51.9,51.9,51.9,0.0,0.0,51.96,51.96,51.96,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2018-08-05,51.29,51.29,51.29,0.0,0.0,52.21,52.21,52.21,0.0,0.0,50.48,50.48,50.48,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2018-08-12,53.5,53.5,53.5,0.0,0.0,54.77,54.77,54.77,0.0,0.0,53.5,53.5,53.5,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2018-08-19,55.0,55.0,55.0,0.0,0.0,55.81,55.81,55.81,0.0,0.0,54.71,54.71,54.71,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-08-26,54.23,54.23,54.23,0.0,0.0,54.79,54.79,54.79,0.0,0.0,53.18,53.18,53.18,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-09-02,57.13,57.13,57.13,0.0,0.0,57.13,57.13,57.13,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2018-09-09,60.6,60.6,60.6,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2018-09-16,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2018-09-23,63.56,63.56,63.56,0.0,0.0,64.5,64.5,64.5,0.0,0.0,62.25,62.25,62.25,0.0,0.0,63.03,63.03,63.03,0.0,0.0
2018-09-30,60.7,60.7,60.7,0.0,0.0,61.51,61.51,61.51,0.0,0.0,59.62,59.62,59.62,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2018-10-07,50.26,50.26,50.26,0.0,0.0,52.59,52.59,52.59,0.0,0.0,50.15,50.15,50.15,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2018-10-14,49.87,49.87,49.87,0.0,0.0,50.43,50.43,50.43,0.0,0.0,48.63,48.63,48.63,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-10-21,44.27,44.27,44.27,0.0,0.0,44.52,44.52,44.52,0.0,0.0,36.37,36.37,36.37,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-10-28,45.44,45.44,45.44,0.0,0.0,46.13,46.13,46.13,0.0,0.0,44.59,44.59,44.59,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-11-04,48.49,48.49,48.49,0.0,0.0,48.49,48.49,48.49,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2018-11-11,43.19,43.19,43.19,0.0,0.0,43.19,43.19,43.19,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2018-11-18,40.4,40.4,40.4,0.0,0.0,41.05,41.05,41.05,0.0,0.0,39.42,39.42,39.42,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2018-11-25,44.0,44.0,44.0,0.0,0.0,44.54,44.54,44.54,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-12-02,35.86,35.86,35.86,0.0,0.0,37.5,37.5,37.5,0.0,0.0,34.79,34.79,34.79,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-12-09,35.22,35.22,35.22,0.0,0.0,36.47,36.47,36.47,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-12-16,25.83,25.83,25.83,0.0,0.0,26.23,26.23,26.23,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-12-23,29.25,29.25,29.25,0.0,0.0,29.76,29.76,29.76,0.0,0.0,28.83,28.83,28.83,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-12-30,30.09,30.09,30.09,0.0,0.0,30.9,30.9,30.9,0.0,0.0,29.42,29.42,29.42,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-01-06,33.7,33.7,33.7,0.0,0.0,34.76,34.76,34.76,0.0,0.0,33.09,33.09,33.09,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2019-01-13,36.54,36.54,36.54,0.0,0.0,37.82,37.82,37.82,0.0,0.0,36.36,36.36,36.36,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-01-20,37.0,37.0,37.0,0.0,0.0,37.77,37.77,37.77,0.0,0.0,36.2,36.2,36.2,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-01-27,41.9,41.9,41.9,0.0,0.0,44.24,44.24,44.24,0.0,0.0,41.75,41.75,41.75,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-02-03,46.03,46.03,46.03,0.0,0.0,46.63,46.63,46.63,0.0,0.0,45.61,45.61,45.61,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2019-02-10,47.52,47.52,47.52,0.0,0.0,50.55,50.55,50.55,0.0,0.0,47.52,47.52,47.52,0.0,0.0,50.49,50.49,50.49,0.0,0.0
