Date,HAFC_stock_Open_average,HAFC_stock_Open_max,HAFC_stock_Open_min,HAFC_stock_Open_volatility,HAFC_stock_Open_change,HAFC_stock_High_average,HAFC_stock_High_max,HAFC_stock_High_min,HAFC_stock_High_volatility,HAFC_stock_High_change,HAFC_stock_Low_average,HAFC_stock_Low_max,HAFC_stock_Low_min,HAFC_stock_Low_volatility,HAFC_stock_Low_change,HAFC_stock_Close_average,HAFC_stock_Close_max,HAFC_stock_Close_min,HAFC_stock_Close_volatility,HAFC_stock_Close_change,HAFC_stock_Volume_average,HAFC_stock_Volume_max,HAFC_stock_Volume_min,HAFC_stock_Volume_volatility,HAFC_stock_Volume_change
2018-01-14,32.0125,32.2,31.65,0.5500000000000043,-0.5500000000000043,32.2825,32.46,32.2,0.259999999999998,-0.21000000000000085,31.6625,31.8,31.6,0.1999999999999993,-0.15000000000000213,31.9875,32.2,31.7,0.5000000000000036,0.20000000000000284,147403,187161,90593,96568,-91895
2018-01-21,32.04,32.25,31.85,0.3999999999999986,0.05000000000000426,32.205999999999996,32.3,32.05,0.25,-0.10000000000000142,31.57,31.85,31.3,0.5500000000000007,-0.45000000000000284,31.92,32.2,31.6,0.6000000000000014,-0.6000000000000014,188467,384364,88380,295984,46997
2018-01-28,31.49,31.75,31.3,0.4499999999999993,-0.10000000000000142,32.019999999999996,32.25,31.85,0.3999999999999986,0.10000000000000142,31.27,31.5,31.05,0.4499999999999993,-0.14999999999999858,31.64,31.85,31.5,0.3500000000000014,-0.05000000000000071,190908,264075,134938,129137,-43665
2018-02-04,30.43,31.15,29.65,1.5,-0.75,30.98,31.7,30.75,0.9499999999999993,-0.8999999999999986,29.89,30.3,29.65,0.6500000000000021,-0.4499999999999993,30.34,30.7,30.05,0.6499999999999986,0.1999999999999993,273354,453569,208432,245137,12747
2018-02-11,30.84,31.4,30.4,1.0,0.75,31.294,31.95,30.7,1.25,1.0,30.580000000000002,31.35,30.05,1.3000000000000007,1.3000000000000007,31.2,31.9,30.65,1.25,1.25,126625,190117,73204,116913,-21046
2018-02-18,31.65,31.95,31.4,0.5500000000000007,-0.3500000000000014,31.9,32.05,31.65,0.3999999999999986,-0.3000000000000007,31.205,31.3,31.15,0.15000000000000213,-0.10000000000000142,31.525,31.8,31.3,0.5,0.10000000000000142,81202,96684,67259,29425,-16763
2018-02-25,31.03,31.6,30.35,1.25,-1.25,31.436,31.95,30.9,1.0500000000000007,-0.3500000000000014,30.7,31.2,30.25,0.9499999999999993,-0.8999999999999986,31.0,31.45,30.55,0.8999999999999986,-0.34999999999999787,145069,199272,93039,106233,106233
2018-03-04,31.669999999999998,32.25,30.9,1.3500000000000014,0.9500000000000028,32.05,32.35,31.75,0.6000000000000014,0.25,30.652,31.45,28.01,3.4399999999999977,3.289999999999999,31.81,32.1,31.6,0.5,0.15000000000000213,267519,495912,133747,362165,122826
2018-03-11,31.88,32.15,31.65,0.5,0.0,32.03,32.3,31.85,0.44999999999999574,0.0,31.564,31.75,31.27,0.4800000000000004,-0.10000000000000142,31.84,32.0,31.6,0.3999999999999986,0.0,236773,551803,125573,426230,376470
2018-03-18,31.49,32.0,30.7,1.3000000000000007,-1.1500000000000021,31.69,32.1,30.85,1.25,-1.1999999999999957,30.919999999999998,31.55,29.65,1.9000000000000021,-1.8000000000000007,31.099999999999998,31.9,29.7,2.1999999999999993,-2.1999999999999993,164099,255321,102886,152435,152435
2018-03-25,30.4625,30.8,30.15,0.6500000000000021,0.6500000000000021,30.825,30.9,30.65,0.25,0.25,30.1125,30.55,29.85,0.6999999999999993,0.6000000000000014,30.575,30.75,30.2,0.5500000000000007,0.10000000000000142,221892,336528,169162,167366,149651
2018-04-01,30.669999999999998,31.2,30.15,1.0500000000000007,0.3000000000000007,30.95,31.35,30.55,0.8000000000000007,0.34999999999999787,30.13,30.7,29.9,0.8000000000000007,0.20000000000000284,30.63,31.3,30.1,1.1999999999999993,0.29999999999999716,129917,180017,108880,71137,55316
2018-04-08,30.78,31.25,30.5,0.75,0.75,31.07,31.3,30.9,0.40000000000000213,0.3500000000000014,30.47,30.8,30.1,0.6999999999999993,0.5,30.740000000000002,31.1,30.1,1.0,0.75,147001,219393,88093,131300,-69310
2018-04-15,30.93,31.35,30.5,0.8500000000000014,-0.3000000000000007,31.17,31.35,30.95,0.40000000000000213,-0.25,30.574,30.85,30.27,0.5800000000000018,-0.20000000000000284,30.88,31.2,30.65,0.5500000000000007,-0.3999999999999986,188756,244076,128032,116044,116044
2018-04-22,29.55,31.15,28.15,3.0,-2.6000000000000014,29.94,31.85,28.6,3.25,-2.6499999999999986,29.204,30.95,27.92,3.0299999999999976,-2.7799999999999976,29.42,31.45,28.0,3.4499999999999993,-3.0500000000000007,369088,777347,192285,585062,93102
2018-04-29,27.63,28.05,27.0,1.0500000000000007,-1.0500000000000007,27.904,28.15,27.65,0.5,-0.22999999999999687,27.278,27.55,26.95,0.6000000000000014,-0.6000000000000014,27.61,27.8,27.3,0.5,0.04999999999999716,190643,241213,116227,124986,-124986
2018-05-06,28.0,28.3,27.5,0.8000000000000007,0.6000000000000014,28.298,28.55,27.99,0.5600000000000023,0.5100000000000016,27.804000000000002,28.17,27.35,0.8200000000000003,0.8200000000000003,28.074,28.35,27.5,0.8500000000000014,0.6999999999999993,130038,173839,85803,88036,-24298
2018-05-13,28.37,28.65,28.0,0.6499999999999986,0.34999999999999787,28.698,28.89,28.6,0.28999999999999915,0.240000000000002,28.2,28.5,27.9,0.6000000000000014,0.5,28.42,28.65,28.05,0.5999999999999979,0.5999999999999979,152532,204585,102363,102222,-42619
2018-05-20,29.87,30.25,28.9,1.3500000000000014,1.3500000000000014,30.216,30.5,29.6,0.8999999999999986,0.8999999999999986,29.64,30.1,28.8,1.3000000000000007,1.3000000000000007,30.1,30.35,29.45,0.9000000000000021,0.8500000000000014,258086,317553,184885,132668,-39620
2018-05-27,30.1875,30.4,30.0,0.3999999999999986,0.05000000000000071,30.5,30.6,30.35,0.25,-0.14999999999999858,29.95,30.05,29.83,0.22000000000000242,0.22000000000000242,30.125,30.4,29.95,0.4499999999999993,0.14999999999999858,232930,274521,184189,90332,-90332
2018-06-03,30.7,30.85,30.3,0.5500000000000007,0.5500000000000007,31.04,31.25,30.9,0.3500000000000014,0.05000000000000071,30.56,30.8,30.25,0.5500000000000007,0.3999999999999986,30.8,30.9,30.65,0.25,-0.25,169952,198204,122512,75692,58872
2018-06-10,30.1,30.8,29.7,1.1000000000000014,-1.1000000000000014,30.330000000000002,30.88,29.8,1.0799999999999983,-1.0799999999999983,29.672,30.1,29.25,0.8500000000000014,-0.8500000000000014,29.83,30.15,29.55,0.5999999999999979,-0.5999999999999979,258971,637142,135954,501188,458873
2018-06-17,30.0,30.4,29.35,1.0499999999999972,0.8499999999999979,30.29,30.45,29.95,0.5,0.3500000000000014,29.746,30.13,29.3,0.8299999999999983,0.34999999999999787,30.060000000000002,30.35,29.8,0.5500000000000007,-0.05000000000000071,231173,431131,130789,300342,253624
2018-06-24,29.28,29.75,28.75,1.0,-0.9499999999999993,29.490000000000002,29.85,29.05,0.8000000000000007,-0.5,28.86,29.35,28.3,1.0500000000000007,-1.0500000000000007,28.96,29.65,28.35,1.2999999999999972,-1.2999999999999972,210900,264741,159703,105038,105038
