Date,UBS AG FI Enhanced Europe 50_Open_average,UBS AG FI Enhanced Europe 50_Open_max,UBS AG FI Enhanced Europe 50_Open_min,UBS AG FI Enhanced Europe 50_Open_volatility,UBS AG FI Enhanced Europe 50_Open_change,UBS AG FI Enhanced Europe 50_High_average,UBS AG FI Enhanced Europe 50_High_max,UBS AG FI Enhanced Europe 50_High_min,UBS AG FI Enhanced Europe 50_High_volatility,UBS AG FI Enhanced Europe 50_High_change,UBS AG FI Enhanced Europe 50_Low_average,UBS AG FI Enhanced Europe 50_Low_max,UBS AG FI Enhanced Europe 50_Low_min,UBS AG FI Enhanced Europe 50_Low_volatility,UBS AG FI Enhanced Europe 50_Low_change,UBS AG FI Enhanced Europe 50_Close_average,UBS AG FI Enhanced Europe 50_Close_max,UBS AG FI Enhanced Europe 50_Close_min,UBS AG FI Enhanced Europe 50_Close_volatility,UBS AG FI Enhanced Europe 50_Close_change
2018-01-14,195.02,195.02,195.02,0.0,0.0,196.45,196.45,196.45,0.0,0.0,194.72,194.72,194.72,0.0,0.0,196.13,196.13,196.13,0.0,0.0
2018-01-21,197.88,197.88,197.88,0.0,0.0,198.19,198.19,198.19,0.0,0.0,196.16,196.16,196.16,0.0,0.0,197.5,197.5,197.5,0.0,0.0
2018-01-28,180.98,180.98,180.98,0.0,0.0,182.93,182.93,182.93,0.0,0.0,170.05,170.05,170.05,0.0,0.0,170.65,170.65,170.65,0.0,0.0
2018-02-04,166.71,166.71,166.71,0.0,0.0,166.88,166.88,166.88,0.0,0.0,166.71,166.71,166.71,0.0,0.0,166.88,166.88,166.88,0.0,0.0
2018-02-11,177.19,177.19,177.19,0.0,0.0,177.7,177.7,177.7,0.0,0.0,175.25,175.25,175.25,0.0,0.0,176.3,176.3,176.3,0.0,0.0
2018-02-18,175.5,175.5,175.5,0.0,0.0,177.91,177.91,177.91,0.0,0.0,175.5,175.5,175.5,0.0,0.0,177.91,177.91,177.91,0.0,0.0
2018-02-25,161.37,161.37,161.37,0.0,0.0,166.4,166.4,166.4,0.0,0.0,161.37,161.37,161.37,0.0,0.0,166.4,166.4,166.4,0.0,0.0
2018-03-04,170.95,170.95,170.95,0.0,0.0,170.95,170.95,170.95,0.0,0.0,170.95,170.95,170.95,0.0,0.0,170.95,170.95,170.95,0.0,0.0
2018-03-11,166.88,166.88,166.88,0.0,0.0,166.88,166.88,166.88,0.0,0.0,166.88,166.88,166.88,0.0,0.0,166.88,166.88,166.88,0.0,0.0
2018-03-18,161.52,161.52,161.52,0.0,0.0,163.23,163.23,163.23,0.0,0.0,160.58,160.58,160.58,0.0,0.0,163.23,163.23,163.23,0.0,0.0
2018-03-25,158.0,158.0,158.0,0.0,0.0,160.5,160.5,160.5,0.0,0.0,158.0,158.0,158.0,0.0,0.0,159.96,159.96,159.96,0.0,0.0
2018-04-01,169.5,169.5,169.5,0.0,0.0,172.3,172.3,172.3,0.0,0.0,169.5,169.5,169.5,0.0,0.0,171.31,171.31,171.31,0.0,0.0
2018-04-08,174.13,174.13,174.13,0.0,0.0,174.13,174.13,174.13,0.0,0.0,174.01,174.01,174.01,0.0,0.0,174.01,174.01,174.01,0.0,0.0
2018-04-15,173.45,173.45,173.45,0.0,0.0,173.45,173.45,173.45,0.0,0.0,173.45,173.45,173.45,0.0,0.0,173.45,173.45,173.45,0.0,0.0
2018-04-22,172.61,172.61,172.61,0.0,0.0,173.08,173.08,173.08,0.0,0.0,172.54,172.54,172.54,0.0,0.0,172.84,172.84,172.84,0.0,0.0
2018-04-29,173.31,173.31,173.31,0.0,0.0,174.0,174.0,174.0,0.0,0.0,172.25,172.25,172.25,0.0,0.0,172.92,172.92,172.92,0.0,0.0
2018-05-06,178.0,178.0,178.0,0.0,0.0,178.0,178.0,178.0,0.0,0.0,176.35,176.35,176.35,0.0,0.0,176.5,176.5,176.5,0.0,0.0
2018-05-13,176.53,176.53,176.53,0.0,0.0,176.53,176.53,176.53,0.0,0.0,175.16,175.16,175.16,0.0,0.0,175.48,175.48,175.48,0.0,0.0
2018-05-20,165.82,165.82,165.82,0.0,0.0,167.18,167.18,167.18,0.0,0.0,165.82,165.82,165.82,0.0,0.0,166.88,166.88,166.88,0.0,0.0
2018-05-27,167.5,167.5,167.5,0.0,0.0,167.5,167.5,167.5,0.0,0.0,165.75,165.75,165.75,0.0,0.0,166.07,166.07,166.07,0.0,0.0
2018-06-03,166.5,166.5,166.5,0.0,0.0,166.65,166.65,166.65,0.0,0.0,164.81,164.81,164.81,0.0,0.0,164.81,164.81,164.81,0.0,0.0
2018-06-10,160.5,160.5,160.5,0.0,0.0,162.02,162.02,162.02,0.0,0.0,160.23,160.23,160.23,0.0,0.0,160.88,160.88,160.88,0.0,0.0
2018-06-17,157.71,157.71,157.71,0.0,0.0,158.37,158.37,158.37,0.0,0.0,156.61,156.61,156.61,0.0,0.0,156.61,156.61,156.61,0.0,0.0
2018-06-24,158.0,158.0,158.0,0.0,0.0,158.0,158.0,158.0,0.0,0.0,155.91,155.91,155.91,0.0,0.0,155.91,155.91,155.91,0.0,0.0
2018-07-01,167.49,167.49,167.49,0.0,0.0,167.49,167.49,167.49,0.0,0.0,167.0,167.0,167.0,0.0,0.0,167.0,167.0,167.0,0.0,0.0
2018-07-08,164.26,164.26,164.26,0.0,0.0,165.32,165.32,165.32,0.0,0.0,164.26,164.26,164.26,0.0,0.0,165.32,165.32,165.32,0.0,0.0
2018-07-15,166.98,166.98,166.98,0.0,0.0,167.0,167.0,167.0,0.0,0.0,165.95,165.95,165.95,0.0,0.0,167.0,167.0,167.0,0.0,0.0
