Date,ASM_Open_average,ASM_Open_max,ASM_Open_min,ASM_Open_volatility,ASM_Open_change,ASM_High_average,ASM_High_max,ASM_High_min,ASM_High_volatility,ASM_High_change,ASM_Low_average,ASM_Low_max,ASM_Low_min,ASM_Low_volatility,ASM_Low_change,ASM_Close_average,ASM_Close_max,ASM_Close_min,ASM_Close_volatility,ASM_Close_change,ASM_Volume_average,ASM_Volume_max,ASM_Volume_min,ASM_Volume_volatility,ASM_Volume_change
2018-01-14,1.486,1.54,1.43,0.1100000000000001,-0.1100000000000001,1.502,1.54,1.45,0.09000000000000008,-0.09000000000000008,1.442,1.51,1.37,0.1399999999999999,-0.1399999999999999,1.464,1.53,1.4,0.13000000000000012,-0.13000000000000012,30303,43649,15243,28406,-4176
2018-01-21,1.478,1.56,1.4,0.16000000000000014,0.0,1.526,1.61,1.45,0.16000000000000014,0.010000000000000009,1.452,1.51,1.4,0.1100000000000001,0.0,1.492,1.57,1.4,0.17000000000000015,-0.040000000000000036,69029,148677,19526,129151,87906
2018-01-28,1.386,1.42,1.32,0.09999999999999987,-0.07999999999999985,1.418,1.47,1.34,0.1299999999999999,-0.1299999999999999,1.3559999999999999,1.4,1.28,0.11999999999999988,-0.10999999999999988,1.3699999999999999,1.42,1.28,0.1399999999999999,-0.1399999999999999,27656,45570,14590,30980,4270
2018-02-04,1.29,1.32,1.25,0.07000000000000006,-0.030000000000000027,1.358,1.41,1.32,0.08999999999999986,0.08999999999999986,1.262,1.3,1.21,0.09000000000000008,-0.030000000000000027,1.3202,1.41,1.24,0.16999999999999993,0.09999999999999987,31994,47235,21974,25261,-19083
2018-02-11,1.3925,1.43,1.35,0.07999999999999985,-0.05999999999999983,1.42,1.43,1.39,0.040000000000000036,-0.040000000000000036,1.3585,1.374,1.32,0.05400000000000005,-0.05400000000000005,1.3760000000000001,1.43,1.33,0.09999999999999987,-0.04400000000000004,10233,12443,7156,5287,3000
2018-02-18,1.332,1.38,1.31,0.06999999999999984,0.0,1.348,1.38,1.32,0.05999999999999983,-0.010000000000000009,1.29,1.31,1.27,0.040000000000000036,-0.030000000000000027,1.318,1.34,1.27,0.07000000000000006,-0.06000000000000005,11990,21171,4664,16507,-3444
2018-02-25,1.272,1.3,1.25,0.050000000000000044,-0.010000000000000009,1.292,1.3,1.27,0.030000000000000027,-0.010000000000000009,1.25,1.26,1.24,0.020000000000000018,0.0,1.272,1.3,1.25,0.050000000000000044,-0.050000000000000044,24969,40797,9794,31003,-26677
2018-03-04,1.304,1.33,1.27,0.06000000000000005,0.040000000000000036,1.326,1.34,1.28,0.06000000000000005,0.0,1.28,1.31,1.27,0.040000000000000036,0.030000000000000027,1.31,1.34,1.27,0.07000000000000006,-0.020000000000000018,13064,29382,2320,27062,-19500
2018-03-11,1.296,1.35,1.26,0.09000000000000008,-0.050000000000000044,1.322,1.35,1.29,0.06000000000000005,0.0,1.266,1.3,1.24,0.06000000000000005,-0.06000000000000005,1.296,1.34,1.27,0.07000000000000006,-0.010000000000000009,13585,28305,5280,23025,11928
2018-03-18,1.338,1.38,1.29,0.08999999999999986,0.050000000000000044,1.358,1.39,1.32,0.06999999999999984,0.05999999999999983,1.322,1.36,1.27,0.09000000000000008,0.09000000000000008,1.338,1.37,1.28,0.09000000000000008,0.09000000000000008,17423,29939,11080,18859,-17103
2018-03-25,1.36,1.4,1.32,0.07999999999999985,0.029999999999999805,1.3900000000000001,1.43,1.37,0.05999999999999983,0.05999999999999983,1.3325,1.39,1.3,0.08999999999999986,0.08999999999999986,1.36625,1.41,1.3,0.10999999999999988,0.039999999999999813,25715,42469,18402,24067,1725
2018-04-01,1.444,1.47,1.4,0.07000000000000006,0.0,1.458,1.47,1.45,0.020000000000000018,0.020000000000000018,1.392,1.42,1.36,0.05999999999999983,0.04999999999999982,1.414,1.45,1.39,0.06000000000000005,0.020000000000000018,20011,28209,11863,16346,-16346
2018-04-08,1.424,1.45,1.41,0.040000000000000036,0.010000000000000009,1.452,1.47,1.43,0.040000000000000036,0.020000000000000018,1.414,1.43,1.39,0.040000000000000036,0.020000000000000018,1.426,1.44,1.41,0.030000000000000027,-0.010000000000000009,13170,23695,2185,21510,2345
2018-04-15,1.458,1.53,1.38,0.15000000000000013,0.06000000000000005,1.5,1.55,1.41,0.14000000000000012,0.06000000000000005,1.434,1.52,1.36,0.15999999999999992,0.05999999999999983,1.476,1.54,1.37,0.16999999999999993,0.08999999999999986,23456,49918,5991,43927,-38068
2018-04-22,1.442,1.47,1.41,0.06000000000000005,-0.06000000000000005,1.45,1.5,1.42,0.08000000000000007,-0.08000000000000007,1.426,1.47,1.4,0.07000000000000006,-0.07000000000000006,1.4378,1.49,1.41,0.08000000000000007,-0.08000000000000007,9067,14329,4201,10128,7876
2018-04-29,1.42,1.44,1.4,0.040000000000000036,0.010000000000000009,1.45,1.48,1.43,0.050000000000000044,-0.020000000000000018,1.408,1.43,1.38,0.050000000000000044,0.030000000000000027,1.4306,1.46,1.4180000000000001,0.041999999999999815,-0.004999999999999893,14502,34179,3306,30873,-9694
2018-05-06,1.418,1.44,1.4,0.040000000000000036,0.040000000000000036,1.438,1.45,1.43,0.020000000000000018,0.010000000000000009,1.398,1.41,1.39,0.020000000000000018,0.0,1.416,1.44,1.4,0.040000000000000036,0.0,7021,14173,793,13380,-4687
2018-05-13,1.372,1.4,1.36,0.039999999999999813,0.020000000000000018,1.406,1.43,1.4,0.030000000000000027,-0.030000000000000027,1.362,1.39,1.35,0.039999999999999813,0.039999999999999813,1.394,1.43,1.36,0.06999999999999984,-0.030000000000000027,11014,22088,3021,19067,-13366
2018-05-20,1.355,1.39,1.33,0.05999999999999983,-0.039999999999999813,1.3675000000000002,1.4,1.35,0.04999999999999982,-0.04999999999999982,1.3375000000000001,1.35,1.33,0.020000000000000018,-0.010000000000000009,1.3450000000000002,1.35,1.34,0.010000000000000009,0.0,10883,13125,7116,6009,476
2018-05-27,1.322,1.35,1.3,0.050000000000000044,-0.030000000000000027,1.34,1.37,1.32,0.050000000000000044,-0.030000000000000027,1.296,1.31,1.27,0.040000000000000036,-0.030000000000000027,1.3084,1.33,1.28,0.050000000000000044,-0.030000000000000027,8490,14849,5749,9100,7377
2018-06-03,1.29,1.31,1.27,0.040000000000000036,-0.010000000000000009,1.312,1.33,1.3,0.030000000000000027,0.030000000000000027,1.28,1.29,1.27,0.020000000000000018,-0.010000000000000009,1.296,1.31,1.29,0.020000000000000018,-0.010000000000000009,6432,10277,3094,7183,-827
2018-06-10,1.306,1.33,1.29,0.040000000000000036,0.010000000000000009,1.318,1.33,1.3,0.030000000000000027,-0.010000000000000009,1.288,1.32,1.27,0.050000000000000044,-0.020000000000000018,1.305,1.33,1.28,0.050000000000000044,-0.020000000000000018,13080,20180,7030,13150,-10398
2018-06-17,1.26,1.28,1.22,0.06000000000000005,-0.010000000000000009,1.282,1.3,1.27,0.030000000000000027,-0.030000000000000027,1.232,1.25,1.22,0.030000000000000027,-0.010000000000000009,1.2522,1.28,1.22,0.06000000000000005,-0.040000000000000036,11797,22316,5557,16759,-3313
2018-06-24,1.222,1.23,1.21,0.020000000000000018,0.010000000000000009,1.2468,1.274,1.23,0.04400000000000004,0.03400000000000003,1.212,1.23,1.2,0.030000000000000027,0.010000000000000009,1.2368,1.274,1.21,0.06400000000000006,0.05400000000000005,7633,21156,689,20467,-20467
2018-07-01,1.2875,1.31,1.28,0.030000000000000027,0.0,1.2975,1.31,1.29,0.020000000000000018,-0.010000000000000009,1.2650000000000001,1.27,1.26,0.010000000000000009,-0.010000000000000009,1.2842500000000001,1.3,1.2670000000000001,0.03299999999999992,-0.03299999999999992,15180,32888,3639,29249,-9249
2018-07-08,1.226,1.25,1.19,0.06000000000000005,-0.06000000000000005,1.234,1.28,1.2,0.08000000000000007,-0.08000000000000007,1.203,1.24,1.17,0.07000000000000006,-0.07000000000000006,1.213,1.24,1.18,0.06000000000000005,-0.06000000000000005,16858,23396,9490,13906,11572
2018-07-15,1.14,1.17,1.11,0.05999999999999983,-0.040000000000000036,1.186,1.22,1.17,0.050000000000000044,0.010000000000000009,1.1219999999999999,1.15,1.08,0.06999999999999984,-0.020000000000000018,1.146,1.19,1.11,0.07999999999999985,0.030000000000000027,15684,26010,7667,18343,-18343
2018-07-22,1.1340000000000001,1.19,1.11,0.07999999999999985,-0.07999999999999985,1.15,1.19,1.12,0.06999999999999984,-0.06999999999999984,1.114,1.12,1.11,0.010000000000000009,-0.010000000000000009,1.1246,1.15,1.113,0.03699999999999992,-0.029999999999999805,14729,26132,6601,19531,-14931
