Date,iShares MSCI Norway Capped_etf_Open_average,iShares MSCI Norway Capped_etf_Open_max,iShares MSCI Norway Capped_etf_Open_min,iShares MSCI Norway Capped_etf_Open_volatility,iShares MSCI Norway Capped_etf_Open_change,iShares MSCI Norway Capped_etf_High_average,iShares MSCI Norway Capped_etf_High_max,iShares MSCI Norway Capped_etf_High_min,iShares MSCI Norway Capped_etf_High_volatility,iShares MSCI Norway Capped_etf_High_change,iShares MSCI Norway Capped_etf_Low_average,iShares MSCI Norway Capped_etf_Low_max,iShares MSCI Norway Capped_etf_Low_min,iShares MSCI Norway Capped_etf_Low_volatility,iShares MSCI Norway Capped_etf_Low_change,iShares MSCI Norway Capped_etf_Close_average,iShares MSCI Norway Capped_etf_Close_max,iShares MSCI Norway Capped_etf_Close_min,iShares MSCI Norway Capped_etf_Close_volatility,iShares MSCI Norway Capped_etf_Close_change
2018-01-14,27.71,27.71,27.71,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-01-21,27.95,27.95,27.95,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-01-28,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2018-02-04,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-02-11,27.03,27.03,27.03,0.0,0.0,27.26,27.26,27.26,0.0,0.0,26.81,26.81,26.81,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-02-18,27.29,27.29,27.29,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-02-25,26.69,26.69,26.69,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-03-04,27.4,27.4,27.4,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-03-11,27.17,27.17,27.17,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-03-18,26.77,26.77,26.77,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-03-25,26.95,26.95,26.95,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-04-01,26.8,26.8,26.8,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-04-08,28.05,28.05,28.05,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2018-04-15,28.2,28.2,28.2,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-04-22,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-04-29,27.93,27.93,27.93,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-05-06,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-05-13,28.56,28.56,28.56,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-05-20,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-05-27,27.91,27.91,27.91,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-06-03,28.85,28.85,28.85,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-06-10,28.55,28.55,28.55,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2018-06-17,27.8,27.8,27.8,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-06-24,27.55,27.55,27.55,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-07-01,27.95,27.95,27.95,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-07-08,27.46,27.46,27.46,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-07-15,27.31,27.31,27.31,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-07-22,27.82,27.82,27.82,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-07-29,27.64,27.64,27.64,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.66,27.66,27.66,0.0,0.0
