Date,ORNStock_Open_average,ORNStock_Open_max,ORNStock_Open_min,ORNStock_Open_volatility,ORNStock_Open_change,ORNStock_High_average,ORNStock_High_max,ORNStock_High_min,ORNStock_High_volatility,ORNStock_High_change,ORNStock_Low_average,ORNStock_Low_max,ORNStock_Low_min,ORNStock_Low_volatility,ORNStock_Low_change,ORNStock_Close_average,ORNStock_Close_max,ORNStock_Close_min,ORNStock_Close_volatility,ORNStock_Close_change,ORNStock_Volume_average,ORNStock_Volume_max,ORNStock_Volume_min,ORNStock_Volume_volatility,ORNStock_Volume_change
2018-01-14,8.055,8.11,7.96,0.14999999999999947,0.049999999999998934,8.2525,8.38,8.05,0.33000000000000007,0.23999999999999844,7.92,8.1,7.68,0.41999999999999993,0.41999999999999993,8.1325,8.2,8.04,0.16000000000000014,0.16000000000000014,140126,246460,88728,157732,-36285
2018-01-21,8.088000000000001,8.21,7.96,0.2500000000000009,-0.040000000000000924,8.186,8.24,8.15,0.08999999999999986,-0.05000000000000071,7.816,7.99,7.65,0.33999999999999986,-0.16999999999999993,7.966,8.17,7.73,0.4399999999999995,-0.08000000000000007,87467,116863,44738,72125,-56879
2018-01-28,7.66,7.91,7.33,0.5800000000000001,-0.5800000000000001,7.726,7.94,7.38,0.5600000000000005,-0.5600000000000005,7.446,7.78,7.1,0.6800000000000006,-0.6800000000000006,7.526,7.8,7.1,0.7000000000000002,-0.6800000000000006,89652,174846,50163,124683,36205
2018-02-04,6.478,7.03,6.3,0.7300000000000004,-0.6800000000000006,6.684,7.14,6.37,0.7699999999999996,-0.5099999999999998,6.282,6.46,6.11,0.34999999999999964,-0.20999999999999996,6.402,6.55,6.25,0.2999999999999998,0.0699999999999994,84106,99220,67866,31354,15415
2018-02-11,6.602,6.78,6.47,0.3100000000000005,0.2600000000000007,6.824,7.01,6.64,0.3700000000000001,0.3700000000000001,6.568,6.78,6.41,0.3700000000000001,0.3700000000000001,6.712,6.96,6.52,0.4400000000000004,0.4400000000000004,124079,319521,40776,278745,-14614
2018-02-18,7.0625,7.16,6.91,0.25,0.21999999999999975,7.1625,7.28,7.07,0.20999999999999996,0.05999999999999961,6.965,7.05,6.91,0.13999999999999968,0.009999999999999787,7.0424999999999995,7.12,6.97,0.15000000000000036,-0.04999999999999982,44132,68246,22623,45623,-45623
2018-02-25,6.601999999999999,7.06,6.14,0.9199999999999999,-0.8200000000000003,6.766,7.2,6.35,0.8500000000000005,-0.8100000000000005,6.406,6.9,6.14,0.7600000000000007,-0.7600000000000007,6.506,7.09,6.23,0.8599999999999994,-0.7400000000000002,69492,93772,36804,56968,51126
2018-03-04,6.52,6.94,6.22,0.7200000000000006,0.5300000000000002,6.614,7.05,6.35,0.7000000000000002,0.4900000000000002,6.392,6.8,6.13,0.6699999999999999,0.34999999999999964,6.502,6.81,6.28,0.5299999999999994,0.5299999999999994,116016,240318,46213,194105,93101
2018-03-11,7.0520000000000005,7.3,6.83,0.46999999999999975,0.4399999999999995,7.3580000000000005,7.79,7.13,0.6600000000000001,0.5999999999999996,7.01,7.3,6.82,0.47999999999999954,0.47999999999999954,7.2379999999999995,7.77,6.83,0.9399999999999995,0.9399999999999995,177915,265805,70216,195589,-13655
2018-03-18,7.522,7.71,7.18,0.5300000000000002,-0.5200000000000005,7.61,7.77,7.31,0.45999999999999996,-0.4300000000000006,7.318,7.57,6.87,0.7000000000000002,-0.7000000000000002,7.364,7.7,6.89,0.8100000000000005,-0.8100000000000005,68494,79915,52039,27876,-1648
