Date,NSPR_Open_average,NSPR_Open_max,NSPR_Open_min,NSPR_Open_volatility,NSPR_Open_change,NSPR_High_average,NSPR_High_max,NSPR_High_min,NSPR_High_volatility,NSPR_High_change,NSPR_Low_average,NSPR_Low_max,NSPR_Low_min,NSPR_Low_volatility,NSPR_Low_change,NSPR_Close_average,NSPR_Close_max,NSPR_Close_min,NSPR_Close_volatility,NSPR_Close_change,NSPR_Volume_average,NSPR_Volume_max,NSPR_Volume_min,NSPR_Volume_volatility,NSPR_Volume_change
2018-01-14,312.725,350.0,287.0,63.0,63.0,343.105,376.25,309.925,66.32499999999999,38.5,292.355,308.875,275.975,32.89999999999998,32.89999999999998,326.27,350.0,300.825,49.17500000000001,19.774999999999977,499,822,221,601,-254
2018-01-21,334.81,350.0,315.0,35.0,-26.25,342.3,357.0,323.75,33.25,-33.25,310.275,323.75,298.375,25.375,-15.75,321.2266,336.68300000000005,310.975,25.708000000000027,-14.858000000000061,229,280,173,107,-38
2018-01-28,403.305,459.025,350.0,109.02499999999998,-35.0,418.775,459.375,350.0,109.375,-105.0,358.435,386.75,295.4,91.35000000000002,-74.90000000000003,385.7,435.575,315.35,120.22499999999997,-120.22499999999997,763,2022,284,1738,-1648
2018-02-04,281.15,343.0,203.0,140.0,-52.75,309.81,372.05,263.0,109.05000000000001,-75.55000000000001,245.475,316.75,180.5,136.25,-57.75,279.43,341.25,251.5,89.75,-80.75,1126,2102,280,1822,523
2018-02-11,274.75,330.5,240.0,90.5,-19.0,294.5,390.0,246.0,144.0,-24.0,241.625,261.5,226.5,35.0,-14.0,249.0,279.0,238.0,41.0,-2.0,1750,5016,441,4575,-31
2018-02-18,215.5,234.0,200.0,34.0,-32.0,237.9,269.5,214.0,55.5,-34.0,199.2,223.0,181.0,42.0,-32.5,206.8,223.0,190.5,32.5,-32.5,1299,2696,344,2352,1393
2018-02-25,124.0,140.0,114.5,25.5,-25.5,129.5,141.0,124.0,17.0,-14.0,116.2,125.5,109.5,16.0,-11.0,120.9,129.5,117.0,12.5,-8.5,1166,2652,480,2172,-2172
2018-03-04,129.0,145.0,121.0,24.0,7.5,137.1,148.0,130.0,18.0,11.5,122.1,126.5,117.5,9.0,9.0,128.9,134.5,121.0,13.5,13.5,1094,2349,353,1996,247
2018-03-11,135.9,142.0,127.0,15.0,8.0,139.8,142.5,134.0,8.5,8.0,126.4,131.5,120.5,11.0,3.5,134.2,141.5,127.5,14.0,3.5,751,1182,493,689,-123
2018-03-18,121.8,130.0,108.5,21.5,-21.5,122.5,130.0,110.0,20.0,-20.0,113.1,122.0,101.5,20.5,-20.5,116.4,127.5,102.0,25.5,-25.5,475,937,260,677,-537
2018-03-25,85.75,133.5,55.5,78.0,-78.0,93.625,159.5,60.5,99.0,-99.0,72.125,118.5,50.0,68.5,-66.0,74.875,120.0,52.0,68.0,-60.0,5785,14628,1617,13011,-13011
2018-04-01,56.7,60.0,55.0,5.0,-5.0,59.1,62.5,56.5,6.0,-1.5,53.8,55.5,52.5,3.0,-1.5,55.7,58.5,53.5,5.0,-1.0,1304,1987,485,1502,-167
2018-04-08,62.5,65.5,61.0,4.5,-0.5,64.7,69.5,61.0,8.5,-0.5,59.0,62.0,56.5,5.5,1.5,61.3,63.5,59.0,4.5,0.5,1677,3023,714,2309,-1180
2018-04-15,59.8,63.5,58.5,5.0,-0.5,63.5,68.5,60.0,8.5,1.5,57.9,60.5,55.5,5.0,0.5,59.5,63.0,58.0,5.0,0.0,721,1208,231,977,77
2018-04-22,58.0,60.0,55.5,4.5,-2.0,60.6,66.5,57.0,9.5,5.5,55.8,57.0,54.0,3.0,-0.5,57.0,61.0,54.0,7.0,3.0,943,3107,194,2913,2489
2018-04-29,62.9,65.5,60.0,5.5,1.0,68.8,74.0,66.0,8.0,0.0,59.4,63.0,55.0,8.0,2.0,62.8,66.0,60.0,6.0,3.5,2574,6320,922,5398,-974
2018-05-06,63.2,67.5,60.0,7.5,-7.5,64.1,69.0,61.0,8.0,-6.5,60.4,63.5,58.5,5.0,-5.0,61.4,66.5,58.5,8.0,-8.0,724,1279,344,935,-714
2018-05-13,59.4,61.5,55.0,6.5,5.0,61.6,63.5,58.5,5.0,3.0,57.3,59.0,54.5,4.5,2.5,58.6,61.5,55.0,6.5,2.0,730,1401,384,1017,-166
2018-05-20,60.625,63.0,58.0,5.0,4.5,65.5,77.0,58.5,18.5,18.5,58.75,61.0,56.5,4.5,4.5,60.875,63.5,57.0,6.5,6.5,1979,4938,250,4688,4688
2018-05-27,62.7,66.0,60.0,6.0,-2.5,66.6,81.5,60.0,21.5,-6.5,59.7,64.5,57.0,7.5,-3.0,60.3,64.5,58.0,6.5,-2.0,2408,7088,749,6339,70
2018-06-03,58.2,59.0,57.5,1.5,-1.5,59.4,61.5,58.5,3.0,2.5,57.1,57.5,56.5,1.0,-0.5,58.15,60.25,57.5,2.75,2.25,509,1365,208,1157,1046
2018-06-10,58.0,61.5,51.5,10.0,-8.5,59.8,64.5,54.5,10.0,-10.0,56.9,59.0,50.5,8.5,-8.5,57.8,60.0,52.5,7.5,-7.5,553,1804,65,1739,1459
2018-06-17,49.0,52.5,41.5,11.0,-10.5,49.184,52.5,42.42,10.079999999999998,-9.579999999999998,46.004,50.0,40.02,9.979999999999997,-9.979999999999997,46.984,51.0,40.5,10.5,-10.5,530,773,143,630,-178
2018-06-24,31.149,44.0,12.25,31.75,-28.25,32.35,44.5,12.25,32.25,-32.25,24.681,40.5,11.005,29.494999999999997,-29.105,26.535,43.5,12.12,31.380000000000003,-31.380000000000003,4240,12479,442,12037,3538
2018-07-01,12.31125,12.5,11.995,0.5050000000000008,0.25,12.46125,12.6,12.25,0.34999999999999964,0.25,11.79375,12.0,11.585,0.41499999999999915,0.15499999999999936,12.1365,12.485,11.755,0.7299999999999986,0.24599999999999866,1857,3219,777,2442,23
2018-07-08,11.958,12.5,11.5,1.0,-1.0,12.092,12.75,11.81,0.9399999999999995,-0.9399999999999995,11.33,12.0,11.0,1.0,-0.6999999999999993,11.684,12.355,11.0,1.3550000000000004,-0.8550000000000004,2312,4513,1440,3073,-916
2018-07-15,11.433,11.65,11.25,0.40000000000000036,0.40000000000000036,11.792,12.45,11.49,0.9599999999999991,-0.09999999999999964,11.223,11.35,11.0,0.34999999999999964,-0.25,11.393,11.45,11.35,0.09999999999999964,0.05999999999999872,814,1497,414,1083,659
