Date,FSLR_Open_average,FSLR_Open_max,FSLR_Open_min,FSLR_Open_volatility,FSLR_Open_change,FSLR_High_average,FSLR_High_max,FSLR_High_min,FSLR_High_volatility,FSLR_High_change,FSLR_Low_average,FSLR_Low_max,FSLR_Low_min,FSLR_Low_volatility,FSLR_Low_change,FSLR_Close_average,FSLR_Close_max,FSLR_Close_min,FSLR_Close_volatility,FSLR_Close_change,FSLR_Volume_average,FSLR_Volume_max,FSLR_Volume_min,FSLR_Volume_volatility,FSLR_Volume_change
2018-01-14,71.55,74.09,69.99,4.1000000000000085,-4.1000000000000085,72.36,74.15,71.31,2.8400000000000034,-2.8400000000000034,69.8,70.56,68.74,1.8200000000000074,-1.4500000000000028,70.66,72.0,68.96,3.0400000000000063,-2.260000000000005,1695701,2025825,1430107,595718,-55956
2018-01-21,70.072,71.49,68.92,2.569999999999993,-1.9899999999999949,71.45,74.86,69.89,4.969999999999999,-4.689999999999998,68.148,69.36,67.11,2.25,0.519999999999996,69.362,70.56,68.35,2.210000000000008,-0.13000000000000966,3315510,8717049,1278496,7438553,-6260337
2018-01-28,66.54,67.89,64.01,3.8799999999999955,-3.289999999999992,67.828,68.37,66.72,1.6500000000000057,-1.5999999999999943,65.372,66.66,61.25,5.409999999999997,-4.790000000000006,66.35,67.55,63.5,4.049999999999997,-3.5900000000000034,1535707,2474576,989065,1485511,587289
2018-02-04,62.14,63.48,61.26,2.219999999999999,-0.240000000000002,63.79,65.0,62.57,2.4299999999999997,-1.6199999999999974,60.832,62.83,58.8,4.030000000000001,-0.25,62.17,63.48,60.69,2.789999999999999,-0.9599999999999937,2106232,2905314,1031029,1874285,322326
2018-02-11,64.5,65.8,62.38,3.4199999999999946,3.270000000000003,65.8,66.67,64.45,2.219999999999999,2.219999999999999,63.735,65.13,62.2,2.9299999999999926,2.9299999999999926,65.2825,65.85,64.22,1.6299999999999955,1.6299999999999955,1391916,1730346,1143377,586969,-538215
2018-02-18,65.49,67.23,62.05,5.180000000000007,-3.960000000000008,66.788,67.71,65.11,2.5999999999999943,-2.4399999999999977,64.044,66.2,60.41,5.790000000000006,-3.990000000000002,65.28999999999999,66.7,61.79,4.910000000000004,-1.480000000000004,2945349,6223991,1485118,4738873,1311222
2018-02-25,63.412,65.15,61.3,3.8500000000000085,-1.1800000000000068,64.598,66.35,63.48,2.8699999999999974,1.0999999999999943,62.366,63.59,61.14,2.450000000000003,0.14000000000000057,63.76,66.05,62.09,3.9599999999999937,2.5700000000000003,1430835,1834609,1223533,611076,609848
2018-03-04,67.492,68.12,66.63,1.490000000000009,1.4699999999999989,69.03,70.75,68.04,2.7099999999999937,2.7099999999999937,67.094,68.01,66.47,1.5400000000000063,1.5400000000000063,68.208,70.05,67.45,2.5999999999999943,2.5999999999999943,1459533,2038837,859161,1179676,-402275
2018-03-11,69.632,70.48,69.2,1.2800000000000011,-0.9500000000000028,70.818,72.37,69.58,2.7900000000000063,0.9300000000000068,68.83,69.3,68.36,0.9399999999999977,0.6099999999999994,69.708,71.26,68.74,2.5200000000000102,2.1099999999999994,1498269,2909108,821534,2087574,387173
2018-03-18,72.24,72.99,71.41,1.5799999999999983,0.4399999999999977,73.592,74.68,72.21,2.470000000000013,1.0999999999999943,71.282,71.95,70.56,1.3900000000000006,0.519999999999996,72.726,74.02,70.65,3.3699999999999903,1.019999999999996,1539448,1732661,1286023,446638,-394096
2018-03-25,71.4975,74.1,69.83,4.269999999999996,-3.3699999999999903,72.415,74.59,71.18,3.4099999999999966,-3.4099999999999966,69.4525,71.16,68.64,2.519999999999996,-2.519999999999996,70.3,71.51,69.32,2.190000000000012,-2.1200000000000045,1258725,1628953,1018182,610771,-281375
2018-04-01,69.982,71.06,67.99,3.0700000000000074,0.46999999999999886,71.346,72.36,70.06,2.299999999999997,1.9399999999999977,68.752,70.25,67.01,3.239999999999995,3.089999999999989,70.428,71.64,69.7,1.9399999999999977,1.0899999999999892,1136694,1266998,981249,285749,-135681
2018-04-08,71.278,72.0,70.55,1.4500000000000028,-0.9599999999999937,71.866,72.8,71.11,1.6899999999999977,-1.6899999999999977,70.136,71.02,69.12,1.8999999999999915,-0.7400000000000091,70.81400000000001,71.25,70.12,1.1299999999999955,-0.6700000000000017,790871,1080494,586226,494268,-275063
2018-04-15,75.118,77.05,70.53,6.519999999999996,5.480000000000004,76.45,78.95,72.88,6.070000000000007,3.260000000000005,73.80799999999999,75.21,70.21,5.0,3.760000000000005,75.42,77.58,72.68,4.8999999999999915,1.6899999999999977,1999623,4088786,1221999,2866787,-214548
2018-04-22,75.538,78.11,73.82,4.290000000000006,2.9200000000000017,77.232,81.72,74.36,7.359999999999999,2.3499999999999943,72.916,75.82,70.63,5.189999999999998,-2.4399999999999977,74.318,77.95,70.91,7.040000000000006,-3.1599999999999966,2597020,5367471,1164748,4202723,4180118
2018-04-29,67.65599999999999,71.0,65.66,5.340000000000003,-4.150000000000006,68.60000000000001,71.29,66.79,4.5,-3.3100000000000023,66.082,67.28,65.05,2.230000000000004,-1.5499999999999972,67.006,68.02,65.98,2.039999999999992,-0.35999999999999943,2232046,3698748,1293049,2405699,-1732731
2018-05-06,70.414,73.34,66.75,6.590000000000003,6.590000000000003,72.132,75.75,67.53,8.219999999999999,8.219999999999999,69.846,73.01,66.62,6.390000000000001,6.390000000000001,71.20400000000001,73.54,67.26,6.280000000000001,6.280000000000001,1866579,3183048,1042343,2140705,639764
2018-05-13,72.072,73.43,70.55,2.8800000000000097,-2.3700000000000045,73.256,75.14,71.72,3.4200000000000017,-3.4200000000000017,71.108,72.52,69.7,2.819999999999993,-1.7199999999999989,71.704,73.44,70.0,3.4399999999999977,-2.519999999999996,1606222,2310421,1262941,1047480,-1047480
2018-05-20,69.295,71.3,68.07,3.230000000000004,-3.230000000000004,69.77250000000001,71.61,68.8,2.8100000000000023,-2.739999999999995,68.155,69.93,67.47,2.460000000000008,-2.460000000000008,68.7575,69.99,68.25,1.7399999999999949,-1.7399999999999949,920206,1294739,699904,594835,38141
2018-05-27,68.142,69.5,66.09,3.4099999999999966,-1.7099999999999937,68.83,69.89,66.39,3.5,-3.3299999999999983,65.994,68.21,60.92,7.289999999999992,-6.719999999999999,66.706,69.21,61.74,7.469999999999992,-7.469999999999992,2212072,5395378,1085625,4309753,4309753
2018-06-03,55.32,59.88,53.1,6.780000000000001,-6.780000000000001,56.212,60.89,53.4,7.490000000000002,-7.490000000000002,53.211999999999996,57.62,51.42,6.199999999999996,-6.199999999999996,54.308,58.24,51.82,6.420000000000002,-6.420000000000002,7236185,12046595,4084471,7962124,-3267787
2018-06-10,52.628,54.25,50.7,3.549999999999997,-1.4699999999999989,53.778,54.5,52.51,1.990000000000002,-1.990000000000002,51.498,52.57,50.23,2.3400000000000034,-1.3100000000000023,52.628,53.85,51.06,2.789999999999999,-2.020000000000003,5048164,8217299,2762373,5454926,-5454926
2018-06-17,52.748,54.97,51.63,3.3399999999999963,3.3399999999999963,53.806000000000004,55.7,52.6,3.1000000000000014,3.1000000000000014,51.57,52.07,51.22,0.8500000000000014,0.5799999999999983,52.3,52.65,51.67,0.9799999999999969,0.4100000000000037,3041105,5837009,1834062,4002947,3840326
2018-06-24,51.98,52.29,50.8,1.490000000000002,-0.00999999999999801,53.038000000000004,54.25,52.38,1.8699999999999974,1.509999999999998,51.282000000000004,52.25,50.57,1.6799999999999997,0.7800000000000011,52.146,53.05,50.98,2.0700000000000003,1.1400000000000006,2229909,2962681,1682237,1280444,225468
2018-07-01,53.4675,54.69,52.51,2.1799999999999997,1.3200000000000003,54.1725,54.92,53.35,1.5700000000000003,1.240000000000002,52.480000000000004,53.3,51.77,1.529999999999994,1.1199999999999974,53.754999999999995,54.83,52.36,2.469999999999999,2.469999999999999,1490811,1896550,1000798,895752,895752
2018-07-08,54.714,55.26,54.06,1.1999999999999957,-0.9799999999999969,55.089999999999996,55.75,54.55,1.2000000000000028,-1.2000000000000028,54.052,54.89,53.51,1.3800000000000026,-1.3800000000000026,54.542,55.22,54.01,1.2100000000000009,-1.2100000000000009,1462653,1874510,866699,1007811,330412
2018-07-15,53.602,53.86,53.02,0.8399999999999963,-0.529999999999994,54.136,54.62,53.35,1.269999999999996,-0.7199999999999989,53.046,53.52,52.4,1.1200000000000045,-0.990000000000002,53.546,54.0,52.62,1.3800000000000026,-1.1300000000000026,1621384,1975817,1175838,799979,403557
2018-07-22,52.414,53.83,50.6,3.229999999999997,-1.4299999999999997,53.5,54.77,52.18,2.5900000000000034,-1.1000000000000014,51.502,53.45,48.0,5.450000000000003,-1.5600000000000023,52.796,54.04,51.57,2.469999999999999,-1.4799999999999969,2661066,6612559,1224440,5388119,926405
2018-07-29,52.844,53.5,51.95,1.5499999999999972,0.75,53.704,54.15,53.11,1.0399999999999991,0.5600000000000023,52.196,52.49,51.57,0.9200000000000017,0.9200000000000017,53.146,53.59,52.35,1.240000000000002,1.2199999999999989,1227805,1629721,665199,964522,-964522
2018-08-05,53.666000000000004,54.46,52.74,1.7199999999999989,-1.0,54.25,55.23,53.04,2.1899999999999977,-1.3200000000000003,53.006,54.01,52.33,1.6799999999999997,-0.8700000000000045,53.554,54.46,52.47,1.990000000000002,-1.1300000000000026,1157051,1557956,978206,579750,-13426
2018-08-12,51.438,52.63,50.89,1.740000000000002,-1.740000000000002,51.936,52.76,51.11,1.6499999999999986,0.11999999999999744,50.556,51.21,49.97,1.240000000000002,-0.3200000000000003,51.378,52.32,50.7,1.6199999999999974,0.3100000000000023,1355999,1566365,858537,707828,272554
