Date,MMM_Open_average,MMM_Open_max,MMM_Open_min,MMM_Open_volatility,MMM_Open_change,MMM_High_average,MMM_High_max,MMM_High_min,MMM_High_volatility,MMM_High_change,MMM_Low_average,MMM_Low_max,MMM_Low_min,MMM_Low_volatility,MMM_Low_change,MMM_Close_average,MMM_Close_max,MMM_Close_min,MMM_Close_volatility,MMM_Close_change,MMM_Volume_average,MMM_Volume_max,MMM_Volume_min,MMM_Volume_volatility,MMM_Volume_change
2018-01-14,246.808,248.13,245.3,2.829999999999984,1.829999999999984,248.222,249.0,247.19,1.8100000000000023,0.6999999999999886,245.046,245.8,243.83,1.9699999999999989,1.25,246.848,248.18,244.74,3.4399999999999977,2.5600000000000023,2167521,2519000,1660506,858494,-750625
2018-01-21,251.368,258.51,246.91,11.599999999999994,11.599999999999994,253.94199999999998,259.77,247.26,12.509999999999991,12.079999999999984,249.566,255.97,245.12,10.849999999999994,10.849999999999994,252.2,258.63,246.31,12.319999999999993,9.699999999999989,2967698,3730628,1822654,1907974,483638
2018-01-28,248.892,255.6,243.5,12.099999999999994,-12.099999999999994,250.412,255.69,244.4,11.289999999999992,-11.289999999999992,243.61599999999999,251.41,226.01,25.400000000000006,-25.400000000000006,245.31799999999998,251.54,231.44,20.099999999999994,-20.099999999999994,3746137,6590490,2412632,4177858,4177858
2018-02-04,229.192,233.19,224.61,8.579999999999984,-0.01999999999998181,232.548,237.52,226.96,10.560000000000002,-4.189999999999998,225.312,232.82,218.18,14.639999999999986,-0.710000000000008,228.822,233.63,222.89,10.740000000000009,-4.439999999999998,3910791,5108142,2885570,2222572,-1817791
2018-02-11,231.86,234.97,229.45,5.52000000000001,5.259999999999991,234.54500000000002,238.44,231.97,6.469999999999999,6.469999999999999,230.4175,233.39,228.47,4.9199999999999875,4.4599999999999795,233.725,236.67,231.36,5.309999999999974,5.309999999999974,2302652,2523579,2127496,396083,-301827
2018-02-18,235.508,239.01,232.43,6.579999999999984,4.469999999999999,238.93,244.86,236.67,8.190000000000026,8.190000000000026,234.23399999999998,238.51,232.1,6.409999999999997,4.599999999999994,236.882,244.14,232.18,11.95999999999998,9.069999999999993,2445064,3086811,1616681,1470130,410895
2018-02-25,236.43,244.61,229.75,14.860000000000014,-14.610000000000014,237.752,244.67,231.27,13.399999999999977,-10.95999999999998,232.102,240.72,226.33,14.389999999999986,-12.189999999999998,234.162,240.78,230.37,10.409999999999997,-7.969999999999999,2575002,3487126,1778336,1708790,457012
2018-03-04,236.344,242.1,231.22,10.879999999999995,8.049999999999983,238.85999999999999,243.1,235.92,7.180000000000007,7.180000000000007,234.196,239.3,230.59,8.710000000000008,8.5,237.344,241.35,233.66,7.689999999999998,6.140000000000015,2050445,2213792,1840871,372921,60165
2018-03-11,237.32,240.9,235.22,5.680000000000007,-4.890000000000015,238.974,242.97,236.33,6.639999999999986,-6.639999999999986,234.17399999999998,236.89,230.26,6.6299999999999955,-6.6299999999999955,235.302,237.57,231.56,6.009999999999991,-6.009999999999991,2699957,4858043,1770516,3087527,611797
2018-03-18,227.704,233.0,217.86,15.139999999999986,-14.259999999999991,229.76,237.22,220.8,16.419999999999987,-13.589999999999975,223.428,232.31,215.18,17.129999999999995,-16.400000000000006,225.072,234.14,215.36,18.779999999999973,-12.20999999999998,3081367,4295470,1588258,2707212,1846018
