Date,FlexShares Ready Access Variable Income_etf_Open_average,FlexShares Ready Access Variable Income_etf_Open_max,FlexShares Ready Access Variable Income_etf_Open_min,FlexShares Ready Access Variable Income_etf_Open_volatility,FlexShares Ready Access Variable Income_etf_Open_change,FlexShares Ready Access Variable Income_etf_High_average,FlexShares Ready Access Variable Income_etf_High_max,FlexShares Ready Access Variable Income_etf_High_min,FlexShares Ready Access Variable Income_etf_High_volatility,FlexShares Ready Access Variable Income_etf_High_change,FlexShares Ready Access Variable Income_etf_Low_average,FlexShares Ready Access Variable Income_etf_Low_max,FlexShares Ready Access Variable Income_etf_Low_min,FlexShares Ready Access Variable Income_etf_Low_volatility,FlexShares Ready Access Variable Income_etf_Low_change,FlexShares Ready Access Variable Income_etf_Close_average,FlexShares Ready Access Variable Income_etf_Close_max,FlexShares Ready Access Variable Income_etf_Close_min,FlexShares Ready Access Variable Income_etf_Close_volatility,FlexShares Ready Access Variable Income_etf_Close_change
2018-07-01,75.37,75.37,75.37,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.33,75.33,75.33,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2018-07-08,75.33,75.33,75.33,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.33,75.33,75.33,0.0,0.0,75.36,75.36,75.36,0.0,0.0
2018-07-15,75.46,75.46,75.46,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2018-07-22,75.49,75.49,75.49,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2018-07-29,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2018-08-05,75.46,75.46,75.46,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2018-08-12,75.51,75.51,75.51,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2018-08-19,75.53,75.53,75.53,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2018-08-26,75.55,75.55,75.55,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2018-09-02,75.45,75.45,75.45,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2018-09-09,75.49,75.49,75.49,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2018-09-16,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2018-09-23,75.5,75.5,75.5,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2018-09-30,75.44,75.44,75.44,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2018-10-07,75.42,75.42,75.42,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2018-10-14,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2018-10-21,75.45,75.45,75.45,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2018-10-28,75.36,75.36,75.36,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.33,75.33,75.33,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2018-11-04,75.41,75.41,75.41,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.41,75.41,75.41,0.0,0.0
2018-11-11,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.39,75.39,75.39,0.0,0.0
2018-11-18,75.42,75.42,75.42,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2018-11-25,75.41,75.41,75.41,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2018-12-02,75.2,75.2,75.2,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.19,75.19,75.19,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2018-12-09,75.18,75.18,75.18,0.0,0.0,75.27,75.27,75.27,0.0,0.0,75.18,75.18,75.18,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2018-12-16,75.02,75.02,75.02,0.0,0.0,75.06,75.06,75.06,0.0,0.0,74.99,74.99,74.99,0.0,0.0,75.04,75.04,75.04,0.0,0.0
2018-12-23,75.01,75.01,75.01,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2018-12-30,75.06,75.06,75.06,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
2019-01-06,75.17,75.17,75.17,0.0,0.0,75.17,75.17,75.17,0.0,0.0,75.09,75.09,75.09,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2019-01-13,75.26,75.26,75.26,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.24,75.24,75.24,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2019-01-20,75.36,75.36,75.36,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.36,75.36,75.36,0.0,0.0,75.39,75.39,75.39,0.0,0.0
2019-01-27,75.29,75.29,75.29,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2019-02-03,75.36,75.36,75.36,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2019-02-10,75.4,75.4,75.4,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2019-02-17,75.42,75.42,75.42,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2019-02-24,75.37,75.37,75.37,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.36,75.36,75.36,0.0,0.0
2019-03-03,75.39,75.39,75.39,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.38,75.38,75.38,0.0,0.0
2019-03-10,75.48,75.48,75.48,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2019-03-17,75.48,75.48,75.48,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2019-03-24,75.61,75.61,75.61,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2019-03-31,75.41,75.41,75.41,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2019-04-07,75.41,75.41,75.41,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2019-04-14,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2019-04-21,75.64,75.64,75.64,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.63,75.63,75.63,0.0,0.0
2019-04-28,75.46,75.46,75.46,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2019-05-05,75.56,75.56,75.56,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.58,75.58,75.58,0.0,0.0
2019-05-12,75.58,75.58,75.58,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.58,75.58,75.58,0.0,0.0
2019-05-19,75.68,75.68,75.68,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2019-05-26,75.7,75.7,75.7,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2019-06-02,75.63,75.63,75.63,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2019-06-09,75.64,75.64,75.64,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.68,75.68,75.68,0.0,0.0
2019-06-16,75.78,75.78,75.78,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.77,75.77,75.77,0.0,0.0
2019-06-23,75.75,75.75,75.75,0.0,0.0,75.8,75.8,75.8,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.78,75.78,75.78,0.0,0.0
2019-06-30,75.65,75.65,75.65,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2019-07-07,75.64,75.64,75.64,0.0,0.0,75.71,75.71,75.71,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.68,75.68,75.68,0.0,0.0
2019-07-14,75.7,75.7,75.7,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.75,75.75,75.75,0.0,0.0
2019-07-21,75.78,75.78,75.78,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.77,75.77,75.77,0.0,0.0
2019-07-28,75.7,75.7,75.7,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2019-08-04,75.75,75.75,75.75,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.74,75.74,75.74,0.0,0.0
2019-08-11,75.81,75.81,75.81,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.79,75.79,75.79,0.0,0.0
2019-08-18,75.81,75.81,75.81,0.0,0.0,75.86,75.86,75.86,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2019-08-25,75.9,75.9,75.9,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.85,75.85,75.85,0.0,0.0,75.92,75.92,75.92,0.0,0.0
2019-09-01,75.74,75.74,75.74,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.75,75.75,75.75,0.0,0.0
2019-09-08,75.71,75.71,75.71,0.0,0.0,75.71,75.71,75.71,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2019-09-15,75.78,75.78,75.78,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.78,75.78,75.78,0.0,0.0
2019-09-22,75.78,75.78,75.78,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.81,75.81,75.81,0.0,0.0
2019-09-29,75.8,75.8,75.8,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2019-10-06,75.75,75.75,75.75,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2019-10-13,75.79,75.79,75.79,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2019-10-20,75.84,75.84,75.84,0.0,0.0,75.85,75.85,75.85,0.0,0.0,75.82,75.82,75.82,0.0,0.0,75.84,75.84,75.84,0.0,0.0
2019-10-27,75.75,75.75,75.75,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2019-11-03,75.74,75.74,75.74,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.71,75.71,75.71,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2019-11-10,75.79,75.79,75.79,0.0,0.0,75.8,75.8,75.8,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.79,75.79,75.79,0.0,0.0
2019-11-17,75.83,75.83,75.83,0.0,0.0,75.86,75.86,75.86,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.85,75.85,75.85,0.0,0.0
2019-11-24,75.85,75.85,75.85,0.0,0.0,75.86,75.86,75.86,0.0,0.0,75.85,75.85,75.85,0.0,0.0,75.86,75.86,75.86,0.0,0.0
2019-12-01,75.73,75.73,75.73,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2019-12-08,75.75,75.75,75.75,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.77,75.77,75.77,0.0,0.0
2019-12-15,75.65,75.65,75.65,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2019-12-22,75.69,75.69,75.69,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2019-12-29,75.77,75.77,75.77,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.78,75.78,75.78,0.0,0.0
