Date,FLIR_Open_average,FLIR_Open_max,FLIR_Open_min,FLIR_Open_volatility,FLIR_Open_change,FLIR_High_average,FLIR_High_max,FLIR_High_min,FLIR_High_volatility,FLIR_High_change,FLIR_Low_average,FLIR_Low_max,FLIR_Low_min,FLIR_Low_volatility,FLIR_Low_change,FLIR_Close_average,FLIR_Close_max,FLIR_Close_min,FLIR_Close_volatility,FLIR_Close_change,FLIR_Volume_average,FLIR_Volume_max,FLIR_Volume_min,FLIR_Volume_volatility,FLIR_Volume_change
2018-01-14,51.242,52.27,50.48,1.7900000000000063,1.7900000000000063,51.634,52.44,50.84,1.5999999999999943,1.5699999999999932,50.828,51.59,50.14,1.4500000000000028,1.4500000000000028,51.364000000000004,52.4,50.34,2.059999999999995,1.5399999999999991,1070829,1469912,539270,930642,47594
2018-01-21,52.094,52.52,51.59,0.9299999999999997,0.720000000000006,52.372,52.88,51.83,1.0500000000000043,0.9500000000000028,51.634,52.05,51.03,1.019999999999996,0.990000000000002,52.126,52.8,51.32,1.4799999999999969,1.1199999999999974,936174,1070009,761080,308929,21155
2018-01-28,51.13,52.11,49.59,2.519999999999996,-2.519999999999996,51.56,52.55,50.09,2.4599999999999937,-2.4599999999999937,50.147999999999996,51.05,47.93,3.1199999999999974,-3.1199999999999974,50.406,51.48,47.98,3.5,-3.5,983174,1323111,653015,670096,246787
2018-02-04,47.58,48.41,46.98,1.4299999999999997,0.3300000000000054,48.374,49.22,47.4,1.8200000000000003,-0.6700000000000017,46.448,48.12,45.21,2.9099999999999966,1.3499999999999943,47.598,48.41,46.46,1.9499999999999957,-0.7299999999999969,1042576,1196302,865531,330771,-195377
2018-02-11,48.25,49.4,46.94,2.460000000000001,1.8400000000000034,49.5625,50.81,48.3,2.510000000000005,1.7100000000000009,47.71,49.09,46.12,2.970000000000006,1.5899999999999963,48.9625,49.48,48.21,1.269999999999996,0.8800000000000026,1179896,1907761,761003,1146758,105068
2018-02-18,48.574,48.96,47.93,1.0300000000000011,0.01999999999999602,49.327999999999996,49.76,48.55,1.2100000000000009,0.14999999999999858,48.232,48.69,47.72,0.9699999999999989,-0.01999999999999602,48.624,49.64,47.86,1.7800000000000011,0.8200000000000003,1132187,1756104,750192,1005912,-501016
2018-02-25,49.14,49.65,48.61,1.0399999999999991,-1.0399999999999991,49.53,49.76,49.06,0.6999999999999957,0.03999999999999915,48.628,48.98,48.31,0.6699999999999946,-0.6699999999999946,49.184,49.69,48.93,0.759999999999998,0.6499999999999986,1197487,1464915,886342,578573,-563184
2018-03-04,50.494,51.67,49.93,1.740000000000002,1.740000000000002,50.896,51.7,50.31,1.3900000000000006,1.1200000000000045,50.044,50.65,49.72,0.9299999999999997,0.9299999999999997,50.636,51.54,50.04,1.5,0.3200000000000003,1117070,1350218,930950,419268,-199910
2018-03-11,50.72,51.62,49.64,1.9799999999999969,-1.5399999999999991,50.961999999999996,51.62,50.07,1.5499999999999972,-1.4500000000000028,50.14,51.14,48.99,2.1499999999999986,-2.1499999999999986,50.36,51.37,49.44,1.9299999999999997,-1.9299999999999997,1171920,1753256,843897,909359,136637
2018-03-18,49.834,50.24,49.46,0.7800000000000011,0.269999999999996,50.528,51.0,50.11,0.8900000000000006,0.509999999999998,49.468,49.85,49.04,0.8100000000000023,-0.030000000000001137,50.01,50.61,49.19,1.4200000000000017,0.490000000000002,1063580,1228288,778805,449483,449483
