Date,Fidelity MSCI Health Care_Open_average,Fidelity MSCI Health Care_Open_max,Fidelity MSCI Health Care_Open_min,Fidelity MSCI Health Care_Open_volatility,Fidelity MSCI Health Care_Open_change,Fidelity MSCI Health Care_High_average,Fidelity MSCI Health Care_High_max,Fidelity MSCI Health Care_High_min,Fidelity MSCI Health Care_High_volatility,Fidelity MSCI Health Care_High_change,Fidelity MSCI Health Care_Low_average,Fidelity MSCI Health Care_Low_max,Fidelity MSCI Health Care_Low_min,Fidelity MSCI Health Care_Low_volatility,Fidelity MSCI Health Care_Low_change,Fidelity MSCI Health Care_Close_average,Fidelity MSCI Health Care_Close_max,Fidelity MSCI Health Care_Close_min,Fidelity MSCI Health Care_Close_volatility,Fidelity MSCI Health Care_Close_change
2018-04-29,39.82,39.82,39.82,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-05-06,40.92,40.92,40.92,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-05-13,41.15,41.15,41.15,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2018-05-20,40.94,40.94,40.94,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2018-05-27,41.3,41.3,41.3,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2018-06-03,42.03,42.03,42.03,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2018-06-10,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-06-17,42.01,42.01,42.01,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2018-06-24,41.16,41.16,41.16,0.0,0.0,41.46,41.46,41.46,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2018-07-01,42.8,42.8,42.8,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-07-08,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-07-15,42.97,42.97,42.97,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2018-07-22,43.31,43.31,43.31,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2018-07-29,44.32,44.32,44.32,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2018-08-05,44.21,44.21,44.21,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2018-08-12,45.0,45.0,45.0,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2018-08-19,45.48,45.48,45.48,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-08-26,45.84,45.84,45.84,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-09-02,45.83,45.83,45.83,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2018-09-09,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2018-09-16,46.35,46.35,46.35,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2018-09-23,46.97,46.97,46.97,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2018-09-30,46.07,46.07,46.07,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-10-07,44.35,44.35,44.35,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2018-10-14,44.61,44.61,44.61,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2018-10-21,43.07,43.07,43.07,0.0,0.0,43.41,43.41,43.41,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2018-10-28,43.8,43.8,43.8,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.56,43.56,43.56,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2018-11-04,45.16,45.16,45.16,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2018-11-11,44.7,44.7,44.7,0.0,0.0,44.72,44.72,44.72,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-11-18,43.9,43.9,43.9,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-11-25,46.99,46.99,46.99,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-12-02,43.84,43.84,43.84,0.0,0.0,44.15,44.15,44.15,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-12-09,42.68,42.68,42.68,0.0,0.0,42.93,42.93,42.93,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2018-12-16,39.46,39.46,39.46,0.0,0.0,39.66,39.66,39.66,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-12-23,41.0,41.0,41.0,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2018-12-30,41.24,41.24,41.24,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2019-01-06,42.11,42.11,42.11,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-01-13,43.27,43.27,43.27,0.0,0.0,43.49,43.49,43.49,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2019-01-20,42.79,42.79,42.79,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-01-27,43.82,43.82,43.82,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-02-03,43.54,43.54,43.54,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2019-02-10,44.59,44.59,44.59,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-02-17,45.03,45.03,45.03,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-02-24,45.38,45.38,45.38,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-03-03,43.47,43.47,43.47,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2019-03-10,44.73,44.73,44.73,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-03-17,43.95,43.95,43.95,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-03-24,44.82,44.82,44.82,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2019-03-31,44.71,44.71,44.71,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-04-07,43.72,43.72,43.72,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-04-14,41.55,41.55,41.55,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-04-21,43.24,43.24,43.24,0.0,0.0,43.33,43.33,43.33,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2019-04-28,43.07,43.07,43.07,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.0,43.0,43.0,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2019-05-05,42.34,42.34,42.34,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-05-12,42.6,42.6,42.6,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-05-19,43.28,43.28,43.28,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-05-26,42.21,42.21,42.21,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-06-02,44.15,44.15,44.15,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2019-06-09,44.09,44.09,44.09,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.39,44.39,44.39,0.0,0.0
2019-06-16,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-06-23,45.38,45.38,45.38,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-06-30,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2019-07-07,44.9,44.9,44.9,0.0,0.0,45.09,45.09,45.09,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-07-14,44.63,44.63,44.63,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-07-21,44.8,44.8,44.8,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2019-07-28,43.72,43.72,43.72,0.0,0.0,43.85,43.85,43.85,0.0,0.0,42.81,42.81,42.81,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2019-08-04,44.27,44.27,44.27,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2019-08-11,44.36,44.36,44.36,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2019-08-18,43.42,43.42,43.42,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2019-08-25,44.05,44.05,44.05,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2019-09-01,44.17,44.17,44.17,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2019-09-08,44.02,44.02,44.02,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-09-15,44.4,44.4,44.4,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-09-22,43.08,43.08,43.08,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2019-09-29,43.27,43.27,43.27,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-10-06,43.25,43.25,43.25,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2019-10-13,44.39,44.39,44.39,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-10-20,44.5,44.5,44.5,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-10-27,45.92,45.92,45.92,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-11-03,45.74,45.74,45.74,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-11-10,46.96,46.96,46.96,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2019-11-17,47.71,47.71,47.71,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-11-24,48.43,48.43,48.43,0.0,0.0,48.43,48.43,48.43,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2019-12-01,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2019-12-08,49.08,49.08,49.08,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-12-15,50.0,50.0,50.0,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-12-22,49.95,49.95,49.95,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-12-29,49.25,49.25,49.25,0.0,0.0,49.63,49.63,49.63,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.4,49.4,49.4,0.0,0.0
