Date,HAS_Open_average,HAS_Open_max,HAS_Open_min,HAS_Open_volatility,HAS_Open_change,HAS_High_average,HAS_High_max,HAS_High_min,HAS_High_volatility,HAS_High_change,HAS_Low_average,HAS_Low_max,HAS_Low_min,HAS_Low_volatility,HAS_Low_change,HAS_Close_average,HAS_Close_max,HAS_Close_min,HAS_Close_volatility,HAS_Close_change,HAS_Volume_average,HAS_Volume_max,HAS_Volume_min,HAS_Volume_volatility,HAS_Volume_change
2018-03-25,84.6625,85.56,83.96,1.6000000000000085,-0.8599999999999994,85.33,86.0,84.86,1.1400000000000006,-0.3200000000000074,83.7825,83.96,83.56,0.3999999999999915,0.009999999999990905,84.3175,85.08,83.82,1.2600000000000051,-0.7800000000000011,949975,1084264,754793,329471,329471
2018-04-01,84.47,85.83,83.75,2.0799999999999983,0.5999999999999943,85.362,86.28,84.66,1.6200000000000045,0.7199999999999989,83.928,85.31,83.4,1.9099999999999966,0.47999999999998977,84.60000000000001,85.4,83.75,1.6500000000000057,0.6800000000000068,1010540,1454452,685624,768828,-430390
2018-04-08,86.066,87.41,84.98,2.4299999999999926,2.049999999999997,87.198,87.92,86.1,1.8200000000000074,1.8200000000000074,85.536,86.62,84.35,2.2700000000000102,2.2700000000000102,86.492,87.76,84.45,3.3100000000000023,3.3100000000000023,1059497,1157532,975336,182196,173501
2018-04-15,86.71,88.84,84.44,4.400000000000006,-3.990000000000009,87.102,89.06,85.65,3.4099999999999966,-3.030000000000001,85.004,87.89,82.45,5.439999999999998,-5.439999999999998,85.278,88.04,82.81,5.230000000000004,-5.230000000000004,2074819,2775008,1140758,1634250,1634250
2018-04-22,85.202,87.19,79.25,7.939999999999998,6.810000000000002,87.582,88.48,86.88,1.6000000000000085,1.6000000000000085,84.198,86.0,79.0,7.0,7.0,86.504,87.36,85.81,1.5499999999999972,1.2399999999999949,3704284,9536690,1726865,7809825,-7809825
2018-04-29,86.572,88.0,85.71,2.2900000000000063,-1.2900000000000063,87.61399999999999,88.74,86.74,2.0,-1.6099999999999994,85.826,86.8,85.31,1.4899999999999949,-1.1899999999999977,87.018,88.09,86.11,1.980000000000004,-1.2199999999999989,1408177,2201641,895896,1305745,-572596
2018-05-06,87.184,87.68,86.83,0.8500000000000085,0.4099999999999966,88.05199999999999,89.16,87.11,2.049999999999997,-0.3100000000000023,86.432,86.77,85.87,0.8999999999999915,0.4399999999999977,87.246,88.03,86.68,1.3499999999999943,-0.7800000000000011,1014433,1383115,630711,752404,-499738
2018-05-13,87.51,88.58,86.27,2.3100000000000023,1.3299999999999983,88.334,89.21,87.41,1.7999999999999972,1.6400000000000006,87.206,88.17,86.27,1.9000000000000057,1.8200000000000074,87.892,88.71,86.63,2.0799999999999983,2.0799999999999983,800395,873764,759242,114522,83723
2018-05-20,87.874,88.85,87.3,1.5499999999999972,-0.8499999999999943,88.362,88.85,87.87,0.9799999999999898,-0.4099999999999966,87.258,87.5,87.07,0.4300000000000068,0.4300000000000068,87.618,87.78,87.37,0.4099999999999966,0.269999999999996,588685,750404,460040,290364,-116813
2018-05-27,87.19,87.38,86.96,0.4200000000000017,-0.1599999999999966,87.41,87.62,87.22,0.4000000000000057,0.12000000000000455,86.44,86.69,86.28,0.4099999999999966,-0.09999999999999432,86.9075,87.09,86.75,0.3400000000000034,0.10999999999999943,980409,1195861,699526,496335,-36867
2018-06-03,88.044,88.82,87.18,1.6399999999999864,1.4799999999999898,89.19,90.5,88.44,2.0600000000000023,1.8100000000000023,87.6,88.82,86.75,2.069999999999993,1.5799999999999983,88.656,90.33,87.06,3.269999999999996,1.6799999999999926,825277,1135087,648558,486529,-96695
2018-06-10,90.934,91.62,90.37,1.25,1.25,91.466,92.02,90.88,1.1400000000000006,0.7400000000000091,90.372,90.9,90.05,0.8500000000000085,0.28000000000000114,91.056,91.61,90.43,1.1799999999999926,0.8499999999999943,1092278,1864075,443634,1420441,1420441
2018-06-17,91.08200000000001,91.84,90.29,1.5499999999999972,0.3400000000000034,91.598,92.22,90.41,1.8100000000000023,0.3100000000000023,89.938,91.26,88.15,3.1099999999999994,0.8299999999999983,91.138,91.68,90.0,1.6800000000000068,0.5700000000000074,1139509,1716265,873143,843122,-169793
2018-06-24,91.55,92.99,91.05,1.9399999999999977,1.7999999999999972,91.91799999999999,93.0,91.45,1.5499999999999972,1.480000000000004,90.772,91.68,90.19,1.490000000000009,1.490000000000009,91.446,92.31,90.94,1.3700000000000045,1.2900000000000063,1203436,1786053,654088,1131965,922862
2018-07-01,93.3875,95.77,91.75,4.019999999999996,4.019999999999996,94.5075,96.26,93.05,3.210000000000008,3.210000000000008,93.22749999999999,95.44,91.7,3.739999999999995,3.739999999999995,94.38499999999999,96.05,93.02,3.030000000000001,3.030000000000001,1649340,2397806,1126945,1270861,-1256042
2018-07-08,96.644,97.18,95.96,1.220000000000013,0.9900000000000091,97.32600000000001,97.54,97.04,0.5,0.4899999999999949,96.234,96.95,95.78,1.1700000000000017,0.23000000000000398,96.796,97.4,96.52,0.8800000000000097,-0.21999999999999886,862976,1052641,675607,377034,-309519
2018-07-15,93.882,94.45,93.39,1.0600000000000023,-1.0600000000000023,94.42999999999999,95.14,94.05,1.0900000000000034,-1.0900000000000034,93.062,93.67,92.45,1.2199999999999989,-1.1000000000000085,93.926,94.35,93.64,0.7099999999999937,-0.4199999999999875,1567095,2469711,823309,1646402,-840074
2018-07-22,102.494,105.19,100.55,4.640000000000001,-3.8400000000000034,103.816,107.58,101.55,6.030000000000001,-6.030000000000001,100.122,100.56,99.7,0.8599999999999994,-0.37999999999999545,102.19800000000001,106.04,100.86,5.180000000000007,-4.730000000000004,3699028,9757436,1494126,8263310,-8230563
2018-07-29,99.364,100.86,98.77,2.0900000000000034,-1.8599999999999994,100.182,101.18,99.38,1.8000000000000114,-0.6800000000000068,97.944,99.01,96.17,2.8400000000000034,-0.710000000000008,99.164,99.61,98.66,0.9500000000000028,0.3299999999999983,1005612,1389717,785031,604686,-270700
2018-08-05,98.726,99.41,97.7,1.7099999999999937,-1.5799999999999983,99.156,99.7,98.38,1.3200000000000074,-1.3200000000000074,97.834,98.75,97.22,1.5300000000000011,-1.5300000000000011,98.39999999999999,99.21,97.68,1.529999999999987,-1.3900000000000006,640450,837267,466366,370901,-215530
2018-08-12,98.26,98.71,97.9,0.8099999999999881,-0.04999999999999716,98.772,99.13,98.36,0.769999999999996,0.769999999999996,97.69,98.12,97.39,0.730000000000004,0.7199999999999989,98.31,98.71,97.94,0.769999999999996,0.5900000000000034,669034,930071,492697,437374,437374
2018-08-19,99.816,100.49,98.79,1.6999999999999886,1.519999999999996,100.836,101.42,99.93,1.4899999999999949,1.2999999999999972,99.354,99.74,98.45,1.289999999999992,1.289999999999992,100.238,100.99,99.65,1.3399999999999892,1.3399999999999892,664453,1042657,492550,550107,-156759
2018-08-26,100.94200000000001,101.48,100.11,1.3700000000000045,-1.2900000000000063,101.63,102.52,100.68,1.8399999999999892,-1.3399999999999892,100.022,101.48,98.07,3.410000000000011,-3.1400000000000006,100.696,101.85,99.31,2.539999999999992,-2.3999999999999915,706625,973945,532417,441528,294928
2018-09-02,99.7575,100.79,98.75,2.0400000000000063,2.0400000000000063,100.73,101.61,99.51,2.0999999999999943,1.7399999999999949,99.5975,100.25,98.65,1.5999999999999943,1.5999999999999943,100.3525,101.03,99.29,1.7399999999999949,1.7099999999999937,1018952,1243386,824296,419090,-284313
2018-09-09,102.542,104.38,101.28,3.0999999999999943,3.0999999999999943,103.924,105.93,103.04,2.8900000000000006,2.8900000000000006,102.086,104.16,101.21,2.950000000000003,2.8799999999999955,103.254,105.59,101.57,4.02000000000001,2.700000000000003,869325,1224476,595647,628829,153412
2018-09-16,107.06,108.92,105.34,3.5799999999999983,2.0900000000000034,108.148,109.6,106.37,3.2299999999999898,1.4699999999999989,106.34,107.26,105.28,1.980000000000004,1.5100000000000051,107.378,108.99,105.81,3.1799999999999926,1.6499999999999915,1525443,1875887,1071238,804649,603148
2018-09-23,106.238,107.1,105.4,1.6999999999999886,-1.1799999999999926,107.202,107.47,106.7,0.769999999999996,-0.5999999999999943,105.39399999999999,105.91,104.85,1.0600000000000023,-0.5500000000000114,105.852,106.39,105.12,1.269999999999996,-1.0899999999999892,902313,1253483,687977,565506,425902
2018-09-30,104.978,107.56,102.46,5.1000000000000085,-3.6500000000000057,105.714,107.57,103.9,3.6699999999999875,-3.6699999999999875,102.82000000000001,105.01,100.55,4.460000000000008,-4.460000000000008,103.488,105.69,101.44,4.25,-4.049999999999997,1212479,1447018,972783,474235,-436110
2018-10-07,99.822,101.45,98.03,3.4200000000000017,-2.9099999999999966,100.632,101.74,99.56,2.1799999999999926,-2.009999999999991,98.668,100.3,96.87,3.4299999999999926,-3.4299999999999926,99.188,100.75,97.81,2.9399999999999977,-2.4399999999999977,1052642,1584791,621377,963414,74086
2018-10-14,99.612,101.51,97.89,3.6200000000000045,1.230000000000004,100.79599999999999,102.07,99.12,2.9499999999999886,1.0699999999999932,98.006,100.1,95.69,4.409999999999997,-1.6200000000000045,99.628,101.91,98.04,3.8699999999999903,-0.769999999999996,1376769,3348473,659552,2688921,2502356
2018-10-21,92.252,93.59,90.44,3.1500000000000057,1.0,94.458,95.75,93.83,1.9200000000000017,-1.6599999999999966,91.138,91.98,90.27,1.710000000000008,0.730000000000004,93.466,95.01,92.05,2.960000000000008,-2.3000000000000114,3194888,7593773,1416990,6176783,-6049649
2018-10-28,93.508,97.87,91.86,6.010000000000005,4.210000000000008,95.596,99.37,93.21,6.160000000000011,5.040000000000006,92.338,97.23,89.89,7.340000000000003,5.960000000000008,94.284,98.29,91.71,6.5800000000000125,6.260000000000005,1789253,2712938,1344019,1368919,95172
2018-11-04,98.626,100.15,97.52,2.6300000000000097,-0.10000000000000853,99.708,100.85,98.93,1.9199999999999875,-0.06999999999999318,97.62,98.8,96.7,2.0999999999999943,-0.12999999999999545,98.56400000000001,100.4,97.32,3.0800000000000125,-0.5500000000000114,995027,1185545,662096,523449,-75833
2018-11-11,96.446,97.09,95.93,1.1599999999999966,-0.09000000000000341,97.684,98.09,97.19,0.9000000000000057,0.7999999999999972,95.702,96.68,95.17,1.5100000000000051,1.1000000000000085,96.636,97.71,95.56,2.1499999999999915,2.049999999999997,937175,1201082,674458,526624,355296
2018-11-18,95.0275,97.75,93.68,4.069999999999993,-4.069999999999993,96.27000000000001,98.04,95.04,3.0,-1.490000000000009,93.89,94.51,93.47,1.0400000000000063,-0.8599999999999994,94.77,96.03,93.96,2.0700000000000074,1.1400000000000006,840240,1274101,375564,898537,-898537
2018-11-25,96.568,97.11,95.8,1.3100000000000023,-0.12999999999999545,97.514,98.28,96.95,1.3299999999999983,-0.8299999999999983,94.57600000000001,96.51,90.97,5.540000000000006,-5.540000000000006,95.492,97.53,91.0,6.530000000000001,-6.530000000000001,1540118,3746829,777110,2969719,2400728
2018-12-02,88.7575,91.47,86.67,4.799999999999997,-4.799999999999997,89.39,91.51,87.83,3.680000000000007,-3.530000000000001,86.30250000000001,88.6,83.29,5.309999999999988,-5.309999999999988,87.425,89.87,83.93,5.939999999999998,-5.939999999999998,2404557,4108988,1589856,2519132,-2519132
2018-12-09,84.292,85.05,83.02,2.030000000000001,-0.5600000000000023,85.19800000000001,85.93,84.12,1.8100000000000023,0.7399999999999949,83.182,84.53,81.81,2.719999999999999,0.7000000000000028,84.102,84.83,83.76,1.0699999999999932,0.060000000000002274,1109416,1349777,869529,480248,-177427
2018-12-16,81.866,83.88,79.3,4.579999999999998,-4.530000000000001,82.838,85.45,80.77,4.680000000000007,-4.3500000000000085,79.938,82.86,77.79,5.069999999999993,-5.069999999999993,80.718,83.59,78.11,5.480000000000004,-5.480000000000004,1634836,1983688,1294184,689504,269969
2018-12-23,79.54,81.45,78.2,3.25,3.25,80.935,82.17,78.99,3.180000000000007,3.180000000000007,78.54,80.76,76.84,3.9200000000000017,3.9200000000000017,80.4025,81.39,78.02,3.3700000000000045,3.1099999999999994,803935,992771,630286,362485,119106
2018-12-30,80.0025,81.29,79.25,2.0400000000000063,-2.0400000000000063,81.2675,82.31,80.08,2.230000000000004,0.6800000000000068,78.70750000000001,80.14,77.34,2.799999999999997,-2.049999999999997,79.98,81.25,77.9,3.3499999999999943,-0.45999999999999375,1612770,2072355,1147096,925259,925259
2019-01-06,83.98,85.41,80.75,4.659999999999997,4.329999999999998,85.71,86.97,83.87,3.0999999999999943,3.0999999999999943,83.354,84.9,80.3,4.6000000000000085,4.6000000000000085,85.208,86.92,83.29,3.6299999999999955,3.6299999999999955,1325730,1951587,873145,1078442,-1078442
2019-01-13,87.256,88.7,86.35,2.3500000000000085,2.049999999999997,88.26,89.19,87.75,1.4399999999999977,1.4399999999999977,86.654,87.94,85.8,2.1400000000000006,2.1400000000000006,87.712,88.85,86.49,2.3599999999999994,2.3599999999999994,895613,1030049,759382,270667,33635
2019-01-20,89.005,89.96,88.26,1.6999999999999886,1.2999999999999972,89.6575,90.49,89.29,1.1999999999999886,1.1899999999999977,88.075,89.33,87.34,1.9899999999999949,1.9899999999999949,89.1975,90.13,88.2,1.9299999999999926,1.0699999999999932,923978,1092532,814320,278212,76046
2019-01-27,90.37400000000001,90.98,89.11,1.8700000000000045,1.4300000000000068,91.146,91.54,90.88,0.6600000000000108,0.13000000000000966,89.624,90.04,89.11,0.9300000000000068,0.5499999999999972,90.75,91.05,90.56,0.4899999999999949,0.04999999999999716,944655,1454230,665857,788373,788373
2019-02-03,90.768,91.58,89.66,1.9200000000000017,-0.9200000000000017,91.816,93.19,90.63,2.5600000000000023,1.3799999999999955,89.236,90.94,85.55,5.390000000000001,-4.790000000000006,90.698,91.5,89.39,2.1099999999999994,-1.9599999999999937,2353636,6386405,1039749,5346656,5264070
2019-02-10,89.862,90.49,89.38,1.1099999999999994,-0.25,90.378,90.68,90.07,0.6100000000000136,-0.44000000000001194,87.706,89.14,83.53,5.609999999999999,-4.719999999999999,88.914,89.97,86.4,3.569999999999993,-2.4799999999999898,1962459,4487907,862953,3624954,2785843
2019-02-17,86.7475,87.56,86.33,1.230000000000004,-0.12000000000000455,87.14750000000001,87.56,86.58,0.980000000000004,-0.9200000000000017,85.9375,86.17,85.68,0.4899999999999949,-0.12999999999999545,86.6675,87.46,86.0,1.4599999999999937,-1.4599999999999937,1391024,1745863,960376,785487,195233
2019-02-24,85.33200000000001,86.51,84.15,2.3599999999999994,-0.7199999999999989,86.328,88.24,85.09,3.1499999999999915,1.3499999999999943,84.58800000000001,85.7,82.88,2.8200000000000074,0.0799999999999983,85.642,88.02,84.48,3.539999999999992,1.8499999999999943,1516641,2428642,906237,1522405,921462
2019-03-03,88.014,88.9,86.38,2.5200000000000102,-2.25,88.702,90.04,87.28,2.760000000000005,-2.760000000000005,87.28,88.44,85.96,2.480000000000004,-1.8500000000000085,87.802,88.66,86.7,1.9599999999999937,-1.6099999999999994,957618,1375056,662744,712312,-566666
2019-03-10,86.924,87.22,86.62,0.5999999999999943,-0.5999999999999943,87.382,87.51,87.26,0.25,-0.20999999999999375,86.468,86.81,86.07,0.7400000000000091,-0.4099999999999966,86.758,87.08,86.51,0.5699999999999932,-0.35999999999999943,1039326,1393899,624958,768941,414019
2019-03-17,86.132,87.17,84.82,2.3500000000000085,-1.990000000000009,86.68,88.14,85.0,3.1400000000000006,-2.5900000000000034,85.124,86.6,82.87,3.7299999999999898,-3.4799999999999898,85.664,87.1,83.51,3.589999999999989,-3.589999999999989,784524,1100570,566933,533637,405767
2019-03-24,84.664,85.82,83.29,2.529999999999987,2.529999999999987,85.22200000000001,85.89,84.15,1.7399999999999949,1.7399999999999949,84.19,84.98,83.04,1.9399999999999977,1.9199999999999875,84.818,85.56,83.96,1.6000000000000085,1.0600000000000023,812015,1204385,622362,582023,551126
2019-03-31,85.584,86.25,85.23,1.019999999999996,0.7900000000000063,86.134,86.67,85.74,0.9300000000000068,0.8100000000000023,85.134,86.08,84.61,1.4699999999999989,1.0600000000000023,85.73,86.56,85.12,1.4399999999999977,0.8799999999999955,826846,1303770,569286,734484,-335766
2019-04-07,85.966,86.37,85.16,1.210000000000008,-0.12999999999999545,86.55,87.62,85.83,1.7900000000000063,0.960000000000008,85.4,86.04,84.75,1.2900000000000063,0.0,86.14,87.57,85.15,2.4199999999999875,1.039999999999992,789661,1356614,527957,828657,412320
2019-04-14,88.9075,90.38,87.58,2.799999999999997,2.799999999999997,89.675,90.57,88.04,2.529999999999987,2.339999999999989,87.82,88.53,87.2,1.3299999999999983,1.0600000000000023,89.1375,90.18,87.91,2.2700000000000102,0.8700000000000045,985320,1172896,719566,453330,453330
2019-04-21,98.31,102.0,88.42,13.579999999999998,13.579999999999998,100.402,103.52,89.3,14.219999999999999,14.040000000000006,97.672,101.87,87.92,13.950000000000003,13.950000000000003,99.202,103.18,88.11,15.070000000000007,14.480000000000004,2929251,7378304,966323,6411981,210315
2019-04-28,102.36800000000001,104.0,101.29,2.7099999999999937,1.3799999999999955,103.464,105.0,101.9,3.0999999999999943,1.4000000000000057,101.494,102.34,100.62,1.7199999999999989,1.6500000000000057,102.794,104.75,101.72,3.030000000000001,3.030000000000001,1289794,1686111,993830,692281,-508747
2019-05-05,101.45,102.95,100.17,2.780000000000001,-2.769999999999996,102.33200000000001,104.36,100.69,3.6700000000000017,-3.319999999999993,100.102,101.78,98.5,3.280000000000001,-3.280000000000001,101.368,103.69,100.46,3.230000000000004,-3.0,1024993,1439836,684536,755300,-690914
2019-05-12,97.412,98.52,96.44,2.0799999999999983,-0.6799999999999926,98.474,98.89,98.1,0.7900000000000063,0.37000000000000455,96.372,97.1,95.74,1.3599999999999994,1.0500000000000114,97.114,98.28,95.97,2.3100000000000023,1.1800000000000068,1044822,1364462,752854,611608,-90061
2019-05-19,97.16,98.21,96.24,1.9699999999999989,1.8199999999999932,98.366,99.43,96.64,2.7900000000000063,2.7900000000000063,96.684,97.92,95.53,2.3900000000000006,2.3900000000000006,97.694,99.07,96.14,2.9299999999999926,2.1799999999999926,975197,1476768,532779,943989,-363773
2019-05-26,97.4725,98.74,96.46,2.280000000000001,-2.280000000000001,98.2125,99.27,97.21,2.0600000000000023,-2.0600000000000023,96.57,97.82,95.1,2.719999999999999,-2.719999999999999,97.03999999999999,98.02,95.14,2.8799999999999955,-2.719999999999999,700828,848957,506299,342658,69856
2019-06-02,101.198,104.99,95.21,9.780000000000001,9.780000000000001,103.256,106.25,97.72,8.530000000000001,8.530000000000001,100.522,104.26,94.58,9.680000000000007,9.680000000000007,102.79599999999999,105.92,97.07,8.850000000000009,8.850000000000009,887695,1407655,699347,708308,-149946
2019-06-09,106.57,107.13,105.84,1.289999999999992,0.9200000000000017,107.618,108.0,106.81,1.1899999999999977,-0.29000000000000625,105.994,106.87,105.23,1.6400000000000006,1.6400000000000006,106.63,107.52,105.68,1.8399999999999892,1.7199999999999989,886858,1222907,556838,666069,-518306
2019-06-16,108.054,108.64,107.81,0.8299999999999983,0.12000000000000455,108.32000000000001,108.86,107.81,1.0499999999999972,0.3100000000000023,106.566,107.38,106.06,1.3199999999999932,0.21999999999999886,107.394,107.9,106.59,1.3100000000000023,0.6799999999999926,715925,1042962,498221,544741,370557
2019-06-23,106.234,107.74,105.49,2.25,-1.7099999999999937,107.18,108.12,106.5,1.6200000000000045,-0.980000000000004,105.42,106.26,104.78,1.480000000000004,-0.9000000000000057,105.70400000000001,106.39,105.12,1.269999999999996,-0.7099999999999937,974995,1782313,453723,1328590,1210742
2019-06-30,105.9525,106.7,104.91,1.7900000000000063,-0.8700000000000045,107.1725,107.9,106.61,1.2900000000000063,-0.8200000000000074,105.2425,105.91,104.47,1.4399999999999977,-0.22999999999998977,106.105,106.92,104.69,2.230000000000004,0.5,781989,935572,683583,251989,-214909
2019-07-07,107.79,108.62,106.33,2.2900000000000063,1.6700000000000017,108.834,109.77,108.41,1.3599999999999994,1.3599999999999994,107.074,107.99,106.33,1.6599999999999966,1.6599999999999966,108.314,109.27,107.61,1.6599999999999966,1.0999999999999943,805367,957336,629203,328133,57273
2019-07-14,109.414,110.0,108.37,1.6299999999999955,0.2600000000000051,110.37,111.76,109.58,2.180000000000007,-2.180000000000007,108.364,109.45,107.64,1.8100000000000023,-0.5900000000000034,109.02799999999999,109.85,107.66,2.1899999999999977,-1.980000000000004,875605,1047933,751236,296697,252540
2019-07-21,117.624,123.64,108.12,15.519999999999996,15.519999999999996,119.758,124.33,108.94,15.39,15.39,116.948,122.61,107.69,14.920000000000002,14.920000000000002,119.102,123.67,108.51,15.159999999999997,15.159999999999997,1933332,3924500,1201186,2723314,-412451
2019-07-28,121.638,125.24,114.41,10.829999999999998,-9.430000000000007,122.81400000000001,126.87,114.83,12.040000000000006,-11.460000000000008,118.586,123.73,111.61,12.120000000000005,-12.120000000000005,119.99,126.07,113.51,12.559999999999988,-12.559999999999988,1547708,2472644,958732,1513912,900860
2019-08-04,112.952,115.11,111.14,3.969999999999999,3.2099999999999937,114.37,116.7,111.96,4.740000000000009,4.210000000000008,111.694,114.26,109.79,4.469999999999999,3.8599999999999994,113.864,116.64,111.41,5.230000000000004,3.1200000000000045,1004266,1499865,720198,779667,-779667
2019-08-11,114.122,115.06,112.98,2.0799999999999983,0.5099999999999909,116.07000000000001,120.97,114.36,6.609999999999999,0.5600000000000023,112.754,113.56,112.11,1.4500000000000028,1.0100000000000051,114.262,116.25,113.14,3.1099999999999994,1.230000000000004,867912,1626426,512983,1113443,102005
2019-08-18,113.67,115.95,106.95,9.0,-8.679999999999993,114.444,116.61,108.69,7.920000000000002,-7.540000000000006,111.922,114.56,103.76,10.799999999999997,-10.399999999999991,112.664,115.5,104.13,11.370000000000005,-10.820000000000007,788916,2048036,375120,1672916,1467086
2019-08-25,108.128,111.04,105.49,5.550000000000011,5.550000000000011,109.422,111.34,107.86,3.480000000000004,3.480000000000004,106.69800000000001,109.86,103.04,6.819999999999993,5.069999999999993,108.668,110.47,107.2,3.269999999999996,3.269999999999996,725397,1026086,505295,520791,-346676
2019-09-01,110.5475,111.31,109.82,1.490000000000009,0.9500000000000028,111.5375,112.49,110.27,2.219999999999999,2.219999999999999,109.3625,110.52,108.09,2.4299999999999926,2.4299999999999926,110.5875,112.4,109.39,3.010000000000005,3.010000000000005,675809,721598,620280,101318,-43991
2019-09-08,116.19800000000001,119.68,112.7,6.980000000000004,6.980000000000004,118.63,121.47,114.4,7.069999999999993,7.069999999999993,115.664,119.64,111.79,7.849999999999994,7.849999999999994,117.48,119.78,113.94,5.840000000000003,5.840000000000003,775356,1088695,580566,508129,20827
2019-09-15,119.666,120.33,118.58,1.75,1.519999999999996,120.538,121.37,119.79,1.5799999999999983,0.7600000000000051,118.402,119.72,117.41,2.3100000000000023,-0.7199999999999989,119.314,120.92,117.63,3.2900000000000063,-1.4399999999999977,1108865,2512081,433743,2078338,2078338
2019-09-22,118.17999999999999,119.1,117.08,2.019999999999996,0.7099999999999937,119.276,119.53,118.62,0.9099999999999966,0.1599999999999966,117.074,117.82,116.41,1.4099999999999966,0.539999999999992,118.022,118.82,117.0,1.8199999999999932,0.7399999999999949,542982,601117,501725,99392,3355
2019-09-29,117.194,119.07,115.01,4.059999999999988,-2.6399999999999864,118.502,119.93,116.6,3.3300000000000125,-1.4500000000000028,115.906,118.63,113.94,4.689999999999998,-2.1999999999999886,117.188,118.69,115.31,3.3799999999999955,-0.45000000000000284,601646,679867,497812,182055,-166800
2019-10-06,118.16199999999999,120.47,117.02,3.450000000000003,2.6700000000000017,119.398,122.1,118.1,4.0,3.8999999999999915,117.548,120.03,116.5,3.530000000000001,3.530000000000001,118.65,121.29,116.69,4.6000000000000085,3.6300000000000097,564546,625801,435935,189866,175930
2019-10-13,121.67999999999999,122.34,120.67,1.6700000000000017,1.6299999999999955,122.544,123.05,121.64,1.4099999999999966,1.4099999999999966,121.15599999999999,121.58,120.21,1.3700000000000045,1.3200000000000074,121.84,122.39,120.9,1.4899999999999949,1.059999999999988,683398,911324,509110,402214,402214
2019-10-20,103.906,122.93,96.15,26.78,-26.78,105.10600000000001,122.93,96.39,26.540000000000006,-26.540000000000006,101.22,119.4,94.19,25.210000000000008,-25.210000000000008,102.35,120.16,96.01,24.14999999999999,-24.14999999999999,3383703,6950781,2072086,4878695,178088
