Date,Rogers International Commodity Energy Total ReturnEtf_Open_average,Rogers International Commodity Energy Total ReturnEtf_Open_max,Rogers International Commodity Energy Total ReturnEtf_Open_min,Rogers International Commodity Energy Total ReturnEtf_Open_volatility,Rogers International Commodity Energy Total ReturnEtf_Open_change,Rogers International Commodity Energy Total ReturnEtf_High_average,Rogers International Commodity Energy Total ReturnEtf_High_max,Rogers International Commodity Energy Total ReturnEtf_High_min,Rogers International Commodity Energy Total ReturnEtf_High_volatility,Rogers International Commodity Energy Total ReturnEtf_High_change,Rogers International Commodity Energy Total ReturnEtf_Low_average,Rogers International Commodity Energy Total ReturnEtf_Low_max,Rogers International Commodity Energy Total ReturnEtf_Low_min,Rogers International Commodity Energy Total ReturnEtf_Low_volatility,Rogers International Commodity Energy Total ReturnEtf_Low_change,Rogers International Commodity Energy Total ReturnEtf_Close_average,Rogers International Commodity Energy Total ReturnEtf_Close_max,Rogers International Commodity Energy Total ReturnEtf_Close_min,Rogers International Commodity Energy Total ReturnEtf_Close_volatility,Rogers International Commodity Energy Total ReturnEtf_Close_change
2018-01-14,2.89,2.89,2.89,0.0,0.0,2.9,2.9,2.9,0.0,0.0,2.89,2.89,2.89,0.0,0.0,2.892,2.892,2.892,0.0,0.0
2018-01-21,3.02,3.02,3.02,0.0,0.0,3.029,3.029,3.029,0.0,0.0,3.01,3.01,3.01,0.0,0.0,3.029,3.029,3.029,0.0,0.0
2018-01-28,2.92,2.92,2.92,0.0,0.0,2.94,2.94,2.94,0.0,0.0,2.917,2.917,2.917,0.0,0.0,2.93,2.93,2.93,0.0,0.0
2018-02-04,2.7,2.7,2.7,0.0,0.0,2.7,2.7,2.7,0.0,0.0,2.6660000000000004,2.6660000000000004,2.6660000000000004,0.0,0.0,2.67,2.67,2.67,0.0,0.0
2018-02-11,2.7489999999999997,2.7489999999999997,2.7489999999999997,0.0,0.0,2.77,2.77,2.77,0.0,0.0,2.7489999999999997,2.7489999999999997,2.7489999999999997,0.0,0.0,2.77,2.77,2.77,0.0,0.0
2018-02-18,2.84,2.84,2.84,0.0,0.0,2.865,2.865,2.865,0.0,0.0,2.83,2.83,2.83,0.0,0.0,2.865,2.865,2.865,0.0,0.0
2018-02-25,2.74,2.74,2.74,0.0,0.0,2.74,2.74,2.74,0.0,0.0,2.737,2.737,2.737,0.0,0.0,2.737,2.737,2.737,0.0,0.0
2018-03-04,2.7969999999999997,2.7969999999999997,2.7969999999999997,0.0,0.0,2.7969999999999997,2.7969999999999997,2.7969999999999997,0.0,0.0,2.7969999999999997,2.7969999999999997,2.7969999999999997,0.0,0.0,2.7969999999999997,2.7969999999999997,2.7969999999999997,0.0,0.0
2018-03-11,2.82,2.82,2.82,0.0,0.0,2.82,2.82,2.82,0.0,0.0,2.82,2.82,2.82,0.0,0.0,2.82,2.82,2.82,0.0,0.0
2018-03-18,2.935,2.935,2.935,0.0,0.0,2.94,2.94,2.94,0.0,0.0,2.92,2.92,2.92,0.0,0.0,2.92,2.92,2.92,0.0,0.0
2018-03-25,2.9360000000000004,2.9360000000000004,2.9360000000000004,0.0,0.0,2.9360000000000004,2.9360000000000004,2.9360000000000004,0.0,0.0,2.9360000000000004,2.9360000000000004,2.9360000000000004,0.0,0.0,2.9360000000000004,2.9360000000000004,2.9360000000000004,0.0,0.0
2018-04-01,2.8,2.8,2.8,0.0,0.0,2.9,2.9,2.9,0.0,0.0,2.8,2.8,2.8,0.0,0.0,2.85,2.85,2.85,0.0,0.0
2018-04-08,3.0,3.0,3.0,0.0,0.0,3.03,3.03,3.03,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.02,3.02,3.02,0.0,0.0
2018-04-15,3.051,3.051,3.051,0.0,0.0,3.065,3.065,3.065,0.0,0.0,3.051,3.051,3.051,0.0,0.0,3.065,3.065,3.065,0.0,0.0
2018-04-22,3.08,3.08,3.08,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.08,3.08,3.08,0.0,0.0
2018-04-29,3.11,3.11,3.11,0.0,0.0,3.14,3.14,3.14,0.0,0.0,3.076,3.076,3.076,0.0,0.0,3.14,3.14,3.14,0.0,0.0
2018-05-06,3.2,3.2,3.2,0.0,0.0,3.217,3.217,3.217,0.0,0.0,3.2,3.2,3.2,0.0,0.0,3.21,3.21,3.21,0.0,0.0
2018-05-13,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.255,3.255,3.255,0.0,0.0,3.27,3.27,3.27,0.0,0.0
2018-05-20,3.2,3.2,3.2,0.0,0.0,3.2,3.2,3.2,0.0,0.0,3.16,3.16,3.16,0.0,0.0,3.16,3.16,3.16,0.0,0.0
2018-05-27,3.141,3.141,3.141,0.0,0.0,3.154,3.154,3.154,0.0,0.0,3.141,3.141,3.141,0.0,0.0,3.154,3.154,3.154,0.0,0.0
