Date,USAA MSCI USA Value Momentum Blend_Open_average,USAA MSCI USA Value Momentum Blend_Open_max,USAA MSCI USA Value Momentum Blend_Open_min,USAA MSCI USA Value Momentum Blend_Open_volatility,USAA MSCI USA Value Momentum Blend_Open_change,USAA MSCI USA Value Momentum Blend_High_average,USAA MSCI USA Value Momentum Blend_High_max,USAA MSCI USA Value Momentum Blend_High_min,USAA MSCI USA Value Momentum Blend_High_volatility,USAA MSCI USA Value Momentum Blend_High_change,USAA MSCI USA Value Momentum Blend_Low_average,USAA MSCI USA Value Momentum Blend_Low_max,USAA MSCI USA Value Momentum Blend_Low_min,USAA MSCI USA Value Momentum Blend_Low_volatility,USAA MSCI USA Value Momentum Blend_Low_change,USAA MSCI USA Value Momentum Blend_Close_average,USAA MSCI USA Value Momentum Blend_Close_max,USAA MSCI USA Value Momentum Blend_Close_min,USAA MSCI USA Value Momentum Blend_Close_volatility,USAA MSCI USA Value Momentum Blend_Close_change
2018-04-01,50.73,50.73,50.73,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2018-04-08,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2018-04-15,51.95,51.95,51.95,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2018-04-22,51.8,51.8,51.8,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2018-04-29,51.37,51.37,51.37,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-05-06,52.31,52.31,52.31,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2018-05-13,52.57,52.57,52.57,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-05-20,52.25,52.25,52.25,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2018-05-27,52.5,52.5,52.5,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-06-03,53.33,53.33,53.33,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2018-06-10,52.93,52.93,52.93,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-06-17,52.33,52.33,52.33,0.0,0.0,52.33,52.33,52.33,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2018-06-24,51.31,51.31,51.31,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2018-07-01,52.35,52.35,52.35,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2018-07-08,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-07-15,52.48,52.48,52.48,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2018-07-22,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2018-07-29,52.94,52.94,52.94,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2018-08-05,52.9,52.9,52.9,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-08-12,53.31,53.31,53.31,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2018-08-19,53.91,53.91,53.91,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.91,53.91,53.91,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2018-08-26,53.95,53.95,53.95,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2018-09-02,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2018-09-09,53.72,53.72,53.72,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2018-09-16,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2018-09-23,53.88,53.88,53.88,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2018-09-30,52.95,52.95,52.95,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2018-10-07,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-10-14,50.45,50.45,50.45,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-10-21,48.84,48.84,48.84,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2018-10-28,50.52,50.52,50.52,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2018-11-04,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-11-11,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2018-11-18,49.06,49.06,49.06,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-11-25,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-12-02,47.59,47.59,47.59,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.69,46.69,46.69,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-12-09,46.41,46.41,46.41,0.0,0.0,46.41,46.41,46.41,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2018-12-16,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-12-23,44.91,44.91,44.91,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.64,44.64,44.64,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2018-12-30,45.48,45.48,45.48,0.0,0.0,46.33,46.33,46.33,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2019-01-06,47.11,47.11,47.11,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-01-13,48.0,48.0,48.0,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-01-20,47.99,47.99,47.99,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2019-01-27,49.11,49.11,49.11,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-02-03,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-02-10,50.32,50.32,50.32,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-02-17,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-02-24,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-03-03,49.19,49.19,49.19,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2019-03-10,50.27,50.27,50.27,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-03-17,49.55,49.55,49.55,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-03-24,50.58,50.58,50.58,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-03-31,51.23,51.23,51.23,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-04-07,51.53,51.53,51.53,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-04-14,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.96,50.96,50.96,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-04-21,51.53,51.53,51.53,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-04-28,50.74,50.74,50.74,0.0,0.0,51.44,51.44,51.44,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-05-05,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-05-12,49.99,49.99,49.99,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-05-19,49.7,49.7,49.7,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-05-26,48.05,48.05,48.05,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-06-02,50.38,50.38,50.38,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-06-09,50.54,50.54,50.54,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-06-16,51.21,51.21,51.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-06-23,51.62,51.62,51.62,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-06-30,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2019-07-07,52.37,52.37,52.37,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2019-07-14,52.13,52.13,52.13,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-07-21,52.35,52.35,52.35,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2019-07-28,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-08-04,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-08-11,50.3,50.3,50.3,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-08-18,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-08-25,50.8,50.8,50.8,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-09-01,51.16,51.16,51.16,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-09-08,51.71,51.71,51.71,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-09-15,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2019-09-22,50.97,50.97,50.97,0.0,0.0,51.36,51.36,51.36,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-09-29,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-10-06,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-10-13,51.49,51.49,51.49,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-10-20,51.55,51.55,51.55,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2019-10-27,52.5,52.5,52.5,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2019-11-03,52.5,52.5,52.5,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-11-10,52.71,52.71,52.71,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2019-11-17,52.69,52.69,52.69,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.69,52.69,52.69,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2019-11-24,52.8,52.8,52.8,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-12-01,52.75,52.75,52.75,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2019-12-08,53.08,53.08,53.08,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-12-15,53.98,53.98,53.98,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-12-22,53.62,53.62,53.62,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-12-29,53.42,53.42,53.42,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.62,53.62,53.62,0.0,0.0
