Date,Franklin LibertyQ Global Equity_Open_average,Franklin LibertyQ Global Equity_Open_max,Franklin LibertyQ Global Equity_Open_min,Franklin LibertyQ Global Equity_Open_volatility,Franklin LibertyQ Global Equity_Open_change,Franklin LibertyQ Global Equity_High_average,Franklin LibertyQ Global Equity_High_max,Franklin LibertyQ Global Equity_High_min,Franklin LibertyQ Global Equity_High_volatility,Franklin LibertyQ Global Equity_High_change,Franklin LibertyQ Global Equity_Low_average,Franklin LibertyQ Global Equity_Low_max,Franklin LibertyQ Global Equity_Low_min,Franklin LibertyQ Global Equity_Low_volatility,Franklin LibertyQ Global Equity_Low_change,Franklin LibertyQ Global Equity_Close_average,Franklin LibertyQ Global Equity_Close_max,Franklin LibertyQ Global Equity_Close_min,Franklin LibertyQ Global Equity_Close_volatility,Franklin LibertyQ Global Equity_Close_change
2018-01-14,31.97,31.97,31.97,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2018-01-21,32.38,32.38,32.38,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2018-01-28,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-02-04,30.19,30.19,30.19,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-02-11,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2018-02-18,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-02-25,30.13,30.13,30.13,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-03-04,30.71,30.71,30.71,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-03-11,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-03-18,29.9,29.9,29.9,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2018-03-25,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-04-01,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-04-08,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-04-15,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-04-22,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-04-29,29.91,29.91,29.91,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-05-06,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-05-13,30.41,30.41,30.41,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2018-05-20,30.33,30.33,30.33,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-05-27,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-06-03,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-06-10,30.46,30.46,30.46,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2018-06-17,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-06-24,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-07-01,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-07-08,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-07-15,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-07-22,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-07-29,30.69,30.69,30.69,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-08-05,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-08-12,31.02,31.02,31.02,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2018-08-19,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-08-26,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-09-02,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-09-09,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-09-16,31.34,31.34,31.34,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-09-23,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-09-30,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-10-07,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-10-14,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-10-21,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-10-28,29.6,29.6,29.6,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-11-04,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-11-11,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-11-18,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0
