Date,PRI_Open_average,PRI_Open_max,PRI_Open_min,PRI_Open_volatility,PRI_Open_change,PRI_High_average,PRI_High_max,PRI_High_min,PRI_High_volatility,PRI_High_change,PRI_Low_average,PRI_Low_max,PRI_Low_min,PRI_Low_volatility,PRI_Low_change,PRI_Close_average,PRI_Close_max,PRI_Close_min,PRI_Close_volatility,PRI_Close_change,PRI_Volume_average,PRI_Volume_max,PRI_Volume_min,PRI_Volume_volatility,PRI_Volume_change
2018-01-14,103.6125,104.3,102.9,1.3999999999999915,-1.3999999999999915,104.535,104.8,104.34,0.45999999999999375,-0.25,102.725,102.9,102.45,0.45000000000000284,0.45000000000000284,103.6375,104.5,102.65,1.8499999999999943,1.8499999999999943,186907,237299,162223,75076,-63179
2018-01-21,105.8,107.1,105.05,2.049999999999997,0.15000000000000568,106.55,108.05,105.6,2.450000000000003,-0.5,104.45,105.05,104.0,1.0499999999999972,-0.29999999999999716,105.62,106.45,104.75,1.7000000000000028,-0.3500000000000085,150174,223665,106437,117228,-117228
2018-01-28,102.66,105.8,100.35,5.450000000000003,-4.200000000000003,103.46,105.8,102.25,3.549999999999997,-3.3499999999999943,101.164,103.66,99.91,3.75,-2.7099999999999937,102.11,103.85,101.0,2.8499999999999943,-2.8499999999999943,189584,278167,122742,155425,141739
2018-02-04,98.07,104.75,92.75,12.0,-3.5,100.28,105.0,98.15,6.849999999999994,-2.0999999999999943,93.8,95.1,91.55,3.549999999999997,-2.299999999999997,95.91,96.75,94.75,2.0,1.0999999999999943,328911,399928,243017,156911,146621
2018-02-11,97.26,99.95,94.75,5.200000000000003,1.75,99.2,99.95,97.65,2.299999999999997,1.3500000000000085,96.26,98.1,94.4,3.6999999999999886,3.6999999999999886,98.02,99.5,95.15,4.349999999999994,4.349999999999994,192315,228731,152765,75966,-75073
2018-02-18,99.4,100.05,98.7,1.3499999999999943,0.75,101.0075,102.05,100.33,1.7199999999999989,0.269999999999996,98.925,99.4,98.2,1.2000000000000028,0.8999999999999915,99.6375,100.55,99.05,1.5,1.3499999999999943,179720,206402,129553,76849,-48675
2018-02-25,98.81,101.9,93.05,8.850000000000009,-7.75,99.906,102.95,95.5,7.450000000000003,-6.450000000000003,96.78,100.45,92.25,8.200000000000003,-8.150000000000006,97.71,101.75,93.5,8.25,-6.400000000000006,192881,283649,105310,178339,116707
2018-03-04,96.96,99.8,94.5,5.299999999999997,5.299999999999997,99.10000000000001,103.4,96.7,6.700000000000003,6.700000000000003,96.53,99.35,94.05,5.299999999999997,5.299999999999997,98.54,102.55,96.2,6.349999999999994,6.349999999999994,218164,270185,144142,126043,-24509
2018-03-11,101.98,103.2,100.55,2.6500000000000057,-1.8000000000000114,102.78,103.65,101.4,2.25,-0.7000000000000028,100.96,102.2,99.8,2.4000000000000057,-1.3500000000000085,101.4,102.2,100.3,1.9000000000000057,-0.25,187156,332847,100302,232545,166756
2018-03-18,100.3,101.7,98.0,3.700000000000003,-3.700000000000003,101.38,103.15,98.4,4.75,-4.75,98.82600000000001,100.78,95.65,5.1299999999999955,-3.799999999999997,99.26,101.35,95.85,5.5,-4.550000000000011,205232,335631,108554,227077,77410
2018-03-25,98.6125,100.75,97.65,3.0999999999999943,0.09999999999999432,99.5825,101.0,98.03,2.969999999999999,-2.719999999999999,96.8,97.55,96.2,1.3499999999999943,-0.25,98.0125,100.4,96.6,3.8000000000000114,-3.8000000000000114,277149,321619,195193,126426,126426
2018-04-01,95.96,97.85,94.7,3.1499999999999915,-0.45000000000000284,97.212,98.4,96.66,1.740000000000009,-0.3400000000000034,94.9,96.5,93.35,3.1500000000000057,1.5500000000000114,96.14,97.0,94.8,2.200000000000003,1.1500000000000057,274127,372348,183663,188685,-16869
2018-04-08,96.7,97.5,96.2,1.2999999999999972,0.20000000000000284,97.44,98.0,97.05,0.9500000000000028,-0.45000000000000284,95.434,96.7,93.67,3.030000000000001,-2.1799999999999926,96.07,97.0,94.25,2.75,-1.7999999999999972,237590,341949,175165,166784,90331
2018-04-15,96.04,98.0,94.4,3.5999999999999943,3.5999999999999943,97.12,98.1,96.3,1.7999999999999972,1.7999999999999972,95.35,96.4,94.05,2.3500000000000085,2.3500000000000085,96.27,97.6,95.0,2.5999999999999943,2.5,257894,365623,207250,158373,-41605
2018-04-22,97.55,98.0,96.8,1.2000000000000028,0.5,98.36,98.6,98.25,0.3499999999999943,0.15000000000000568,96.64,97.2,96.05,1.1500000000000057,0.4000000000000057,97.63,98.3,96.95,1.3499999999999943,0.5999999999999943,137936,185187,93944,91243,-61586
2018-04-29,95.75,98.3,92.2,6.099999999999994,-6.099999999999994,97.02,98.8,95.75,3.049999999999997,-3.049999999999997,94.1,96.7,91.6,5.1000000000000085,-4.8500000000000085,95.31,96.85,92.7,4.1499999999999915,-2.049999999999997,196921,236642,152670,83972,32373
2018-05-06,93.83,95.15,92.3,2.8500000000000085,-0.75,95.26,95.95,94.75,1.2000000000000028,-0.04999999999999716,92.86,94.35,90.05,4.299999999999997,-0.6500000000000057,94.32,95.35,92.85,2.5,-1.0,266401,445806,167924,277882,56491
2018-05-13,95.35,97.85,94.0,3.8499999999999943,3.5,96.29,98.0,94.65,3.3499999999999943,3.3499999999999943,94.75,97.05,92.95,4.099999999999994,4.099999999999994,95.84,97.65,93.95,3.700000000000003,3.700000000000003,260428,364160,194760,169400,-65040
2018-05-20,98.64,99.45,97.8,1.6500000000000057,1.6500000000000057,99.4,99.95,98.9,1.0499999999999972,0.5499999999999972,98.02,98.45,97.4,1.0499999999999972,0.6999999999999886,98.92999999999999,99.6,98.6,1.0,0.05000000000001137,145446,159777,118480,41297,-5126
2018-05-27,98.875,99.95,97.5,2.450000000000003,2.450000000000003,99.6125,100.1,98.65,1.4499999999999886,1.2999999999999972,97.825,98.9,96.3,2.6000000000000085,2.6000000000000085,98.6,99.75,97.15,2.5999999999999943,2.0,252308,339196,138156,201040,-80096
2018-06-03,100.36,101.8,99.4,2.3999999999999915,1.1000000000000085,101.19,102.5,99.95,2.549999999999997,2.3499999999999943,99.828,100.9,98.59,2.3100000000000023,1.6500000000000057,100.77,102.25,99.45,2.799999999999997,2.549999999999997,184466,234190,121879,112311,-6846
2018-06-10,101.36,102.55,100.65,1.8999999999999915,-1.8999999999999915,102.164,103.22,101.35,1.8700000000000045,-0.8199999999999932,100.31,101.0,99.9,1.0999999999999943,-0.8499999999999943,101.29,102.2,100.4,1.7999999999999972,0.5499999999999972,214621,393324,145169,248155,206841
2018-06-17,101.7,103.1,101.1,2.0,-0.4000000000000057,102.358,103.32,101.25,2.069999999999993,-0.7000000000000028,100.88,101.2,100.55,0.6500000000000057,-0.5,101.6,102.8,100.8,2.0,-1.1500000000000057,205551,254036,130887,123149,123149
2018-06-24,100.09,100.9,98.85,2.0500000000000114,-1.25,100.87,101.55,99.55,2.0,0.20000000000000284,99.24,99.9,98.3,1.6000000000000085,-0.44999999999998863,99.72,100.9,98.75,2.1500000000000057,-1.3000000000000114,232689,290939,172568,118371,-69177
2018-07-01,100.8,102.1,98.75,3.3499999999999943,3.3499999999999943,102.3,103.65,101.25,2.4000000000000057,2.4000000000000057,100.57,101.88,98.75,3.1299999999999955,3.1299999999999955,101.8,103.15,101.0,2.1500000000000057,2.1000000000000085,149437,185472,70346,115126,-3038
2018-07-08,103.37,105.35,101.9,3.4499999999999886,-0.75,104.57,105.6,103.35,2.25,-0.3500000000000085,102.61,103.55,101.75,1.7999999999999972,-1.0999999999999943,103.75,104.95,102.5,2.450000000000003,-0.7000000000000028,163057,222547,105894,116653,-40854
2018-07-15,105.96,107.9,104.35,3.5500000000000114,3.5500000000000114,107.31,109.2,105.0,4.200000000000003,4.200000000000003,105.8,107.55,104.0,3.549999999999997,3.549999999999997,106.99,108.95,104.8,4.150000000000006,4.150000000000006,211115,259646,123219,136427,73278
